,西暦年度,絶対番号,県コード_地点統一番号,水域コード_地点統一番号,地点コード_地点統一番号,調査区分,C_pH_最小値,pH_最小値,C_pH_最大値,pH_最大値,m_pH,n_pH,C_DO_最小値,DO_最小値,C_DO_最大値,DO_最大値,m_DO,n_DO,C_DO_日間平均値_平均値,DO_日間平均値_平均値,C_BOD_最小値,BOD_最小値,C_BOD_最大値,BOD_最大値,m_BOD,n_BOD,C_BOD_日間平均値_最小値,BOD_日間平均値_最小値,C_BOD_日間平均値_最大値,BOD_日間平均値_最大値,x_BOD,y_BOD,C_BOD_日間平均値_平均値,BOD_日間平均値_平均値,C_BOD_日間平均値_中央値,BOD_日間平均値_中央値,C_BOD_日間平均値_75%値,BOD_日間平均値_75%値,C_COD_最小値,COD_最小値,C_COD_最大値,COD_最大値,m_COD,n_COD,C_COD_日間平均値_最小値,COD_日間平均値_最小値,C_COD_日間平均値_最大値,COD_日間平均値_最大値,x_COD,y_COD,C_COD_日間平均値_平均値,COD_日間平均値_平均値,C_COD_日間平均値_中央値,COD_日間平均値_中央値,C_COD_日間平均値_75%値,COD_日間平均値_75%値,C_SS_最小値,SS_最小値,C_SS_最大値,SS_最大値,m_SS,n_SS,C_SS_日間平均値_平均値,SS_日間平均値_平均値,C_大腸菌群数_最小値,大腸菌群数_最小値,C_大腸菌群数_最大値,大腸菌群数_最大値,m_大腸菌群数,n_大腸菌群数,C_大腸菌群数_日間平均値_平均値,大腸菌群数_日間平均値_平均値,C_n-ヘキサン抽出物質（油分等）_最小値,n-ヘキサン抽出物質（油分等)_最小値,C_n-ヘキサン抽出物質(油分等)_最大値,n-ヘキサン抽出物質(油分等)_最大値,m_n-ヘキサン抽出物質(油分等),n_n-ヘキサン抽出物質(油分等),C_n-ヘキサン抽出物質(油分等)_日間平均値_平均値,n-ヘキサン抽出物質(油分等)_日間平均値_平均値,地点統一番号
10,1974,210131,,,,0,,,,,,,,,,,,,,,#,0.7,#,4.4,2.0,4.0,#,0.7,#,4.4,2.0,4.0,#,2.7,#,2.9,#,3.8,<,0.5,<,0.5,,4.0,<,0.5,<,0.5,,4.0,<,0.5,<,0.5,<,0.5,,,,,,,,,,,,,,,,,,,,,,,,,
11,1974,210141,,,,0,,,,,,,,,,,,,,,#,0.6,#,3.3,3.0,4.0,#,0.6,#,3.3,3.0,4.0,#,2.4,#,2.8,#,3.2,<,0.5,<,0.5,,4.0,<,0.5,<,0.5,,4.0,<,0.5,<,0.5,<,0.5,,,,,,,,,,,,,,,,,,,,,,,,,
12,1974,210151,,,,0,,,,,,,,,,,,,,,#,0.9,#,3.5,2.0,4.0,#,0.9,#,3.5,2.0,4.0,#,2.3,#,2.3,#,2.8,<,0.5,<,0.5,,4.0,<,0.5,<,0.5,,4.0,<,0.5,<,0.5,<,0.5,,,,,,,,,,,,,,,,,,,,,,,,,
13,1974,210161,,,,0,,,,,,,,,,,,,,,<,0.5,#,2.2,8.0,24.0,#,0.7,#,1.8,2.0,6.0,#,1.1,#,1.0,#,1.1,#,0.6,#,3.6,,24.0,#,1.1,#,1.6,,6.0,#,1.4,#,1.4,#,1.6,,,,,,,,,,,,,,,,,,,,,,,,,
14,1974,210171,,,,0,,,,,,,,,,,,,,,<,0.5,#,3.2,4.0,24.0,#,0.5,#,2.3,1.0,6.0,#,1.1,#,1.0,#,1.4,#,0.8,#,2.4,,24.0,#,0.8,#,1.8,,6.0,#,1.3,#,1.2,#,1.7,,,,,,,,,,,,,,,,,,,,,,,,,
15,1974,210181,,,,0,,,,,,,,,,,,,,,<,0.5,#,2.6,1.0,24.0,#,0.6,#,1.4,0.0,6.0,#,1.1,#,1.2,#,1.4,#,0.8,#,2.3,,24.0,#,0.9,#,1.8,,6.0,#,1.5,#,1.6,#,1.7,,,,,,,,,,,,,,,,,,,,,,,,,
16,1974,210191,,,,0,,,,,,,,,,,,,,,#,0.7,#,2.9,0.0,24.0,#,1.1,#,1.8,0.0,7.0,#,1.4,#,1.3,#,1.6,#,1.2,#,4.0,,24.0,#,1.2,#,3.4,,7.0,#,2.2,#,2.1,#,2.6,,,,,,,,,,,,,,,,,,,,,,,,,
17,1974,210201,,,,0,,,,,,,,,,,,,,,<,0.5,#,2.6,5.0,24.0,#,1.4,#,2.0,0.0,6.0,#,1.6,#,1.5,#,1.7,#,1.3,#,34.0,,24.0,#,1.6,#,12.0,,6.0,#,4.3,#,2.8,#,4.8,,,,,,,,,,,,,,,,,,,,,,,,,
18,1974,210211,,,,0,,,,,,,,,,,,,,,<,0.5,#,4.8,2.0,24.0,#,1.8,#,2.6,0.0,6.0,#,2.0,#,1.9,#,2.1,#,1.9,#,9.4,,24.0,#,2.8,#,5.4,,6.0,#,4.1,#,4.3,#,4.7,,,,,,,,,,,,,,,,,,,,,,,,,
19,1974,210231,,,,0,,,,,,,,,,,,,,,#,0.9,#,4.0,6.0,12.0,#,0.9,#,4.0,6.0,12.0,#,2.1,#,2.1,#,2.3,#,1.5,#,15.0,,12.0,#,1.5,#,15.0,,12.0,#,4.4,#,2.7,#,3.4,,,,,,,,,,,,,,,,,,,,,,,,,
20,1974,210251,,,,0,,,,,,,,,,,,,,,<,0.5,#,3.5,5.0,12.0,<,0.5,#,3.5,5.0,12.0,#,2.0,#,1.9,#,2.3,#,1.7,#,16.0,,12.0,#,1.7,#,16.0,,12.0,#,4.8,#,2.5,#,4.0,,,,,,,,,,,,,,,,,,,,,,,,,
21,1974,210261,,,,0,,,,,,,,,,,,,,,<,0.5,#,2.0,0.0,30.0,<,0.5,#,2.0,0.0,24.0,#,1.0,#,0.9,#,1.3,#,1.0,#,80.0,,30.0,#,1.0,#,37.0,,24.0,#,3.8,#,2.3,#,2.5,,,,,,,,,,,,,,,,,,,,,,,,,
22,1974,210271,,,,0,,,,,,,,,,,,,,,<,0.5,#,2.2,0.0,30.0,#,0.5,#,1.7,0.0,24.0,#,0.9,#,0.8,#,1.1,#,1.0,#,83.0,,30.0,#,1.0,#,37.0,,24.0,#,3.9,#,1.9,#,2.9,,,,,,,,,,,,,,,,,,,,,,,,,
23,1974,210281,,,,0,,,,,,,,,,,,,,,<,0.5,#,3.2,1.0,18.0,<,0.5,#,1.9,0.0,12.0,#,1.2,#,1.3,#,1.4,<,0.5,#,50.0,,18.0,#,0.7,#,13.0,,12.0,#,3.7,#,2.7,#,3.1,,,,,,,,,,,,,,,,,,,,,,,,,
24,1974,210301,,,,0,,,,,,,,,,,,,,,#,0.6,#,6.4,5.0,12.0,#,0.6,#,6.4,5.0,12.0,#,2.2,#,1.8,#,2.5,#,1.8,#,10.0,,12.0,#,1.8,#,10.0,,12.0,#,3.3,#,2.9,#,3.4,,,,,,,,,,,,,,,,,,,,,,,,,
25,1974,210311,,,,0,,,,,,,,,,,,,,,#,0.9,#,3.0,3.0,12.0,#,0.9,#,3.0,3.0,12.0,#,1.8,#,1.6,#,1.9,#,1.7,#,3.3,,12.0,#,1.7,#,3.3,,12.0,#,2.5,#,2.4,#,2.8,,,,,,,,,,,,,,,,,,,,,,,,,
26,1974,210321,,,,0,,,,,,,,,,,,,,,#,0.8,#,7.6,17.0,48.0,#,1.2,#,4.2,6.0,12.0,#,2.1,#,2.1,#,2.3,#,1.6,#,3.8,,48.0,#,1.9,#,3.6,,12.0,#,2.7,#,2.6,#,3.1,,,,,,,,,,,,,,,,,,,,,,,,,
27,1974,210331,,,,0,,,,,,,,,,,,,,,#,0.7,#,6.3,6.0,48.0,#,1.1,#,3.4,1.0,12.0,#,2.1,#,2.0,#,2.3,#,1.7,#,4.9,,48.0,#,1.8,#,4.4,,12.0,#,2.8,#,2.7,#,3.2,,,,,,,,,,,,,,,,,,,,,,,,,
28,1974,210341,,,,0,,,,,,,,,,,,,,,<,0.5,#,26.0,23.0,48.0,#,1.9,#,12.0,6.0,12.0,#,4.2,#,3.2,#,4.1,#,1.0,#,7.5,,48.0,#,2.3,#,5.2,,12.0,#,3.6,#,3.6,#,4.0,,,,,,,,,,,,,,,,,,,,,,,,,
29,1974,210351,,,,0,,,,,,,,,,,,,,,<,0.5,#,26.0,41.0,48.0,#,3.8,#,15.0,12.0,12.0,#,8.3,#,7.1,#,9.6,#,2.6,#,10.0,,48.0,#,3.2,#,7.2,,12.0,#,4.3,#,4.4,#,4.4,,,,,,,,,,,,,,,,,,,,,,,,,
30,1974,210361,,,,0,,,,,,,,,,,,,,,#,1.1,#,2.0,0.0,2.0,#,1.1,#,2.0,0.0,2.0,#,1.6,#,1.6,#,2.0,<,0.5,<,0.5,,2.0,<,0.5,<,0.5,,2.0,<,0.5,<,0.5,<,0.5,,,,,,,,,,,,,,,,,,,,,,,,,
31,1974,210371,,,,0,,,,,,,,,,,,,,,#,0.7,#,1.9,0.0,2.0,#,0.7,#,1.9,0.0,2.0,#,1.3,#,1.3,#,1.9,<,0.5,<,0.5,,2.0,<,0.5,<,0.5,,2.0,<,0.5,<,0.5,<,0.5,,,,,,,,,,,,,,,,,,,,,,,,,
32,1974,210381,,,,0,,,,,,,,,,,,,,,#,0.7,#,1.1,0.0,2.0,#,0.7,#,1.1,0.0,2.0,#,0.9,#,0.9,#,1.1,<,0.5,<,0.5,,2.0,<,0.5,<,0.5,,2.0,<,0.5,<,0.5,<,0.5,,,,,,,,,,,,,,,,,,,,,,,,,
33,1974,210391,,,,0,,,,,,,,,,,,,,,#,1.1,#,1.9,0.0,2.0,#,1.1,#,1.9,0.0,2.0,#,1.5,#,1.5,#,1.9,<,0.5,<,0.5,,2.0,<,0.5,<,0.5,,2.0,<,0.5,<,0.5,<,0.5,,,,,,,,,,,,,,,,,,,,,,,,,
34,1974,210401,,,,0,,,,,,,,,,,,,,,#,1.7,#,2.1,1.0,2.0,#,1.7,#,2.1,1.0,2.0,#,1.9,#,1.9,#,2.1,<,0.5,<,0.5,,2.0,<,0.5,<,0.5,,2.0,<,0.5,<,0.5,<,0.5,,,,,,,,,,,,,,,,,,,,,,,,,
35,1974,210411,,,,0,,,,,,,,,,,,,,,#,0.7,#,3.7,3.0,4.0,#,0.7,#,3.7,3.0,4.0,#,2.6,#,3.0,#,3.5,<,0.5,<,0.5,,4.0,<,0.5,<,0.5,,4.0,<,0.5,<,0.5,<,0.5,,,,,,,,,,,,,,,,,,,,,,,,,
36,1974,210421,,,,0,,,,,,,,,,,,,,,<,0.5,#,4.9,1.0,4.0,<,0.5,#,4.9,1.0,4.0,#,2.0,#,1.2,#,1.9,<,0.5,<,0.5,,4.0,<,0.5,<,0.5,,4.0,<,0.5,<,0.5,<,0.5,,,,,,,,,,,,,,,,,,,,,,,,,
37,1974,210431,,,,0,,,,,,,,,,,,,,,#,0.5,#,6.0,4.0,12.0,#,0.5,#,6.0,4.0,12.0,#,2.8,#,2.8,#,3.5,<,0.5,<,0.5,,12.0,<,0.5,<,0.5,,12.0,<,0.5,<,0.5,<,0.5,,,,,,,,,,,,,,,,,,,,,,,,,
38,1974,210441,,,,0,,,,,,,,,,,,,,,#,0.5,#,3.2,2.0,4.0,#,0.5,#,3.2,2.0,4.0,#,2.2,#,2.6,#,3.2,<,0.5,<,0.5,,4.0,<,0.5,<,0.5,,4.0,<,0.5,<,0.5,<,0.5,,,,,,,,,,,,,,,,,,,,,,,,,
39,1974,210451,,,,0,,,,,,,,,,,,,,,#,1.4,#,1.5,3.0,3.0,#,1.4,#,1.5,3.0,3.0,#,1.5,#,1.5,#,1.5,<,0.5,<,0.5,,3.0,<,0.5,<,0.5,,3.0,<,0.5,<,0.5,<,0.5,,,,,,,,,,,,,,,,,,,,,,,,,
40,1974,210471,,,,0,,,,,,,,,,,,,,,<,0.5,#,2.3,1.0,3.0,<,0.5,#,2.3,1.0,3.0,#,1.3,#,1.1,#,2.3,<,0.5,<,0.5,,3.0,<,0.5,<,0.5,,3.0,<,0.5,<,0.5,<,0.5,,,,,,,,,,,,,,,,,,,,,,,,,
41,1974,210481,,,,0,,,,,,,,,,,,,,,#,0.7,#,2.0,0.0,3.0,#,0.7,#,2.0,0.0,3.0,#,1.4,#,1.4,#,2.0,<,0.5,<,0.5,,3.0,<,0.5,<,0.5,,3.0,<,0.5,<,0.5,<,0.5,,,,,,,,,,,,,,,,,,,,,,,,,
42,1974,210491,,,,0,,,,,,,,,,,,,,,#,1.1,#,2.8,0.0,4.0,#,1.1,#,2.8,0.0,4.0,#,2.2,#,2.5,#,2.6,<,0.5,<,0.5,,4.0,<,0.5,<,0.5,,4.0,<,0.5,<,0.5,<,0.5,,,,,,,,,,,,,,,,,,,,,,,,,
43,1974,210501,,,,0,,,,,,,,,,,,,,,#,1.5,#,3.1,1.0,4.0,#,1.5,#,3.1,1.0,4.0,#,2.2,#,2.1,#,2.3,<,0.5,<,0.5,,4.0,<,0.5,<,0.5,,4.0,<,0.5,<,0.5,<,0.5,,,,,,,,,,,,,,,,,,,,,,,,,
44,1974,210511,,,,0,,,,,,,,,,,,,,,#,4.7,#,8.9,4.0,4.0,#,4.7,#,8.9,4.0,4.0,#,6.7,#,6.6,#,7.9,<,0.5,<,0.5,,4.0,<,0.5,<,0.5,,4.0,<,0.5,<,0.5,<,0.5,,,,,,,,,,,,,,,,,,,,,,,,,
45,1974,210531,,,,0,,,,,,,,,,,,,,,#,0.5,#,3.2,2.0,4.0,#,0.5,#,3.2,2.0,4.0,#,1.9,#,2.0,#,3.2,<,0.5,<,0.5,,4.0,<,0.5,<,0.5,,4.0,<,0.5,<,0.5,<,0.5,,,,,,,,,,,,,,,,,,,,,,,,,
46,1974,210541,,,,0,,,,,,,,,,,,,,,#,0.6,#,2.7,2.0,4.0,#,0.6,#,2.7,2.0,4.0,#,1.9,#,2.1,#,2.1,<,0.5,<,0.5,,4.0,<,0.5,<,0.5,,4.0,<,0.5,<,0.5,<,0.5,,,,,,,,,,,,,,,,,,,,,,,,,
47,1974,210551,,,,0,,,,,,,,,,,,,,,#,2.0,#,5.2,3.0,4.0,#,2.0,#,5.2,3.0,4.0,#,3.2,#,2.9,#,3.5,<,0.5,<,0.5,,4.0,<,0.5,<,0.5,,4.0,<,0.5,<,0.5,<,0.5,,,,,,,,,,,,,,,,,,,,,,,,,
48,1974,210561,,,,0,,,,,,,,,,,,,,,#,2.6,#,5.2,2.0,4.0,#,2.6,#,5.2,2.0,4.0,#,3.6,#,3.3,#,4.0,<,0.5,<,0.5,,4.0,<,0.5,<,0.5,,4.0,<,0.5,<,0.5,<,0.5,,,,,,,,,,,,,,,,,,,,,,,,,
49,1974,210571,,,,0,,,,,,,,,,,,,,,#,2.2,#,5.6,4.0,4.0,#,2.2,#,5.6,4.0,4.0,#,3.4,#,3.0,#,3.2,<,0.5,<,0.5,,4.0,<,0.5,<,0.5,,4.0,<,0.5,<,0.5,<,0.5,,,,,,,,,,,,,,,,,,,,,,,,,
50,1974,210591,,,,0,,,,,,,,,,,,,,,#,1.8,#,2.6,0.0,4.0,#,1.8,#,2.6,0.0,4.0,#,2.2,#,2.3,#,2.4,<,0.5,<,0.5,,4.0,<,0.5,<,0.5,,4.0,<,0.5,<,0.5,<,0.5,,,,,,,,,,,,,,,,,,,,,,,,,
51,1974,210601,,,,0,,,,,,,,,,,,,,,#,2.5,#,4.2,4.0,4.0,#,2.5,#,4.2,4.0,4.0,#,3.4,#,3.5,#,4.0,<,0.5,<,0.5,,4.0,<,0.5,<,0.5,,4.0,<,0.5,<,0.5,<,0.5,,,,,,,,,,,,,,,,,,,,,,,,,
52,1974,210621,,,,0,,,,,,,,,,,,,,,#,1.1,#,5.7,1.0,4.0,#,1.1,#,5.7,1.0,4.0,#,2.6,#,1.8,#,2.0,<,0.5,<,0.5,,4.0,<,0.5,<,0.5,,4.0,<,0.5,<,0.5,<,0.5,,,,,,,,,,,,,,,,,,,,,,,,,
53,1974,210631,,,,0,,,,,,,,,,,,,,,#,0.9,#,4.6,6.0,12.0,#,0.9,#,4.6,6.0,12.0,#,2.4,#,2.3,#,3.0,<,0.5,<,0.5,,12.0,<,0.5,<,0.5,,12.0,<,0.5,<,0.5,<,0.5,,,,,,,,,,,,,,,,,,,,,,,,,
54,1974,210641,,,,0,,,,,,,,,,,,,,,#,0.5,#,8.5,8.0,12.0,#,0.5,#,8.5,8.0,12.0,#,2.8,#,2.3,#,3.0,<,0.5,<,0.5,,12.0,<,0.5,<,0.5,,12.0,<,0.5,<,0.5,<,0.5,,,,,,,,,,,,,,,,,,,,,,,,,
55,1974,210651,,,,0,,,,,,,,,,,,,,,#,1.3,#,4.2,7.0,12.0,#,1.3,#,4.2,7.0,12.0,#,2.8,#,2.5,#,4.0,<,0.5,<,0.5,,12.0,<,0.5,<,0.5,,12.0,<,0.5,<,0.5,<,0.5,,,,,,,,,,,,,,,,,,,,,,,,,
56,1974,210661,,,,0,,,,,,,,,,,,,,,#,0.5,#,1.9,0.0,18.0,#,0.5,#,1.9,0.0,12.0,#,1.1,#,1.2,#,1.2,<,0.5,#,3.2,,18.0,#,0.7,#,3.2,,12.0,#,1.4,#,1.2,#,1.7,,,,,,,,,,,,,,,,,,,,,,,,,
57,1974,210681,,,,0,,,,,,,,,,,,,,,#,0.8,#,3.4,5.0,18.0,#,0.8,#,3.3,3.0,12.0,#,1.7,#,1.3,#,1.7,<,0.5,#,4.3,,18.0,#,0.7,#,4.3,,12.0,#,2.1,#,2.0,#,2.3,,,,,,,,,,,,,,,,,,,,,,,,,
58,1974,210691,,,,0,,,,,,,,,,,,,,,<,0.5,#,4.2,8.0,18.0,<,0.5,#,3.4,4.0,12.0,#,1.7,#,1.8,#,2.2,<,0.5,#,5.7,,18.0,#,0.9,#,5.7,,12.0,#,2.5,#,2.4,#,2.6,,,,,,,,,,,,,,,,,,,,,,,,,
59,1974,210701,,,,0,,,,,,,,,,,,,,,#,1.1,#,6.8,8.0,18.0,#,1.1,#,4.2,5.0,12.0,#,2.0,#,1.7,#,2.4,<,0.5,#,5.3,,18.0,#,0.8,#,5.3,,12.0,#,2.5,#,2.4,#,2.7,,,,,,,,,,,,,,,,,,,,,,,,,
60,1974,210711,,,,0,,,,,,,,,,,,,,,<,0.5,#,1.6,0.0,18.0,<,0.5,#,1.5,0.0,12.0,#,0.8,#,0.8,#,1.0,<,0.5,#,8.2,,18.0,#,0.6,#,8.2,,12.0,#,2.7,#,2.1,#,2.9,,,,,,,,,,,,,,,,,,,,,,,,,
61,1974,210721,,,,0,,,,,,,,,,,,,,,<,0.5,#,7.6,53.0,80.0,#,0.8,#,4.6,17.0,28.0,#,2.6,#,2.7,#,3.6,<,0.5,#,6.0,,80.0,<,0.5,#,6.0,,28.0,#,1.9,#,1.6,#,2.2,,,,,,,,,,,,,,,,,,,,,,,,,
62,1974,210731,,,,0,,,,,,,,,,,,,,,<,0.5,#,8.4,58.0,80.0,#,0.8,#,5.5,15.0,28.0,#,2.7,#,2.6,#,3.8,<,0.5,#,8.4,,80.0,<,0.5,#,8.4,,28.0,#,2.0,#,1.6,#,2.4,,,,,,,,,,,,,,,,,,,,,,,,,
63,1974,210741,,,,0,,,,,,,,,,,,,,,<,0.5,#,6.7,28.0,76.0,<,0.5,#,4.3,5.0,28.0,#,2.2,#,2.2,#,2.8,<,0.5,#,7.7,,76.0,<,0.5,#,7.7,,28.0,#,2.3,#,1.9,#,2.7,,,,,,,,,,,,,,,,,,,,,,,,,
64,1974,210751,,,,0,,,,,,,,,,,,,,,#,1.3,#,2.8,2.0,4.0,#,1.3,#,2.8,2.0,4.0,#,1.9,#,1.8,#,2.2,<,0.5,<,0.5,,4.0,<,0.5,<,0.5,,4.0,<,0.5,<,0.5,<,0.5,,,,,,,,,,,,,,,,,,,,,,,,,
65,1974,210761,,,,0,,,,,,,,,,,,,,,#,0.7,#,4.5,8.0,12.0,#,0.7,#,4.5,8.0,12.0,#,2.5,#,2.4,#,3.1,<,0.5,<,0.5,,12.0,<,0.5,<,0.5,,12.0,<,0.5,<,0.5,<,0.5,,,,,,,,,,,,,,,,,,,,,,,,,
66,1974,210771,,,,0,,,,,,,,,,,,,,,<,0.5,#,3.2,8.0,12.0,<,0.5,#,3.2,8.0,12.0,#,2.1,#,2.2,#,2.8,<,0.5,<,0.5,,12.0,<,0.5,<,0.5,,12.0,<,0.5,<,0.5,<,0.5,,,,,,,,,,,,,,,,,,,,,,,,,
67,1974,210781,,,,0,,,,,,,,,,,,,,,#,0.7,#,3.6,6.0,12.0,#,0.7,#,3.6,6.0,12.0,#,2.2,#,2.2,#,2.7,<,0.5,<,0.5,,12.0,<,0.5,<,0.5,,12.0,<,0.5,<,0.5,<,0.5,,,,,,,,,,,,,,,,,,,,,,,,,
68,1974,210791,,,,0,,,,,,,,,,,,,,,#,1.1,#,3.8,6.0,12.0,#,1.1,#,3.8,6.0,12.0,#,2.3,#,2.2,#,3.2,<,0.5,<,0.5,,12.0,<,0.5,<,0.5,,12.0,<,0.5,<,0.5,<,0.5,,,,,,,,,,,,,,,,,,,,,,,,,
69,1974,210801,,,,0,,,,,,,,,,,,,,,#,0.9,#,4.9,10.0,12.0,#,0.9,#,4.9,10.0,12.0,#,2.9,#,3.0,#,3.6,<,0.5,<,0.5,,12.0,<,0.5,<,0.5,,12.0,<,0.5,<,0.5,<,0.5,,,,,,,,,,,,,,,,,,,,,,,,,
70,1974,210811,,,,0,,,,,,,,,,,,,,,#,0.5,#,2.6,1.0,18.0,#,0.5,#,1.9,0.0,12.0,#,1.1,#,1.2,#,1.4,<,0.5,#,4.3,,18.0,#,0.8,#,4.3,,12.0,#,1.3,#,1.1,#,1.3,,,,,,,,,,,,,,,,,,,,,,,,,
71,1974,210821,,,,0,,,,,,,,,,,,,,,#,1.6,#,3.5,2.0,4.0,#,1.6,#,3.5,2.0,4.0,#,2.5,#,2.4,#,2.8,<,0.5,<,0.5,,4.0,<,0.5,<,0.5,,4.0,<,0.5,<,0.5,<,0.5,,,,,,,,,,,,,,,,,,,,,,,,,
72,1974,210831,,,,0,,,,,,,,,,,,,,,#,0.8,#,3.3,2.0,4.0,#,0.8,#,3.3,2.0,4.0,#,2.2,#,2.4,#,2.9,<,0.5,<,0.5,,4.0,<,0.5,<,0.5,,4.0,<,0.5,<,0.5,<,0.5,,,,,,,,,,,,,,,,,,,,,,,,,
73,1974,210841,,,,0,,,,,,,,,,,,,,,#,2.6,#,10.0,4.0,4.0,#,2.6,#,10.0,4.0,4.0,#,5.3,#,4.3,#,4.4,<,0.5,<,0.5,,4.0,<,0.5,<,0.5,,4.0,<,0.5,<,0.5,<,0.5,,,,,,,,,,,,,,,,,,,,,,,,,
