,西暦年度,絶対番号,県コード_地点統一番号,水域コード_地点統一番号,地点コード_地点統一番号,調査区分,C_pH_最小値,pH_最小値,C_pH_最大値,pH_最大値,m_pH,n_pH,C_DO_最小値,DO_最小値,C_DO_最大値,DO_最大値,m_DO,n_DO,C_DO_日間平均値_平均値,DO_日間平均値_平均値,C_BOD_最小値,BOD_最小値,C_BOD_最大値,BOD_最大値,m_BOD,n_BOD,C_BOD_日間平均値_最小値,BOD_日間平均値_最小値,C_BOD_日間平均値_最大値,BOD_日間平均値_最大値,x_BOD,y_BOD,C_BOD_日間平均値_平均値,BOD_日間平均値_平均値,C_BOD_日間平均値_中央値,BOD_日間平均値_中央値,C_BOD_日間平均値_75%値,BOD_日間平均値_75%値,C_COD_最小値,COD_最小値,C_COD_最大値,COD_最大値,m_COD,n_COD,C_COD_日間平均値_最小値,COD_日間平均値_最小値,C_COD_日間平均値_最大値,COD_日間平均値_最大値,x_COD,y_COD,C_COD_日間平均値_平均値,COD_日間平均値_平均値,C_COD_日間平均値_中央値,COD_日間平均値_中央値,C_COD_日間平均値_75%値,COD_日間平均値_75%値,C_SS_最小値,SS_最小値,C_SS_最大値,SS_最大値,m_SS,n_SS,C_SS_日間平均値_平均値,SS_日間平均値_平均値,C_大腸菌群数_最小値,大腸菌群数_最小値,C_大腸菌群数_最大値,大腸菌群数_最大値,m_大腸菌群数,n_大腸菌群数,C_大腸菌群数_日間平均値_平均値,大腸菌群数_日間平均値_平均値,C_n-ヘキサン抽出物質（油分等）_最小値,n-ヘキサン抽出物質（油分等)_最小値,C_n-ヘキサン抽出物質(油分等)_最大値,n-ヘキサン抽出物質(油分等)_最大値,m_n-ヘキサン抽出物質(油分等),n_n-ヘキサン抽出物質(油分等),C_n-ヘキサン抽出物質(油分等)_日間平均値_平均値,n-ヘキサン抽出物質(油分等)_日間平均値_平均値,地点統一番号
10,1972,110131,,,,0,,,,,,,,,,,,,,,#,1.1,#,3.4,2.0,8.0,#,1.1,#,3.4,2.0,8.0,#,1.9,#,1.2,#,2.5,#,8.7,#,15.0,,8.0,#,8.7,#,15.0,,8.0,#,10.0,#,9.6,#,10.0,,,,,,,,,,,,,,,,,,,,,,,,,
11,1972,110141,,,,0,,,,,,,,,,,,,,,#,0.6,#,2.5,0.0,32.0,#,0.8,#,1.9,0.0,8.0,#,1.3,#,1.4,#,1.4,#,5.8,#,40.0,,32.0,#,6.9,#,27.0,,8.0,#,16.0,#,16.0,#,19.0,,,,,,,,,,,,,,,,,,,,,,,,,
12,1972,110151,,,,0,,,,,,,,,,,,,,,#,0.8,#,3.8,1.0,10.0,#,0.8,#,3.8,1.0,10.0,#,1.9,#,1.9,#,2.7,#,6.9,#,35.0,,10.0,#,6.9,#,35.0,,10.0,#,13.0,#,8.3,#,16.0,,,,,,,,,,,,,,,,,,,,,,,,,
13,1972,110191,,,,0,,,,,,,,,,,,,,,<,0.5,#,1.8,0.0,8.0,<,0.5,#,1.8,0.0,8.0,#,1.3,#,1.4,#,1.5,<,0.5,#,19.0,,8.0,<,0.5,#,19.0,,8.0,#,13.0,#,14.0,#,16.0,,,,,,,,,,,,,,,,,,,,,,,,,
14,1972,110201,,,,0,,,,,,,,,,,,,,,#,0.7,#,2.6,0.0,10.0,#,0.7,#,2.6,0.0,10.0,#,1.9,#,2.2,#,2.4,#,8.1,#,22.0,,10.0,#,8.1,#,22.0,,10.0,#,14.0,#,15.0,#,16.0,,,,,,,,,,,,,,,,,,,,,,,,,
15,1972,110291,,,,0,,,,,,,,,,,,,,,#,0.5,#,1.7,0.0,16.0,#,0.6,#,1.6,0.0,8.0,#,1.2,#,1.3,#,1.4,#,1.9,#,9.2,,16.0,#,2.0,#,9.0,,8.0,#,3.8,#,2.8,#,3.5,,,,,,,,,,,,,,,,,,,,,,,,,
16,1972,110301,,,,0,,,,,,,,,,,,,,,#,0.5,#,0.8,0.0,8.0,#,0.5,#,0.8,0.0,8.0,#,0.6,#,0.6,#,0.6,#,1.6,#,6.2,,8.0,#,1.6,#,6.2,,8.0,#,3.2,#,2.5,#,4.4,,,,,,,,,,,,,,,,,,,,,,,,,
17,1972,110311,,,,0,,,,,,,,,,,,,,,#,0.6,#,13.0,3.0,20.0,#,0.8,#,13.0,3.0,19.0,#,2.8,#,2.0,#,3.0,#,3.0,#,10.0,,20.0,#,3.0,#,10.0,,19.0,#,5.4,#,4.9,#,6.1,,,,,,,,,,,,,,,,,,,,,,,,,
18,1972,110321,,,,0,,,,,,,,,,,,,,,#,2.0,#,42.0,12.0,16.0,#,2.5,#,35.0,7.0,8.0,#,12.0,#,5.7,#,8.5,#,6.8,#,35.0,,16.0,#,7.5,#,29.0,,8.0,#,17.0,#,16.0,#,19.0,,,,,,,,,,,,,,,,,,,,,,,,,
19,1972,110331,,,,0,,,,,,,,,,,,,,,#,2.1,#,16.0,46.0,48.0,#,3.5,#,12.0,12.0,12.0,#,6.6,#,4.9,#,8.9,#,3.4,#,24.0,,48.0,#,9.3,#,22.0,,12.0,#,14.0,#,13.0,#,16.0,,,,,,,,,,,,,,,,,,,,,,,,,
20,1972,110341,,,,0,,,,,,,,,,,,,,,#,1.0,#,3.9,4.0,16.0,#,1.4,#,3.7,2.0,8.0,#,2.5,#,2.8,#,2.9,#,7.5,#,14.0,,16.0,#,7.9,#,14.0,,8.0,#,11.0,#,11.0,#,12.0,,,,,,,,,,,,,,,,,,,,,,,,,
21,1972,110361,,,,0,,,,,,,,,,,,,,,#,0.7,#,170.0,10.0,16.0,#,0.9,#,170.0,6.0,8.0,#,25.0,#,2.6,#,4.5,#,2.8,#,36.0,,16.0,#,3.0,#,36.0,,8.0,#,11.0,#,8.0,#,9.0,,,,,,,,,,,,,,,,,,,,,,,,,
22,1972,110371,,,,0,,,,,,,,,,,,,,,<,0.5,#,1.6,0.0,32.0,#,0.8,#,1.2,0.0,8.0,#,1.0,#,1.0,#,1.1,#,1.8,#,14.0,,32.0,#,1.9,#,7.9,,8.0,#,3.8,#,2.6,#,4.3,,,,,,,,,,,,,,,,,,,,,,,,,
23,1972,110381,,,,0,,,,,,,,,,,,,,,#,0.6,#,1.0,0.0,16.0,#,0.6,#,0.9,0.0,8.0,#,0.8,#,0.9,#,0.9,#,1.3,#,3.5,,16.0,#,1.5,#,3.1,,8.0,#,2.3,#,2.3,#,2.4,,,,,,,,,,,,,,,,,,,,,,,,,
24,1972,110401,,,,0,,,,,,,,,,,,,,,#,1.0,#,2.5,2.0,5.0,#,1.0,#,2.5,2.0,5.0,#,1.7,#,1.5,#,2.4,#,2.3,#,4.4,,5.0,#,2.3,#,4.4,,5.0,#,3.0,#,2.8,#,3.1,,,,,,,,,,,,,,,,,,,,,,,,,
25,1972,110501,,,,0,,,,,,,,,,,,,,,#,0.5,#,0.8,0.0,8.0,#,0.5,#,0.8,0.0,7.0,#,0.6,#,0.5,#,0.7,#,0.9,#,2.2,,8.0,#,1.5,#,2.2,,7.0,#,1.9,#,1.9,#,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
26,1972,110521,,,,0,,,,,,,,,,,,,,,#,0.5,#,0.5,0.0,2.0,#,0.5,#,0.5,0.0,2.0,#,0.5,#,0.5,#,0.5,#,1.5,#,2.0,,2.0,#,1.5,#,2.0,,2.0,#,1.8,#,1.8,#,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
27,1972,110531,,,,0,,,,,,,,,,,,,,,#,0.5,#,0.8,0.0,2.0,#,0.5,#,0.8,0.0,2.0,#,0.7,#,0.7,#,0.8,<,0.5,#,3.4,,2.0,<,0.5,#,3.4,,2.0,#,2.0,#,2.0,#,3.4,,,,,,,,,,,,,,,,,,,,,,,,,
28,1972,110541,,,,0,,,,,,,,,,,,,,,<,0.5,#,1.5,0.0,2.0,<,0.5,#,1.5,0.0,2.0,#,1.0,#,1.0,#,1.5,#,2.3,#,4.3,,2.0,#,2.3,#,4.3,,2.0,#,3.3,#,3.3,#,4.3,,,,,,,,,,,,,,,,,,,,,,,,,
29,1972,110551,,,,0,,,,,,,,,,,,,,,<,0.5,#,0.9,0.0,4.0,#,0.7,#,0.8,0.0,2.0,#,0.8,#,0.8,#,0.8,#,3.1,#,5.6,,4.0,#,3.2,#,5.0,,2.0,#,4.1,#,4.1,#,5.0,,,,,,,,,,,,,,,,,,,,,,,,,
30,1972,110561,,,,0,,,,,,,,,,,,,,,#,0.6,#,1.6,0.0,4.0,#,0.7,#,1.2,0.0,2.0,#,1.0,#,1.0,#,1.2,#,2.6,#,3.6,,4.0,#,3.1,#,3.6,,2.0,#,3.4,#,3.4,#,3.6,,,,,,,,,,,,,,,,,,,,,,,,,
31,1972,110571,,,,0,,,,,,,,,,,,,,,<,0.5,#,1.3,2.0,4.0,#,0.7,#,1.3,1.0,2.0,#,1.0,#,1.0,#,1.3,#,2.5,#,3.5,,4.0,#,2.6,#,3.2,,2.0,#,2.9,#,2.9,#,3.2,,,,,,,,,,,,,,,,,,,,,,,,,
32,1972,110591,,,,0,,,,,,,,,,,,,,,#,0.5,#,1.7,5.0,7.0,#,0.5,#,1.7,5.0,7.0,#,1.3,#,1.5,#,1.7,#,1.0,#,5.5,,7.0,#,1.0,#,5.5,,7.0,#,3.0,#,2.4,#,4.7,,,,,,,,,,,,,,,,,,,,,,,,,
33,1972,110601,,,,0,,,,,,,,,,,,,,,<,0.5,#,1.6,2.0,8.0,<,0.5,#,1.6,2.0,8.0,#,0.8,#,0.8,#,0.8,#,2.8,#,4.7,,8.0,#,2.8,#,4.7,,8.0,#,3.3,#,3.3,#,3.3,,,,,,,,,,,,,,,,,,,,,,,,,
34,1972,110611,,,,0,,,,,,,,,,,,,,,<,0.5,#,2.9,3.0,32.0,#,0.7,#,2.6,1.0,8.0,#,1.2,#,1.1,#,1.2,#,2.3,#,8.0,,32.0,#,2.6,#,7.2,,8.0,#,3.8,#,3.3,#,4.1,,,,,,,,,,,,,,,,,,,,,,,,,
35,1972,110621,,,,0,,,,,,,,,,,,,,,#,0.5,#,2.1,1.0,8.0,#,0.5,#,2.1,1.0,8.0,#,1.1,#,1.0,#,1.2,#,1.1,#,3.3,,8.0,#,1.1,#,3.3,,8.0,#,2.6,#,2.8,#,2.8,,,,,,,,,,,,,,,,,,,,,,,,,
36,1972,110631,,,,0,,,,,,,,,,,,,,,#,0.8,#,1.2,2.0,4.0,#,0.9,#,1.2,1.0,2.0,#,1.1,#,1.1,#,1.2,#,3.2,#,4.2,,4.0,#,3.3,#,4.1,,2.0,#,3.7,#,3.7,#,4.1,,,,,,,,,,,,,,,,,,,,,,,,,
37,1972,110641,,,,0,,,,,,,,,,,,,,,#,0.5,#,2.4,1.0,4.0,#,0.5,#,2.4,1.0,4.0,#,1.3,#,1.1,#,1.4,#,3.5,#,8.6,,4.0,#,3.5,#,8.6,,4.0,#,6.0,#,6.0,#,7.8,,,,,,,,,,,,,,,,,,,,,,,,,
38,1972,110651,,,,0,,,,,,,,,,,,,,,#,0.5,#,2.4,2.0,36.0,#,0.8,#,1.6,0.0,9.0,#,1.2,#,1.2,#,1.3,#,2.2,#,120.0,,36.0,#,2.8,#,91.0,,9.0,#,18.0,#,6.9,#,17.0,,,,,,,,,,,,,,,,,,,,,,,,,
39,1972,110661,,,,0,,,,,,,,,,,,,,,#,0.5,#,58.0,11.0,36.0,#,0.9,#,27.0,3.0,9.0,#,5.1,#,2.0,#,3.5,#,2.1,#,14.0,,36.0,#,3.2,#,10.0,,9.0,#,6.5,#,6.5,#,7.3,,,,,,,,,,,,,,,,,,,,,,,,,
40,1972,110671,,,,0,,,,,,,,,,,,,,,#,0.8,#,4.8,26.0,48.0,#,1.5,#,3.9,7.0,12.0,#,2.3,#,2.2,#,2.6,#,2.3,#,8.7,,48.0,#,2.8,#,6.3,,12.0,#,4.0,#,3.8,#,4.3,,,,,,,,,,,,,,,,,,,,,,,,,
41,1972,110681,,,,0,,,,,,,,,,,,,,,#,0.7,#,16.0,8.0,36.0,#,1.3,#,9.9,2.0,9.0,#,3.1,#,2.3,#,2.5,#,3.8,#,14.0,,36.0,#,4.3,#,11.0,,9.0,#,6.1,#,5.6,#,6.2,,,,,,,,,,,,,,,,,,,,,,,,,
42,1972,110691,,,,0,,,,,,,,,,,,,,,#,1.0,#,6.6,11.0,36.0,#,1.5,#,5.8,3.0,10.0,#,2.8,#,2.2,#,3.8,#,3.9,#,60.0,,36.0,#,4.2,#,43.0,,10.0,#,12.0,#,6.3,#,13.0,,,,,,,,,,,,,,,,,,,,,,,,,
43,1972,110701,,,,0,,,,,,,,,,,,,,,#,1.1,#,7.2,30.0,48.0,#,1.8,#,6.1,9.0,12.0,#,3.6,#,3.5,#,3.9,#,3.8,#,7.7,,48.0,#,4.2,#,7.0,,12.0,#,5.4,#,5.4,#,5.8,,,,,,,,,,,,,,,,,,,,,,,,,
44,1972,110711,,,,0,,,,,,,,,,,,,,,#,0.5,#,2.9,3.0,32.0,#,0.8,#,1.9,0.0,8.0,#,1.3,#,1.3,#,1.4,#,1.2,#,12.0,,32.0,#,2.0,#,9.6,,8.0,#,4.2,#,3.1,#,4.4,,,,,,,,,,,,,,,,,,,,,,,,,
45,1972,110731,,,,0,,,,,,,,,,,,,,,<,0.5,#,2.6,1.0,32.0,#,0.8,#,1.5,0.0,9.0,#,1.2,#,1.2,#,1.5,#,1.2,#,7.7,,32.0,#,2.0,#,6.4,,9.0,#,4.2,#,4.3,#,5.4,,,,,,,,,,,,,,,,,,,,,,,,,
46,1972,110741,,,,0,,,,,,,,,,,,,,,#,1.1,#,2.6,0.0,24.0,#,1.6,#,2.2,0.0,7.0,#,1.9,#,1.8,#,2.1,#,3.8,#,10.0,,24.0,#,4.0,#,8.6,,7.0,#,6.2,#,6.4,#,7.7,,,,,,,,,,,,,,,,,,,,,,,,,
47,1972,110751,,,,0,,,,,,,,,,,,,,,#,1.2,#,8.6,17.0,32.0,#,2.0,#,6.7,5.0,8.0,#,3.6,#,3.2,#,4.4,#,1.3,#,15.0,,32.0,#,1.8,#,12.0,,8.0,#,5.2,#,4.0,#,7.0,,,,,,,,,,,,,,,,,,,,,,,,,
48,1972,110761,,,,0,,,,,,,,,,,,,,,#,0.5,#,2.7,1.0,5.0,#,0.5,#,2.7,1.0,5.0,#,1.1,#,0.6,#,0.9,#,2.7,#,34.0,,5.0,#,2.7,#,34.0,,5.0,#,9.6,#,3.6,#,4.4,,,,,,,,,,,,,,,,,,,,,,,,,
49,1972,110771,,,,0,,,,,,,,,,,,,,,#,0.5,#,2.6,1.0,5.0,#,0.5,#,2.6,1.0,5.0,#,1.0,#,0.7,#,0.8,#,2.8,#,24.0,,5.0,#,2.8,#,24.0,,5.0,#,8.8,#,5.6,#,6.9,,,,,,,,,,,,,,,,,,,,,,,,,
50,1972,110781,,,,0,,,,,,,,,,,,,,,#,0.9,#,4.5,1.0,5.0,#,0.9,#,4.5,1.0,5.0,#,2.1,#,1.6,#,2.0,#,4.9,#,24.0,,5.0,#,4.9,#,24.0,,5.0,#,9.3,#,5.7,#,7.0,,,,,,,,,,,,,,,,,,,,,,,,,
51,1972,110801,,,,0,,,,,,,,,,,,,,,#,0.5,#,2.0,0.0,5.0,#,0.5,#,2.0,0.0,5.0,#,0.9,#,0.6,#,0.8,#,3.9,#,25.0,,5.0,#,3.9,#,25.0,,5.0,#,8.6,#,4.5,#,5.0,,,,,,,,,,,,,,,,,,,,,,,,,
52,1972,110821,,,,0,,,,,,,,,,,,,,,#,0.7,#,1.8,2.0,4.0,#,0.7,#,1.8,2.0,4.0,#,1.2,#,1.1,#,1.2,#,0.6,#,27.0,,4.0,#,0.6,#,27.0,,4.0,#,7.7,#,1.5,#,1.5,,,,,,,,,,,,,,,,,,,,,,,,,
53,1972,110831,,,,0,,,,,,,,,,,,,,,#,0.7,#,1.3,0.0,7.0,#,0.7,#,1.3,0.0,7.0,#,1.0,#,1.0,#,1.0,<,0.5,#,27.0,,7.0,<,0.5,#,27.0,,7.0,#,5.4,#,2.0,#,2.7,,,,,,,,,,,,,,,,,,,,,,,,,
54,1972,110841,,,,0,,,,,,,,,,,,,,,<,0.5,#,1.7,0.0,28.0,#,0.5,#,1.3,0.0,7.0,#,1.0,#,1.2,#,1.3,#,0.8,#,21.0,,28.0,#,1.0,#,13.0,,7.0,#,3.8,#,2.5,#,3.2,,,,,,,,,,,,,,,,,,,,,,,,,
55,1972,110851,,,,0,,,,,,,,,,,,,,,<,0.5,#,15.0,6.0,28.0,#,0.6,#,13.0,1.0,7.0,#,3.2,#,2.1,#,2.7,<,0.5,#,20.0,,28.0,#,0.9,#,13.0,,7.0,#,4.7,#,3.3,#,5.8,,,,,,,,,,,,,,,,,,,,,,,,,
56,1972,110861,,,,0,,,,,,,,,,,,,,,#,0.5,#,12.0,5.0,28.0,#,0.8,#,11.0,1.0,7.0,#,2.9,#,1.5,#,2.2,<,0.5,#,18.0,,28.0,#,0.7,#,13.0,,7.0,#,4.3,#,3.2,#,4.6,,,,,,,,,,,,,,,,,,,,,,,,,
57,1972,110871,,,,0,,,,,,,,,,,,,,,<,0.5,#,2.9,4.0,7.0,<,0.5,#,2.9,4.0,7.0,#,2.0,#,2.4,#,2.6,<,0.5,#,36.0,,7.0,<,0.5,#,36.0,,7.0,#,7.7,#,3.7,#,5.3,,,,,,,,,,,,,,,,,,,,,,,,,
58,1972,110881,,,,0,,,,,,,,,,,,,,,#,0.9,#,1.4,5.0,8.0,#,1.0,#,1.3,3.0,4.0,#,1.2,#,1.2,#,1.2,#,1.2,#,2.7,,8.0,#,1.5,#,2.5,,4.0,#,2.0,#,2.0,#,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
59,1972,110891,,,,0,,,,,,,,,,,,,,,#,0.5,#,1.2,0.0,8.0,#,0.6,#,1.2,0.0,4.0,#,0.8,#,0.8,#,0.8,#,1.2,#,3.3,,8.0,#,1.4,#,3.2,,4.0,#,2.0,#,1.6,#,1.6,,,,,,,,,,,,,,,,,,,,,,,,,
60,1972,110901,,,,0,,,,,,,,,,,,,,,#,0.7,#,2.0,0.0,4.0,#,0.7,#,2.0,0.0,4.0,#,1.2,#,1.1,#,1.3,#,2.8,#,3.7,,4.0,#,2.8,#,3.7,,4.0,#,3.1,#,2.9,#,2.9,,,,,,,,,,,,,,,,,,,,,,,,,
61,1972,110911,,,,0,,,,,,,,,,,,,,,#,1.0,#,2.2,1.0,4.0,#,1.0,#,2.2,1.0,4.0,#,1.5,#,1.5,#,1.7,#,3.8,#,5.7,,4.0,#,3.8,#,5.7,,4.0,#,5.0,#,5.3,#,5.6,,,,,,,,,,,,,,,,,,,,,,,,,
62,1972,110961,,,,0,,,,,,,,,,,,,,,#,0.6,#,1.7,0.0,4.0,#,0.6,#,1.7,0.0,4.0,#,1.0,#,0.9,#,1.0,#,3.5,#,7.5,,4.0,#,3.5,#,7.5,,4.0,#,5.2,#,4.9,#,5.8,,,,,,,,,,,,,,,,,,,,,,,,,
63,1972,111031,,,,0,,,,,,,,,,,,,,,<,0.5,#,1.8,2.0,10.0,#,0.7,#,1.4,1.0,5.0,#,0.9,#,0.8,#,0.9,#,1.5,#,4.4,,10.0,#,1.8,#,3.6,,5.0,#,2.5,#,2.5,#,2.7,,,,,,,,,,,,,,,,,,,,,,,,,
64,1972,111041,,,,0,,,,,,,,,,,,,,,#,0.7,#,5.0,24.0,48.0,#,1.1,#,4.0,7.0,12.0,#,2.3,#,2.2,#,2.7,#,1.3,#,9.3,,48.0,#,1.6,#,4.8,,12.0,#,2.9,#,2.7,#,3.2,,,,,,,,,,,,,,,,,,,,,,,,,
65,1972,111051,,,,0,,,,,,,,,,,,,,,<,0.5,#,1.6,0.0,10.0,#,0.5,#,1.6,0.0,5.0,#,1.0,#,1.1,#,1.2,#,3.2,#,5.2,,10.0,#,3.3,#,5.1,,5.0,#,4.2,#,4.4,#,4.6,,,,,,,,,,,,,,,,,,,,,,,,,
66,1972,111061,,,,0,,,,,,,,,,,,,,,<,0.5,#,290.0,52.0,80.0,#,1.3,#,160.0,10.0,17.0,#,30.0,#,3.6,#,42.0,#,1.0,#,370.0,,80.0,#,1.4,#,240.0,,17.0,#,40.0,#,5.8,#,59.0,,,,,,,,,,,,,,,,,,,,,,,,,
67,1972,111091,,,,0,,,,,,,,,,,,,,,#,0.6,#,5.7,0.0,44.0,#,1.1,#,5.7,0.0,16.0,#,3.3,#,3.2,#,4.0,#,0.7,#,37.0,,44.0,#,1.5,#,37.0,,16.0,#,13.0,#,13.0,#,15.0,,,,,,,,,,,,,,,,,,,,,,,,,
68,1972,111131,,,,0,,,,,,,,,,,,,,,#,100.0,#,210.0,6.0,6.0,#,120.0,#,180.0,4.0,4.0,#,150.0,#,160.0,#,160.0,#,170.0,#,310.0,,6.0,#,180.0,#,310.0,,4.0,#,240.0,#,230.0,#,230.0,,,,,,,,,,,,,,,,,,,,,,,,,
69,1972,111141,,,,0,,,,,,,,,,,,,,,#,0.5,#,0.8,0.0,4.0,#,0.5,#,0.8,0.0,3.0,#,0.6,#,0.5,#,0.8,#,1.0,#,3.4,,4.0,#,1.0,#,2.4,,3.0,#,1.5,#,1.2,#,2.4,,,,,,,,,,,,,,,,,,,,,,,,,
70,1972,111151,,,,0,,,,,,,,,,,,,,,<,0.5,#,1.1,0.0,8.0,#,0.5,#,1.0,0.0,4.0,#,0.6,#,0.5,#,0.5,#,1.4,#,5.6,,8.0,#,1.4,#,5.3,,4.0,#,2.5,#,1.6,#,1.7,,,,,,,,,,,,,,,,,,,,,,,,,
71,1972,111161,,,,0,,,,,,,,,,,,,,,<,0.5,#,1.9,0.0,8.0,#,0.7,#,1.9,0.0,4.0,#,1.1,#,0.8,#,0.8,#,1.5,#,5.3,,8.0,#,1.6,#,5.2,,4.0,#,2.7,#,2.0,#,2.3,,,,,,,,,,,,,,,,,,,,,,,,,
72,1972,111171,,,,0,,,,,,,,,,,,,,,#,0.6,#,2.2,1.0,12.0,#,1.0,#,1.3,0.0,3.0,#,1.2,#,1.3,#,1.3,#,2.8,#,7.6,,12.0,#,2.9,#,7.3,,3.0,#,5.2,#,5.4,#,7.3,,,,,,,,,,,,,,,,,,,,,,,,,
73,1972,111181,,,,0,,,,,,,,,,,,,,,<,0.5,#,1.8,0.0,8.0,#,0.5,#,1.4,0.0,2.0,#,1.0,#,1.0,#,1.4,#,4.6,#,6.4,,8.0,#,4.8,#,5.7,,2.0,#,5.3,#,5.3,#,5.7,,,,,,,,,,,,,,,,,,,,,,,,,
