,西暦年度,絶対番号,県コード_地点統一番号,水域コード_地点統一番号,地点コード_地点統一番号,調査区分,C_pH_最小値,pH_最小値,C_pH_最大値,pH_最大値,m_pH,n_pH,C_DO_最小値,DO_最小値,C_DO_最大値,DO_最大値,m_DO,n_DO,C_DO_日間平均値_平均値,DO_日間平均値_平均値,C_BOD_最小値,BOD_最小値,C_BOD_最大値,BOD_最大値,m_BOD,n_BOD,C_BOD_日間平均値_最小値,BOD_日間平均値_最小値,C_BOD_日間平均値_最大値,BOD_日間平均値_最大値,x_BOD,y_BOD,C_BOD_日間平均値_平均値,BOD_日間平均値_平均値,C_BOD_日間平均値_中央値,BOD_日間平均値_中央値,C_BOD_日間平均値_75%値,BOD_日間平均値_75%値,C_COD_最小値,COD_最小値,C_COD_最大値,COD_最大値,m_COD,n_COD,C_COD_日間平均値_最小値,COD_日間平均値_最小値,C_COD_日間平均値_最大値,COD_日間平均値_最大値,x_COD,y_COD,C_COD_日間平均値_平均値,COD_日間平均値_平均値,C_COD_日間平均値_中央値,COD_日間平均値_中央値,C_COD_日間平均値_75%値,COD_日間平均値_75%値,C_SS_最小値,SS_最小値,C_SS_最大値,SS_最大値,m_SS,n_SS,C_SS_日間平均値_平均値,SS_日間平均値_平均値,C_大腸菌群数_最小値,大腸菌群数_最小値,C_大腸菌群数_最大値,大腸菌群数_最大値,m_大腸菌群数,n_大腸菌群数,C_大腸菌群数_日間平均値_平均値,大腸菌群数_日間平均値_平均値,C_n-ヘキサン抽出物質（油分等）_最小値,n-ヘキサン抽出物質（油分等)_最小値,C_n-ヘキサン抽出物質(油分等)_最大値,n-ヘキサン抽出物質(油分等)_最大値,m_n-ヘキサン抽出物質(油分等),n_n-ヘキサン抽出物質(油分等),C_n-ヘキサン抽出物質(油分等)_日間平均値_平均値,n-ヘキサン抽出物質(油分等)_日間平均値_平均値,地点統一番号
10,1976,110122,,,,0,,,,,,,#,6.0,#,12.0,0.0,34.0,#,9.1,#,1.1,>,4.3,1.0,34.0,#,1.3,>,3.7,1.0,6.0,>,2.1,#,2.0,#,2.4,#,5.5,#,24.0,,26.0,#,5.6,#,19.0,,6.0,#,10.0,#,9.2,#,10.0,,,,,,,,,,,,,,,,,,,,,,,,,
11,1976,110132,,,,0,,,,,,,#,7.3,>,4.9,2.0,26.0,>,9.3,#,0.6,>,6.7,2.0,26.0,#,0.7,>,6.7,2.0,14.0,>,2.0,#,1.4,#,1.8,#,3.8,#,11.0,,26.0,#,4.7,#,10.0,,14.0,#,7.0,#,6.5,#,8.5,,,,,,,,,,,,,,,,,,,,,,,,,
12,1976,110142,,,,0,,,,,,,#,8.0,#,12.0,0.0,10.0,#,9.6,#,0.8,>,3.2,1.0,10.0,#,0.9,>,2.3,1.0,5.0,>,1.6,#,1.6,#,2.2,#,4.0,#,13.0,,10.0,#,4.1,#,9.0,,5.0,#,7.2,#,7.7,#,8.7,,,,,,,,,,,,,,,,,,,,,,,,,
13,1976,110152,,,,0,,,,,,,#,8.1,#,14.0,0.0,8.0,#,11.0,<,0.5,#,1.7,0.0,8.0,<,0.5,#,1.7,0.0,8.0,#,0.9,#,0.7,#,1.3,#,2.7,#,7.5,,8.0,#,2.7,#,7.5,,8.0,#,5.0,#,4.9,#,5.9,,,,,,,,,,,,,,,,,,,,,,,,,
14,1976,110162,,,,0,,,,,,,#,8.0,#,13.0,0.0,5.0,#,9.6,#,0.6,#,2.0,0.0,5.0,#,0.6,#,2.0,0.0,5.0,#,1.1,#,0.8,#,1.2,#,3.2,#,4.7,,5.0,#,3.2,#,4.7,,5.0,#,3.8,#,3.7,#,3.9,,,,,,,,,,,,,,,,,,,,,,,,,
15,1976,110172,,,,0,,,,,,,#,9.4,#,12.0,0.0,5.0,#,10.0,#,0.6,#,2.0,0.0,5.0,#,0.6,#,2.0,0.0,5.0,#,1.1,#,0.8,#,1.2,#,2.0,#,5.1,,5.0,#,2.0,#,5.1,,5.0,#,3.5,#,3.5,#,4.3,,,,,,,,,,,,,,,,,,,,,,,,,
16,1976,110182,,,,0,,,,,,,#,8.2,#,11.0,0.0,5.0,#,9.8,#,0.5,>,1.4,2.0,5.0,#,0.5,>,1.4,2.0,5.0,>,0.8,#,0.6,>,1.2,#,1.0,#,4.9,,5.0,#,1.0,#,4.9,,5.0,#,2.6,#,2.3,#,2.8,,,,,,,,,,,,,,,,,,,,,,,,,
17,1976,110192,,,,0,,,,,,,#,7.2,#,11.0,0.0,10.0,#,8.8,#,0.6,#,3.0,0.0,10.0,#,0.7,#,2.8,0.0,5.0,#,2.0,#,2.3,#,2.8,#,5.7,#,16.0,,10.0,#,7.0,#,15.0,,5.0,#,9.9,#,7.6,#,13.0,,,,,,,,,,,,,,,,,,,,,,,,,
18,1976,110202,,,,0,,,,,,,#,8.0,#,15.0,0.0,8.0,#,11.0,<,0.5,#,2.2,0.0,8.0,<,0.5,#,2.2,0.0,8.0,#,1.1,#,1.0,#,1.5,#,3.8,#,9.9,,8.0,#,3.8,#,9.9,,8.0,#,6.7,#,6.0,#,9.1,,,,,,,,,,,,,,,,,,,,,,,,,
19,1976,110212,,,,0,,,,,,,#,7.6,#,11.0,0.0,8.0,#,9.2,#,0.8,>,2.4,1.0,8.0,#,0.9,>,2.2,1.0,4.0,>,1.5,#,1.5,#,1.5,#,4.9,#,8.9,,6.0,#,5.0,#,8.8,,3.0,#,6.5,#,5.7,#,8.8,,,,,,,,,,,,,,,,,,,,,,,,,
20,1976,110222,,,,0,,,,,,,#,7.8,#,10.0,0.0,4.0,#,8.9,#,0.9,#,1.2,0.0,4.0,#,0.9,#,1.2,0.0,4.0,#,1.0,#,1.0,#,1.0,#,3.1,#,6.8,,3.0,#,3.1,#,6.8,,3.0,#,4.9,#,4.7,#,6.8,,,,,,,,,,,,,,,,,,,,,,,,,
21,1976,110232,,,,0,,,,,,,#,8.0,#,10.0,0.0,4.0,#,9.2,#,0.6,>,2.6,1.0,4.0,#,0.6,>,2.6,1.0,4.0,>,1.2,#,0.9,#,1.0,#,4.3,#,8.5,,3.0,#,4.3,#,8.5,,3.0,#,5.8,#,4.7,#,8.5,,,,,,,,,,,,,,,,,,,,,,,,,
22,1976,110242,,,,0,,,,,,,#,8.8,>,7.2,1.0,4.0,>,8.8,#,0.5,#,0.6,0.0,4.0,#,0.5,#,0.6,0.0,4.0,#,0.5,#,0.5,#,0.5,#,2.0,#,3.7,,3.0,#,2.0,#,3.7,,3.0,#,3.0,#,3.3,#,3.7,,,,,,,,,,,,,,,,,,,,,,,,,
23,1976,110252,,,,0,,,,,,,#,7.6,>,7.4,4.0,10.0,>,7.9,#,0.8,>,3.8,3.0,10.0,#,1.0,>,3.7,2.0,5.0,>,1.9,#,1.5,>,2.0,#,3.4,#,12.0,,10.0,#,3.5,#,9.7,,5.0,#,7.3,#,9.3,#,9.3,,,,,,,,,,,,,,,,,,,,,,,,,
24,1976,110262,,,,0,,,,,,,#,8.8,>,7.4,2.0,8.0,>,9.8,<,0.5,>,2.8,1.0,8.0,<,0.5,>,2.8,1.0,8.0,>,1.1,#,0.8,#,1.3,#,1.8,#,8.4,,8.0,#,1.8,#,8.4,,8.0,#,5.2,#,5.0,#,7.6,,,,,,,,,,,,,,,,,,,,,,,,,
25,1976,110272,,,,0,,,,,,,#,7.6,>,7.0,1.0,4.0,>,8.2,#,0.5,#,2.0,0.0,4.0,#,0.5,#,2.0,0.0,4.0,#,1.1,#,1.0,#,1.1,#,3.5,#,4.0,,3.0,#,3.5,#,4.0,,3.0,#,3.8,#,3.8,#,4.0,,,,,,,,,,,,,,,,,,,,,,,,,
26,1976,110282,,,,0,,,,,,,#,8.2,#,11.0,0.0,4.0,#,9.6,#,0.6,>,1.2,1.0,4.0,#,0.6,>,1.2,1.0,4.0,>,0.9,#,0.8,#,1.0,#,1.0,#,1.6,,3.0,#,1.0,#,1.6,,3.0,#,1.2,#,1.0,#,1.6,,,,,,,,,,,,,,,,,,,,,,,,,
27,1976,110292,,,,0,,,,,,,#,8.8,#,13.0,0.0,12.0,#,11.0,#,0.6,#,0.9,0.0,12.0,#,0.7,#,0.9,0.0,6.0,#,0.8,#,0.8,#,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,1976,110302,,,,0,,,,,,,#,9.5,#,12.0,0.0,4.0,#,11.0,<,0.5,#,0.6,0.0,4.0,<,0.5,#,0.6,0.0,4.0,#,0.5,<,0.5,<,0.5,#,2.0,#,3.4,,4.0,#,2.0,#,3.4,,4.0,#,2.5,#,2.3,#,2.4,,,,,,,,,,,,,,,,,,,,,,,,,
29,1976,110312,,,,0,,,,,,,#,7.4,#,14.0,0.0,38.0,#,11.0,<,0.5,>,3.9,1.0,38.0,<,0.5,>,3.9,1.0,14.0,>,1.3,#,1.0,#,1.5,#,2.5,#,5.9,,12.0,#,2.5,#,5.9,,12.0,#,4.0,#,3.7,#,4.6,,,,,,,,,,,,,,,,,,,,,,,,,
30,1976,110322,,,,0,,,,,,,#,7.2,#,12.0,0.0,12.0,#,9.5,#,0.9,#,3.0,0.0,12.0,#,1.0,#,2.9,0.0,6.0,#,1.9,#,2.0,#,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,1976,110332,,,,0,,,,,,,#,6.6,#,14.0,0.0,74.0,#,11.0,<,0.5,#,2.6,0.0,74.0,#,0.5,#,2.0,0.0,14.0,#,1.3,#,1.2,#,1.6,#,2.4,#,8.1,,48.0,#,3.3,#,6.9,,12.0,#,4.4,#,4.3,#,4.6,,,,,,,,,,,,,,,,,,,,,,,,,
32,1976,110342,,,,0,,,,,,,#,7.8,#,15.0,0.0,48.0,#,11.0,<,0.5,#,1.5,0.0,48.0,#,0.6,#,1.5,0.0,12.0,#,1.0,#,1.0,#,1.1,#,2.3,#,6.8,,48.0,#,2.7,#,6.4,,12.0,#,4.2,#,3.9,#,4.9,,,,,,,,,,,,,,,,,,,,,,,,,
33,1976,110352,,,,0,,,,,,,#,7.2,#,14.0,0.0,48.0,#,10.0,<,0.5,>,3.3,1.0,48.0,#,0.5,>,2.6,1.0,13.0,>,1.1,#,1.0,#,1.2,#,2.5,#,10.0,,48.0,#,2.6,#,8.2,,13.0,#,4.9,#,4.6,#,6.6,,,,,,,,,,,,,,,,,,,,,,,,,
34,1976,110362,,,,0,,,,,,,#,7.8,>,7.4,4.0,11.0,>,8.6,#,0.8,>,11.0,6.0,11.0,#,0.9,>,9.5,3.0,6.0,>,3.8,>,2.7,>,5.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,1976,110372,,,,0,,,,,,,#,7.6,>,7.4,3.0,34.0,>,11.0,#,0.5,#,0.9,0.0,34.0,#,0.5,#,0.8,0.0,6.0,#,0.7,#,0.7,#,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,1976,110382,,,,0,,,,,,,#,8.2,#,10.0,0.0,2.0,#,9.1,#,0.5,#,0.6,0.0,2.0,#,0.5,#,0.6,0.0,2.0,#,0.6,#,0.6,#,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,1976,110392,,,,0,,,,,,,#,10.0,#,13.0,0.0,4.0,#,11.0,<,0.5,#,0.8,0.0,4.0,<,0.5,#,0.8,0.0,4.0,#,0.7,#,0.8,#,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,1976,110402,,,,0,,,,,,,#,10.0,#,13.0,0.0,4.0,#,11.0,<,0.5,#,1.0,0.0,4.0,<,0.5,#,1.0,0.0,4.0,#,0.7,#,0.7,#,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,1976,110412,,,,0,,,,,,,#,9.1,#,13.0,0.0,4.0,#,11.0,#,0.5,#,1.8,0.0,4.0,#,0.5,#,1.8,0.0,4.0,#,0.9,#,0.7,#,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,1976,110422,,,,0,,,,,,,#,10.0,#,13.0,0.0,4.0,#,11.0,<,0.5,#,0.7,0.0,4.0,<,0.5,#,0.7,0.0,4.0,#,0.6,<,0.5,<,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,1976,110432,,,,0,,,,,,,#,9.7,#,13.0,0.0,4.0,#,11.0,<,0.5,#,0.8,0.0,4.0,<,0.5,#,0.8,0.0,4.0,#,0.6,#,0.5,#,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,1976,110442,,,,0,,,,,,,#,7.5,#,13.0,0.0,4.0,#,10.0,<,0.5,#,0.8,0.0,4.0,<,0.5,#,0.8,0.0,4.0,#,0.6,#,0.6,#,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,1976,110452,,,,0,,,,,,,#,9.6,#,13.0,0.0,4.0,#,11.0,<,0.5,#,1.3,0.0,4.0,<,0.5,#,1.3,0.0,4.0,#,0.8,#,0.7,#,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,1976,110462,,,,0,,,,,,,#,9.1,#,13.0,0.0,4.0,#,11.0,<,0.5,#,0.9,0.0,4.0,<,0.5,#,0.9,0.0,4.0,#,0.7,#,0.7,#,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,1976,110472,,,,0,,,,,,,#,9.4,#,14.0,0.0,4.0,#,11.0,<,0.5,#,0.8,0.0,4.0,<,0.5,#,0.8,0.0,4.0,#,0.6,<,0.5,<,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,1976,110482,,,,0,,,,,,,#,10.0,#,13.0,0.0,4.0,#,11.0,<,0.5,#,0.6,0.0,4.0,<,0.5,#,0.6,0.0,4.0,#,0.5,#,0.5,#,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,1976,110492,,,,0,,,,,,,#,9.7,#,14.0,0.0,4.0,#,11.0,<,0.5,#,0.8,0.0,4.0,<,0.5,#,0.8,0.0,4.0,#,0.6,#,0.6,#,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,1976,110502,,,,0,,,,,,,#,9.5,#,13.0,0.0,4.0,#,11.0,<,0.5,#,0.8,0.0,4.0,<,0.5,#,0.8,0.0,4.0,#,0.6,#,0.5,#,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,1976,110512,,,,0,,,,,,,#,10.0,#,14.0,0.0,4.0,#,11.0,<,0.5,<,0.5,0.0,4.0,<,0.5,<,0.5,0.0,4.0,<,0.5,<,0.5,<,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,1976,110522,,,,0,,,,,,,#,8.6,#,11.0,0.0,4.0,#,9.5,#,0.5,#,1.0,0.0,4.0,#,0.5,#,1.0,0.0,4.0,#,0.7,#,0.7,#,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,1976,110532,,,,0,,,,,,,#,8.2,#,12.0,0.0,4.0,#,9.8,#,0.5,#,1.0,0.0,4.0,#,0.5,#,1.0,0.0,4.0,#,0.7,#,0.6,#,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,1976,110542,,,,0,,,,,,,#,8.6,#,11.0,0.0,7.0,#,9.8,#,0.5,#,1.2,0.0,7.0,#,0.6,#,1.1,0.0,4.0,#,0.9,#,1.0,#,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,1976,110552,,,,0,,,,,,,#,7.6,#,15.0,0.0,24.0,#,11.0,#,0.5,>,3.5,2.0,24.0,#,0.7,#,2.6,2.0,12.0,>,1.5,#,1.4,#,1.7,#,1.6,#,10.0,,24.0,#,1.8,#,6.9,,12.0,#,3.6,#,2.6,#,3.9,,,,,,,,,,,,,,,,,,,,,,,,,
54,1976,110562,,,,0,,,,,,,#,9.3,#,15.0,0.0,12.0,#,12.0,#,0.7,#,1.7,0.0,12.0,#,0.7,#,1.7,0.0,12.0,#,1.2,#,1.1,#,1.5,#,1.6,#,5.4,,12.0,#,1.6,#,5.4,,12.0,#,3.1,#,2.3,#,3.2,,,,,,,,,,,,,,,,,,,,,,,,,
55,1976,110572,,,,0,,,,,,,#,9.4,#,10.0,0.0,4.0,#,9.9,#,0.5,#,0.8,0.0,4.0,#,0.5,#,0.8,0.0,4.0,#,0.7,#,0.8,#,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,1976,110592,,,,0,,,,,,,#,9.0,#,10.0,0.0,4.0,#,9.7,#,0.5,#,0.6,0.0,4.0,#,0.5,#,0.6,0.0,4.0,#,0.5,#,0.5,#,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,1976,110602,,,,0,,,,,,,#,9.2,#,10.0,0.0,4.0,#,9.8,#,0.5,#,0.8,0.0,4.0,#,0.5,#,0.8,0.0,4.0,#,0.7,#,0.7,#,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,1976,110612,,,,0,,,,,,,#,7.9,#,14.0,0.0,48.0,#,11.0,#,0.7,>,5.9,12.0,48.0,#,0.8,>,3.4,6.0,12.0,>,1.8,>,1.6,>,2.2,#,1.3,#,9.5,,48.0,#,1.8,#,7.1,,12.0,#,3.7,#,3.3,#,3.8,,,,,,,,,,,,,,,,,,,,,,,,,
59,1976,110622,,,,0,,,,,,,#,9.7,#,15.0,0.0,8.0,#,12.0,#,0.6,>,2.9,1.0,8.0,#,0.6,>,2.9,1.0,8.0,>,1.4,#,1.4,#,1.5,#,2.0,#,9.2,,8.0,#,2.0,#,9.2,,8.0,#,3.9,#,2.9,#,4.0,,,,,,,,,,,,,,,,,,,,,,,,,
60,1976,110632,,,,0,,,,,,,#,8.5,#,11.0,0.0,4.0,#,9.8,#,0.6,>,2.1,2.0,4.0,#,0.6,>,2.1,2.0,4.0,>,1.3,>,1.2,>,1.6,#,4.6,#,6.3,,3.0,#,4.6,#,6.3,,3.0,#,5.5,#,5.6,#,6.3,,,,,,,,,,,,,,,,,,,,,,,,,
61,1976,110642,,,,0,,,,,,,#,8.2,>,5.8,1.0,4.0,>,8.3,#,0.9,>,3.0,1.0,4.0,#,0.9,>,3.0,1.0,4.0,>,1.7,#,1.5,#,1.9,#,3.4,#,5.2,,4.0,#,3.4,#,5.2,,4.0,#,4.4,#,4.5,#,5.2,,,,,,,,,,,,,,,,,,,,,,,,,
62,1976,110652,,,,0,,,,,,,#,7.6,>,7.2,1.0,14.0,>,9.4,#,0.5,#,1.2,0.0,14.0,#,0.5,#,1.1,0.0,8.0,#,0.8,#,0.8,#,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,1976,110662,,,,0,,,,,,,#,7.8,#,12.0,0.0,36.0,#,9.7,#,0.5,#,2.6,0.0,36.0,#,0.5,#,2.2,0.0,8.0,#,0.9,#,0.8,#,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,1976,110672,,,,0,,,,,,,#,8.8,#,14.0,0.0,8.0,#,12.0,#,0.6,>,2.4,2.0,8.0,#,0.6,>,2.4,2.0,8.0,>,1.6,#,1.6,#,1.9,#,1.9,#,16.0,,8.0,#,1.9,#,16.0,,8.0,#,5.7,#,3.8,#,6.0,,,,,,,,,,,,,,,,,,,,,,,,,
65,1976,110682,,,,0,,,,,,,#,8.4,#,14.0,0.0,12.0,#,11.0,#,1.1,>,7.6,5.0,12.0,#,1.1,>,7.6,5.0,12.0,>,3.0,#,2.7,>,3.6,#,3.6,#,14.0,,12.0,#,3.6,#,14.0,,12.0,#,5.9,#,5.0,#,6.7,,,,,,,,,,,,,,,,,,,,,,,,,
66,1976,110692,,,,0,,,,,,,#,5.2,>,4.3,1.0,90.0,>,9.5,#,1.2,>,9.0,49.0,90.0,>,1.9,>,6.1,11.0,12.0,>,3.6,>,3.4,>,4.1,#,3.4,#,36.0,,64.0,#,4.0,#,20.0,,12.0,#,7.1,#,6.1,#,6.7,,,,,,,,,,,,,,,,,,,,,,,,,
67,1976,110702,,,,0,,,,,,,#,5.4,>,4.8,1.0,48.0,>,9.4,#,1.4,>,7.8,13.0,48.0,#,1.5,>,6.2,7.0,12.0,>,2.8,>,2.6,>,3.0,#,3.2,#,18.0,,48.0,#,3.9,#,15.0,,12.0,#,6.2,#,5.6,#,6.2,,,,,,,,,,,,,,,,,,,,,,,,,
68,1976,110712,,,,0,,,,,,,#,7.6,#,10.0,0.0,4.0,#,9.0,#,0.5,#,0.9,0.0,4.0,#,0.5,#,0.9,0.0,4.0,#,0.7,#,0.7,#,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,1976,110722,,,,0,,,,,,,#,8.4,#,13.0,0.0,8.0,#,11.0,#,1.5,#,2.9,0.0,8.0,#,1.5,#,2.9,0.0,8.0,#,2.2,#,2.1,#,2.5,#,3.6,#,13.0,,8.0,#,3.6,#,13.0,,8.0,#,5.7,#,4.3,#,6.1,,,,,,,,,,,,,,,,,,,,,,,,,
70,1976,110732,,,,0,,,,,,,#,8.3,#,15.0,0.0,24.0,#,12.0,#,0.5,>,2.8,4.0,24.0,#,0.6,>,2.1,4.0,12.0,>,1.4,#,1.4,>,1.9,#,1.9,#,6.9,,24.0,#,2.0,#,6.4,,12.0,#,4.7,#,5.0,#,5.5,,,,,,,,,,,,,,,,,,,,,,,,,
71,1976,110742,,,,0,,,,,,,#,6.2,#,15.0,0.0,74.0,#,11.0,#,0.8,>,4.5,7.0,74.0,#,1.0,>,3.7,3.0,14.0,>,2.0,#,1.8,#,2.3,#,2.5,#,13.0,,48.0,#,3.2,#,11.0,,12.0,#,5.9,#,5.1,#,7.3,,,,,,,,,,,,,,,,,,,,,,,,,
