,西暦年度,絶対番号,県コード_地点統一番号,水域コード_地点統一番号,地点コード_地点統一番号,調査区分,C_pH_最小値,pH_最小値,C_pH_最大値,pH_最大値,m_pH,n_pH,C_DO_最小値,DO_最小値,C_DO_最大値,DO_最大値,m_DO,n_DO,C_DO_日間平均値_平均値,DO_日間平均値_平均値,C_BOD_最小値,BOD_最小値,C_BOD_最大値,BOD_最大値,m_BOD,n_BOD,C_BOD_日間平均値_最小値,BOD_日間平均値_最小値,C_BOD_日間平均値_最大値,BOD_日間平均値_最大値,x_BOD,y_BOD,C_BOD_日間平均値_平均値,BOD_日間平均値_平均値,C_BOD_日間平均値_中央値,BOD_日間平均値_中央値,C_BOD_日間平均値_75%値,BOD_日間平均値_75%値,C_COD_最小値,COD_最小値,C_COD_最大値,COD_最大値,m_COD,n_COD,C_COD_日間平均値_最小値,COD_日間平均値_最小値,C_COD_日間平均値_最大値,COD_日間平均値_最大値,x_COD,y_COD,C_COD_日間平均値_平均値,COD_日間平均値_平均値,C_COD_日間平均値_中央値,COD_日間平均値_中央値,C_COD_日間平均値_75%値,COD_日間平均値_75%値,C_SS_最小値,SS_最小値,C_SS_最大値,SS_最大値,m_SS,n_SS,C_SS_日間平均値_平均値,SS_日間平均値_平均値,C_大腸菌群数_最小値,大腸菌群数_最小値,C_大腸菌群数_最大値,大腸菌群数_最大値,m_大腸菌群数,n_大腸菌群数,C_大腸菌群数_日間平均値_平均値,大腸菌群数_日間平均値_平均値,C_n-ヘキサン抽出物質（油分等）_最小値,n-ヘキサン抽出物質（油分等)_最小値,C_n-ヘキサン抽出物質(油分等)_最大値,n-ヘキサン抽出物質(油分等)_最大値,m_n-ヘキサン抽出物質(油分等),n_n-ヘキサン抽出物質(油分等),C_n-ヘキサン抽出物質(油分等)_日間平均値_平均値,n-ヘキサン抽出物質(油分等)_日間平均値_平均値,地点統一番号,m_カドミウム,n_カドミウム,C_カドミウム_最大値,カドミウム_最大値,C_カドミウム_平均値,カドミウム_平均値,m_全シアン,n_全シアン,C_全シアン_最大値,全シアン_最大値,C_全シアン_平均値,全シアン_平均値,m_鉛,n_鉛,C_鉛_最大値,鉛_最大値,C_鉛_平均値,鉛_平均値,m_六価クロム,n_六価クロム,C_六価クロム_最大値,六価クロム_最大値,C_六価クロム_平均値,六価クロム_平均値,m_砒素,n_砒素,C_砒素_最大値,砒素_最大値,C_砒素_平均値,砒素_平均値,m_総水銀,n_総水銀,C_総水銀_最大値,総水銀_最大値,C_総水銀_平均値,総水銀_平均値,総水銀_定量限界値未満の検体数,m_アルキル水銀,n_アルキル水銀,C_アルキル水銀_最大値,アルキル水銀_最大値,C_アルキル水銀_平均値,アルキル水銀_平均値,m_PCB,n_PCB,C_PCB_最大値,PCB_最大値,C_PCB_平均値,PCB_平均値,m_有機リン,n_有機リン,C_有機リン_最大値,有機リン_最大値,C_有機リン_平均値,有機リン_平均値,m_ジクロロメタン,n_ジクロロメタン,C_ジクロロメタン_最大値,ジクロロメタン_最大値,C_ジクロロメタン_平均値,ジクロロメタン_平均値,m_四塩化炭素,n_四塩化炭素,C_四塩化炭素_最大値,四塩化炭素_最大値,C_四塩化炭素_平均値,四塩化炭素_平均値,m_1、2-ジクロロエタン,n_1、2-ジクロロエタン,C_1、2-ジクロロエタン_最大値,1、2-ジクロロエタン_最大値,C_1、2-ジクロロエタン_平均値,1、2-ジクロロエタン_平均値,m_1、1-ジクロロエチレン,n_1、1-ジクロロエチレン,C_1、1-ジクロロエチレン_最大値,1、1-ジクロロエチレン_最大値,C_1、1-ジクロロエチレン_平均値,1、1-ジクロロエチレン_平均値,m_シス-1、2-ジクロロエチレン,n_シス-1、2-ジクロロエチレン,C_シス-1、2-ジクロロエチレン_最大値,シス-1、2-ジクロロエチレン_最大値,C_シス-1、2-ジクロロエチレン_平均値,シス-1、2-ジクロロエチレン_平均値,m_1、1、1-トリクロロエタン,n_1、1、1-トリクロロエタン,C_1、1、1-トリクロロエタン_最大値,1、1、1-トリクロロエタン_最大値,C_1、1、1-トリクロロエタン_平均値,1、1、1-トリクロロエタン_平均値,m_1、1、2-トリクロロエタン,n_1、1、2-トリクロロエタン,C_1、1、2-トリクロロエタン_最大値,1、1、2-トリクロロエタン_最大値,C_1、1、2-トリクロロエタン_平均値,1、1、2-トリクロロエタン_平均値,m_トリクロロエチレン,n_トリクロロエチレン,C_トリクロロエチレン_最大値,トリクロロエチレン_最大値,C_トリクロロエチレン_平均値,トリクロロエチレン_平均値,m_テトラクロロエチレン,n_テトラクロロエチレン,C_テトラクロロエチレン_最大値,テトラクロロエチレン_最大値,C_テトラクロロエチレン_平均値,テトラクロロエチレン_平均値,m_1、3-ジクロロプロペン,n_1、3-ジクロロプロペン,C_1、3-ジクロロプロペン_最大値,1、3-ジクロロプロペン_最大値,C_1、3-ジクロロプロペン_平均値,1、3-ジクロロプロペン_平均値,m_チウラム,n_チウラム,C_チウラム_最大値,チウラム_最大値,C_チウラム_平均値,チウラム_平均値,m_シマジン,n_シマジン,C_シマジン_最大値,シマジン_最大値,C_シマジン_平均値,シマジン_平均値,m_チオベンカルブ,n_チオベンカルブ,C_チオベンカルブ_最大値,チオベンカルブ_最大値,C_チオベンカルブ_平均値,チオベンカルブ_平均値,m_ベンゼン,n_ベンゼン,C_ベンゼン_最大値,ベンゼン_最大値,C_ベンゼン_平均値,ベンゼン_平均値,m_セレン,n_セレン,C_セレン_最大値,セレン_最大値,C_セレン_平均値,セレン_平均値,m_硝酸性窒素及び亜硝酸性窒素,ｎ_硝酸性窒素及び亜硝酸性窒素,C_硝酸性窒素及び亜硝酸性窒素_最大値,硝酸性窒素及び亜硝酸性窒素_最大値,C_硝酸性窒素及び亜硝酸性窒素_平均値,硝酸性窒素及び亜硝酸性窒素_平均値,m_亜硝酸性窒素,n_亜硝酸性窒素,C_亜硝酸性窒素_最大値,亜硝酸性窒素_最大値,C_亜硝酸性窒素_平均値,亜硝酸性窒素_平均値,m_ふっ素,n_ふっ素,C_ふっ素_最大値,ふっ素_最大値,C_ふっ素_平均値,ふっ素_平均値,m_ほう素,n_ほう素,C_ほう素_最大値,ほう素_最大値,C_ほう素_平均値,ほう素_平均値
1955,1981,1210020,12,1,2,0.0,#,6.9,#,7.6,0.0,36.0,#,6.4,#,12.0,6.0,36.0,#,9.1,#,0.8,#,5.7,22.0,36.0,#,1.1,#,4.9,7.0,12.0,#,2.6,#,2.2,#,3.1,,,,,,,,,,,,,,,,,,,#,6.0,#,78.0,13.0,36.0,#,27.0,#,4900.0,#,350000.0,12.0,12.0,#,67000.0,,,,,,,,,1200102,0.0,12.0,<,0.005,<,0.005,0.0,12.0,N,0.1,N,0.1,0.0,12.0,<,0.05,<,0.05,0.0,12.0,<,0.02,<,0.02,0.0,12.0,<,0.02,<,0.02,0.0,12.0,<,0.0005,<,0.0005,12.0,,,,,,,0.0,2.0,N,0.0005,N,0.0005,0.0,2.0,N,0.1,N,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1956,1981,1210030,12,1,51,0.0,#,6.8,#,7.6,0.0,24.0,#,6.9,#,12.0,3.0,24.0,#,9.7,#,0.5,#,2.9,5.0,24.0,#,0.6,#,2.7,3.0,12.0,#,1.5,#,1.3,#,2.0,,,,,,,,,,,,,,,,,,,#,5.0,#,60.0,8.0,24.0,#,21.0,#,330.0,#,24000.0,9.0,12.0,#,5700.0,,,,,,,,,1200151,0.0,12.0,<,0.005,<,0.005,0.0,12.0,N,0.1,N,0.1,0.0,12.0,<,0.05,<,0.05,0.0,12.0,<,0.02,<,0.02,0.0,12.0,<,0.02,<,0.02,0.0,12.0,<,0.0005,<,0.0005,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1957,1981,1210040,12,1,52,0.0,#,6.9,#,8.2,0.0,36.0,#,7.1,#,12.0,4.0,36.0,#,9.4,#,0.8,#,4.3,19.0,36.0,#,0.9,#,4.0,7.0,12.0,#,2.1,#,2.1,#,2.3,,,,,,,,,,,,,,,,,,,#,6.0,#,64.0,11.0,36.0,#,24.0,#,1400.0,#,79000.0,12.0,12.0,#,22000.0,,,,,,,,,1200152,0.0,12.0,<,0.005,<,0.005,0.0,12.0,N,0.1,N,0.1,0.0,12.0,#,0.05,#,0.05,0.0,12.0,<,0.02,<,0.02,0.0,12.0,<,0.02,<,0.02,0.0,12.0,<,0.0005,<,0.0005,12.0,,,,,,,0.0,2.0,N,0.0005,N,0.0005,0.0,2.0,N,0.1,N,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1958,1981,1210050,12,1,53,0.0,#,6.9,#,7.7,0.0,36.0,#,6.9,#,12.0,5.0,36.0,#,9.1,#,0.9,#,6.9,19.0,36.0,#,1.1,#,5.0,5.0,12.0,#,2.4,#,1.9,#,3.1,,,,,,,,,,,,,,,,,,,#,6.0,#,480.0,14.0,36.0,#,41.0,#,4900.0,#,350000.0,12.0,12.0,#,54000.0,,,,,,,,,1200153,0.0,12.0,<,0.005,<,0.005,0.0,12.0,N,0.1,N,0.1,0.0,12.0,<,0.05,<,0.05,0.0,12.0,<,0.02,<,0.02,0.0,12.0,<,0.02,<,0.02,0.0,12.0,<,0.0005,<,0.0005,12.0,,,,,,,0.0,2.0,N,0.0005,N,0.0005,0.0,2.0,N,0.1,N,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1959,1981,1210060,12,2,1,0.0,#,6.8,#,7.5,0.0,36.0,#,5.3,#,11.0,0.0,36.0,#,8.7,#,1.1,#,6.1,13.0,36.0,#,1.6,#,5.3,5.0,12.0,#,2.8,#,2.5,#,3.3,,,,,,,,,,,,,,,,,,,#,6.0,#,80.0,8.0,36.0,#,21.0,#,4900.0,#,240000.0,11.0,12.0,#,67000.0,,,,,,,,,1200201,0.0,12.0,<,0.005,<,0.005,0.0,12.0,N,0.1,N,0.1,0.0,12.0,<,0.05,<,0.05,0.0,12.0,<,0.02,<,0.02,0.0,12.0,<,0.02,<,0.02,0.0,12.0,<,0.0005,<,0.0005,12.0,,,,,,,0.0,2.0,N,0.0005,N,0.0005,0.0,2.0,N,0.1,N,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1960,1981,1210070,12,2,51,0.0,#,6.9,#,7.6,0.0,24.0,#,6.7,#,12.0,0.0,24.0,#,9.2,#,1.1,#,7.1,8.0,24.0,#,1.2,#,6.0,4.0,12.0,#,2.8,#,1.9,#,3.7,,,,,,,,,,,,,,,,,,,#,6.0,#,95.0,10.0,24.0,#,29.0,#,3300.0,#,49000.0,11.0,12.0,#,29000.0,,,,,,,,,1200251,0.0,12.0,<,0.005,<,0.005,0.0,12.0,N,0.1,N,0.1,0.0,12.0,<,0.05,<,0.05,0.0,12.0,<,0.02,<,0.02,0.0,12.0,<,0.02,<,0.02,0.0,12.0,<,0.0005,<,0.0005,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1961,1981,1210090,12,3,1,0.0,#,7.6,#,9.0,6.0,24.0,#,4.3,#,12.0,3.0,24.0,#,8.0,#,0.8,#,7.4,4.0,24.0,#,1.0,#,6.3,3.0,12.0,#,3.1,#,2.6,#,3.9,,,,,,,,,,,,,,,,,,,#,5.0,#,62.0,1.0,24.0,#,16.0,#,110.0,#,7900.0,,12.0,#,1800.0,,,,,,,,,1200301,0.0,12.0,<,0.005,<,0.005,0.0,12.0,N,0.1,N,0.1,0.0,12.0,<,0.05,<,0.05,0.0,12.0,<,0.02,<,0.02,0.0,12.0,<,0.02,<,0.02,0.0,12.0,<,0.0005,<,0.0005,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1962,1981,1210100,12,4,1,0.0,#,6.9,#,8.0,0.0,36.0,#,4.3,#,9.1,2.0,36.0,#,7.4,#,1.1,#,4.5,0.0,36.0,#,1.4,#,4.0,0.0,12.0,#,2.3,#,1.9,#,2.9,,,,,,,,,,,,,,,,,,,#,6.0,#,120.0,5.0,36.0,#,25.0,#,4900.0,#,240000.0,,12.0,#,54000.0,,,,,,,,,1200401,0.0,12.0,<,0.005,<,0.005,0.0,12.0,N,0.1,N,0.1,0.0,12.0,<,0.05,<,0.05,0.0,12.0,<,0.02,<,0.02,0.0,12.0,<,0.02,<,0.02,0.0,12.0,<,0.0005,<,0.0005,12.0,,,,,,,0.0,2.0,N,0.0005,N,0.0005,0.0,2.0,N,0.1,N,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1963,1981,1210110,12,5,1,0.0,#,7.5,#,8.1,0.0,12.0,#,6.9,#,11.0,2.0,12.0,#,8.8,<,0.5,#,2.6,2.0,12.0,<,0.5,#,2.6,2.0,12.0,#,1.3,#,1.2,#,1.5,,,,,,,,,,,,,,,,,,,#,4.0,#,280.0,1.0,12.0,#,32.0,#,490.0,#,13000.0,11.0,12.0,#,4700.0,,,,,,,,,1200501,0.0,6.0,<,0.005,<,0.005,0.0,6.0,N,0.1,N,0.1,0.0,6.0,<,0.05,<,0.05,0.0,6.0,<,0.02,<,0.02,0.0,6.0,<,0.02,<,0.02,0.0,6.0,<,0.0005,<,0.0005,6.0,0.0,1.0,N,0.0005,N,0.0005,0.0,2.0,N,0.0005,N,0.0005,0.0,2.0,N,0.1,N,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1964,1981,1210120,12,6,1,0.0,#,7.2,#,8.0,0.0,12.0,#,6.8,#,12.0,0.0,12.0,#,8.9,#,0.7,#,2.6,0.0,12.0,#,0.7,#,2.6,0.0,12.0,#,1.5,#,1.5,#,1.8,,,,,,,,,,,,,,,,,,,#,4.0,#,110.0,5.0,12.0,#,30.0,#,270.0,#,33000.0,6.0,12.0,#,9500.0,,,,,,,,,1200601,0.0,6.0,<,0.005,<,0.005,0.0,6.0,N,0.1,N,0.1,0.0,6.0,<,0.05,<,0.05,0.0,6.0,<,0.02,<,0.02,0.0,6.0,<,0.02,<,0.02,0.0,6.0,<,0.0005,<,0.0005,6.0,0.0,1.0,N,0.0005,N,0.0005,0.0,2.0,N,0.0005,N,0.0005,0.0,2.0,N,0.1,N,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1965,1981,1210130,12,7,1,0.0,#,7.4,#,8.1,0.0,12.0,#,3.1,#,12.0,1.0,12.0,#,8.7,#,1.1,#,13.0,2.0,12.0,#,1.1,#,13.0,2.0,12.0,#,3.4,#,2.0,#,2.5,,,,,,,,,,,,,,,,,,,#,3.0,#,540.0,2.0,12.0,#,68.0,#,2300.0,#,1300000.0,,12.0,#,120000.0,,,,,,,,,1200701,0.0,12.0,<,0.005,<,0.005,0.0,12.0,N,0.1,N,0.1,0.0,12.0,<,0.05,<,0.05,0.0,12.0,<,0.02,<,0.02,0.0,12.0,<,0.02,<,0.02,0.0,12.0,<,0.0005,<,0.0005,12.0,0.0,1.0,N,0.0005,N,0.0005,0.0,2.0,N,0.0005,N,0.0005,0.0,2.0,N,0.1,N,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1966,1981,1210140,12,8,1,0.0,#,7.0,#,7.8,0.0,24.0,#,7.7,#,13.0,0.0,24.0,#,10.0,<,0.5,#,3.0,8.0,24.0,#,0.8,#,3.0,3.0,12.0,#,1.8,#,1.9,#,2.0,,,,,,,,,,,,,,,,,,,#,6.0,#,22.0,0.0,24.0,#,14.0,#,700.0,#,13000.0,8.0,12.0,#,3200.0,,,,,,,,,1200801,0.0,12.0,<,0.005,<,0.005,0.0,12.0,N,0.1,N,0.1,0.0,12.0,#,0.08,#,0.053,0.0,12.0,<,0.02,<,0.02,0.0,12.0,<,0.02,<,0.02,0.0,12.0,<,0.0005,<,0.0005,12.0,,,,,,,0.0,2.0,N,0.0005,N,0.0005,0.0,2.0,N,0.1,N,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1967,1981,1210150,12,8,2,0.0,#,6.9,#,7.9,0.0,24.0,#,8.0,#,15.0,0.0,24.0,#,11.0,#,0.8,#,5.5,13.0,24.0,#,1.0,#,5.4,8.0,12.0,#,2.5,#,2.2,#,3.2,,,,,,,,,,,,,,,,,,,#,6.0,#,38.0,2.0,24.0,#,15.0,#,80.0,#,4900.0,5.0,12.0,#,1300.0,,,,,,,,,1200802,0.0,12.0,<,0.005,<,0.005,0.0,12.0,N,0.1,N,0.1,0.0,12.0,<,0.05,<,0.05,0.0,12.0,<,0.02,<,0.02,0.0,12.0,<,0.02,<,0.02,0.0,12.0,<,0.0005,<,0.0005,12.0,,,,,,,0.0,2.0,N,0.0005,N,0.0005,0.0,2.0,N,0.1,N,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1968,1981,1210160,12,8,51,0.0,#,7.0,#,7.5,0.0,24.0,#,7.6,#,12.0,0.0,24.0,#,9.7,#,1.1,#,6.2,12.0,24.0,#,1.5,#,6.0,6.0,12.0,#,2.4,#,2.1,#,2.6,,,,,,,,,,,,,,,,,,,#,3.0,#,80.0,12.0,24.0,#,30.0,#,330.0,#,7000.0,8.0,12.0,#,2300.0,,,,,,,,,1200851,0.0,12.0,<,0.005,<,0.005,0.0,12.0,N,0.1,N,0.1,0.0,12.0,<,0.05,<,0.05,0.0,12.0,<,0.02,<,0.02,0.0,12.0,<,0.02,<,0.02,0.0,12.0,<,0.0005,<,0.0005,12.0,,,,,,,0.0,2.0,N,0.0005,N,0.0005,0.0,2.0,N,0.1,N,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1969,1981,1210170,12,8,52,0.0,#,6.8,#,7.5,0.0,24.0,#,8.0,#,13.0,0.0,24.0,#,10.0,#,0.8,#,3.1,8.0,24.0,#,0.9,#,3.1,4.0,12.0,#,1.9,#,2.0,#,2.1,,,,,,,,,,,,,,,,,,,#,5.0,#,32.0,1.0,24.0,#,15.0,#,790.0,#,17000.0,11.0,12.0,#,7700.0,,,,,,,,,1200852,0.0,12.0,<,0.005,<,0.005,0.0,12.0,N,0.1,N,0.1,0.0,12.0,<,0.05,<,0.05,0.0,12.0,<,0.02,<,0.02,0.0,12.0,<,0.02,<,0.02,0.0,12.0,<,0.0005,<,0.0005,12.0,,,,,,,,,,,,,0.0,2.0,N,0.1,N,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970,1981,1210180,12,8,53,0.0,#,6.9,#,7.9,0.0,24.0,#,7.8,#,14.0,0.0,24.0,#,11.0,#,0.7,#,6.1,10.0,24.0,#,0.8,#,5.9,5.0,12.0,#,2.1,#,2.0,#,2.2,,,,,,,,,,,,,,,,,,,#,6.0,#,22.0,0.0,24.0,#,12.0,#,80.0,#,3300.0,6.0,12.0,#,1200.0,,,,,,,,,1200853,0.0,12.0,<,0.005,<,0.005,0.0,12.0,N,0.1,N,0.1,0.0,12.0,#,0.05,#,0.05,0.0,12.0,<,0.02,<,0.02,0.0,12.0,<,0.02,<,0.02,0.0,12.0,<,0.0005,<,0.0005,12.0,,,,,,,,,,,,,0.0,2.0,N,0.1,N,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1971,1981,1210190,12,8,54,0.0,#,6.9,#,7.8,0.0,24.0,#,8.0,#,14.0,0.0,24.0,#,11.0,<,0.5,#,3.8,11.0,24.0,#,0.9,#,3.6,5.0,12.0,#,2.2,#,2.0,#,3.0,,,,,,,,,,,,,,,,,,,#,4.0,#,33.0,1.0,24.0,#,14.0,#,230.0,#,7900.0,6.0,12.0,#,2000.0,,,,,,,,,1200854,0.0,12.0,<,0.005,<,0.005,0.0,12.0,N,0.1,N,0.1,0.0,12.0,<,0.05,<,0.05,0.0,12.0,<,0.02,<,0.02,0.0,12.0,<,0.02,<,0.02,0.0,12.0,<,0.0005,<,0.0005,12.0,,,,,,,0.0,2.0,N,0.0005,N,0.0005,0.0,2.0,N,0.1,N,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1972,1981,1210200,12,8,55,0.0,#,6.8,#,8.0,0.0,24.0,#,7.6,#,14.0,0.0,24.0,#,11.0,#,0.8,#,4.0,11.0,24.0,#,0.9,#,3.6,6.0,12.0,#,2.1,#,2.1,#,2.5,,,,,,,,,,,,,,,,,,,#,5.0,#,37.0,6.0,24.0,#,16.0,#,20.0,#,2300.0,2.0,12.0,#,610.0,,,,,,,,,1200855,0.0,12.0,<,0.005,<,0.005,0.0,12.0,N,0.1,N,0.1,0.0,12.0,<,0.05,<,0.05,0.0,12.0,<,0.02,<,0.02,0.0,12.0,<,0.02,<,0.02,0.0,12.0,<,0.0005,<,0.0005,12.0,,,,,,,0.0,2.0,N,0.0005,N,0.0005,0.0,2.0,N,0.1,N,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1973,1981,1210210,12,8,56,0.0,#,7.1,#,8.6,2.0,22.0,#,6.9,#,12.0,1.0,22.0,#,9.7,<,0.5,#,5.2,8.0,22.0,<,0.5,#,3.7,3.0,11.0,#,1.8,#,1.8,#,2.1,,,,,,,,,,,,,,,,,,,#,6.0,#,80.0,9.0,22.0,#,30.0,#,50.0,#,4900.0,3.0,11.0,#,1100.0,,,,,,,,,1200856,0.0,11.0,<,0.005,<,0.005,0.0,11.0,N,0.1,N,0.1,0.0,11.0,<,0.05,<,0.05,0.0,11.0,<,0.02,<,0.02,0.0,11.0,<,0.02,<,0.02,0.0,11.0,<,0.0005,<,0.0005,11.0,,,,,,,,,,,,,0.0,2.0,N,0.1,N,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1974,1981,1210220,12,9,1,0.0,#,7.2,#,7.8,0.0,36.0,#,3.0,#,9.0,10.0,36.0,#,6.3,#,3.6,#,10.0,36.0,36.0,#,4.2,#,7.4,12.0,12.0,#,5.3,#,5.2,#,5.9,,,,,,,,,,,,,,,,,,,#,13.0,#,310.0,20.0,36.0,#,42.0,#,13000.0,#,540000.0,12.0,12.0,#,150000.0,,,,,,,,,1200901,0.0,12.0,<,0.005,<,0.005,0.0,12.0,N,0.1,N,0.1,0.0,12.0,<,0.05,<,0.05,0.0,12.0,<,0.02,<,0.02,0.0,12.0,<,0.02,<,0.02,0.0,11.0,<,0.0005,<,0.0005,11.0,,,,,,,0.0,2.0,N,0.0005,N,0.0005,0.0,2.0,N,0.1,N,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1975,1981,1210230,12,9,51,0.0,#,7.1,#,7.9,0.0,24.0,#,1.5,#,8.7,11.0,24.0,#,5.5,#,2.4,#,12.0,22.0,24.0,#,3.3,#,11.0,12.0,12.0,#,5.4,#,5.0,#,5.3,,,,,,,,,,,,,,,,,,,#,5.0,#,440.0,12.0,24.0,#,59.0,#,4900.0,#,240000.0,11.0,12.0,#,97000.0,,,,,,,,,1200951,0.0,12.0,<,0.005,<,0.005,0.0,12.0,N,0.1,N,0.1,0.0,12.0,<,0.05,<,0.05,0.0,12.0,<,0.02,<,0.02,0.0,12.0,<,0.02,<,0.02,0.0,12.0,<,0.0005,<,0.0005,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976,1981,1210240,12,10,1,0.0,#,6.9,#,7.2,0.0,12.0,#,0.5,#,6.7,7.0,12.0,#,2.2,#,15.0,#,55.0,12.0,12.0,#,15.0,#,55.0,12.0,12.0,#,34.0,#,36.0,#,37.0,,,,,,,,,,,,,,,,,,,#,8.0,#,,,12.0,#,28.0,#,240000.0,#,4300000.0,,12.0,#,1500000.0,,,,,,,,,1201001,0.0,12.0,<,0.005,<,0.005,0.0,12.0,N,0.1,N,0.1,0.0,12.0,<,0.05,<,0.05,0.0,12.0,<,0.02,<,0.02,0.0,6.0,<,0.02,<,0.02,0.0,12.0,<,0.0005,<,0.0005,12.0,0.0,6.0,N,0.0005,N,0.0005,0.0,2.0,N,0.0005,N,0.0005,0.0,2.0,N,0.1,N,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
