,西暦年度,絶対番号,県コード_地点統一番号,水域コード_地点統一番号,地点コード_地点統一番号,調査区分_x,C_pH_最小値,pH_最小値,C_pH_最大値,pH_最大値,m_pH,n_pH,C_DO_最小値,DO_最小値,C_DO_最大値,DO_最大値,m_DO,n_DO,C_DO_日間平均値_平均値,DO_日間平均値_平均値,C_BOD_最小値,BOD_最小値,C_BOD_最大値,BOD_最大値,m_BOD,n_BOD,C_BOD_日間平均値_最小値,BOD_日間平均値_最小値,C_BOD_日間平均値_最大値,BOD_日間平均値_最大値,x_BOD,y_BOD,C_BOD_日間平均値_平均値,BOD_日間平均値_平均値,C_BOD_日間平均値_中央値,BOD_日間平均値_中央値,C_BOD_日間平均値_75%値,BOD_日間平均値_75%値,C_COD_最小値,COD_最小値,C_COD_最大値,COD_最大値,m_COD,n_COD,C_COD_日間平均値_最小値,COD_日間平均値_最小値,C_COD_日間平均値_最大値,COD_日間平均値_最大値,x_COD,y_COD,C_COD_日間平均値_平均値,COD_日間平均値_平均値,C_COD_日間平均値_中央値,COD_日間平均値_中央値,C_COD_日間平均値_75%値,COD_日間平均値_75%値,C_SS_最小値,SS_最小値,C_SS_最大値,SS_最大値,m_SS,n_SS,C_SS_日間平均値_平均値,SS_日間平均値_平均値,C_大腸菌群数_最小値,大腸菌群数_最小値,C_大腸菌群数_最大値,大腸菌群数_最大値,m_大腸菌群数,n_大腸菌群数,C_大腸菌群数_日間平均値_平均値,大腸菌群数_日間平均値_平均値,C_n-ヘキサン抽出物質（油分等）_最小値,n-ヘキサン抽出物質（油分等)_最小値,C_n-ヘキサン抽出物質(油分等)_最大値,n-ヘキサン抽出物質(油分等)_最大値,m_n-ヘキサン抽出物質(油分等),n_n-ヘキサン抽出物質(油分等),C_n-ヘキサン抽出物質(油分等)_日間平均値_平均値,n-ヘキサン抽出物質(油分等)_日間平均値_平均値,地点統一番号,m_カドミウム,n_カドミウム,C_カドミウム_最大値,カドミウム_最大値,C_カドミウム_平均値,カドミウム_平均値,m_全シアン,n_全シアン,C_全シアン_最大値,全シアン_最大値,C_全シアン_平均値,全シアン_平均値,m_鉛,n_鉛,C_鉛_最大値,鉛_最大値,C_鉛_平均値,鉛_平均値,m_六価クロム,n_六価クロム,C_六価クロム_最大値,六価クロム_最大値,C_六価クロム_平均値,六価クロム_平均値,m_砒素,n_砒素,C_砒素_最大値,砒素_最大値,C_砒素_平均値,砒素_平均値,m_総水銀,n_総水銀,C_総水銀_最大値,総水銀_最大値,C_総水銀_平均値,総水銀_平均値,総水銀_定量限界値未満の検体数,m_アルキル水銀,n_アルキル水銀,C_アルキル水銀_最大値,アルキル水銀_最大値,C_アルキル水銀_平均値,アルキル水銀_平均値,m_PCB,n_PCB,C_PCB_最大値,PCB_最大値,C_PCB_平均値,PCB_平均値,m_有機リン,n_有機リン,C_有機リン_最大値,有機リン_最大値,C_有機リン_平均値,有機リン_平均値,m_ジクロロメタン,n_ジクロロメタン,C_ジクロロメタン_最大値,ジクロロメタン_最大値,C_ジクロロメタン_平均値,ジクロロメタン_平均値,m_四塩化炭素,n_四塩化炭素,C_四塩化炭素_最大値,四塩化炭素_最大値,C_四塩化炭素_平均値,四塩化炭素_平均値,m_1、2-ジクロロエタン,n_1、2-ジクロロエタン,C_1、2-ジクロロエタン_最大値,1、2-ジクロロエタン_最大値,C_1、2-ジクロロエタン_平均値,1、2-ジクロロエタン_平均値,m_1、1-ジクロロエチレン,n_1、1-ジクロロエチレン,C_1、1-ジクロロエチレン_最大値,1、1-ジクロロエチレン_最大値,C_1、1-ジクロロエチレン_平均値,1、1-ジクロロエチレン_平均値,m_シス-1、2-ジクロロエチレン,n_シス-1、2-ジクロロエチレン,C_シス-1、2-ジクロロエチレン_最大値,シス-1、2-ジクロロエチレン_最大値,C_シス-1、2-ジクロロエチレン_平均値,シス-1、2-ジクロロエチレン_平均値,m_1、1、1-トリクロロエタン,n_1、1、1-トリクロロエタン,C_1、1、1-トリクロロエタン_最大値,1、1、1-トリクロロエタン_最大値,C_1、1、1-トリクロロエタン_平均値,1、1、1-トリクロロエタン_平均値,m_1、1、2-トリクロロエタン,n_1、1、2-トリクロロエタン,C_1、1、2-トリクロロエタン_最大値,1、1、2-トリクロロエタン_最大値,C_1、1、2-トリクロロエタン_平均値,1、1、2-トリクロロエタン_平均値,m_トリクロロエチレン,n_トリクロロエチレン,C_トリクロロエチレン_最大値,トリクロロエチレン_最大値,C_トリクロロエチレン_平均値,トリクロロエチレン_平均値,m_テトラクロロエチレン,n_テトラクロロエチレン,C_テトラクロロエチレン_最大値,テトラクロロエチレン_最大値,C_テトラクロロエチレン_平均値,テトラクロロエチレン_平均値,m_1、3-ジクロロプロペン,n_1、3-ジクロロプロペン,C_1、3-ジクロロプロペン_最大値,1、3-ジクロロプロペン_最大値,C_1、3-ジクロロプロペン_平均値,1、3-ジクロロプロペン_平均値,m_チウラム,n_チウラム,C_チウラム_最大値,チウラム_最大値,C_チウラム_平均値,チウラム_平均値,m_シマジン,n_シマジン,C_シマジン_最大値,シマジン_最大値,C_シマジン_平均値,シマジン_平均値,m_チオベンカルブ,n_チオベンカルブ,C_チオベンカルブ_最大値,チオベンカルブ_最大値,C_チオベンカルブ_平均値,チオベンカルブ_平均値,m_ベンゼン,n_ベンゼン,C_ベンゼン_最大値,ベンゼン_最大値,C_ベンゼン_平均値,ベンゼン_平均値,m_セレン,n_セレン,C_セレン_最大値,セレン_最大値,C_セレン_平均値,セレン_平均値,m_硝酸性窒素及び亜硝酸性窒素,ｎ_硝酸性窒素及び亜硝酸性窒素,C_硝酸性窒素及び亜硝酸性窒素_最大値,硝酸性窒素及び亜硝酸性窒素_最大値,C_硝酸性窒素及び亜硝酸性窒素_平均値,硝酸性窒素及び亜硝酸性窒素_平均値,m_亜硝酸性窒素,n_亜硝酸性窒素,C_亜硝酸性窒素_最大値,亜硝酸性窒素_最大値,C_亜硝酸性窒素_平均値,亜硝酸性窒素_平均値,m_ふっ素,n_ふっ素,C_ふっ素_最大値,ふっ素_最大値,C_ふっ素_平均値,ふっ素_平均値,m_ほう素,n_ほう素,C_ほう素_最大値,ほう素_最大値,C_ほう素_平均値,ほう素_平均値,調査区分_y,採取位置,C_全窒素_最小値,全窒素_最小値,C_全窒素_最大値,全窒素_最大値,m_全窒素,n_全窒素,C_全窒素_日間平均値_平均値,全窒素_日間平均値_平均値,C_全燐_最小値,全燐_最小値,C_全燐_最大値,全燐_最大値,m_全燐,n_全燐,C_全燐_日間平均値_平均値,全燐_日間平均値_平均値
5311,1984,3910980,39,31,51,0.0,#,6.8,#,7.0,0.0,3.0,#,8.4,#,9.6,0.0,3.0,#,9.1,<,0.5,#,1.9,0.0,3.0,<,0.5,#,1.9,0.0,3.0,#,1.0,<,0.5,#,1.9,,,,,,,,,,,,,,,,,,,#,1.0,#,3.0,0.0,3.0,#,2.0,,,,,,,,,,,,,,,,,3903151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5312,1984,3910990,39,31,52,0.0,#,6.9,#,7.1,0.0,3.0,#,9.5,#,11.0,0.0,3.0,#,10.0,<,0.5,#,0.8,0.0,3.0,<,0.5,#,0.8,0.0,3.0,#,0.6,<,0.5,#,0.8,,,,,,,,,,,,,,,,,,,<,1.0,#,2.0,0.0,3.0,#,1.0,,,,,,,,,,,,,,,,,3903152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5313,1984,3911000,39,31,53,0.0,#,7.0,#,8.5,0.0,6.0,#,8.9,#,11.0,0.0,6.0,#,9.8,<,0.5,#,0.8,0.0,6.0,<,0.5,#,0.8,0.0,6.0,#,0.6,<,0.5,#,0.7,,,,,,,,,,,,,,,,,,,<,1.0,#,5.0,0.0,6.0,#,2.0,,,,,,,,,,,,,,,,,3903153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5314,1984,3911010,39,31,54,0.0,#,6.7,#,9.4,1.0,6.0,#,8.6,#,11.0,0.0,6.0,#,9.8,<,0.5,#,1.0,0.0,6.0,<,0.5,#,1.0,0.0,6.0,#,0.6,<,0.5,#,0.6,,,,,,,,,,,,,,,,,,,<,1.0,#,2.0,0.0,6.0,#,1.0,,,,,,,,,,,,,,,,,3903154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5315,1984,3911020,39,31,55,0.0,#,6.8,#,11.1,4.0,6.0,#,8.8,#,10.0,0.0,6.0,#,9.7,<,0.5,#,1.4,0.0,6.0,<,0.5,#,1.4,0.0,6.0,#,0.9,#,1.0,#,1.1,,,,,,,,,,,,,,,,,,,#,1.0,#,7.0,0.0,6.0,#,3.0,,,,,,,,,,,,,,,,,3903155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5316,1984,3911030,39,31,56,0.0,#,6.9,#,10.8,3.0,6.0,#,9.3,#,10.0,0.0,6.0,#,9.8,#,0.5,#,2.2,1.0,6.0,#,0.5,#,2.2,1.0,6.0,#,1.3,#,1.2,#,1.6,,,,,,,,,,,,,,,,,,,#,1.0,#,7.0,0.0,6.0,#,2.0,,,,,,,,,,,,,,,,,3903156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5317,1984,3911040,39,31,57,0.0,#,6.9,#,11.3,3.0,6.0,#,9.2,#,10.0,0.0,6.0,#,9.8,#,0.5,#,1.6,0.0,6.0,#,0.5,#,1.6,0.0,6.0,#,1.1,#,1.1,#,1.6,,,,,,,,,,,,,,,,,,,#,1.0,#,4.0,0.0,6.0,#,2.0,,,,,,,,,,,,,,,,,3903157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5318,1984,3911050,39,32,1,0.0,#,7.1,#,7.7,0.0,6.0,#,8.5,#,12.0,0.0,6.0,#,10.0,<,0.5,#,0.9,0.0,6.0,<,0.5,#,0.9,0.0,6.0,#,0.6,<,0.5,#,0.6,,,,,,,,,,,,,,,,,,,<,1.0,#,1.0,0.0,6.0,#,1.0,#,33.0,#,1700.0,2.0,6.0,#,610.0,,,,,,,,,3903201,0.0,1.0,<,0.005,<,0.005,,,,,,,0.0,1.0,<,0.05,<,0.05,0.0,1.0,<,0.02,<,0.02,0.0,1.0,<,0.02,<,0.02,0.0,1.0,<,0.0005,<,0.0005,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5319,1984,3911060,39,32,51,0.0,#,7.1,#,7.2,0.0,2.0,#,10.0,#,13.0,0.0,2.0,#,12.0,<,0.5,#,0.8,0.0,2.0,<,0.5,#,0.8,0.0,2.0,#,0.7,#,0.7,#,0.8,,,,,,,,,,,,,,,,,,,<,1.0,#,1.0,0.0,2.0,#,1.0,,,,,,,,,,,,,,,,,3903251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5320,1984,3911070,39,32,52,0.0,#,7.0,#,8.0,0.0,3.0,#,8.6,#,11.0,0.0,3.0,#,9.9,<,0.5,#,1.2,0.0,3.0,<,0.5,#,1.2,0.0,3.0,#,0.8,#,0.8,#,1.2,,,,,,,,,,,,,,,,,,,<,1.0,#,3.0,0.0,3.0,#,2.0,,,,,,,,,,,,,,,,,3903252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5321,1984,3911080,39,33,1,0.0,#,7.2,#,7.7,0.0,6.0,#,8.8,#,12.0,0.0,6.0,#,10.0,<,0.5,#,0.9,0.0,6.0,<,0.5,#,0.9,0.0,6.0,#,0.6,#,0.5,#,0.8,,,,,,,,,,,,,,,,,,,<,1.0,#,3.0,0.0,6.0,#,1.0,#,5.0,#,240.0,0.0,6.0,#,98.0,,,,,,,,,3903301,0.0,1.0,<,0.005,<,0.005,,,,,,,0.0,1.0,<,0.05,<,0.05,0.0,1.0,<,0.02,<,0.02,0.0,1.0,<,0.02,<,0.02,0.0,1.0,<,0.0005,<,0.0005,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5322,1984,3911090,39,33,51,0.0,#,7.2,#,8.7,1.0,3.0,#,9.5,#,11.0,0.0,3.0,#,10.0,<,0.5,<,0.5,0.0,3.0,<,0.5,<,0.5,0.0,3.0,<,0.5,<,0.5,<,0.5,,,,,,,,,,,,,,,,,,,<,1.0,#,3.0,0.0,3.0,#,2.0,,,,,,,,,,,,,,,,,3903351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5323,1984,3911100,39,34,1,0.0,#,7.1,#,8.7,1.0,6.0,#,9.3,#,11.0,0.0,6.0,#,11.0,<,0.5,#,1.1,0.0,6.0,<,0.5,#,1.1,0.0,6.0,#,0.7,#,0.6,#,0.9,,,,,,,,,,,,,,,,,,,<,1.0,#,2.0,0.0,6.0,#,1.0,#,7.0,#,170.0,0.0,6.0,#,76.0,,,,,,,,,3903401,0.0,1.0,<,0.005,<,0.005,,,,,,,0.0,1.0,<,0.05,<,0.05,0.0,1.0,<,0.02,<,0.02,0.0,1.0,<,0.02,<,0.02,0.0,1.0,<,0.0005,<,0.0005,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5324,1984,3911110,39,34,51,0.0,#,7.0,#,7.2,0.0,3.0,#,9.3,#,11.0,0.0,3.0,#,10.0,<,0.5,#,0.9,0.0,3.0,<,0.5,#,0.9,0.0,3.0,#,0.7,#,0.8,#,0.9,,,,,,,,,,,,,,,,,,,#,1.0,#,4.0,0.0,3.0,#,2.0,,,,,,,,,,,,,,,,,3903451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5325,1984,3911120,39,35,1,0.0,#,7.8,#,8.8,2.0,6.0,#,8.3,#,15.0,0.0,6.0,#,10.0,<,0.5,#,2.3,0.0,6.0,<,0.5,#,2.3,0.0,6.0,#,1.2,#,0.9,#,2.3,,,,,,,,,,,,,,,,,,,<,1.0,#,10.0,0.0,6.0,#,3.0,#,1700.0,#,240000.0,3.0,6.0,#,45000.0,,,,,,,,,3903501,0.0,1.0,<,0.005,<,0.005,,,,,,,0.0,1.0,<,0.05,<,0.05,0.0,1.0,<,0.02,<,0.02,0.0,1.0,<,0.02,<,0.02,0.0,1.0,<,0.0005,<,0.0005,1.0,,,,,,,0.0,1.0,N,0.0005,N,0.0005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5326,1984,3911130,39,35,51,0.0,#,7.1,#,8.1,0.0,6.0,#,7.9,#,15.0,0.0,6.0,#,11.0,<,0.5,#,0.7,0.0,6.0,<,0.5,#,0.7,0.0,6.0,#,0.6,#,0.5,#,0.6,,,,,,,,,,,,,,,,,,,<,1.0,#,1.0,0.0,6.0,#,1.0,,,,,,,,,,,,,,,,,3903551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5327,1984,3911160,39,36,1,0.0,#,7.7,#,8.3,0.0,6.0,#,7.2,#,15.0,0.0,6.0,#,11.0,#,0.6,#,2.7,0.0,6.0,#,0.6,#,2.7,0.0,6.0,#,1.3,#,1.0,#,2.0,,,,,,,,,,,,,,,,,,,#,1.0,#,110.0,1.0,6.0,#,21.0,#,1100.0,#,7000.0,1.0,6.0,#,3500.0,,,,,,,,,3903601,0.0,1.0,<,0.005,<,0.005,,,,,,,0.0,1.0,<,0.05,<,0.05,0.0,1.0,<,0.02,<,0.02,0.0,1.0,<,0.02,<,0.02,0.0,1.0,<,0.0005,<,0.0005,1.0,,,,,,,0.0,1.0,N,0.0005,N,0.0005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5328,1984,3911170,39,37,1,0.0,#,6.9,#,7.3,0.0,6.0,#,7.6,#,11.0,0.0,6.0,#,9.4,<,0.5,#,1.0,0.0,6.0,<,0.5,#,1.0,0.0,6.0,#,0.8,#,0.8,#,1.0,,,,,,,,,,,,,,,,,,,<,1.0,#,4.0,0.0,6.0,#,2.0,#,50.0,#,2200.0,3.0,6.0,#,810.0,,,,,,,,,3903701,0.0,1.0,<,0.005,<,0.005,,,,,,,0.0,1.0,<,0.05,<,0.05,0.0,1.0,<,0.02,<,0.02,0.0,1.0,<,0.02,<,0.02,0.0,1.0,<,0.0005,<,0.0005,1.0,,,,,,,0.0,1.0,N,0.0005,N,0.0005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5329,1984,3911180,39,37,51,0.0,#,7.3,#,7.8,0.0,3.0,#,9.6,#,12.0,0.0,3.0,#,11.0,#,0.8,#,1.9,0.0,3.0,#,0.8,#,1.9,0.0,3.0,#,1.2,#,0.9,#,1.9,,,,,,,,,,,,,,,,,,,<,1.0,#,1.0,0.0,3.0,#,1.0,#,170.0,#,3300.0,1.0,3.0,#,1400.0,,,,,,,,,3903751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5330,1984,3911220,39,38,1,0.0,#,7.1,#,7.5,0.0,6.0,#,8.4,#,12.0,0.0,6.0,#,10.0,<,0.5,#,1.8,0.0,6.0,<,0.5,#,1.8,0.0,6.0,#,1.0,#,1.0,#,1.3,,,,,,,,,,,,,,,,,,,<,1.0,#,2.0,0.0,6.0,#,1.0,#,0.0,#,3300.0,1.0,6.0,#,700.0,,,,,,,,,3903801,0.0,1.0,<,0.005,<,0.005,,,,,,,0.0,1.0,<,0.05,<,0.05,0.0,1.0,<,0.02,<,0.02,0.0,1.0,<,0.02,<,0.02,0.0,1.0,<,0.0005,<,0.0005,1.0,,,,,,,0.0,1.0,N,0.0005,N,0.0005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5331,1984,3911230,39,38,52,0.0,#,6.9,#,7.1,0.0,3.0,#,8.2,#,10.0,0.0,3.0,#,9.1,#,0.7,#,0.8,0.0,3.0,#,0.7,#,0.8,0.0,3.0,#,0.7,#,0.7,#,0.8,,,,,,,,,,,,,,,,,,,<,1.0,#,2.0,0.0,3.0,#,1.0,#,330.0,#,3300.0,1.0,3.0,#,1400.0,,,,,,,,,3903852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5332,1984,3911240,39,39,1,0.0,#,7.1,#,7.6,0.0,6.0,#,8.4,#,12.0,0.0,6.0,#,9.6,<,0.5,#,1.8,0.0,6.0,<,0.5,#,1.8,0.0,6.0,#,1.0,#,0.9,#,1.1,,,,,,,,,,,,,,,,,,,<,1.0,#,2.0,0.0,6.0,#,1.0,#,110.0,#,1700.0,3.0,6.0,#,970.0,,,,,,,,,3903901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5333,1984,3911250,39,40,1,0.0,#,7.1,#,7.8,0.0,6.0,#,9.2,#,11.0,0.0,6.0,#,10.0,<,0.5,#,1.2,0.0,6.0,<,0.5,#,1.2,0.0,6.0,#,0.7,#,0.7,#,0.7,,,,,,,,,,,,,,,,,,,<,1.0,#,5.0,0.0,6.0,#,3.0,#,80.0,#,3300.0,2.0,6.0,#,1000.0,,,,,,,,,3904001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5334,1984,3911260,39,41,1,0.0,#,7.2,#,8.1,0.0,5.0,#,9.0,#,12.0,0.0,5.0,#,10.0,#,0.6,#,1.6,0.0,5.0,#,0.6,#,1.6,0.0,5.0,#,0.9,#,0.9,#,0.9,,,,,,,,,,,,,,,,,,,<,1.0,#,1.0,0.0,5.0,#,1.0,#,9.0,#,920.0,0.0,5.0,#,240.0,,,,,,,,,3904101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5335,1984,3911280,39,42,1,0.0,#,7.0,#,8.7,1.0,12.0,#,7.8,#,15.0,0.0,12.0,#,10.0,<,0.5,#,4.2,4.0,12.0,<,0.5,#,4.2,4.0,12.0,#,1.9,#,1.8,#,2.1,,,,,,,,,,,,,,,,,,,#,3.0,#,79.0,6.0,12.0,#,33.0,#,1700.0,#,79000.0,11.0,11.0,#,30000.0,,,,,,,,,3904201,0.0,1.0,<,0.005,<,0.005,,,,,,,0.0,1.0,<,0.05,<,0.05,0.0,1.0,<,0.02,<,0.02,0.0,1.0,<,0.02,<,0.02,0.0,1.0,<,0.0005,<,0.0005,1.0,,,,,,,0.0,1.0,N,0.0005,N,0.0005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5336,1984,3911290,39,42,51,0.0,#,7.6,#,8.4,0.0,6.0,#,8.0,#,12.0,0.0,6.0,#,10.0,<,0.5,#,1.4,0.0,6.0,<,0.5,#,1.4,0.0,6.0,#,0.9,#,0.8,#,1.2,,,,,,,,,,,,,,,,,,,#,1.0,#,12.0,0.0,6.0,#,5.0,,,,,,,,,,,,,,,,,3904251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
