,西暦年度,絶対番号,県コード_地点統一番号,水域コード_地点統一番号,地点コード_地点統一番号,調査区分,C_pH_最小値,pH_最小値,C_pH_最大値,pH_最大値,m_pH,n_pH,C_DO_最小値,DO_最小値,C_DO_最大値,DO_最大値,m_DO,n_DO,C_DO_日間平均値_平均値,DO_日間平均値_平均値,C_BOD_最小値,BOD_最小値,C_BOD_最大値,BOD_最大値,m_BOD,n_BOD,C_BOD_日間平均値_最小値,BOD_日間平均値_最小値,C_BOD_日間平均値_最大値,BOD_日間平均値_最大値,x_BOD,y_BOD,C_BOD_日間平均値_平均値,BOD_日間平均値_平均値,C_BOD_日間平均値_中央値,BOD_日間平均値_中央値,C_BOD_日間平均値_75%値,BOD_日間平均値_75%値,C_COD_最小値,COD_最小値,C_COD_最大値,COD_最大値,m_COD,n_COD,C_COD_日間平均値_最小値,COD_日間平均値_最小値,C_COD_日間平均値_最大値,COD_日間平均値_最大値,x_COD,y_COD,C_COD_日間平均値_平均値,COD_日間平均値_平均値,C_COD_日間平均値_中央値,COD_日間平均値_中央値,C_COD_日間平均値_75%値,COD_日間平均値_75%値,C_SS_最小値,SS_最小値,C_SS_最大値,SS_最大値,m_SS,n_SS,C_SS_日間平均値_平均値,SS_日間平均値_平均値,C_大腸菌群数_最小値,大腸菌群数_最小値,C_大腸菌群数_最大値,大腸菌群数_最大値,m_大腸菌群数,n_大腸菌群数,C_大腸菌群数_日間平均値_平均値,大腸菌群数_日間平均値_平均値,C_n-ヘキサン抽出物質（油分等）_最小値,n-ヘキサン抽出物質（油分等)_最小値,C_n-ヘキサン抽出物質(油分等)_最大値,n-ヘキサン抽出物質(油分等)_最大値,m_n-ヘキサン抽出物質(油分等),n_n-ヘキサン抽出物質(油分等),C_n-ヘキサン抽出物質(油分等)_日間平均値_平均値,n-ヘキサン抽出物質(油分等)_日間平均値_平均値,地点統一番号
17,1977,110183,,,,0,,,,,,,#,8.6,#,10.0,0.0,3.0,#,9.5,#,0.7,#,0.7,0.0,2.0,#,0.7,#,0.7,0.0,2.0,#,0.7,#,0.7,#,0.7,,,,,,,,,,,,,,,,,,,#,1.0,#,19.0,0.0,2.0,#,10.0,,,,,,,,,,,,,,,,,
18,1977,110193,,,,0,,,,,,,#,9.0,#,11.0,0.0,4.0,#,10.0,#,1.4,#,1.6,0.0,4.0,#,1.5,#,1.5,0.0,2.0,#,1.5,#,1.5,#,1.5,,,,,,,,,,,,,,,,,,,#,39.0,#,220.0,3.0,3.0,#,130.0,,,,,,,,,,,,,,,,,
19,1977,110203,,,,0,,,,,,,#,8.8,#,14.0,0.0,4.0,#,12.0,<,0.5,#,1.7,0.0,4.0,<,0.5,#,1.7,0.0,4.0,#,1.0,#,0.9,#,0.9,#,3.5,#,8.2,,5.0,#,3.5,#,8.2,,5.0,#,5.3,#,4.0,#,7.0,#,1.0,#,200.0,3.0,6.0,#,65.0,,,,,,,,,,,,,,,,,
20,1977,110213,,,,0,,,,,,,#,8.0,#,10.0,0.0,2.0,#,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,1977,110223,,,,0,,,,,,,#,7.6,#,10.0,0.0,2.0,#,8.8,#,1.0,#,1.0,0.0,1.0,#,1.0,#,1.0,0.0,1.0,#,1.0,#,1.0,#,1.0,,,,,,,,,,,,,,,,,,,#,30.0,#,30.0,1.0,1.0,#,30.0,,,,,,,,,,,,,,,,,
22,1977,110243,,,,0,,,,,,,#,9.6,#,11.0,0.0,2.0,#,10.0,#,0.5,#,0.7,0.0,2.0,#,0.5,#,0.7,0.0,2.0,#,0.6,#,0.6,#,0.7,,,,,,,,,,,,,,,,,,,#,23.0,#,31.0,1.0,2.0,#,27.0,,,,,,,,,,,,,,,,,
23,1977,110253,,,,0,,,,,,,#,8.2,#,8.2,0.0,1.0,#,8.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,1.0,#,1.0,0.0,1.0,#,1.0,,,,,,,,,,,,,,,,,
24,1977,110263,,,,0,,,,,,,#,8.2,#,9.2,0.0,2.0,#,8.7,#,0.6,#,2.1,1.0,3.0,#,0.6,#,2.1,1.0,3.0,#,1.4,#,1.6,#,2.1,#,7.1,#,7.3,,2.0,#,7.1,#,7.3,,2.0,#,7.2,#,7.2,#,7.3,#,32.0,#,74.0,2.0,2.0,#,53.0,,,,,,,,,,,,,,,,,
25,1977,110273,,,,0,,,,,,,#,8.4,#,10.0,0.0,3.0,#,9.5,#,1.0,#,1.4,0.0,3.0,#,1.0,#,1.4,0.0,3.0,#,1.1,#,1.0,#,1.4,,,,,,,,,,,,,,,,,,,#,1.0,#,8.0,0.0,2.0,#,5.0,,,,,,,,,,,,,,,,,
26,1977,110283,,,,0,,,,,,,#,10.0,#,11.0,0.0,2.0,#,11.0,#,1.0,#,1.0,0.0,2.0,#,1.0,#,1.0,0.0,2.0,#,1.0,#,1.0,#,1.0,,,,,,,,,,,,,,,,,,,<,1.0,#,1.0,0.0,2.0,#,1.0,,,,,,,,,,,,,,,,,
27,1977,110293,,,,0,,,,,,,#,8.2,#,13.0,0.0,3.0,#,11.0,#,0.5,#,0.8,0.0,2.0,#,0.5,#,0.8,0.0,2.0,#,0.7,#,0.7,#,0.8,,,,,,,,,,,,,,,,,,,#,1.0,#,18.0,0.0,3.0,#,8.0,,,,,,,,,,,,,,,,,
28,1977,110303,,,,0,,,,,,,#,9.8,#,14.0,0.0,4.0,#,11.0,#,0.5,#,1.2,1.0,4.0,#,0.5,#,1.2,1.0,4.0,#,0.7,#,0.6,#,0.7,#,2.2,#,2.7,,3.0,#,2.2,#,2.7,,3.0,#,2.4,#,2.2,#,2.7,#,2.0,#,2.0,0.0,3.0,#,2.0,,,,,,,,,,,,,,,,,
29,1977,110313,,,,0,,,,,,,#,8.4,#,13.0,0.0,12.0,#,11.0,<,0.5,#,2.6,0.0,13.0,<,0.5,#,2.6,0.0,4.0,#,1.4,#,1.2,#,1.6,#,2.7,#,4.2,,2.0,#,2.7,#,4.2,,2.0,#,3.5,#,3.5,#,4.2,#,7.0,#,43.0,3.0,14.0,#,17.0,,,,,,,,,,,,,,,,,
30,1977,110323,,,,0,,,,,,,#,8.2,#,12.0,0.0,5.0,#,9.6,#,0.9,#,2.2,0.0,4.0,#,0.9,#,2.2,0.0,4.0,#,1.5,#,1.4,#,1.8,,,,,,,,,,,,,,,,,,,#,1.0,#,19.0,0.0,4.0,#,9.0,,,,,,,,,,,,,,,,,
31,1977,110333,,,,0,,,,,,,#,7.5,#,13.0,0.0,30.0,#,11.0,#,0.7,#,2.1,0.0,25.0,#,0.8,#,2.0,0.0,12.0,#,1.4,#,1.2,#,1.8,#,2.2,#,6.6,,15.0,#,2.7,#,6.6,,10.0,#,4.5,#,4.5,#,5.0,#,2.0,#,29.0,3.0,25.0,#,12.0,,,,,,,,,,,,,,,,,
32,1977,110343,,,,0,,,,,,,#,7.4,#,14.0,0.0,16.0,#,11.0,<,0.5,#,2.0,0.0,20.0,<,0.5,#,1.5,0.0,11.0,#,1.0,#,1.0,#,1.1,#,2.6,#,5.5,,22.0,#,2.7,#,5.1,,11.0,#,4.0,#,4.0,#,4.8,<,1.0,#,39.0,3.0,22.0,#,11.0,,,,,,,,,,,,,,,,,
33,1977,110353,,,,0,,,,,,,#,8.1,#,14.0,0.0,22.0,#,11.0,<,0.5,#,1.3,0.0,20.0,<,0.5,#,1.2,0.0,11.0,#,0.8,#,0.7,#,1.0,#,2.6,#,7.8,,22.0,#,2.6,#,7.5,,11.0,#,4.5,#,4.3,#,5.3,#,1.0,#,120.0,10.0,22.0,#,32.0,,,,,,,,,,,,,,,,,
34,1977,110363,,,,0,,,,,,,#,7.0,#,11.0,1.0,6.0,#,8.7,#,0.7,#,3.4,3.0,6.0,#,0.7,#,3.4,3.0,6.0,#,1.9,#,1.9,#,2.7,,,,,,,,,,,,,,,,,,,#,8.0,#,77.0,1.0,7.0,#,17.0,,,,,,,,,,,,,,,,,
35,1977,110373,,,,0,,,,,,,#,8.2,#,12.0,0.0,17.0,#,10.0,#,0.5,#,0.8,0.0,15.0,#,0.6,#,0.8,0.0,6.0,#,0.7,#,0.6,#,0.7,,,,,,,,,,,,,,,,,,,<,1.0,#,41.0,1.0,13.0,#,5.0,,,,,,,,,,,,,,,,,
36,1977,110383,,,,0,,,,,,,#,10.0,#,10.0,0.0,1.0,#,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,1977,110393,,,,0,,,,,,,#,10.0,#,11.0,0.0,2.0,#,11.0,#,0.5,#,0.5,0.0,1.0,#,0.5,#,0.5,0.0,1.0,#,0.5,#,0.5,#,0.5,,,,,,,,,,,,,,,,,,,#,1.0,#,1.0,0.0,2.0,#,1.0,,,,,,,,,,,,,,,,,
38,1977,110403,,,,0,,,,,,,#,11.0,#,11.0,0.0,1.0,#,11.0,#,0.8,#,0.8,0.0,1.0,#,0.8,#,0.8,0.0,1.0,#,0.8,#,0.8,#,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,1977,110413,,,,0,,,,,,,#,8.9,#,9.4,0.0,2.0,#,9.2,#,0.5,#,0.8,0.0,2.0,#,0.5,#,0.8,0.0,2.0,#,0.7,#,0.7,#,0.8,,,,,,,,,,,,,,,,,,,<,1.0,#,4.0,0.0,2.0,#,3.0,,,,,,,,,,,,,,,,,
40,1977,110423,,,,0,,,,,,,#,12.0,#,12.0,0.0,2.0,#,12.0,<,0.5,#,0.6,0.0,3.0,<,0.5,#,0.6,0.0,3.0,#,0.5,<,0.5,#,0.6,,,,,,,,,,,,,,,,,,,<,1.0,#,1.0,0.0,4.0,#,1.0,,,,,,,,,,,,,,,,,
41,1977,110433,,,,0,,,,,,,#,9.8,#,9.8,0.0,1.0,#,9.8,<,0.5,#,0.9,0.0,2.0,<,0.5,#,0.9,0.0,2.0,#,0.7,#,0.7,#,0.9,,,,,,,,,,,,,,,,,,,<,1.0,<,1.0,0.0,1.0,<,1.0,,,,,,,,,,,,,,,,,
42,1977,110443,,,,0,,,,,,,#,10.0,#,12.0,0.0,4.0,#,11.0,#,0.6,#,1.0,0.0,3.0,#,0.6,#,1.0,0.0,3.0,#,0.8,#,0.9,#,1.0,,,,,,,,,,,,,,,,,,,<,1.0,#,14.0,0.0,2.0,#,8.0,,,,,,,,,,,,,,,,,
43,1977,110453,,,,0,,,,,,,#,10.0,#,12.0,0.0,2.0,#,11.0,#,1.0,#,1.1,0.0,2.0,#,1.0,#,1.1,0.0,2.0,#,1.1,#,1.1,#,1.1,,,,,,,,,,,,,,,,,,,#,1.0,#,1.0,0.0,1.0,#,1.0,,,,,,,,,,,,,,,,,
44,1977,110463,,,,0,,,,,,,#,8.4,#,9.3,0.0,2.0,#,8.9,#,0.5,#,0.8,0.0,4.0,#,0.5,#,0.8,0.0,4.0,#,0.7,#,0.7,#,0.7,,,,,,,,,,,,,,,,,,,#,1.0,#,14.0,0.0,4.0,#,8.0,,,,,,,,,,,,,,,,,
45,1977,110473,,,,0,,,,,,,#,9.9,#,12.0,0.0,3.0,#,11.0,<,0.5,#,0.6,0.0,3.0,<,0.5,#,0.6,0.0,3.0,#,0.5,<,0.5,#,0.6,,,,,,,,,,,,,,,,,,,<,1.0,#,3.0,0.0,3.0,#,2.0,,,,,,,,,,,,,,,,,
46,1977,110483,,,,0,,,,,,,#,9.9,#,11.0,0.0,3.0,#,11.0,#,0.6,#,1.0,0.0,3.0,#,0.6,#,1.0,0.0,3.0,#,0.8,#,0.7,#,1.0,,,,,,,,,,,,,,,,,,,<,1.0,#,1.0,0.0,3.0,#,1.0,,,,,,,,,,,,,,,,,
47,1977,110493,,,,0,,,,,,,#,10.0,#,11.0,0.0,2.0,#,11.0,#,0.8,#,1.1,1.0,2.0,#,0.8,#,1.1,1.0,2.0,#,1.0,#,1.0,#,1.1,,,,,,,,,,,,,,,,,,,<,1.0,#,2.0,0.0,4.0,#,1.0,,,,,,,,,,,,,,,,,
48,1977,110503,,,,0,,,,,,,#,10.0,#,12.0,0.0,2.0,#,11.0,<,0.5,#,0.6,0.0,2.0,<,0.5,#,0.6,0.0,2.0,#,0.6,#,0.6,#,0.6,,,,,,,,,,,,,,,,,,,<,1.0,#,1.0,0.0,2.0,#,1.0,,,,,,,,,,,,,,,,,
49,1977,110513,,,,0,,,,,,,#,10.0,#,12.0,0.0,3.0,#,11.0,#,0.9,#,1.2,1.0,2.0,#,0.9,#,1.2,1.0,2.0,#,1.1,#,1.1,#,1.2,,,,,,,,,,,,,,,,,,,<,1.0,<,1.0,0.0,3.0,<,1.0,,,,,,,,,,,,,,,,,
50,1977,110523,,,,0,,,,,,,#,8.8,#,8.8,0.0,1.0,#,8.8,#,0.6,#,0.6,0.0,1.0,#,0.6,#,0.6,0.0,1.0,#,0.6,#,0.6,#,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,1977,110533,,,,0,,,,,,,#,8.8,#,10.0,0.0,2.0,#,9.4,#,0.5,#,0.8,0.0,2.0,#,0.5,#,0.8,0.0,2.0,#,0.7,#,0.7,#,0.8,,,,,,,,,,,,,,,,,,,<,1.0,#,1.0,0.0,2.0,#,1.0,,,,,,,,,,,,,,,,,
52,1977,110543,,,,0,,,,,,,#,8.4,#,12.0,0.0,4.0,#,10.0,#,0.6,#,0.7,0.0,3.0,#,0.6,#,0.7,0.0,3.0,#,0.7,#,0.7,#,0.7,,,,,,,,,,,,,,,,,,,<,1.0,#,56.0,1.0,4.0,#,19.0,,,,,,,,,,,,,,,,,
53,1977,110553,,,,0,,,,,,,#,10.0,#,14.0,0.0,13.0,#,12.0,#,0.6,#,1.6,0.0,10.0,#,0.6,#,1.4,0.0,7.0,#,1.0,#,1.1,#,1.3,#,1.7,#,4.9,,11.0,#,2.5,#,4.6,,8.0,#,3.4,#,3.4,#,4.0,#,1.0,#,63.0,1.0,9.0,#,14.0,,,,,,,,,,,,,,,,,
54,1977,110563,,,,0,,,,,,,#,3.3,#,13.0,1.0,4.0,#,9.3,#,0.9,#,1.3,0.0,3.0,#,0.9,#,1.3,0.0,3.0,#,1.1,#,1.1,#,1.3,#,2.1,#,5.0,,4.0,#,2.1,#,5.0,,4.0,#,3.6,#,3.6,#,4.1,#,1.0,#,62.0,1.0,4.0,#,21.0,,,,,,,,,,,,,,,,,
55,1977,110573,,,,0,,,,,,,#,8.0,#,8.0,0.0,1.0,#,8.0,#,0.6,#,0.6,0.0,1.0,#,0.6,#,0.6,0.0,1.0,#,0.6,#,0.6,#,0.6,,,,,,,,,,,,,,,,,,,<,1.0,<,1.0,0.0,1.0,<,1.0,,,,,,,,,,,,,,,,,
56,1977,110593,,,,0,,,,,,,#,8.8,#,8.8,0.0,1.0,#,8.8,#,1.7,#,1.7,1.0,1.0,#,1.7,#,1.7,1.0,1.0,#,1.7,#,1.7,#,1.7,,,,,,,,,,,,,,,,,,,<,1.0,<,1.0,0.0,1.0,<,1.0,,,,,,,,,,,,,,,,,
57,1977,110603,,,,0,,,,,,,#,9.0,#,12.0,0.0,2.0,#,11.0,#,0.6,#,0.6,0.0,2.0,#,0.6,#,0.6,0.0,2.0,#,0.6,#,0.6,#,0.6,,,,,,,,,,,,,,,,,,,<,1.0,<,1.0,0.0,1.0,<,1.0,,,,,,,,,,,,,,,,,
58,1977,110613,,,,0,,,,,,,#,8.6,#,14.0,0.0,13.0,#,11.0,<,0.5,#,2.7,2.0,13.0,<,0.5,#,2.1,1.0,10.0,#,1.3,#,1.5,#,1.7,#,2.8,#,5.6,,11.0,#,2.8,#,5.6,,10.0,#,4.1,#,4.3,#,4.4,#,1.0,#,31.0,1.0,13.0,#,10.0,,,,,,,,,,,,,,,,,
59,1977,110623,,,,0,,,,,,,#,9.3,#,14.0,0.0,5.0,#,12.0,#,0.7,#,1.4,0.0,5.0,#,0.7,#,1.4,0.0,5.0,#,1.2,#,1.2,#,1.4,#,2.0,#,5.9,,5.0,#,2.0,#,5.9,,5.0,#,3.8,#,3.2,#,4.9,#,1.0,#,6.0,0.0,3.0,#,3.0,,,,,,,,,,,,,,,,,
60,1977,110633,,,,0,,,,,,,#,8.6,#,10.0,0.0,3.0,#,9.4,<,0.5,#,1.4,1.0,3.0,<,0.5,#,1.4,1.0,3.0,#,0.9,#,0.8,#,1.4,,,,,,,,,,,,,,,,,,,#,3.0,#,6.0,0.0,3.0,#,5.0,,,,,,,,,,,,,,,,,
61,1977,110643,,,,0,,,,,,,#,7.8,#,10.0,0.0,3.0,#,9.1,#,1.3,#,2.8,2.0,4.0,#,1.3,#,2.8,2.0,4.0,#,2.1,#,2.1,#,2.6,,,,,,,,,,,,,,,,,,,#,5.0,#,21.0,0.0,3.0,#,11.0,,,,,,,,,,,,,,,,,
62,1977,110653,,,,0,,,,,,,#,7.6,#,11.0,0.0,7.0,#,9.1,#,0.5,#,0.8,0.0,4.0,#,0.5,#,0.8,0.0,4.0,#,0.7,#,0.8,#,0.8,,,,,,,,,,,,,,,,,,,#,2.0,#,34.0,1.0,3.0,#,17.0,,,,,,,,,,,,,,,,,
63,1977,110663,,,,0,,,,,,,#,6.2,#,10.0,0.0,12.0,#,8.4,#,0.5,#,2.8,0.0,14.0,#,0.5,#,1.6,0.0,3.0,#,1.1,#,1.2,#,1.6,,,,,,,,,,,,,,,,,,,#,1.0,#,330.0,5.0,12.0,#,64.0,,,,,,,,,,,,,,,,,
64,1977,110673,,,,0,,,,,,,#,9.0,#,15.0,0.0,5.0,#,13.0,#,0.5,#,4.5,1.0,6.0,#,0.5,#,4.5,1.0,6.0,#,1.6,#,1.2,#,1.2,#,3.1,#,7.7,,5.0,#,3.1,#,7.7,,5.0,#,4.6,#,3.4,#,5.5,#,2.0,#,39.0,2.0,3.0,#,24.0,,,,,,,,,,,,,,,,,
65,1977,110683,,,,0,,,,,,,#,9.0,#,14.0,0.0,6.0,#,12.0,#,1.3,#,8.2,2.0,4.0,#,1.3,#,8.2,2.0,4.0,#,4.1,#,3.5,#,5.1,#,5.1,#,6.8,,5.0,#,5.1,#,6.8,,5.0,#,6.1,#,6.3,#,6.4,#,12.0,#,38.0,1.0,5.0,#,20.0,,,,,,,,,,,,,,,,,
66,1977,110693,,,,0,,,,,,,#,5.4,#,13.0,0.0,37.0,#,9.9,#,1.3,#,5.6,8.0,40.0,#,1.5,#,5.6,1.0,14.0,#,2.6,#,2.5,#,2.7,#,4.8,#,14.0,,26.0,#,5.2,#,9.9,,12.0,#,7.3,#,6.7,#,8.0,#,1.0,#,370.0,12.0,42.0,#,42.0,,,,,,,,,,,,,,,,,
67,1977,110703,,,,0,,,,,,,#,5.5,#,12.0,0.0,21.0,#,9.4,#,0.9,#,7.7,3.0,21.0,#,0.9,#,4.5,3.0,12.0,#,2.5,#,2.1,#,2.5,#,5.0,#,16.0,,22.0,#,5.3,#,11.0,,12.0,#,7.3,#,6.4,#,8.8,#,4.0,#,,12.0,23.0,#,29.0,,,,,,,,,,,,,,,,,
68,1977,110713,,,,0,,,,,,,#,10.0,#,11.0,0.0,2.0,#,11.0,#,0.5,#,0.6,0.0,2.0,#,0.5,#,0.6,0.0,2.0,#,0.6,#,0.6,#,0.6,,,,,,,,,,,,,,,,,,,#,1.0,#,10.0,0.0,2.0,#,6.0,,,,,,,,,,,,,,,,,
