,西暦年度,ＲＬＳ識別コード,水系コード,絶対番号,地点新設等コード,県コード_地点統一番号,水域コード_地点統一番号,地点コード_地点統一番号,ＣＯＤ等基準点識別コード,水域名称_漢字,水域名称_カタカナ,水域名称_ローマ字,地点名称_漢字,地点名称_カタカナ,地点名称_ローマ字,類型,達成期間,指定区分,類型指定年_ＣＯＤ等,類型指定月_ＣＯＤ等,類型指定日_ＣＯＤ等,特例１,特例２,特例３,特例４,特例５,ＣＯＤの測定方法,県際水域コード,県際地点コード,測定中止年,測定中止月,測定中止日,測定再開年,測定再開月,測定再開日,ＮＰ測定コード,ＮＰ基準点識別コード,ＮＰ水域コード,ＮＰ水域名称_漢字,ＮＰ水域名称_カタカナ,ＮＰ水域名称_ローマ字,ＮＰ地点名称_漢字,ＮＰ地点名称_カタカナ,ＮＰ地点名称_ローマ字,ＮＰ類型,ＮＰ達成期間,ＮＰ指定区分,ＮＰ類型指定年,ＮＰ類型指定月,ＮＰ類型指定日,Ｎ指定の有無,Ｐ指定の有無,Ｎ暫定基準値,Ｐ暫定基準値,ＮＰ基準の特例,Ｎ測定方法,Ｐ測定方法,ＮＰ県際水域コード,ＮＰ県際地点コード,ＮＰ測定中止年,ＮＰ測定中止月,ＮＰ測定中止日,ＮＰ測定再開年,ＮＰ測定再開月,ＮＰ測定再開日,水道の取水地点,水質年鑑コード,推定絶対番号,推定水系コード,備考,緯度_Ｎ,経度_Ｅ,緯度_Ｎ_dms,経度_Ｅ_dms,地点統一番号
10,1973,1,,210231,2,,,,,,,,住谷橋,スミタニバシ,,A,1,,1971,5,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02R2110,210100.0,,,40.39500000,141.28222222, 40:23:42,141:16:56,
11,1973,1,,210251,2,,,,,,,,名久井橋,ナクイバシ,,A,1,,1971,5,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02R2120,210070.0,82016.0,,40.43777778,141.34111111, 40:26:16,141:20:28,
12,1973,1,,210261,2,,,,,,,,櫛引橋,クシヒキバシ,,A,1,,1971,5,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02R2130,210080.0,82016.0,,40.48694444,141.42833333, 40:29:13,141:25:42,
13,1973,1,,210271,2,,,,,,,,尻内橋,シリナイバシ,,B,2,,1971,5,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02R2140,210110.0,82016.0,,40.50111111,141.44222222, 40:30:04,141:26:32,
14,1973,1,,210281,2,,,,,,,,大橋,オオハシ,,B,2,,1971,5,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02R2150,210120.0,,,40.51666667,141.47083333, 40:31:00,141:28:15,
15,1973,1,,210301,2,,,,,,,,鷹巣橋,タカノスバシ,,A,1,,1971,5,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02R2610,210020.0,,,40.39611111,141.47972222, 40:23:46,141:28:47,
16,1973,1,,210311,2,,,,,,,,風張橋,カゼハリバシ,,A,1,,1971,5,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02R2620,210030.0,,,40.47138889,141.49388889, 40:28:17,141:29:38,
17,1973,1,,210321,2,,,,,,,,長館橋,ナガツメバシ,,A,1,,1971,5,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02R2630,210010.0,82244.0,,40.48666667,141.51000000, 40:29:12,141:30:36,
18,1973,1,,210331,2,,,,,,,,新井田橋,ニイダバシ,,B,3,,1971,5,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02R2640,210060.0,82244.0,,40.49416667,141.51666667, 40:29:39,141:31:00,
19,1973,1,,210341,2,,,,,,,,塩入橋,シオイリバシ,,B,3,,1971,5,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02R2650,210040.0,82244.0,,40.50722222,141.52055556, 40:30:26,141:31:14,
20,1973,1,,210351,2,,,,,,,,湊橋,ミナトバシ,,B,3,,1971,5,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02R2660,210050.0,82244.0,,40.52138889,141.52416667, 40:31:17,141:31:27,
21,1973,1,,210361,2,,,,,,,,矢別発電所上流,ヤベツハツデンシヨジヨウリユウ,,A,1,,1973,5,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02R3010,,,,40.66944444,140.78333333, 40:40:10,140:47:00,
22,1973,1,,210371,2,,,,,,,,寒水沢合流後,サミズサワゴウリユウゴ,,A,1,,1973,5,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02R3020,211040.0,82527.0,,40.69055556,140.78027778, 40:41:26,140:46:49,
23,1973,1,,210381,2,,,,,,,,,サミズサワ,,A,1,,1973,5,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02R3030,,,,40.69027778,140.78416667, 40:41:25,140:47:03,
24,1973,1,,210391,2,,,,,,,,,サミズサワゴウリユウゼン,,A,1,,1973,5,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02R3040,,,,40.67888889,140.78388889, 40:40:44,140:47:02,
25,1973,1,,210401,2,,,,,,,,,オオフドウハツデンシヨジヨウリユウ,,A,1,,1973,5,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02R3050,,,,40.71305556,140.75555556, 40:42:47,140:45:20,
26,1973,1,,210411,2,,,,,,,,荒川橋,アラカワバシ,,A,1,,1973,5,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02R3060,211050.0,82527.0,,40.76833333,140.72555556, 40:46:06,140:43:32,
27,1973,1,,210421,2,,,,,,,,筒井橋,ツツイバシ,,B,2,,1973,5,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02R3070,211100.0,,,40.80972222,140.76416667, 40:48:35,140:45:51,
28,1973,1,,210431,2,,,,,,,,甲田橋,コウダバシ,,B,2,,1973,5,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02R3080,211110.0,82527.0,,40.82444444,140.76194444, 40:49:28,140:45:43,
29,1973,1,,210441,2,,,,,,,,石森橋,イシモリバシ,,B,2,,1973,5,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02R3090,211120.0,,,40.82777778,140.75944444, 40:49:40,140:45:34,
30,1973,1,,210451,2,,,,,,,,青森市上水道取水口上流,ジヨウスイシユスイコウジヨウリユウ,,AA,1,,1973,5,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02R3210,211130.0,82527.0,,40.74805556,140.79083333, 40:44:53,140:47:27,
31,1973,1,,210471,2,,,,,,,,田代,タシロ,,A,1,,1973,5,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02R3310,211160.0,,,40.71472222,140.89916667, 40:42:53,140:53:57,
32,1973,1,,210481,2,,,,,,,,駒込川頭首工,トウシユコウ,,A,1,,1973,5,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02R3320,211150.0,82527.0,,40.78500000,140.79638889, 40:47:06,140:47:47,
33,1973,1,,210491,2,,,,,,,,,コマゴメバシ,,B,2,,1973,5,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02R3330,,,,40.79250000,140.79194444, 40:47:33,140:47:31,
34,1973,1,,210501,2,,,,,,,,八甲橋,ハツコウバシ,,B,2,,1973,5,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02R3340,211180.0,82527.0,,40.80305556,140.77694444, 40:48:11,140:46:37,
35,1973,1,,210511,2,,,,,,,,新井田橋,シンニイダバシ,,B,2,,1973,5,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02R3410,211010.0,82527.0,,40.84388889,140.70944444, 40:50:38,140:42:34,
36,1973,1,,210531,2,,,,,,,,小川目沢合流後,オガワメザワゴウリユウテンカリユウ,,A,1,,1973,5,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02R3610,211210.0,82527.0,,40.82277778,140.87055556, 40:49:22,140:52:14,
37,1973,1,,210541,2,,,,,,,,野内橋,ノウチバシ,,A,1,,1973,5,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02R3620,211220.0,82527.0,,40.84611111,140.81472222, 40:50:46,140:48:53,
38,1973,1,,210551,2,,,,,,,,大平,オオヒラ,,A,1,,1973,5,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02R4010,210960.0,,,41.06527778,140.54888889, 41:03:55,140:32:56,
39,1973,1,,210561,2,,,,,,,,蟹田橋,カニタバシ,,B,1,,1973,5,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02R4020,210980.0,,,41.04555556,140.64388889, 41:02:44,140:38:38,
40,1973,1,,210571,2,,,,,,,,吹場沢合流後,フキバザワゴウリユウテンカリユウ,,A,1,,1973,5,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02R4110,211000.0,82527.0,,41.09000000,140.55305556, 41:05:24,140:33:11,
41,1973,1,,210621,2,,,,,,,,,アンモンガワ,,A,2,,1972,6,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02R5010,,,,40.52305556,140.17583333, 40:31:23,140:10:33,
42,1973,1,,210631,2,,,,,,,,県営発電所,ケンエイハツデンジヨ,,A,2,,1972,6,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02R5020,210220.0,82014.0,,40.56166667,140.28305556, 40:33:42,140:16:59,
43,1973,1,,210641,2,,,,,,,,,タカノバシ,,A,2,,1972,6,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02R5030,210320.0,,,40.59611111,140.35861111, 40:35:46,140:21:31,
44,1973,1,,210651,2,,,,,,,,富士見橋,フジミバシ,,A,2,,1972,6,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02R5040,,,,40.61527778,140.46111111, 40:36:55,140:27:40,
45,1973,1,,210661,2,,,,,,,,安東橋,アンドウバシ,,A,2,,1972,6,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02R5050,210360.0,82014.0,,40.65166667,140.47083333, 40:39:06,140:28:15,
46,1973,1,,210681,2,,,,,,,,鶴寿橋,カクジユバシ,,A,2,,1972,6,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02R5060,210380.0,82014.0,,40.75722222,140.42444444, 40:45:26,140:25:28,
47,1973,1,,210691,2,,,,,,,,三好橋,ミヨシバシ,,A,2,,1972,6,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02R5070,210390.0,82014.0,,40.85027778,140.40083333, 40:51:01,140:24:03,
48,1973,1,,210701,2,,,,,,,,神田橋,カンダバシ,,A,2,,1972,6,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02R5080,210400.0,82014.0,,40.91083333,140.41777778, 40:54:39,140:25:04,
49,1973,1,,210711,2,,,,,,,,十三橋,ジユウサンバシ,,B,2,,1972,6,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02R5090,210440.0,,,41.04000000,140.32750000, 41:02:24,140:19:39,
50,1973,1,,210721,2,,,,,,,,幡竜橋,バンリユウバシ,,A,2,,1972,6,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02R5100,210230.0,82014.0,,40.69444444,140.45277778, 40:41:40,140:27:10,
51,1973,1,,210731,2,,,,,,,,乾橋,イヌイバシ,,A,2,,1972,6,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02R5110,210240.0,82014.0,,40.81000000,140.43694444, 40:48:36,140:26:13,
52,1973,1,,210741,2,,,,,,,,津軽大橋,ツガルオオハシ,,B,2,,1972,6,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02R5120,210430.0,82014.0,,40.98722222,140.39083333, 40:59:14,140:23:27,
53,1973,1,,210751,2,,,,,,,,砂子瀬橋,スナコセバシ,,A,2,,1972,6,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02R5130,210260.0,,,40.53222222,140.24194444, 40:31:56,140:14:31,
54,1973,1,,210821,2,,,,,,,,国吉橋,クニヨシバシ,,A,1,,1972,6,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02R5410,210650.0,82014.0,,40.59305556,140.34305556, 40:35:35,140:20:35,
55,1973,1,,210831,2,,,,,,,,板沢橋,イタサワバシ,,A,2,,1972,6,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02R5510,210450.0,82014.0,,40.47277778,140.63138889, 40:28:22,140:37:53,
56,1973,1,,210841,2,,,,,,,,,ニジカイバシ,,A,2,,1972,6,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02R5520,210480.0,,,40.52111111,140.56361111, 40:31:16,140:33:49,
57,1973,1,,210861,2,,,,,,,,,サイワイバシ,,A,2,,1972,6,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02R5530,210490.0,,,40.55138889,140.54638889, 40:33:05,140:32:47,
58,1973,1,,210871,2,,,,,,,,平川橋,ヒラカワバシ,,A,2,,1972,6,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02R5540,210460.0,82014.0,,40.64444444,140.49444444, 40:38:40,140:29:40,
59,1973,1,,210891,2,,,,,,,,,ヒラカワゴウリユウマエ,,A,1,,1972,6,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02R5610,210660.0,82014.0,,40.47305556,140.63694444, 40:28:23,140:38:13,
60,1973,1,,210901,2,,,,,,,,清川橋,キヨカワバシ,,A,1,,1972,6,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02R5710,210670.0,82014.0,,40.51500000,140.56138889, 40:30:54,140:33:41,
61,1973,1,,210921,2,,,,,,,,米沢橋,ヨネザワバシ,,AA,1,,1972,6,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02R5810,210540.0,82014.0,,40.52166667,140.78166667, 40:31:18,140:46:54,
62,1973,1,,210931,2,,,,,,,,厚目内橋,アツメナイバシ,,A,2,,1972,6,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02R5820,,,,40.54361111,140.70194444, 40:32:37,140:42:07,
63,1973,1,,210941,2,,,,,,,,中島橋,ナカジマバシ,,A,2,,1972,6,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02R5830,210560.0,82014.0,,40.60611111,140.67055556, 40:36:22,140:40:14,
64,1973,1,,210951,2,,,,,,,,千年橋,センネンバシ,,A,2,,1972,6,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02R5840,210570.0,82014.0,,40.63972222,140.58833333, 40:38:23,140:35:18,
65,1973,1,,210961,2,,,,,,,,旭橋,アサヒバシ,,A,2,,1972,6,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02R5850,210580.0,82014.0,,40.64166667,140.85305556, 40:38:30,140:51:11,
66,1973,1,,210971,2,,,,,,,,,イイヅメダム,,A,1,,1972,6,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02R6210,210690.0,82014.0,,40.84472222,140.52194444, 40:50:41,140:31:19,
67,1973,1,,210991,2,,,,,,,,車力橋,シヤリキバシ,,A,1,,1972,6,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02R6310,210630.0,82014.0,,40.95055556,140.37027778, 40:57:02,140:22:13,
68,1973,1,,211001,2,,,,,,,,小戸六ダム,コトロクダム,,A,1,,1972,6,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02R6320,210620.0,82014.0,,40.76805556,140.33027778, 40:46:05,140:19:49,
69,1973,1,,211011,2,,,,,,,,一本杉橋,イツポンスギバシ,,A,1,,1973,5,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02R7010,210750.0,,,40.68861111,140.22833333, 40:41:19,140:13:42,
70,1973,1,,211021,2,,,,,,,,明海橋,アケウミバシ,,B,1,,1973,5,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02R7020,210760.0,,,40.77694444,140.21722222, 40:46:37,140:13:02,
71,1973,1,,211031,2,,,,,,,,,ナシナカバシ,,A,1,,1973,5,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02R7110,210780.0,,,40.69277778,140.89222222, 40:41:34,140:53:32,
72,1973,1,,211041,2,,,,,,,,基橋,モトイバシ,,A,1,,1973,5,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02R7120,210770.0,82258.0,,40.67555556,140.15861111, 40:40:32,140:09:31,
73,1973,1,,211051,2,,,,,,,,,ニゴリミズザワジヨウリユウマエ,,A,1,,1973,5,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02R7210,210810.0,,,40.64111111,140.05555556, 40:38:28,140:03:20,
74,1973,1,,211061,2,,,,,,,,追良瀬橋,オイラセバシ,,A,2,,1973,5,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02R7220,210820.0,82538.0,,40.68305556,139.97972222, 40:40:59,139:58:47,
75,1973,2,,220011,2,,,,,,,,Ｓｔ‐１,ST.1,,AA,1,,1971,5,25,,,,,,,,201.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02L1010,,,,40.42416667,140.87305556, 40:25:27,140:52:23,
76,1973,2,,220021,2,,,,,,,,Ｓｔ‐２,ST.2,,AA,1,,1971,5,25,,,,,,,,202.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02L1020,,,,40.44444444,140.86722222, 40:26:40,140:52:02,
77,1973,2,,220031,2,,,,,,,,Ｓｔ‐３,ST.3,,AA,1,,1971,5,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02L1030,220700.0,,,40.45277778,140.86222222, 40:27:10,140:51:44,
78,1973,2,,220041,2,,,,,,,,Ｓｔ‐４,ST.4,,AA,1,,1971,5,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02L1040,220710.0,,,40.47833333,140.85000000, 40:28:42,140:51:00,
79,1973,2,,220051,2,,,,,,,,Ｓｔ‐５,ST.5,,AA,1,,1971,5,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02L1050,220660.0,,,40.47305556,140.85333333, 40:28:23,140:51:12,
80,1973,2,,220061,2,,,,,,,,Ｓｔ‐６,ST.6,,AA,1,,1971,5,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02L1060,220720.0,,,40.48833333,140.90416667, 40:29:18,140:54:15,
81,1973,2,,220071,2,,,,,,,,Ｓｔ‐７,ST.7,,AA,1,,1971,5,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02L1070,220730.0,,,40.47916667,140.92416667, 40:28:45,140:55:27,
82,1973,2,,220081,2,,,,,,,,Ｓｔ‐８,ST.8,,AA,1,,1971,5,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02L1080,220740.0,,,40.44388889,140.90083333, 40:26:38,140:54:03,
83,1973,2,,220091,2,,,,,,,,Ｓｔ‐９,ST.9,,AA,1,,1971,5,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02L1090,220670.0,,,40.45777778,140.93194444, 40:27:28,140:55:55,
84,1973,3,,230011,2,,,,,,,,,NO.201,,C,1,,1973,5,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02S2010,230780.0,,,40.83861111,140.74277778, 40:50:19,140:44:34,
85,1973,3,,230021,2,,,,,,,,,NO.202,,C,1,,1973,5,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02S2020,230750.0,,,40.84527778,140.73111111, 40:50:43,140:43:52,
86,1973,3,,230031,2,,,,,,,,,NO.203,,B,1,,1973,5,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02S2030,230790.0,,,40.84333333,140.76305556, 40:50:36,140:45:47,
87,1973,3,,230041,2,,,,,,,,,NO.204,,A,1,,1973,5,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02S2040,230830.0,,,40.89666667,140.76250000, 40:53:48,140:45:45,
88,1973,3,,230051,2,,,,,,,,,NO.205,,A,1,,1973,5,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02S2050,,,,40.97361111,140.68472222, 40:58:25,140:41:05,
89,1973,3,,230071,2,,,,,,,,,NO.207,,A,1,,1973,5,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02S2070,230840.0,,,41.04583333,141.66527778, 41:02:45,141:39:55,
90,1973,3,,230081,2,,,,,,,,,NO.208,,A,1,,1973,5,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02S2080,,,,41.03638889,141.83527778, 41:02:11,141:50:07,
91,1973,3,,230091,2,,,,,,,,,NO.209,,A,1,,1973,5,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02S2090,230850.0,,,41.03694444,141.65194444, 41:02:13,141:39:07,
92,1973,3,,230101,2,,,,,,,,,NO.210,,A,1,,1973,5,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02S2100,,,,41.12138889,141.76638889, 41:07:17,141:45:59,
93,1973,3,,230301,2,,,,,,,,No.1,NO.1,,C,2,,1971,5,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02S5010,230010.0,,,40.52916667,141.50611111, 40:31:45,141:30:22,
