,西暦年度,ＲＬＳ識別コード,水系コード,絶対番号,地点新設等コード,県コード_地点統一番号,水域コード_地点統一番号,地点コード_地点統一番号,ＣＯＤ等基準点識別コード,水域名称_漢字,水域名称_カタカナ,水域名称_ローマ字,地点名称_漢字,地点名称_カタカナ,地点名称_ローマ字,類型,達成期間,指定区分,類型指定年_ＣＯＤ等,類型指定月_ＣＯＤ等,類型指定日_ＣＯＤ等,特例１,特例２,特例３,特例４,特例５,ＣＯＤの測定方法,県際水域コード,県際地点コード,測定中止年,測定中止月,測定中止日,測定再開年,測定再開月,測定再開日,ＮＰ測定コード,ＮＰ基準点識別コード,ＮＰ水域コード,ＮＰ水域名称_漢字,ＮＰ水域名称_カタカナ,ＮＰ水域名称_ローマ字,ＮＰ地点名称_漢字,ＮＰ地点名称_カタカナ,ＮＰ地点名称_ローマ字,ＮＰ類型,ＮＰ達成期間,ＮＰ指定区分,ＮＰ類型指定年,ＮＰ類型指定月,ＮＰ類型指定日,Ｎ指定の有無,Ｐ指定の有無,Ｎ暫定基準値,Ｐ暫定基準値,ＮＰ基準の特例,Ｎ測定方法,Ｐ測定方法,ＮＰ県際水域コード,ＮＰ県際地点コード,ＮＰ測定中止年,ＮＰ測定中止月,ＮＰ測定中止日,ＮＰ測定再開年,ＮＰ測定再開月,ＮＰ測定再開日,水道の取水地点,水質年鑑コード,推定絶対番号,推定水系コード,備考,緯度_Ｎ,経度_Ｅ,緯度_Ｎ_dms,経度_Ｅ_dms,地点統一番号
63,1977,1,,110643,2,,,,,,,,佐呂間大橋,サロマオオバシ,,A,1,,1972,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01R1120,110630.0,81210.0,,44.08027778,143.93638889, 44:04:49,143:56:11,
64,1977,1,,110653,2,,,,,,,,北見上水場取水口,キタミシジヨウスイシユスイグチ,,A,1,,1970,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01R1210,110150.0,,,43.76083333,143.86416667, 43:45:39,143:51:51,
65,1977,1,,110663,2,,,,,,,,第二観月橋,ダイ 2 カンゲツバツ,,B,2,,1970,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01R1220,110200.0,,,43.78111111,143.97111111, 43:46:52,143:58:16,
66,1977,1,,110673,2,,,,,,,,コンピラ橋,コンピラバシ,,A,1,,1970,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01R1240,110160.0,,,43.75472222,143.84138889, 43:45:17,143:50:29,
67,1977,1,,110683,2,,,,,,,,若松橋,ワカマツバシ,,B,2,,1970,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01R1250,,,,43.85388889,143.95861111, 43:51:14,143:57:31,
68,1977,1,,110693,2,,,,,,,,忠志橋,チユウシバシ,,B,2,,1970,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01R1260,110170.0,81004.0,,43.92138889,143.96777778, 43:55:17,143:58:04,
69,1977,1,,110703,2,,,,,,,,上川沿流量観測所,カミカワゾエ,,B,2,,1970,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01R1270,110180.0,,,44.08361111,140.03888889, 44:05:01,140:02:20,
70,1977,1,,110713,2,,,,,,,,都橋,ミヤコバシ,,A,1,,1971,5,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01R1310,110340.0,81005.0,,43.80250000,144.17000000, 43:48:09,144:10:12,
71,1977,1,,110723,2,,,,,,,,美幌橋,ビホロバシ,,B,2,,1971,5,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01R1311,110350.0,81005.0,,43.82861111,144.12250000, 43:49:43,144:07:21,
72,1977,1,,110733,2,,,,,,,,大正橋,タイシヨウバシ,,A,1,,1971,5,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01R1320,110310.0,81005.0,,43.82500000,144.09083333, 43:49:30,144:05:27,
73,1977,1,,110743,2,,,,,,,,治水橋,チスイバシ,,B,2,,1971,5,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01R1330,110320.0,81005.0,,43.91250000,144.12722222, 43:54:45,144:07:38,
74,1977,1,,110753,2,,,,,,,,網走橋,アバシリバシ,,B,2,,1971,5,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01R1340,110330.0,81005.0,,44.02111111,144.25472222, 44:01:16,144:15:17,
75,1977,1,,110763,2,,,,,,,,水上橋,キタガミバシ,,AA,1,,1972,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01R1410,110640.0,81504.0,,43.79777778,144.49388889, 43:47:52,144:29:38,
76,1977,1,,110773,2,,,,,,,,パナクシュベツ合流前,パナクシユベツガワゴウリユウ,,A,1,,1972,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01R1420,110650.0,81504.0,,43.81111111,144.49027778, 43:48:40,144:29:25,
77,1977,1,,110783,2,,,,,,,,中島橋,ナカジマバシ,,B,2,,1972,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01R1430,110670.0,81504.0,,43.92444444,144.49000000, 43:55:28,144:29:24,
78,1977,1,,110793,2,,,,,,,,南1号橋,ミナミ 1 ゴウバシ,,B,2,,1972,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01R1440,,,,43.90250000,144.47833333, 43:54:09,144:28:42,
79,1977,1,,110803,2,,,,,,,,止別川合流前（無名橋）,ヤンベツガワゴウリユウマエ,,A,1,,1972,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01R1450,110660.0,,,43.82250000,144.48138889, 43:49:21,144:28:53,
80,1977,1,,110813,2,,,,,,,,,センバシ,,B,2,,1972,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01R1460,112980.0,,,43.87222222,144.47333333, 43:52:20,144:28:24,
81,1977,1,,110823,2,,,,,,,,長栄橋,チヨウエイバシ,,AA,1,,1972,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01R1510,110680.0,81211.0,,43.74555556,144.51861111, 43:44:44,144:31:07,
82,1977,1,,110833,2,,,,,,,,9線橋,9センバシ,,A,1,,1972,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01R1520,110690.0,81211.0,,43.79555556,144.55027778, 43:47:44,144:33:01,
83,1977,1,,110843,2,,,,,,,,川上橋,カワカミバシ,,B,1,,1972,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01R1530,110730.0,81211.0,,43.87055556,144.65027778, 43:52:14,144:39:01,
84,1977,1,,110853,2,,,,,,,,斜里新大橋,シヤリシンオオハシ,,B,1,,1972,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01R1540,110720.0,81211.0,,43.89694444,144.64166667, 43:53:49,144:38:30,
85,1977,1,,110863,2,,,,,,,,斜里捕獲場,シヤリホカクジヨウ,,B,1,,1972,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01R1550,110710.0,81211.0,,43.91388889,144.66000000, 43:54:50,144:39:36,
86,1977,1,,110873,2,,,,,,,,エトンビ橋,エトンビガワバシ,,A,1,,1972,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01R1560,110700.0,81211.0,,43.82361111,144.59888889, 43:49:25,144:35:56,
87,1977,1,,110883,2,,,,,,,,西竹橋,ニシタケバシ,,AA,1,,1972,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01R1710,110740.0,81241.0,,43.50888889,144.81555556, 43:30:32,144:48:56,
88,1977,1,,110893,2,,,,,,,,南共栄橋,ミナミキヨウエイバシ,,A,1,,1972,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01R1720,110750.0,81241.0,,43.52888889,144.90833333, 43:31:44,144:54:30,
89,1977,1,,110903,2,,,,,,,,標津捕獲場,シベツホカクジヨウ,,B,1,,1972,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01R1740,110770.0,81241.0,,43.66694444,145.12083333, 43:40:01,145:07:15,
