,西暦年度,ＲＬＳ識別コード,水系コード,絶対番号,地点新設等コード,県コード_地点統一番号,水域コード_地点統一番号,地点コード_地点統一番号,ＣＯＤ等基準点識別コード,水域名称_漢字,水域名称_カタカナ,水域名称_ローマ字,地点名称_漢字,地点名称_カタカナ,地点名称_ローマ字,類型,達成期間,指定区分,類型指定年_ＣＯＤ等,類型指定月_ＣＯＤ等,類型指定日_ＣＯＤ等,特例１,特例２,特例３,特例４,特例５,ＣＯＤの測定方法,県際水域コード,県際地点コード,測定中止年,測定中止月,測定中止日,測定再開年,測定再開月,測定再開日,ＮＰ測定コード,ＮＰ基準点識別コード,ＮＰ水域コード,ＮＰ水域名称_漢字,ＮＰ水域名称_カタカナ,ＮＰ水域名称_ローマ字,ＮＰ地点名称_漢字,ＮＰ地点名称_カタカナ,ＮＰ地点名称_ローマ字,ＮＰ類型,ＮＰ達成期間,ＮＰ指定区分,ＮＰ類型指定年,ＮＰ類型指定月,ＮＰ類型指定日,Ｎ指定の有無,Ｐ指定の有無,Ｎ暫定基準値,Ｐ暫定基準値,ＮＰ基準の特例,Ｎ測定方法,Ｐ測定方法,ＮＰ県際水域コード,ＮＰ県際地点コード,ＮＰ測定中止年,ＮＰ測定中止月,ＮＰ測定中止日,ＮＰ測定再開年,ＮＰ測定再開月,ＮＰ測定再開日,水道の取水地点,水質年鑑コード,推定絶対番号,推定水系コード,備考,緯度_Ｎ,経度_Ｅ,緯度_Ｎ_dms,経度_Ｅ_dms,地点統一番号
14,1975,1,,110161,2,,,,,,,,たいざん橋,タイザンバシ,,A,1,,1974,5,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01R0082,111950.0,81007.0,,43.49222222,142.21638889, 43:29:32,142:12:59,
15,1975,1,,110171,2,,,,,,,,新空知橋,シンソラチバシ,,A,1,,1974,5,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01R0083,111960.0,,,43.34472222,142.37638889, 43:20:41,142:22:35,
16,1975,1,,110181,2,,,,,,,,下金山橋,シモカナヤマバシ,,AA,1,,1974,5,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01R0084,111940.0,81007.0,,43.20666667,142.41388889, 43:12:24,142:24:50,
17,1975,1,,110191,2,,,,,,,,江別大橋,エベツオオハシ,,B,1,,1974,5,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01R0090,112080.0,81007.0,,43.12083333,141.59694444, 43:07:15,141:35:49,
18,1975,1,,110201,2,,,,,,,,清幌橋,キヨホロバシ,,B,1,,1974,5,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01R0091,112090.0,,,43.08944444,141.68833333, 43:05:22,141:41:18,
19,1975,1,,110211,2,,,,,,,,馬追橋,ウマオイバシ,,A,1,,1974,5,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01R0092,112050.0,81007.0,,43.06222222,141.76777778, 43:03:44,141:46:04,
20,1975,1,,110221,2,,,,,,,,川端橋,カワバタバシ,,A,1,,1974,5,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01R0093,112060.0,81007.0,,42.91833333,141.91138889, 42:55:06,141:54:41,
21,1975,1,,110231,2,,,,,,,,清沼橋,キヨヌマバシ,,A,1,,1974,5,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01R0094,112070.0,81007.0,,42.97055556,142.00805556, 42:58:14,142:00:29,
22,1975,1,,110241,2,,,,,,,,南部浄水場取水口,ナンブジヨウスイシユスイグチ,,AA,1,,1974,5,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01R0095,112040.0,81007.0,,43.01694444,142.07944444, 43:01:01,142:04:46,
23,1975,1,,110251,2,,,,,,,,江別橋,エベツバシ,,A,1,,1974,5,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01R0100,113470.0,81007.0,,43.11388889,141.56027778, 43:06:50,141:33:37,
24,1975,1,,110261,2,,,,,,,,,ウラノサワリユウリヨウカンソクジヨ,,A,1,,1974,5,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01R0110,112120.0,,,43.01805556,141.57861111, 43:01:05,141:34:43,
25,1975,1,,110271,2,,,,,,,,舞鶴橋,マイヅルバシ,,A,1,,1974,5,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01R0120,112130.0,81007.0,,42.94250000,141.65194444, 42:56:33,141:39:07,
26,1975,1,,110281,2,,,,,,,,サケ・マスふ化場千歳支場,サケ.マスフカジヨウチトセシジヨウ,,AA,1,,1974,5,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01R0130,112100.0,81007.0,,42.80777778,141.57250000, 42:48:28,141:34:21,
27,1975,1,,110291,2,,,,,,,,,シベツシジヨウスイシユスイクチ,,A,1,,1972,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01R0210,110410.0,81001.0,,44.19194444,142.39305556, 44:11:31,142:23:35,
28,1975,1,,110301,2,,,,,,,,,オクシベツ,,AA,1,,1972,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01R0211,110400.0,81001.0,,44.10972222,142.59805556, 44:06:35,142:35:53,
29,1975,1,,110311,2,,,,,,,,名寄大橋,ナヨロオオハシ,,B,2,,1972,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01R0220,110490.0,81001.0,,44.36111111,142.44277778, 44:21:40,142:26:34,
30,1975,1,,110321,2,,,,,,,,東恵橋,トウケイバシ,,B,2,,1972,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01R0230,110480.0,,,44.45361111,142.36194444, 44:27:13,142:21:43,
31,1975,1,,110331,2,,,,,,,,美深橋,ビフカバシ,,B,2,,1972,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01R0240,110470.0,81001.0,,44.48138889,142.33500000, 44:28:53,142:20:06,
32,1975,1,,110341,2,,,,,,,,中川捕獲場,ナカガワホカクジヨウ,,B,2,,1972,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01R0250,110450.0,81001.0,,44.74333333,142.04500000, 44:44:36,142:02:42,
33,1975,1,,110351,2,,,,,,,,,マルヤマ,,B,2,,1972,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01R0251,110460.0,,,44.92750000,141.88138889, 44:55:39,141:52:53,
34,1975,1,,110361,2,,,,,,,,,イヌウシベツカワゴウリユマエ,,A,2,,1972,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01R0260,110440.0,81001.0,,44.14166667,142.39500000, 44:08:30,142:23:42,
35,1975,1,,110371,2,,,,,,,,,ナヨロシジヨウスイシユスイクチ,,A,1,,1972,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01R0270,110420.0,81001.0,,42.36861111,142.46388889, 42:22:07,142:27:50,
36,1975,1,,110381,2,,,,,,,,,ホカクジヨウ,,A,1,,1972,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01R0280,110430.0,81001.0,,44.84361111,142.07638889, 44:50:37,142:04:35,
37,1975,1,,110391,2,,,,,,,,開明橋,カイメイバシ,,AA,1,,1973,3,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01R0410,111350.0,81203.0,,44.88250000,142.20777778, 44:52:57,142:12:28,
38,1975,1,,110401,2,,,,,,,,上駒橋,カミコマバシ,,A,1,,1973,3,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01R0420,111370.0,81203.0,,44.96083333,142.27111111, 44:57:39,142:16:16,
39,1975,1,,110411,2,,,,,,,,,トンベツバシ,,B,1,,1973,3,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01R0430,111420.0,81203.0,,45.12638889,142.38666667, 45:07:35,142:23:12,
40,1975,1,,110421,2,,,,,,,,,ナカトンベツカンスイシユスイクチ,,AA,1,,1973,3,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01R0440,111380.0,81203.0,,44.97638889,142.30166667, 44:58:35,142:18:06,
41,1975,1,,110431,2,,,,,,,,下頓別簡水取水口,シモトンベツカンスイシユスイクチ,,AA,1,,1973,3,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01R0450,111400.0,81203.0,,45.03111111,142.31888889, 45:01:52,142:19:08,
42,1975,1,,110441,2,,,,,,,,,ハマトンベツカンスイシユスイクチ,,AA,1,,1973,3,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01R0460,111410.0,81203.0,,45.09055556,142.41888889, 45:05:26,142:25:08,
43,1975,1,,110451,2,,,,,,,,やよい橋,ヤヨイバシ,,A,1,,1973,3,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01R0510,111430.0,81204.0,,44.83333333,142.45722222, 44:50:00,142:27:26,
44,1975,1,,110461,2,,,,,,,,,チドリバシ,,B,1,,1973,3,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01R0520,111460.0,81204.0,,44.88888889,142.61750000, 44:53:20,142:37:03,
45,1975,1,,110471,2,,,,,,,,,ウタノボリカンスイシユスイグチ,,A,1,,1973,3,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01R0530,111440.0,81204.0,,44.87833333,142.46722222, 44:52:42,142:28:02,
46,1975,1,,110481,2,,,,,,,,岡島専水取水口,オカジマセンスイシユスイクチ,,AA,1,,1973,3,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01R0540,111450.0,81204.0,,44.87500000,142.60611111, 44:52:30,142:36:22,
47,1975,1,,110491,2,,,,,,,,日の出橋,ヒノデバシ,,AA,1,,1973,3,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01R0610,111480.0,81205.0,,44.71944444,142.60694444, 44:43:10,142:36:25,
48,1975,1,,110501,2,,,,,,,,徳志別捕獲場,トクシベツホカクジヨウ,,A,1,,1973,3,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01R0620,111500.0,81205.0,,44.83555556,142.64972222, 44:50:08,142:38:59,
49,1975,1,,110511,2,,,,,,,,志美宇丹簡水取水口,シビウタンカンスイシユスイクチ,,AA,1,,1973,3,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01R0630,111490.0,81205.0,,44.77861111,142.56833333, 44:46:43,142:34:06,
50,1975,1,,110521,2,,,,,,,,,シノロコガワゴウリユウマエ,,AA,1,,1973,3,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01R0710,110500.0,81207.0,,44.33138889,142.93111111, 44:19:53,142:55:52,
51,1975,1,,110531,2,,,,,,,,興部簡水取水口,オコツペカンスイシユスイグチ,,A,1,,1972,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01R0720,110520.0,81207.0,,44.63111111,143.47361111, 44:37:52,143:28:25,
52,1975,1,,110541,2,,,,,,,,興部捕獲場,オコツペホカクジヨウ,,B,1,,1972,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01R0730,110530.0,81207.0,,44.60777778,143.45833333, 44:36:28,143:27:30,
53,1975,1,,110551,2,,,,,,,,渚滑捕獲場,シヨコツホカクジヨウ,,B,1,,1972,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01R0800,110570.0,81002.0,,44.38111111,143.30083333, 44:22:52,143:18:03,
54,1975,1,,110561,2,,,,,,,,,モンベツジヨウスイシユスイクチ,,A,1,,1972,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01R0801,110550.0,81002.0,,44.34888889,143.27222222, 44:20:56,143:16:20,
55,1975,1,,110571,2,,,,,,,,滝の上橋,タキノウエバシ,,AA,1,,1972,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01R0810,110540.0,81209.0,,44.19555556,143.08083333, 44:11:44,143:04:51,
56,1975,1,,110581,2,,,,,,,,,シヨコツガワゴウリユウマエ,,A,1,,1972,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01R0830,,,,44.34583333,143.26916667, 44:20:45,143:16:09,
57,1975,1,,110591,2,,,,,,,,,シユウベツガワゴウリユウマエ,,AA,1,,1972,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01R1010,110580.0,81003.0,,43.88083333,143.17500000, 43:52:51,143:10:30,
58,1975,1,,110601,2,,,,,,,,丸瀬布簡水予備取水口,マルセツプカンスイシユスイクチ,,AA,1,,1972,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01R1020,110590.0,81003.0,,43.99694444,143.31500000, 43:59:49,143:18:54,
59,1975,1,,110611,2,,,,,,,,,ユウベツオオハシ,,A,1,,1972,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01R1030,110600.0,81003.0,,44.21583333,143.59555556, 44:12:57,143:35:44,
60,1975,1,,110621,2,,,,,,,,,エンガルオオハシ,,A,1,,1972,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01R1040,110610.0,,,44.05333333,143.51888889, 44:03:12,143:31:08,
61,1975,1,,110631,2,,,,,,,,,オンネルベシベガワゴウリユウマエ,,AA,1,,1972,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01R1110,110620.0,81210.0,,43.96555556,143.67055556, 43:57:56,143:40:14,
62,1975,1,,110641,2,,,,,,,,,カコウ,,A,1,,1972,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01R1120,110630.0,81210.0,,44.08027778,143.93638889, 44:04:49,143:56:11,
63,1975,1,,110651,2,,,,,,,,北見上水場取水口,キタミシジヨウスイシユスイグチ,,A,1,,1970,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01R1210,110150.0,,,43.76083333,143.86416667, 43:45:39,143:51:51,
64,1975,1,,110661,2,,,,,,,,第二観月橋,ダイ 2 カンゲツバツ,,B,2,,1970,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01R1220,110200.0,,,43.78111111,143.97111111, 43:46:52,143:58:16,
65,1975,1,,110671,2,,,,,,,,,カミトコロリユウリヨウカンソクジヨ,,A,1,,1970,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01R1240,110160.0,,,43.75472222,143.84138889, 43:45:17,143:50:29,
66,1975,1,,110681,2,,,,,,,,,ミハラシバシ,,B,2,,1970,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01R1250,110210.0,,,43.85388889,143.95861111, 43:51:14,143:57:31,
67,1975,1,,110691,2,,,,,,,,忠志橋,チユウシバシ,,B,2,,1970,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01R1260,110170.0,81004.0,,43.92138889,143.96777778, 43:55:17,143:58:04,
68,1975,1,,110701,2,,,,,,,,上川沿流量観測所,カミカワゾエ,,B,2,,1970,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01R1270,110180.0,,,44.08361111,140.03888889, 44:05:01,140:02:20,
69,1975,1,,110711,2,,,,,,,,都橋,ミヤコバシ,,A,1,,1971,5,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01R1310,110340.0,81005.0,,43.80250000,144.17000000, 43:48:09,144:10:12,
70,1975,1,,110721,2,,,,,,,,美幌橋,ビホロバシ,,B,2,,1971,5,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01R1311,110350.0,81005.0,,43.82861111,144.12250000, 43:49:43,144:07:21,
71,1975,1,,110731,2,,,,,,,,大正橋,タイシヨウバシ,,A,1,,1971,5,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01R1320,110310.0,81005.0,,43.82500000,144.09083333, 43:49:30,144:05:27,
72,1975,1,,110741,2,,,,,,,,治水橋,チスイバシ,,B,2,,1971,5,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01R1330,110320.0,81005.0,,43.91250000,144.12722222, 43:54:45,144:07:38,
73,1975,1,,110751,2,,,,,,,,網走橋,アバシリバシ,,B,2,,1971,5,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01R1340,110330.0,81005.0,,44.02111111,144.25472222, 44:01:16,144:15:17,
74,1975,1,,110761,2,,,,,,,,,シノマンヤンベツガワゴウリユウ,,AA,1,,1972,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01R1410,110640.0,81504.0,,43.79777778,144.49388889, 43:47:52,144:29:38,
75,1975,1,,110771,2,,,,,,,,パナクシュベツ合流前,パナクシユベツガワゴウリユウ,,A,1,,1972,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01R1420,110650.0,81504.0,,43.81111111,144.49027778, 43:48:40,144:29:25,
76,1975,1,,110781,2,,,,,,,,中島橋,ナカジマバシ,,B,2,,1972,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01R1430,110670.0,81504.0,,43.92444444,144.49000000, 43:55:28,144:29:24,
77,1975,1,,110791,2,,,,,,,,南1号橋,ミナミ 1 ゴウバシ,,B,2,,1972,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01R1440,,,,43.90250000,144.47833333, 43:54:09,144:28:42,
78,1975,1,,110801,2,,,,,,,,止別川合流前（無名橋）,ヤンベツガワゴウリユウマエ,,A,1,,1972,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01R1450,110660.0,,,43.82250000,144.48138889, 43:49:21,144:28:53,
79,1975,1,,110811,2,,,,,,,,,7 センバシ,,B,2,,1972,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01R1460,112980.0,,,43.87222222,144.47333333, 43:52:20,144:28:24,
80,1975,1,,110821,2,,,,,,,,,サツルガワゴウリユウマエ,,AA,1,,1972,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01R1510,110680.0,81211.0,,43.74555556,144.51861111, 43:44:44,144:31:07,
81,1975,1,,110831,2,,,,,,,,,ペ-メンガワゴウリユウマエ,,A,1,,1972,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01R1520,110690.0,81211.0,,43.79555556,144.55027778, 43:47:44,144:33:01,
82,1975,1,,110841,2,,,,,,,,川上橋,カワカミバシ,,B,1,,1972,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01R1530,110730.0,81211.0,,43.87055556,144.65027778, 43:52:14,144:39:01,
83,1975,1,,110851,2,,,,,,,,斜里新大橋,シヤリシンオオハシ,,B,1,,1972,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01R1540,110720.0,81211.0,,43.89694444,144.64166667, 43:53:49,144:38:30,
84,1975,1,,110861,2,,,,,,,,斜里捕獲場,シヤリホカクジヨウ,,B,1,,1972,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01R1550,110710.0,81211.0,,43.91388889,144.66000000, 43:54:50,144:39:36,
85,1975,1,,110871,2,,,,,,,,エトンビ橋,エトンビガワバシ,,A,1,,1972,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01R1560,110700.0,81211.0,,43.82361111,144.59888889, 43:49:25,144:35:56,
86,1975,1,,110881,2,,,,,,,,,ケネカガワゴウリユウマエ,,AA,1,,1972,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01R1710,110740.0,81241.0,,43.50888889,144.81555556, 43:30:32,144:48:56,
87,1975,1,,110891,2,,,,,,,,,マタオチガワゴウリユウマエ,,A,1,,1972,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01R1720,110750.0,81241.0,,43.52888889,144.90833333, 43:31:44,144:54:30,
88,1975,1,,110901,2,,,,,,,,標津捕獲場,シベツホカクジヨウ,,B,1,,1972,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01R1740,110770.0,81241.0,,43.66694444,145.12083333, 43:40:01,145:07:15,
89,1975,1,,110911,2,,,,,,,,武佐川橋,ムサガワバシ,,A,1,,1972,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01R1750,110760.0,81241.0,,43.63472222,145.07416667, 43:38:05,145:04:27,
90,1975,1,,110921,2,,,,,,,,,クテクンベツバシ,,A,1,,1972,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01R1751,113000.0,,,43.61361111,144.96750000, 43:36:49,144:58:03,
