,西暦年度,ＲＬＳ識別コード,水系コード,絶対番号,地点新設等コード,県コード_地点統一番号,水域コード_地点統一番号,地点コード_地点統一番号,ＣＯＤ等基準点識別コード,水域名称_漢字,水域名称_カタカナ,水域名称_ローマ字,地点名称_漢字,地点名称_カタカナ,地点名称_ローマ字,類型,達成期間,指定区分,類型指定年_ＣＯＤ等,類型指定月_ＣＯＤ等,類型指定日_ＣＯＤ等,特例１,特例２,特例３,特例４,特例５,ＣＯＤの測定方法,県際水域コード,県際地点コード,測定中止年,測定中止月,測定中止日,測定再開年,測定再開月,測定再開日,ＮＰ測定コード,ＮＰ基準点識別コード,ＮＰ水域コード,ＮＰ水域名称_漢字,ＮＰ水域名称_カタカナ,ＮＰ水域名称_ローマ字,ＮＰ地点名称_漢字,ＮＰ地点名称_カタカナ,ＮＰ地点名称_ローマ字,ＮＰ類型,ＮＰ達成期間,ＮＰ指定区分,ＮＰ類型指定年,ＮＰ類型指定月,ＮＰ類型指定日,Ｎ指定の有無,Ｐ指定の有無,Ｎ暫定基準値,Ｐ暫定基準値,ＮＰ基準の特例,Ｎ測定方法,Ｐ測定方法,ＮＰ県際水域コード,ＮＰ県際地点コード,ＮＰ測定中止年,ＮＰ測定中止月,ＮＰ測定中止日,ＮＰ測定再開年,ＮＰ測定再開月,ＮＰ測定再開日,水道の取水地点,水質年鑑コード,推定絶対番号,推定水系コード,備考,緯度_Ｎ,経度_Ｅ,緯度_Ｎ_dms,経度_Ｅ_dms,地点統一番号
5458,1980,1,,3210184,2,32,9,1,,高津川（２）,タカツガワ(2),,高津大橋,タカツオオハシ,,A,2.0,3.0,1974.0,4.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3210230.0,87076.0,,34.68611111,131.82777778, 34:41:10,131:49:40,3200901
5459,1980,1,,3210194,2,32,9,51,,高津川（２）,タカツガワ(2),,高角,タカツノ,,A,2.0,3.0,1974.0,4.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3210240.0,87076.0,,34.67833333,131.82444444, 34:40:42,131:49:28,3200951
5460,1980,1,,3210204,2,32,10,1,,神戸川（１）,カンドガワ(1),,野土橋,ノズチバシ,,AA,2.0,3.0,1975.0,4.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3210250.0,87291.0,,35.19750000,132.67305556, 35:11:51,132:40:23,3201001
5461,1980,1,,3210214,2,32,10,2,,神戸川（１）,カンドガワ(1),,上乙立橋,カミオツタチバシ,,AA,2.0,3.0,1975.0,4.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3210260.0,87291.0,,35.28027778,132.72722222, 35:16:49,132:43:38,3201002
5462,1980,1,,3210224,2,32,10,51,,神戸川（１）,カンドガワ(1),,,ノミミズバシ,,AA,2.0,3.0,1975.0,4.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.25388889,132.72194444, 35:15:14,132:43:19,3201051
5463,1980,1,,3210234,2,32,11,1,,神戸川（２）,カンドガワ(2),,馬木橋,マキバシ,,A,2.0,3.0,1975.0,4.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3210290.0,87291.0,,35.33527778,132.76888889, 35:20:07,132:46:08,3201101
5464,1980,1,,3210244,2,32,11,2,,神戸川（２）,カンドガワ(2),,河口,カコウ,,A,2.0,3.0,1975.0,4.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3210300.0,87291.0,,35.36361111,132.68416667, 35:21:49,132:41:03,3201102
5465,1980,1,,3210254,2,32,11,51,,神戸川（２）,カンドガワ(2),,神戸橋,カンドバシ,,A,2.0,3.0,1975.0,4.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3210310.0,87291.0,,35.34944444,132.72472222, 35:20:58,132:43:29,3201151
5466,1980,1,,3210264,2,32,11,52,,神戸川（２）,カンドガワ(2),,妙見橋,ミヨウケンバシ,,A,2.0,3.0,1975.0,4.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3210320.0,,,35.34722222,132.68777778, 35:20:50,132:41:16,3201152
5467,1980,1,,3210274,2,32,12,1,,静間川,シズマガワ,,川合橋,カワイバシ,,A,2.0,3.0,1976.0,6.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3210330.0,87568.0,,35.15333333,132.51194444, 35:09:12,132:30:43,3201201
5468,1980,1,,3210284,2,32,12,2,,静間川,シズマガワ,,正原橋,シヨウバラバシ,,A,2.0,3.0,1976.0,6.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3210340.0,87568.0,,35.19972222,132.46916667, 35:11:59,132:28:09,3201202
5469,1980,1,,3210294,2,32,12,51,,静間川,シズマガワ,,法尺橋,ホウシヤクバシ,,A,2.0,3.0,1976.0,6.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3210350.0,87568.0,,35.19444444,132.47305556, 35:11:40,132:28:23,3201251
5470,1980,1,,3210304,2,32,201,1,,三刀屋川,ミトヤガワ,,三刀屋橋,ミトヤバシ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3210370.0,87074.0,,35.29194444,132.87666667, 35:17:31,132:52:36,3220101
5471,1980,1,,3210314,2,32,202,1,,請川,ウケガワ,,河口,カコウ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3210380.0,87074.0,,35.31694444,132.89666667, 35:19:01,132:53:48,3220201
5472,1980,1,,3210324,2,32,203,1,,赤川,アカガワ,,柳橋,ヤナギバシ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3210390.0,87074.0,,35.34500000,132.90583333, 35:20:42,132:54:21,3220301
5473,1980,1,,3210334,2,32,204,1,,津和野川,ツワノガワ,,鷲原,ワシハラ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3210400.0,87076.0,,34.45305556,131.75555556, 34:27:11,131:45:20,3220401
5474,1980,1,,3210344,2,32,204,2,,津和野川,ツワノガワ,,錦橋,ニシキバシ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3210410.0,87076.0,,34.47500000,131.77527778, 34:28:30,131:46:31,3220402
5475,1980,1,,3210354,2,32,204,3,,津和野川,ツワノガワ,,枕瀬,マクラセ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3210420.0,87076.0,,34.54000000,131.83333333, 34:32:24,131:50:00,3220403
5476,1980,1,,3210364,2,32,205,1,,三瓶川,サンベガワ,,大田橋,オオダバシ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3210430.0,87568.0,,35.20027778,132.49194444, 35:12:01,132:29:31,3220501
5477,1980,1,,3210374,2,32,206,1,,北田川,キタタガワ,,百足橋,ムカデバシ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3210440.0,87074.0,,35.47416667,133.07083333, 35:28:27,133:04:15,3220601
5478,1980,1,,3210384,2,32,206,2,,北田川,キタタガワ,,北堀橋,キタボリバシ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3210450.0,87074.0,,35.47555556,133.05416667, 35:28:32,133:03:15,3220602
5480,1980,1,,3210404,2,32,206,4,,北田川,キタタガワ,,新橋,シンバシ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3210470.0,87074.0,,35.47777778,133.04833333, 35:28:40,133:02:54,3220604
5481,1980,1,,3210414,2,32,207,1,,京橋川,キヨウハシガワ,,筋違橋,スジタガイバシ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3210480.0,87074.0,,35.47027778,133.04666667, 35:28:13,133:02:48,3220701
5482,1980,1,,3210424,2,32,207,2,,京橋川,キヨウハシガワ,,新栄橋,シンサカエバシ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3210490.0,87074.0,,35.47000000,133.06111111, 35:28:12,133:03:40,3220702
5483,1980,1,,3210434,2,32,207,3,,京橋川,キヨウハシガワ,,東橋,アズマバシ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3210500.0,87074.0,,35.47000000,133.06305556, 35:28:12,133:03:47,3220703
5484,1980,1,,3210444,2,32,208,1,,天神川,テンジンガワ,,嫁島橋,ヨメシマバシ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3210510.0,87074.0,,35.46083333,133.05388889, 35:27:39,133:03:14,3220801
5485,1980,1,,3210454,2,32,208,2,,天神川,テンジンガワ,,朝日橋,アサヒバシ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3210520.0,87074.0,,35.46138889,133.06861111, 35:27:41,133:04:07,3220802
5486,1980,1,,3210464,2,32,208,3,,天神川,テンジンガワ,,松原橋,マツバラバシ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3210530.0,87074.0,,35.46111111,133.07916667, 35:27:40,133:04:45,3220803
5487,1980,1,,3210484,2,32,209,2,,朝酌川,アサクミガワ,,下流部,カリユウブ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3210550.0,,,35.46444444,133.09416667, 35:27:52,133:05:39,3220902
5489,1980,1,,3210504,2,32,210,1,,剣先川,ケンサキガワ,,上流部,ジヨウリユウブ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3210560.0,,,35.46833333,133.06777778, 35:28:06,133:04:04,3221001
5490,1980,1,,3210514,2,32,211,1,,山居川,サンキヨガワ,,新山居橋,シンサンキヨバシ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3210570.0,87074.0,,35.44805556,133.05194444, 35:26:53,133:03:07,3221101
5492,1980,1,,3210534,2,32,212,1,,馬橋川,マバシガワ,,井手平橋,イデヒラバシ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3210580.0,87074.0,,35.44305556,133.08527778, 35:26:35,133:05:07,3221201
5493,1980,1,,3210544,2,32,212,2,,馬橋川,マバシガワ,,馬橋,マバシ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3210590.0,87074.0,,35.45500000,133.09583333, 35:27:18,133:05:45,3221202
5494,1980,1,,3210554,2,32,213,1,,中海,ナカウミ,,揖屋承水路上流部,イヤシヨウスイロジヨウリユウブ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3210600.0,,,35.43500000,133.15666667, 35:26:06,133:09:24,3221301
5495,1980,1,,3210564,2,32,213,2,,中海,ナカウミ,,揖屋承水路下流部,イヤシヨウスイロカリユウブ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3210610.0,,,35.44472222,133.15833333, 35:26:41,133:09:30,3221302
5496,1980,1,,3210574,2,32,214,1,,中海,ナカウミ,,本庄承水路上流,ホンジヨウシヨウスイロジヨウリユウ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3210620.0,,,35.50916667,133.13138889, 35:30:33,133:07:53,3221401
5497,1980,1,,3210584,2,32,215,1,,中海,ナカウミ,,意宇川,イウガワ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3210630.0,,,35.43555556,133.12694444, 35:26:08,133:07:37,3221501
5498,1980,1,,3210594,2,32,216,1,,中海,ナカウミ,,飯梨川,イイナシガワ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3210640.0,,,35.44388889,133.22527778, 35:26:38,133:13:31,3221601
5499,1980,1,,3210604,2,32,217,1,,中海,ナカウミ,,伯太川,ハクタガワ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3210650.0,87074.0,,35.43361111,133.24527778, 35:26:01,133:14:43,3221701
5500,1980,1,,3210614,2,32,218,1,,中海,ナカウミ,,新加茂川,シンカモガワ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3210660.0,,,35.42250000,133.32638889, 35:25:21,133:19:35,3221801
5501,1980,1,,3210624,2,32,219,1,,中海,ナカウミ,,本庄川,ホンジヨウガワ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3210670.0,,,35.50861111,133.12972222, 35:30:31,133:07:47,3221901
5506,1980,2,,3220014,2,32,501,1,,中海及び境水道,ナカウミオヨビサカイスイドウ,,Ｎ‐１,N-1,,A,2.0,3.0,1972.0,10.0,31.0,,,,,,,203.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3220010.0,,,35.45583333,133.14000000, 35:27:21,133:08:24,3250101
5507,1980,2,,3220024,2,32,501,2,,中海及び境水道,ナカウミオヨビサカイスイドウ,,Ｎ‐２,N-2,,A,2.0,3.0,1972.0,10.0,31.0,,,,,,,203.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3220020.0,,,35.45861111,133.15833333, 35:27:31,133:09:30,3250102
5508,1980,2,,3220034,2,32,501,3,,中海及び境水道,ナカウミオヨビサカイスイドウ,,Ｎ‐３,N-3,,A,2.0,3.0,1972.0,10.0,31.0,,,,,,,203.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3220030.0,,,35.46416667,133.22222222, 35:27:51,133:13:20,3250103
5509,1980,2,,3220044,2,32,501,4,,中海及び境水道,ナカウミオヨビサカイスイドウ,,Ｎ‐４,N-4,,A,2.0,3.0,1972.0,10.0,31.0,,,,,,,203.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3220040.0,,,35.44055556,133.25583333, 35:26:26,133:15:21,3250104
5510,1980,2,,3220054,2,32,501,5,,中海及び境水道,ナカウミオヨビサカイスイドウ,,Ｎ‐５,N-5,,A,2.0,3.0,1972.0,10.0,31.0,,,,,,,203.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3220050.0,,,35.43750000,133.18111111, 35:26:15,133:10:52,3250105
5511,1980,2,,3220064,2,32,501,6,,中海及び境水道,ナカウミオヨビサカイスイドウ,,Ｎ‐６,N-6,,A,2.0,3.0,1972.0,10.0,31.0,,,,,,,203.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3220060.0,,,35.47138889,133.18861111, 35:28:17,133:11:19,3250106
5512,1980,2,,3220074,2,32,501,51,,中海及び境水道,ナカウミオヨビサカイスイドウ,,米子湾入口,ヨナゴワンイリグチ,,A,2.0,3.0,1972.0,10.0,31.0,,,,,,,203.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3220070.0,,,35.43388889,133.30250000, 35:26:02,133:18:09,3250151
5513,1980,2,,3220084,2,32,501,52,,中海及び境水道,ナカウミオヨビサカイスイドウ,,米子湾防波堤先,ヨナゴワンボウハテイサキ,,A,2.0,3.0,1972.0,10.0,31.0,,,,,,,203.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3220080.0,,,35.42916667,133.31555556, 35:25:45,133:18:56,3250152
5514,1980,2,,3220094,2,32,501,53,,中海及び境水道,ナカウミオヨビサカイスイドウ,,米子湾中央部,ヨナゴワンチユウオウブ,,A,2.0,3.0,1972.0,10.0,31.0,,,,,,,203.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3220090.0,,,35.42361111,133.31611111, 35:25:25,133:18:58,3250153
5515,1980,2,,3220104,2,32,501,54,,中海及び境水道,ナカウミオヨビサカイスイドウ,,葭津地先,ヨシズチサキ,,A,2.0,3.0,1972.0,10.0,31.0,,,,,,,203.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3220100.0,,,35.47722222,133.23277778, 35:28:38,133:13:58,3250154
5516,1980,2,,3220114,2,32,501,55,,中海及び境水道,ナカウミオヨビサカイスイドウ,,飛行場沖,ヒコウジヨウオキ,,A,2.0,3.0,1972.0,10.0,31.0,,,,,,,203.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3220110.0,,,35.48861111,133.20805556, 35:29:19,133:12:29,3250155
5517,1980,2,,3220124,2,32,501,56,,中海及び境水道,ナカウミオヨビサカイスイドウ,,Ｎ‐７,N-7,,A,2.0,3.0,1972.0,10.0,31.0,,,,,,,203.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.52666667,133.18222222, 35:31:36,133:10:56,3250156
5518,1980,2,,3220134,2,32,501,57,,中海及び境水道,ナカウミオヨビサカイスイドウ,,Ｎ‐８,N-8,,A,2.0,3.0,1972.0,10.0,31.0,,,,,,,203.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3220130.0,,,35.52416667,133.18777778, 35:31:27,133:11:16,3250157
5519,1980,2,,3220144,2,32,501,58,,中海及び境水道,ナカウミオヨビサカイスイドウ,,Ｎ‐９,N-9,,A,2.0,3.0,1972.0,10.0,31.0,,,,,,,203.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3220140.0,,,35.48083333,133.15638889, 35:28:51,133:09:23,3250158
5520,1980,2,,3220154,2,32,501,59,,中海及び境水道,ナカウミオヨビサカイスイドウ,,境水道入口,サカイスイドウイリグチ,,A,2.0,3.0,1972.0,10.0,31.0,,,,,,,203.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3220150.0,,,35.52833333,133.19638889, 35:31:42,133:11:47,3250159
5521,1980,2,,3220164,2,32,501,60,,中海及び境水道,ナカウミオヨビサカイスイドウ,,境水道中央部,サカイスイドウチユウオウブ,,A,2.0,3.0,1972.0,10.0,31.0,,,,,,,203.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3220160.0,,,35.54555556,133.21666667, 35:32:44,133:13:00,3250160
5522,1980,2,,3220174,2,32,501,61,,中海及び境水道,ナカウミオヨビサカイスイドウ,,境水道出口,サカイスイドウデグチ,,A,2.0,3.0,1972.0,10.0,31.0,,,,,,,203.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3220170.0,,,35.55305556,133.26388889, 35:33:11,133:15:50,3250161
5523,1980,2,,3220184,2,32,501,62,,中海及び境水道,ナカウミオヨビサカイスイドウ,,渡町地先,ワタリマチチサキ,,A,2.0,3.0,1972.0,10.0,31.0,,,,,,,203.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3220180.0,,,35.50972222,133.20444444, 35:30:35,133:12:16,3250162
5524,1980,2,,3220194,2,32,501,63,,中海及び境水道,ナカウミオヨビサカイスイドウ,,,コシノズチサキ,,A,2.0,3.0,1972.0,10.0,31.0,,,,,,,203.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.49305556,133.21333333, 35:29:35,133:12:48,3250163
5525,1980,2,,3220204,2,32,502,1,,宍道湖,シンジコ,,Ｓ‐１,S-1,,A,2.0,3.0,1973.0,6.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3220220.0,,,35.45583333,133.00694444, 35:27:21,133:00:25,3250201
5526,1980,2,,3220214,2,32,502,2,,宍道湖,シンジコ,,Ｓ‐２,S-2,,A,2.0,3.0,1973.0,6.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3220230.0,,,35.43777778,132.96222222, 35:26:16,132:57:44,3250202
5527,1980,2,,3220224,2,32,502,3,,宍道湖,シンジコ,,Ｓ‐３,S-3,,A,2.0,3.0,1973.0,6.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3220240.0,,,35.45055556,132.95972222, 35:27:02,132:57:35,3250203
5528,1980,2,,3220234,2,32,502,4,,宍道湖,シンジコ,,Ｓ‐４,S-4,,A,2.0,3.0,1973.0,6.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3220250.0,,,35.46277778,132.95583333, 35:27:46,132:57:21,3250204
5529,1980,2,,3220244,2,32,502,5,,宍道湖,シンジコ,,Ｓ‐５,S-5,,A,2.0,3.0,1973.0,6.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3220260.0,,,35.45555556,133.09972222, 35:27:20,133:05:59,3250205
5530,1980,2,,3220254,2,32,502,51,,宍道湖,シンジコ,,Ｓ‐６,S-6,,A,2.0,3.0,1973.0,6.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3220270.0,,,35.43972222,132.89444444, 35:26:23,132:53:40,3250251
5531,1980,2,,3220264,2,32,502,52,,宍道湖,シンジコ,,宍道湖出口,シンジコデグチ,,A,2.0,3.0,1973.0,6.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3220280.0,,,35.46416667,133.04944444, 35:27:51,133:02:58,3250252
5532,1980,2,,3220274,2,32,503,1,,神西湖,ジンザイコ,,Ｊ‐１,J-1,,C,1.0,3.0,1975.0,4.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3220290.0,,,35.33083333,132.68388889, 35:19:51,132:41:02,3250301
5533,1980,2,,3220284,2,32,503,2,,神西湖,ジンザイコ,,Ｊ‐３,J-3,,C,1.0,3.0,1975.0,4.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3220300.0,,,35.32805556,132.68111111, 35:19:41,132:40:52,3250302
5534,1980,3,,3230014,2,32,601,1,,浜田川河口海域,ハマダガワカコウカイイキ,,Ｈ‐１,H-1,,A,2.0,3.0,1973.0,1.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3230010.0,,,34.90611111,132.07472222, 34:54:22,132:04:29,3260101
5535,1980,3,,3230024,2,32,601,2,,浜田川河口海域,ハマダガワカコウカイイキ,,Ｈ‐２,H-2,,A,2.0,3.0,1973.0,1.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3230020.0,,,34.90916667,132.06194444, 34:54:33,132:03:43,3260102
5536,1980,3,,3230034,2,32,601,3,,浜田川河口海域,ハマダガワカコウカイイキ,,Ｈ‐３,H-3,,A,2.0,3.0,1973.0,1.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3230030.0,,,34.89305556,132.06194444, 34:53:35,132:03:43,3260103
5537,1980,3,,3230044,2,32,602,1,,美保湾,ミホワン,,Ｍ‐１,M-1,,A,2.0,3.0,1973.0,3.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3230040.0,,,35.56166667,133.33388889, 35:33:42,133:20:02,3260201
5538,1980,3,,3230054,2,32,602,2,,美保湾,ミホワン,,Ｍ‐２,M-2,,A,2.0,3.0,1973.0,3.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3230050.0,,,35.55194444,133.31000000, 35:33:07,133:18:36,3260202
5539,1980,3,,3230064,2,32,603,1,,江の川河口海域,ゴウノカワカコウカイイキ,,Ｇ‐１,G-1,,A,2.0,3.0,1975.0,4.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3230060.0,,,35.03222222,132.22888889, 35:01:56,132:13:44,3260301
5540,1980,3,,3230074,2,32,603,2,,江の川河口海域,ゴウノカワカコウカイイキ,,Ｇ‐２,G-2,,A,2.0,3.0,1975.0,4.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3230070.0,,,35.02500000,132.21416667, 35:01:30,132:12:51,3260302
5541,1980,3,,3230084,2,32,603,3,,江の川河口海域,ゴウノカワカコウカイイキ,,Ｇ‐３,G-3,,A,2.0,3.0,1975.0,4.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3230080.0,,,35.01638889,132.20722222, 35:00:59,132:12:26,3260303
5556,1980,1,,3310014,2,33,1,1,,高梁川上流,タカハシガワジヨウリユウ,,一中橋,イツチユウバシ,,A,1.0,1.0,1970.0,9.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3310010.0,87079.0,,34.99000000,133.45194444, 34:59:24,133:27:07,3300101
5557,1980,1,,3310024,2,33,1,51,,高梁川上流,タカハシガワジヨウリユウ,,浜子橋,ハマコバシ,,A,1.0,1.0,1970.0,9.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3310020.0,87079.0,,35.02750000,133.43972222, 35:01:39,133:26:23,3300151
5558,1980,1,,3310034,2,33,2,1,,高梁川中流（１）,タカハシガワチユウリユウ(1),,中井橋,ナカイバシ,,B,1.0,1.0,1970.0,9.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3310030.0,87079.0,,34.87638889,133.55611111, 34:52:35,133:33:22,3300201
5559,1980,1,,3310044,2,33,2,51,,高梁川中流（１）,タカハシガワチユウリユウ(1),,高梁駅前歩道橋,タカハシエキマエホドウキヨウ,,B,1.0,1.0,1970.0,9.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3310040.0,87079.0,,34.79138889,133.61222222, 34:47:29,133:36:44,3300251
5560,1980,1,,3310054,2,33,3,1,,高梁川中流（２）,タカハシガワチユウリユウ(2),,湛井堰,タタイゼキ,,A,1.0,1.0,1970.0,9.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3310050.0,87079.0,,34.69166667,133.72694444, 34:41:30,133:43:37,3300301
5561,1980,1,,3310064,2,33,3,51,,,タカハシガワチユウリユウ(2),,,シモクラバシ,,A,1.0,1.0,1970.0,9.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3310060.0,,,34.71833333,133.66000000, 34:43:06,133:39:36,3300351
