,西暦年度,絶対番号,県コード_地点統一番号_x,水域コード_地点統一番号_x,地点コード_地点統一番号_x,調査区分,C_pH_最小値,pH_最小値,C_pH_最大値,pH_最大値,m_pH,n_pH,C_DO_最小値,DO_最小値,C_DO_最大値,DO_最大値,m_DO,n_DO,C_DO_日間平均値_平均値,DO_日間平均値_平均値,C_BOD_最小値,BOD_最小値,C_BOD_最大値,BOD_最大値,m_BOD,n_BOD,C_BOD_日間平均値_最小値,BOD_日間平均値_最小値,C_BOD_日間平均値_最大値,BOD_日間平均値_最大値,x_BOD,y_BOD,C_BOD_日間平均値_平均値,BOD_日間平均値_平均値,C_BOD_日間平均値_中央値,BOD_日間平均値_中央値,C_BOD_日間平均値_75%値,BOD_日間平均値_75%値,C_COD_最小値,COD_最小値,C_COD_最大値,COD_最大値,m_COD,n_COD,C_COD_日間平均値_最小値,COD_日間平均値_最小値,C_COD_日間平均値_最大値,COD_日間平均値_最大値,x_COD,y_COD,C_COD_日間平均値_平均値,COD_日間平均値_平均値,C_COD_日間平均値_中央値,COD_日間平均値_中央値,C_COD_日間平均値_75%値,COD_日間平均値_75%値,C_SS_最小値,SS_最小値,C_SS_最大値,SS_最大値,m_SS,n_SS,C_SS_日間平均値_平均値,SS_日間平均値_平均値,C_大腸菌群数_最小値,大腸菌群数_最小値,C_大腸菌群数_最大値,大腸菌群数_最大値,m_大腸菌群数,n_大腸菌群数,C_大腸菌群数_日間平均値_平均値,大腸菌群数_日間平均値_平均値,C_n-ヘキサン抽出物質（油分等）_最小値,n-ヘキサン抽出物質（油分等)_最小値,C_n-ヘキサン抽出物質(油分等)_最大値,n-ヘキサン抽出物質(油分等)_最大値,m_n-ヘキサン抽出物質(油分等),n_n-ヘキサン抽出物質(油分等),C_n-ヘキサン抽出物質(油分等)_日間平均値_平均値,n-ヘキサン抽出物質(油分等)_日間平均値_平均値,地点統一番号_x,ＲＬＳ識別コード,水系コード,地点新設等コード,県コード_地点統一番号_y,水域コード_地点統一番号_y,地点コード_地点統一番号_y,ＣＯＤ等基準点識別コード,水域名称_漢字,水域名称_カタカナ,水域名称_ローマ字,地点名称_漢字,地点名称_カタカナ,地点名称_ローマ字,類型,達成期間,指定区分,類型指定年_ＣＯＤ等,類型指定月_ＣＯＤ等,類型指定日_ＣＯＤ等,特例１,特例２,特例３,特例４,特例５,ＣＯＤの測定方法,県際水域コード,県際地点コード,測定中止年,測定中止月,測定中止日,測定再開年,測定再開月,測定再開日,ＮＰ測定コード,ＮＰ基準点識別コード,ＮＰ水域コード,ＮＰ水域名称_漢字,ＮＰ水域名称_カタカナ,ＮＰ水域名称_ローマ字,ＮＰ地点名称_漢字,ＮＰ地点名称_カタカナ,ＮＰ地点名称_ローマ字,ＮＰ類型,ＮＰ達成期間,ＮＰ指定区分,ＮＰ類型指定年,ＮＰ類型指定月,ＮＰ類型指定日,Ｎ指定の有無,Ｐ指定の有無,Ｎ暫定基準値,Ｐ暫定基準値,ＮＰ基準の特例,Ｎ測定方法,Ｐ測定方法,ＮＰ県際水域コード,ＮＰ県際地点コード,ＮＰ測定中止年,ＮＰ測定中止月,ＮＰ測定中止日,ＮＰ測定再開年,ＮＰ測定再開月,ＮＰ測定再開日,水道の取水地点,水質年鑑コード,推定絶対番号,推定水系コード,備考,緯度_Ｎ,経度_Ｅ,緯度_Ｎ_dms,経度_Ｅ_dms,地点統一番号_y
0,1971,110011,,,,0,,,,,,,,,,,,,,,<,0.5,#,2.4,5.0,36.0,#,0.6,#,1.4,2.0,9.0,#,0.8,#,0.8,#,0.8,<,0.5,#,3.6,,36.0,<,0.5,#,1.1,,9.0,#,0.7,#,0.8,#,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,,,,,,,,留辺志部川合流前,ルベシベガワゴウリユウマエ,,AA,1,,1970,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01R0010,110010.0,81007.0,,43.83777778,142.78472222, 43:50:16,142:47:05,
1,1971,110021,,,,0,,,,,,,,,,,,,,,<,0.5,#,1.6,0.0,36.0,#,0.5,#,1.3,0.0,9.0,#,1.0,#,1.0,#,1.3,<,0.5,#,2.3,,36.0,<,0.5,#,1.0,,9.0,#,0.7,#,0.7,#,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,,,,,,,,,アサヒカワシジヨウスイシユスイグチ,,A,1,,1970,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01R0020,110020.0,81007.0,,43.81805556,142.42555556, 43:49:05,142:25:32,
2,1971,110041,,,,0,,,,,,,,,,,,,,,#,0.9,#,14.0,23.0,54.0,#,1.4,#,13.0,6.0,9.0,#,5.8,#,4.5,#,7.4,<,0.5,#,22.0,,54.0,<,0.5,#,5.9,,9.0,#,2.5,#,1.4,#,3.9,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,,,,,,,,納内橋,オサムナイバシ,,B,2,,1974,5,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01R0030,111790.0,81007.0,,43.71583333,142.13472222, 43:42:57,142:08:05,
3,1971,110051,,,,0,,,,,,,,,,,,,,,#,1.2,#,7.2,6.0,12.0,#,2.0,#,5.2,2.0,3.0,#,3.4,#,3.1,#,5.2,<,0.5,#,13.0,,12.0,<,0.5,#,3.6,,3.0,#,1.5,<,0.5,#,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,,,,,,,,,イノウ,,B,2,,1974,5,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01R0031,,,,43.78638889,142.29583333, 43:47:11,142:17:45,
4,1971,110081,,,,0,,,,,,,,,,,,,,,#,0.9,#,3.5,4.0,36.0,#,1.5,#,3.3,1.0,9.0,#,2.3,#,2.4,#,2.5,<,0.5,#,32.0,,36.0,<,0.5,#,8.4,,9.0,#,3.4,#,2.5,#,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,,,,,,,,奈井江大橋,ナイエオオハシ,,B,2,,1970,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01R0041,110090.0,81007.0,,43.42944444,141.84416667, 43:25:46,141:50:39,
5,1971,110091,,,,0,,,,,,,,,,,,,,,#,0.5,#,4.0,3.0,54.0,#,1.2,#,3.5,1.0,9.0,#,2.2,#,2.3,#,2.6,<,0.5,#,26.0,,54.0,<,0.5,#,6.9,,9.0,#,2.9,#,3.4,#,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,,,,,,,,砂川橋,スナガワバシ,,B,2,,1970,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01R0042,113460.0,81007.0,,43.50416667,141.89666667, 43:30:15,141:53:48,
6,1971,110101,,,,0,,,,,,,,,,,,,,,#,1.1,#,5.6,12.0,36.0,#,1.5,#,4.9,3.0,9.0,#,2.9,#,2.6,#,3.8,<,0.5,#,15.0,,36.0,<,0.5,#,4.1,,9.0,#,2.5,#,2.6,#,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,,,,,,,,石狩川橋,イシカリガワバシ,,B,2,,1970,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01R0043,110100.0,81007.0,,43.56055556,141.87833333, 43:33:38,141:52:42,
7,1971,110111,,,,0,,,,,,,,,,,,,,,#,1.0,#,3.2,1.0,54.0,#,1.4,#,2.7,0.0,9.0,#,2.0,#,2.0,#,2.2,<,0.5,#,19.0,,54.0,<,0.5,#,5.1,,9.0,#,2.6,#,2.9,#,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,,,,,,,,石狩大橋,イシカリオオハシ,,B,2,,1970,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01R0050,110060.0,81007.0,,43.12361111,141.54305556, 43:07:25,141:32:35,
8,1971,110131,,,,0,,,,,,,,,,,,,,,#,0.8,#,3.1,1.0,36.0,#,1.0,#,2.7,0.0,9.0,#,2.0,#,2.1,#,2.3,<,0.5,#,16.0,,36.0,<,0.5,#,4.4,,9.0,#,2.1,#,2.6,#,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,,,,,,,,石狩河口橋,イシカリカコウバシ,,B,2,,1970,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01R0070,110070.0,81007.0,,43.22888889,141.35250000, 43:13:44,141:21:09,
9,1971,110141,,,,0,,,,,,,,,,,,,,,<,0.5,#,2.7,0.0,36.0,#,0.9,#,1.8,0.0,9.0,#,1.4,#,1.3,#,1.6,<,0.5,#,42.0,,36.0,<,0.5,#,11.0,,9.0,#,3.9,#,3.4,#,5.4,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,,,,,,,,空知大橋,ソラチオオハシ,,B,1,,1974,5,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01R0080,111970.0,81007.0,,43.54805556,141.91500000, 43:32:53,141:54:54,
10,1971,110191,,,,0,,,,,,,,,,,,,,,#,0.5,#,2.8,0.0,28.0,#,0.7,#,2.0,0.0,7.0,#,1.4,#,1.4,#,1.7,<,0.5,#,22.0,,28.0,<,0.5,#,5.9,,7.0,#,3.9,#,4.9,#,5.9,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,,,,,,,,江別大橋,エベツオオハシ,,B,1,,1974,5,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01R0090,112080.0,81007.0,,43.12083333,141.59694444, 43:07:15,141:35:49,
11,1971,110311,,,,0,,,,,,,,,,,,,,,<,0.5,<,0.5,0.0,18.0,<,0.5,<,0.5,0.0,10.0,<,0.5,<,0.5,<,0.5,<,0.5,<,0.5,,18.0,<,0.5,<,0.5,,10.0,<,0.5,<,0.5,<,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,,,,,,,,名寄大橋,ナヨロオオハシ,,B,2,,1972,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01R0220,110490.0,81001.0,,44.36111111,142.44277778, 44:21:40,142:26:34,
12,1971,110341,,,,0,,,,,,,,,,,,,,,<,0.5,<,0.5,0.0,18.0,<,0.5,<,0.5,0.0,9.0,<,0.5,<,0.5,<,0.5,<,0.5,<,0.5,,18.0,<,0.5,<,0.5,,9.0,<,0.5,<,0.5,<,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,,,,,,,,中川捕獲場,ナカガワホカクジヨウ,,B,2,,1972,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01R0250,110450.0,81001.0,,44.74333333,142.04500000, 44:44:36,142:02:42,
13,1971,110371,,,,0,,,,,,,,,,,,,,,<,0.5,<,0.5,0.0,18.0,<,0.5,<,0.5,0.0,9.0,<,0.5,<,0.5,<,0.5,<,0.5,<,0.5,,18.0,<,0.5,<,0.5,,9.0,<,0.5,<,0.5,<,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,,,,,,,,,ナヨロシジヨウスイシユスイクチ,,A,1,,1972,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01R0270,110420.0,81001.0,,42.36861111,142.46388889, 42:22:07,142:27:50,
14,1971,110611,,,,0,,,,,,,,,,,,,,,<,0.5,<,0.5,0.0,12.0,<,0.5,<,0.5,0.0,6.0,<,0.5,<,0.5,<,0.5,<,0.5,<,0.5,,12.0,<,0.5,<,0.5,,6.0,<,0.5,<,0.5,<,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,,,,,,,,,ユウベツオオハシ,,A,1,,1972,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01R1030,110600.0,81003.0,,44.21583333,143.59555556, 44:12:57,143:35:44,
15,1971,110661,,,,0,,,,,,,,,,,,,,,#,0.6,#,12.0,12.0,36.0,#,1.1,#,12.0,3.0,9.0,#,3.8,#,1.9,#,5.0,<,0.5,#,7.2,,36.0,<,0.5,#,2.2,,9.0,#,1.4,#,1.5,#,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,,,,,,,,第二観月橋,ダイ 2 カンゲツバツ,,B,2,,1970,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01R1220,110200.0,,,43.78111111,143.97111111, 43:46:52,143:58:16,
16,1971,110681,,,,0,,,,,,,,,,,,,,,#,1.3,#,24.0,28.0,36.0,#,1.6,#,14.0,8.0,10.0,#,6.6,#,5.1,#,9.3,<,0.5,#,28.0,,36.0,<,0.5,#,7.4,,10.0,#,2.9,#,2.2,#,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,,,,,,,,,ミハラシバシ,,B,2,,1970,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01R1250,110210.0,,,43.85388889,143.95861111, 43:51:14,143:57:31,
17,1971,110691,,,,0,,,,,,,,,,,,,,,#,1.6,#,8.3,28.0,54.0,#,1.9,#,7.3,7.0,9.0,#,3.9,#,3.3,#,5.2,<,0.5,#,21.0,,54.0,<,0.5,#,4.5,,9.0,#,2.5,#,2.3,#,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,,,,,,,,忠志橋,チユウシバシ,,B,2,,1970,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01R1260,110170.0,81004.0,,43.92138889,143.96777778, 43:55:17,143:58:04,
18,1971,110711,,,,0,,,,,,,,,,,,,,,<,0.5,#,1.5,0.0,24.0,#,0.5,#,0.8,0.0,6.0,#,0.6,#,0.6,#,0.7,<,0.5,<,0.5,,24.0,<,0.5,<,0.5,,6.0,<,0.5,<,0.5,<,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,,,,,,,,都橋,ミヤコバシ,,A,1,,1971,5,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01R1310,110340.0,81005.0,,43.80250000,144.17000000, 43:48:09,144:10:12,
19,1971,110731,,,,0,,,,,,,,,,,,,,,<,0.5,#,1.2,0.0,24.0,#,0.5,#,0.7,0.0,6.0,#,0.6,#,0.6,#,0.6,<,0.5,<,0.5,,24.0,<,0.5,<,0.5,,6.0,<,0.5,<,0.5,<,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,,,,,,,,大正橋,タイシヨウバシ,,A,1,,1971,5,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01R1320,110310.0,81005.0,,43.82500000,144.09083333, 43:49:30,144:05:27,
20,1971,110741,,,,0,,,,,,,,,,,,,,,<,0.5,#,1.7,0.0,38.0,#,0.5,#,1.0,0.0,5.0,#,0.7,#,0.7,#,0.8,<,0.5,<,0.5,,38.0,<,0.5,<,0.5,,5.0,<,0.5,<,0.5,<,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,,,,,,,,治水橋,チスイバシ,,B,2,,1971,5,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01R1330,110320.0,81005.0,,43.91250000,144.12722222, 43:54:45,144:07:38,
21,1971,110751,,,,0,,,,,,,,,,,,,,,<,0.5,#,2.9,0.0,24.0,#,0.6,#,1.3,0.0,6.0,#,0.9,#,0.9,#,1.0,<,0.5,<,0.5,,24.0,<,0.5,<,0.5,,6.0,<,0.5,<,0.5,<,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,,,,,,,,網走橋,アバシリバシ,,B,2,,1971,5,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01R1340,110330.0,81005.0,,44.02111111,144.25472222, 44:01:16,144:15:17,
22,1971,110841,,,,0,,,,,,,,,,,,,,,#,0.5,#,1.9,0.0,18.0,#,0.7,#,1.9,0.0,10.0,#,1.3,#,1.3,#,1.7,<,0.5,#,4.4,,18.0,<,0.5,#,3.4,,10.0,#,1.2,#,0.8,#,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,,,,,,,,川上橋,カワカミバシ,,B,1,,1972,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01R1530,110730.0,81211.0,,43.87055556,144.65027778, 43:52:14,144:39:01,
23,1971,110861,,,,0,,,,,,,,,,,,,,,#,0.5,#,3.0,0.0,18.0,#,0.5,#,2.9,0.0,10.0,#,1.9,#,1.9,#,2.6,<,0.5,#,9.1,,18.0,<,0.5,#,9.1,,10.0,#,2.0,#,1.2,#,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,,,,,,,,斜里捕獲場,シヤリホカクジヨウ,,B,1,,1972,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01R1550,110710.0,81211.0,,43.91388889,144.66000000, 43:54:50,144:39:36,
24,1971,110871,,,,0,,,,,,,,,,,,,,,#,0.7,#,4.7,5.0,6.0,#,0.7,#,4.7,5.0,6.0,#,2.9,#,3.0,#,3.9,<,0.5,#,2.1,,6.0,<,0.5,#,2.1,,6.0,#,0.8,<,0.5,<,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,,,,,,,,エトンビ橋,エトンビガワバシ,,A,1,,1972,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01R1560,110700.0,81211.0,,43.82361111,144.59888889, 43:49:25,144:35:56,
25,1971,111041,,,,0,,,,,,,,,,,,,,,<,0.5,<,0.5,0.0,12.0,<,0.5,<,0.5,0.0,6.0,<,0.5,<,0.5,<,0.5,<,0.5,<,0.5,,12.0,<,0.5,<,0.5,,6.0,<,0.5,<,0.5,<,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,,,,,,,,開運橋,カイウンバシ,,A,1,,1972,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01R1911,110800.0,81012.0,,43.29944444,144.60194444, 43:17:58,144:36:07,
26,1971,111051,,,,0,,,,,,,,,,,,,,,<,0.5,<,0.5,0.0,12.0,<,0.5,<,0.5,0.0,6.0,<,0.5,<,0.5,<,0.5,<,0.5,<,0.5,,12.0,<,0.5,<,0.5,,6.0,<,0.5,<,0.5,<,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,,,,,,,,,クシロシジヨウスイシユスイグチ,,A,1,,1972,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01R1920,110790.0,81012.0,,43.07527778,144.41416667, 43:04:31,144:24:51,
27,1971,111061,,,,0,,,,,,,,,,,,,,,<,0.5,<,0.5,0.0,12.0,<,0.5,<,0.5,0.0,6.0,<,0.5,<,0.5,<,0.5,<,0.5,<,0.5,,12.0,<,0.5,<,0.5,,6.0,<,0.5,<,0.5,<,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,,,,,,,,新川橋,シンカワバシ,,B,2,,1972,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01R1930,110820.0,81012.0,,42.99972222,144.36027778, 42:59:59,144:21:37,
28,1971,111091,,,,0,,,,,,,,,,,,,,,<,0.5,<,0.5,0.0,12.0,<,0.5,<,0.5,0.0,6.0,<,0.5,<,0.5,<,0.5,<,0.5,<,0.5,,12.0,<,0.5,<,0.5,,6.0,<,0.5,<,0.5,<,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,,,,,,,,弊舞橋,ヌサマエバシ,,E,2,,1972,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01R1960,110840.0,81012.0,,42.98138889,144.38500000, 42:58:53,144:23:06,
29,1971,111201,,,,0,,,,,,,,,,,,,,,#,0.5,#,1.4,4.0,36.0,#,0.5,#,1.1,1.0,9.0,#,0.7,#,0.6,#,0.9,<,0.5,#,3.5,,36.0,<,0.5,#,1.3,,9.0,#,0.9,#,1.0,#,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,,,,,,,,上川橋,カミカワバシ,,AA,1,,1970,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01R2500,110220.0,81013.0,,43.37250000,142.89277778, 43:22:21,142:53:34,
30,1971,111211,,,,0,,,,,,,,,,,,,,,#,0.5,#,1.8,0.0,36.0,#,0.6,#,1.5,0.0,10.0,#,0.9,#,0.9,#,1.1,<,0.5,#,3.3,,36.0,<,0.5,#,1.7,,10.0,#,1.0,#,1.0,#,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,,,,,,,,佐幌川合流前,サホロガワゴウリユウマエ,,A,2,,1970,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01R2501,110240.0,81013.0,,43.01222222,142.93472222, 43:00:44,142:56:05,
31,1971,111281,,,,0,,,,,,,,,,,,,,,#,0.5,#,7.2,7.0,60.0,#,0.6,#,4.5,2.0,9.0,#,2.3,#,1.9,#,2.9,<,0.5,#,5.9,,60.0,#,0.7,#,1.9,,9.0,#,1.1,#,1.0,#,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,,,,,,,,十勝大橋,トカチオオハシ,,B,2,,1970,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01R2520,110270.0,81013.0,,42.93500000,143.20194444, 42:56:06,143:12:07,
32,1971,111331,,,,0,,,,,,,,,,,,,,,#,0.7,#,11.0,17.0,36.0,#,1.3,#,8.9,5.0,11.0,#,2.6,#,1.7,#,3.1,<,0.5,#,13.0,,36.0,<,0.5,#,6.5,,11.0,#,2.0,#,1.2,#,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,,,,,,,,音更橋,オトフケバシ,,A,2,,1975,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01R2541,112550.0,81013.0,,42.99277778,143.21305556, 42:59:34,143:12:47,
33,1971,111351,,,,0,,,,,,,,,,,,,,,#,0.5,#,9.2,16.0,36.0,#,0.8,#,7.3,4.0,9.0,#,2.6,#,2.0,#,2.9,<,0.5,#,6.8,,36.0,#,0.7,#,2.1,,9.0,#,1.4,#,1.5,#,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,,,,,,,,札内橋,サツナイバシ,,A,1,,1975,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01R2550,112600.0,81013.0,,43.27611111,143.29250000, 43:16:34,143:17:33,
34,1971,111391,,,,0,,,,,,,,,,,,,,,#,0.6,#,3.6,7.0,32.0,#,1.0,#,2.9,2.0,8.0,#,1.7,#,1.4,#,1.8,<,0.5,#,9.7,,32.0,#,1.1,#,2.8,,8.0,#,1.6,#,1.5,#,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,,,,,,,,池田大橋,イケダオオハシ,,A,1,,1975,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01R2561,112650.0,,,42.92888889,143.44166667, 42:55:44,143:26:30,
35,1971,111421,,,,0,,,,,,,,,,,,,,,<,0.5,#,3.2,15.0,36.0,#,0.5,#,2.2,5.0,9.0,#,1.2,#,1.2,#,1.4,<,0.5,#,4.2,,36.0,#,0.6,#,1.4,,9.0,#,0.9,#,0.8,#,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,,,,,,,,南帯橋,ナンタイバシ,,AA,1,,1975,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01R2570,112590.0,81013.0,,42.84083333,143.18638889, 42:50:27,143:11:11,
36,1971,111431,,,,0,,,,,,,,,,,,,,,#,0.8,#,4.1,4.0,32.0,#,1.0,#,3.2,1.0,8.0,#,2.2,#,2.0,#,2.8,<,0.5,#,7.6,,32.0,#,1.0,#,2.3,,8.0,#,1.5,#,1.4,#,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,,,,,,,,千代田堰堤,チヨダエンテイ,,B,2,,1970,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01R2580,110260.0,81013.0,,42.94111111,143.33972222, 42:56:28,143:20:23,
37,1971,111461,,,,0,,,,,,,,,,,,,,,#,0.5,#,3.4,2.0,28.0,#,0.8,#,3.1,1.0,8.0,#,1.8,#,1.8,#,2.3,<,0.5,#,10.0,,28.0,<,0.5,#,2.9,,8.0,#,1.4,#,1.5,#,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,,,,,,,,茂岩橋,モイワオオハシ,,B,2,,1970,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01R2591,110250.0,81013.0,,42.80722222,143.50972222, 42:48:26,143:30:35,
38,1971,120321,,,,0,,,,,,,,,,,,,,,#,1.0,#,2.3,,12.0,#,1.0,#,2.3,,3.0,#,1.8,#,2.0,#,2.3,#,0.8,#,2.5,0.0,12.0,#,1.1,#,2.3,0.0,3.0,#,1.5,#,1.2,#,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,,,,,,,Ｓｔ‐１,ST.1,,A,1,,1971,5,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01L5010,120030.0,,,43.92861111,144.16444444, 43:55:43,144:09:52,
39,1971,120331,,,,0,,,,,,,,,,,,,,,#,1.0,#,6.5,,24.0,#,1.1,#,5.3,,6.0,#,2.2,#,1.7,#,2.2,#,1.8,#,5.2,10.0,24.0,#,2.3,#,4.1,3.0,6.0,#,3.0,#,2.9,#,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,,,,,,,Ｓｔ‐２,ST.2,,A,1,,1971,5,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01L5020,120010.0,,,43.96750000,144.17027778, 43:58:03,144:10:13,
40,1971,120341,,,,0,,,,,,,,,,,,,,,#,0.8,#,2.7,,24.0,#,0.9,#,2.6,,6.0,#,1.7,#,1.7,#,2.1,#,1.8,#,3.7,7.0,24.0,#,2.0,#,3.4,2.0,6.0,#,2.7,#,2.6,#,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,,,,,,,Ｓｔ‐３,ST.3,,A,1,,1971,5,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01L5030,120020.0,,,43.98750000,144.18666667, 43:59:15,144:11:12,
41,1971,120351,,,,0,,,,,,,,,,,,,,,#,0.9,#,3.0,,24.0,#,1.1,#,2.9,,6.0,#,1.8,#,1.8,#,2.2,#,1.8,#,3.7,8.0,24.0,#,2.0,#,3.4,3.0,6.0,#,2.8,#,2.9,#,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,,,,,,,Ｓｔ‐４,ST.4,,A,1,,1971,5,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01L5040,120040.0,,,44.00250000,144.22250000, 44:00:09,144:13:21,
