,西暦年度,絶対番号_x,県コード_地点統一番号,水域コード_地点統一番号,地点コード_地点統一番号,調査区分,C_pH_最小値,pH_最小値,C_pH_最大値,pH_最大値,m_pH,n_pH,C_DO_最小値,DO_最小値,C_DO_最大値,DO_最大値,m_DO,n_DO,C_DO_日間平均値_平均値,DO_日間平均値_平均値,C_BOD_最小値,BOD_最小値,C_BOD_最大値,BOD_最大値,m_BOD,n_BOD,C_BOD_日間平均値_最小値,BOD_日間平均値_最小値,C_BOD_日間平均値_最大値,BOD_日間平均値_最大値,x_BOD,y_BOD,C_BOD_日間平均値_平均値,BOD_日間平均値_平均値,C_BOD_日間平均値_中央値,BOD_日間平均値_中央値,C_BOD_日間平均値_75%値,BOD_日間平均値_75%値,C_COD_最小値,COD_最小値,C_COD_最大値,COD_最大値,m_COD,n_COD,C_COD_日間平均値_最小値,COD_日間平均値_最小値,C_COD_日間平均値_最大値,COD_日間平均値_最大値,x_COD,y_COD,C_COD_日間平均値_平均値,COD_日間平均値_平均値,C_COD_日間平均値_中央値,COD_日間平均値_中央値,C_COD_日間平均値_75%値,COD_日間平均値_75%値,C_SS_最小値,SS_最小値,C_SS_最大値,SS_最大値,m_SS,n_SS,C_SS_日間平均値_平均値,SS_日間平均値_平均値,C_大腸菌群数_最小値,大腸菌群数_最小値,C_大腸菌群数_最大値,大腸菌群数_最大値,m_大腸菌群数,n_大腸菌群数,C_大腸菌群数_日間平均値_平均値,大腸菌群数_日間平均値_平均値,C_n-ヘキサン抽出物質（油分等）_最小値,n-ヘキサン抽出物質（油分等)_最小値,C_n-ヘキサン抽出物質(油分等)_最大値,n-ヘキサン抽出物質(油分等)_最大値,m_n-ヘキサン抽出物質(油分等),n_n-ヘキサン抽出物質(油分等),C_n-ヘキサン抽出物質(油分等)_日間平均値_平均値,n-ヘキサン抽出物質(油分等)_日間平均値_平均値,地点統一番号,m_カドミウム,n_カドミウム,C_カドミウム_最大値,カドミウム_最大値,C_カドミウム_平均値,カドミウム_平均値,m_全シアン,n_全シアン,C_全シアン_最大値,全シアン_最大値,C_全シアン_平均値,全シアン_平均値,m_鉛,n_鉛,C_鉛_最大値,鉛_最大値,C_鉛_平均値,鉛_平均値,m_六価クロム,n_六価クロム,C_六価クロム_最大値,六価クロム_最大値,C_六価クロム_平均値,六価クロム_平均値,m_砒素,n_砒素,C_砒素_最大値,砒素_最大値,C_砒素_平均値,砒素_平均値,m_総水銀,n_総水銀,C_総水銀_最大値,総水銀_最大値,C_総水銀_平均値,総水銀_平均値,総水銀_定量限界値未満の検体数,m_アルキル水銀,n_アルキル水銀,C_アルキル水銀_最大値,アルキル水銀_最大値,C_アルキル水銀_平均値,アルキル水銀_平均値,m_PCB,n_PCB,C_PCB_最大値,PCB_最大値,C_PCB_平均値,PCB_平均値,m_有機リン,n_有機リン,C_有機リン_最大値,有機リン_最大値,C_有機リン_平均値,有機リン_平均値,m_ジクロロメタン,n_ジクロロメタン,C_ジクロロメタン_最大値,ジクロロメタン_最大値,C_ジクロロメタン_平均値,ジクロロメタン_平均値,m_四塩化炭素,n_四塩化炭素,C_四塩化炭素_最大値,四塩化炭素_最大値,C_四塩化炭素_平均値,四塩化炭素_平均値,m_1、2-ジクロロエタン,n_1、2-ジクロロエタン,C_1、2-ジクロロエタン_最大値,1、2-ジクロロエタン_最大値,C_1、2-ジクロロエタン_平均値,1、2-ジクロロエタン_平均値,m_1、1-ジクロロエチレン,n_1、1-ジクロロエチレン,C_1、1-ジクロロエチレン_最大値,1、1-ジクロロエチレン_最大値,C_1、1-ジクロロエチレン_平均値,1、1-ジクロロエチレン_平均値,m_シス-1、2-ジクロロエチレン,n_シス-1、2-ジクロロエチレン,C_シス-1、2-ジクロロエチレン_最大値,シス-1、2-ジクロロエチレン_最大値,C_シス-1、2-ジクロロエチレン_平均値,シス-1、2-ジクロロエチレン_平均値,m_1、1、1-トリクロロエタン,n_1、1、1-トリクロロエタン,C_1、1、1-トリクロロエタン_最大値,1、1、1-トリクロロエタン_最大値,C_1、1、1-トリクロロエタン_平均値,1、1、1-トリクロロエタン_平均値,m_1、1、2-トリクロロエタン,n_1、1、2-トリクロロエタン,C_1、1、2-トリクロロエタン_最大値,1、1、2-トリクロロエタン_最大値,C_1、1、2-トリクロロエタン_平均値,1、1、2-トリクロロエタン_平均値,m_トリクロロエチレン,n_トリクロロエチレン,C_トリクロロエチレン_最大値,トリクロロエチレン_最大値,C_トリクロロエチレン_平均値,トリクロロエチレン_平均値,m_テトラクロロエチレン,n_テトラクロロエチレン,C_テトラクロロエチレン_最大値,テトラクロロエチレン_最大値,C_テトラクロロエチレン_平均値,テトラクロロエチレン_平均値,m_1、3-ジクロロプロペン,n_1、3-ジクロロプロペン,C_1、3-ジクロロプロペン_最大値,1、3-ジクロロプロペン_最大値,C_1、3-ジクロロプロペン_平均値,1、3-ジクロロプロペン_平均値,m_チウラム,n_チウラム,C_チウラム_最大値,チウラム_最大値,C_チウラム_平均値,チウラム_平均値,m_シマジン,n_シマジン,C_シマジン_最大値,シマジン_最大値,C_シマジン_平均値,シマジン_平均値,m_チオベンカルブ,n_チオベンカルブ,C_チオベンカルブ_最大値,チオベンカルブ_最大値,C_チオベンカルブ_平均値,チオベンカルブ_平均値,m_ベンゼン,n_ベンゼン,C_ベンゼン_最大値,ベンゼン_最大値,C_ベンゼン_平均値,ベンゼン_平均値,m_セレン,n_セレン,C_セレン_最大値,セレン_最大値,C_セレン_平均値,セレン_平均値,m_硝酸性窒素及び亜硝酸性窒素,ｎ_硝酸性窒素及び亜硝酸性窒素,C_硝酸性窒素及び亜硝酸性窒素_最大値,硝酸性窒素及び亜硝酸性窒素_最大値,C_硝酸性窒素及び亜硝酸性窒素_平均値,硝酸性窒素及び亜硝酸性窒素_平均値,m_亜硝酸性窒素,n_亜硝酸性窒素,C_亜硝酸性窒素_最大値,亜硝酸性窒素_最大値,C_亜硝酸性窒素_平均値,亜硝酸性窒素_平均値,m_ふっ素,n_ふっ素,C_ふっ素_最大値,ふっ素_最大値,C_ふっ素_平均値,ふっ素_平均値,m_ほう素,n_ほう素,C_ほう素_最大値,ほう素_最大値,C_ほう素_平均値,ほう素_平均値,ＲＬＳ識別コード,水系コード,絶対番号_y,地点新設等コード,ＣＯＤ等基準点識別コード,水域名称_漢字,水域名称_カタカナ,水域名称_ローマ字,地点名称_漢字,地点名称_カタカナ,地点名称_ローマ字,類型,達成期間,指定区分,類型指定年_ＣＯＤ等,類型指定月_ＣＯＤ等,類型指定日_ＣＯＤ等,特例１,特例２,特例３,特例４,特例５,ＣＯＤの測定方法,県際水域コード,県際地点コード,測定中止年,測定中止月,測定中止日,測定再開年,測定再開月,測定再開日,ＮＰ測定コード,ＮＰ基準点識別コード,ＮＰ水域コード,ＮＰ水域名称_漢字,ＮＰ水域名称_カタカナ,ＮＰ水域名称_ローマ字,ＮＰ地点名称_漢字,ＮＰ地点名称_カタカナ,ＮＰ地点名称_ローマ字,ＮＰ類型,ＮＰ達成期間,ＮＰ指定区分,ＮＰ類型指定年,ＮＰ類型指定月,ＮＰ類型指定日,Ｎ指定の有無,Ｐ指定の有無,Ｎ暫定基準値,Ｐ暫定基準値,ＮＰ基準の特例,Ｎ測定方法,Ｐ測定方法,ＮＰ県際水域コード,ＮＰ県際地点コード,ＮＰ測定中止年,ＮＰ測定中止月,ＮＰ測定中止日,ＮＰ測定再開年,ＮＰ測定再開月,ＮＰ測定再開日,水道の取水地点,水質年鑑コード,推定絶対番号,推定水系コード,備考,緯度_Ｎ,経度_Ｅ,緯度_Ｎ_dms,経度_Ｅ_dms
97,1978,111054.0,1,71,52.0,0.0,#,7.0,#,7.8,0.0,4.0,#,8.8,#,11.0,0.0,4.0,#,9.9,#,0.6,#,1.0,0.0,4.0,#,0.6,#,1.0,0.0,4.0,#,0.7,#,0.7,#,0.8,,,,,,,,,,,,,,,,,,,#,0,#,21.0,0.0,4.0,#,5.0,#,91.0,#,1100.0,1.0,4.0,#,470.0,,,,,,,,,0107152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,111054,2,,貫気別川中流,ヌツキベツガワ チユウリユウ,,二股橋（壮滝別川）,フタマタバシ,,A,2.0,3.0,1972.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111110.0,81219.0,,42.63750000,140.69805556, 42:38:15,140:41:53
98,1978,111064.0,1,72,1.0,0.0,#,4.2,#,7.8,1.0,4.0,#,8.8,#,11.0,0.0,3.0,#,10.0,#,0.5,#,1.0,0.0,3.0,#,0.5,#,1.0,0.0,3.0,#,0.6,#,0.5,#,1.0,,,,,,,,,,,,,,,,,,,#,10,#,20.0,0.0,3.0,#,13.0,#,230.0,#,1100.0,0.0,3.0,#,520.0,,,,,,,,,0107201,0.0,1.0,<,0.001,<,0.001,,,,,,,0.0,1.0,<,0.005,<,0.005,,,,,,,0.0,1.0,<,0.005,<,0.005,0.0,1.0,#,0.0005,#,0.0005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,111064,2,,貫気別川下流,ヌツキベツガワ カリユウ,,岩見橋,イワミバシ,,B,2.0,3.0,1972.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111120.0,81219.0,,42.59916667,140.70305556, 42:35:57,140:42:11
99,1978,111074.0,1,73,1.0,0.0,#,6.8,#,7.4,0.0,6.0,#,8.5,#,13.0,0.0,6.0,#,11.0,#,0.2,#,1.6,1.0,6.0,#,0.2,#,1.6,1.0,6.0,#,0.6,#,0.5,#,0.8,,,,,,,,,,,,,,,,,,,#,0,#,1.0,0.0,6.0,#,0.0,#,0.0,#,350.0,1.0,6.0,#,63.0,,,,,,,,,0107301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,111074,2,,松倉川上流,マツクラガワ ジヨウリユウ,,三森橋（寅沢川合流前）,ミツモリバシ,,AA,1.0,3.0,1972.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111130.0,81516.0,,41.85694444,140.86194444, 41:51:25,140:51:43
100,1978,111084.0,1,73,51.0,0.0,#,4.9,#,7.1,5.0,6.0,#,8.2,#,13.0,0.0,6.0,#,10.0,#,0.2,#,5.4,1.0,6.0,#,0.2,#,5.4,1.0,6.0,#,1.4,#,0.8,#,1.0,,,,,,,,,,,,,,,,,,,#,3,#,11.0,0.0,6.0,#,7.0,#,0.0,#,49000.0,1.0,6.0,#,8100.0,,,,,,,,,0107351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,111084,2,,松倉川上流,マツクラガワ ジヨウリユウ,,松倉川合流前,マツクラガワゴウリユウマエ,,AA,1.0,3.0,1972.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111140.0,81516.0,,41.85638889,140.85972222, 41:51:23,140:51:35
101,1978,111094.0,1,74,1.0,0.0,#,6.9,#,7.4,0.0,6.0,#,8.2,#,13.0,0.0,6.0,#,10.0,#,0.2,#,1.6,0.0,6.0,#,0.2,#,1.6,0.0,6.0,#,0.8,#,0.8,#,1.2,,,,,,,,,,,,,,,,,,,#,0,#,4.0,0.0,6.0,#,2.0,#,2.0,#,110.0,0.0,6.0,#,29.0,,,,,,,,,0107401,0.0,1.0,<,0.001,<,0.001,0.0,1.0,#,0.1,#,0.1,0.0,1.0,<,0.005,<,0.005,0.0,1.0,<,0.02,<,0.02,0.0,1.0,<,0.005,<,0.005,0.0,1.0,#,0.0005,#,0.0005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,111094,2,,松倉川中流,マツクラガワ チユウリユウ,,下鱒川合流前,シモマスガワゴウリユウマエ,,A,1.0,3.0,1972.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111160.0,81516.0,,41.82277778,140.84694444, 41:49:22,140:50:49
102,1978,111104.0,1,75,1.0,0.0,#,4.8,#,7.5,1.0,6.0,#,6.3,#,11.0,0.0,5.0,#,9.2,#,4.4,#,8.0,5.0,5.0,#,4.4,#,8.0,5.0,5.0,#,5.7,#,5.3,#,6.6,,,,,,,,,,,,,,,,,,,#,9,#,16.0,0.0,5.0,#,12.0,#,33000.0,#,14000000.0,5.0,5.0,#,3100000.0,,,,,,,,,0107501,0.0,2.0,<,0.001,<,0.001,0.0,1.0,#,0.1,#,0.1,0.0,2.0,<,0.005,<,0.005,0.0,1.0,<,0.02,<,0.02,0.0,2.0,#,0.008,#,0.007,0.0,6.0,#,0.0005,#,0.0005,,,,,,,,0.0,1.0,#,0.0005,#,0.0005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,111104,2,,松倉川下流,マツクラガワ カリユウ,,河口,カコウ,,B,2.0,3.0,1972.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111170.0,81516.0,,41.77361111,140.78694444, 41:46:25,140:47:13
103,1978,111114.0,1,75,51.0,0.0,#,6.7,#,7.8,0.0,6.0,#,8.7,#,13.0,0.0,6.0,#,10.0,#,0.9,#,4.7,3.0,6.0,#,0.9,#,4.7,3.0,6.0,#,2.9,#,2.7,#,4.5,,,,,,,,,,,,,,,,,,,#,3,#,8.0,0.0,6.0,#,6.0,#,6800.0,#,540000.0,6.0,6.0,#,190000.0,,,,,,,,,0107551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,#,0.0005,#,0.0005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,111114,2,,松倉川下流,マツクラガワ カリユウ,,月見橋,ツキミバシ,,B,2.0,3.0,1972.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111180.0,,,41.77555556,140.79000000, 41:46:32,140:47:24
104,1978,111124.0,1,75,52.0,0.0,#,6.7,#,7.6,0.0,6.0,#,8.6,#,13.0,0.0,6.0,#,11.0,#,0.9,#,2.7,0.0,6.0,#,0.9,#,2.7,0.0,6.0,#,1.8,#,1.8,#,2.1,,,,,,,,,,,,,,,,,,,#,2,#,6.0,0.0,6.0,#,4.0,#,490.0,#,24000.0,4.0,6.0,#,10000.0,,,,,,,,,0107552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,111124,2,,松倉川下流,マツクラガワ カリユウ,,松倉橋,マツクラバシ,,B,2.0,3.0,1972.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111190.0,81516.0,,41.77638889,140.79305556, 41:46:35,140:47:35
105,1978,111134.0,1,75,53.0,0.0,#,6.9,#,7.8,0.0,6.0,#,9.1,#,13.0,0.0,6.0,#,11.0,#,0.7,#,1.1,0.0,6.0,#,0.7,#,1.1,0.0,6.0,#,0.9,#,0.9,#,1.0,,,,,,,,,,,,,,,,,,,#,1,#,10.0,0.0,6.0,#,4.0,#,330.0,#,13000.0,2.0,6.0,#,4600.0,,,,,,,,,0107553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,111134,2,,松倉川下流,マツクラガワ カリユウ,,松聖橋,シヨウセイバシ,,B,2.0,3.0,1972.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111200.0,81516.0,,41.78472222,140.80916667, 41:47:05,140:48:33
106,1978,111144.0,1,76,1.0,0.0,#,6.9,#,8.1,0.0,6.0,#,8.3,#,13.0,0.0,6.0,#,11.0,#,0.2,#,0.9,0.0,6.0,#,0.2,#,0.9,0.0,6.0,#,0.4,#,0.4,#,0.4,,,,,,,,,,,,,,,,,,,#,1,#,9.0,0.0,6.0,#,4.0,#,79.0,#,1700.0,6.0,6.0,#,460.0,,,,,,,,,0107601,0.0,2.0,<,0.001,<,0.001,0.0,2.0,#,0.1,#,0.1,0.0,2.0,<,0.005,<,0.005,0.0,2.0,<,0.02,<,0.02,0.0,2.0,#,0.014,#,0.01,0.0,2.0,#,0.0005,#,0.0005,,0.0,2.0,#,0.0005,#,0.0005,,,,,,,0.0,2.0,#,0.1,#,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,111144,2,,,シリベシトシベツガワジヨウリユウ,,,スミヨシリユウリヨウカンソクジヨ,,AA,1.0,3.0,1972.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111250.0,,,42.41083333,140.10500000, 42:24:39,140:06:18
107,1978,111154.0,1,77,1.0,0.0,#,6.8,#,7.7,0.0,12.0,#,7.9,#,14.0,0.0,12.0,#,11.0,#,0.2,#,1.2,0.0,12.0,#,0.2,#,1.2,0.0,12.0,#,0.5,#,0.4,#,0.6,,,,,,,,,,,,,,,,,,,#,3,#,56.0,1.0,12.0,#,9.0,#,5.0,#,7900.0,8.0,12.0,#,2800.0,,,,,,,,,0107701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,111154,2,,後志利別川中流,シリベシトシベツガワ チユウリユウ,,今金橋（今金）,イマガネバシ,,A,1.0,3.0,1972.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111260.0,81009.0,,42.42250000,140.00916667, 42:25:21,140:00:33
108,1978,111164.0,1,78,1.0,0.0,#,7.1,#,7.6,0.0,6.0,#,8.7,#,14.0,0.0,6.0,#,11.0,#,0.3,#,1.2,1.0,6.0,#,0.3,#,1.2,1.0,6.0,#,0.6,#,0.5,#,0.6,,,,,,,,,,,,,,,,,,,#,1,#,15.0,0.0,6.0,#,4.0,#,2.0,#,1300.0,5.0,6.0,#,540.0,,,,,,,,,0107801,0.0,2.0,<,0.001,<,0.001,0.0,2.0,#,0.1,#,0.1,0.0,2.0,<,0.005,<,0.005,0.0,2.0,<,0.02,<,0.02,0.0,2.0,#,0.01,#,0.008,0.0,2.0,#,0.0005,#,0.0005,,0.0,2.0,#,0.0005,#,0.0005,,,,,,,0.0,2.0,#,0.1,#,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,111164,2,,後志利別川下流（１）,シリベシトシベツガワカリユウ(1),,北檜山町北檜山簡水取水口,キタヒヤマカンスイシユスイクチ,,AA,1.0,3.0,1972.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111270.0,81009.0,,42.43583333,139.89472222, 42:26:09,139:53:41
109,1978,111174.0,1,79,1.0,0.0,#,6.7,#,7.8,0.0,24.0,#,7.7,#,15.0,0.0,23.0,#,11.0,#,0.2,#,1.4,0.0,23.0,#,0.2,#,1.2,0.0,12.0,#,0.6,#,0.6,#,0.7,,,,,,,,,,,,,,,,,,,#,3,#,96.0,4.0,23.0,#,19.0,#,110.0,#,79000.0,9.0,23.0,#,12000.0,,,,,,,,,0107901,0.0,3.0,#,0.004,#,0.002,0.0,2.0,#,0.1,#,0.1,0.0,13.0,#,0.014,#,0.007,0.0,2.0,<,0.02,<,0.02,0.0,3.0,<,0.005,<,0.005,0.0,3.0,#,0.0005,#,0.0005,,0.0,2.0,#,0.0005,#,0.0005,0.0,1.0,#,0.0005,#,0.0005,0.0,2.0,#,0.1,#,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,111174,2,,後志利別川下流（２）,シリベシトシベツガワカリユウ(2),,兜野橋（利別河口）,カブトノバシ,,B,1.0,3.0,1972.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111280.0,81009.0,,42.41472222,139.85972222, 42:24:53,139:51:35
110,1978,111184.0,1,80,1.0,0.0,#,6.8,#,7.8,0.0,4.0,#,8.6,#,10.0,0.0,4.0,#,9.2,#,0.5,#,1.4,2.0,4.0,#,0.5,#,1.4,2.0,4.0,#,1.0,#,1.2,#,1.4,,,,,,,,,,,,,,,,,,,#,0,#,55.0,1.0,4.0,#,14.0,#,93.0,#,460.0,4.0,4.0,#,230.0,,,,,,,,,0108001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,111184,2,,尻別川上流,シリベツガワ ジヨウリユウ,,相川橋（喜茂別）,アイカワバシ,,AA,1.0,3.0,1972.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111290.0,81008.0,,42.79055556,140.93305556, 42:47:26,140:55:59
111,1978,111194.0,1,81,1.0,0.0,#,6.8,#,7.7,0.0,4.0,#,9.0,#,10.0,0.0,4.0,#,9.7,#,0.6,#,1.6,0.0,4.0,#,0.6,#,1.6,0.0,4.0,#,0.9,#,0.8,#,0.9,,,,,,,,,,,,,,,,,,,#,2,#,26.0,1.0,4.0,#,10.0,#,430.0,#,1500.0,2.0,4.0,#,870.0,,,,,,,,,0108101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,111194,2,,尻別川中流,シリベツガワ チユウリユウ,,目名橋,メナバシ,,A,1.0,3.0,1972.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111300.0,81008.0,,42.86055556,140.87472222, 42:51:38,140:52:29
112,1978,111204.0,1,82,1.0,0.0,#,6.8,#,7.6,0.0,4.0,#,7.4,#,12.0,1.0,4.0,#,9.6,#,0.8,#,1.2,0.0,4.0,#,0.8,#,1.2,0.0,4.0,#,0.9,#,0.8,#,0.9,,,,,,,,,,,,,,,,,,,#,0,#,19.0,0.0,4.0,#,5.0,#,36.0,#,4800.0,1.0,4.0,#,1400.0,,,,,,,,,0108201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,111204,2,,尻別川下流（１）,シリベツガワ カリユウ (1),,名駒捕獲場,ナコマホカクジヨウ,,A,1.0,3.0,1972.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111310.0,81008.0,,42.81361111,140.44861111, 42:48:49,140:26:55
113,1978,111214.0,1,83,1.0,0.0,#,6.8,#,7.7,0.0,24.0,#,7.7,#,15.0,0.0,24.0,#,11.0,#,0.5,#,3.8,1.0,24.0,#,0.7,#,3.2,1.0,12.0,#,1.1,#,0.9,#,1.1,,,,,,,,,,,,,,,,,,,#,0,#,49.0,3.0,24.0,#,14.0,#,130.0,#,17000.0,11.0,24.0,#,5900.0,,,,,,,,,0108301,0.0,2.0,<,0.001,<,0.001,0.0,2.0,#,0.1,#,0.1,0.0,11.0,#,0.011,#,0.006,0.0,2.0,<,0.02,<,0.02,0.0,11.0,#,0.006,#,0.005,0.0,2.0,#,0.0005,#,0.0005,,0.0,2.0,#,0.0005,#,0.0005,0.0,1.0,#,0.0005,#,0.0005,0.0,2.0,#,0.1,#,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,111214,2,,,シリベツガワ カリユウ (2),,,ナコマリユウリヨウカンソクジヨ,,B,2.0,3.0,1972.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111320.0,,,42.81138889,140.46638889, 42:48:41,140:27:59
