,西暦年度,絶対番号_x,県コード_地点統一番号,水域コード_地点統一番号,地点コード_地点統一番号,調査区分,C_pH_最小値,pH_最小値,C_pH_最大値,pH_最大値,m_pH,n_pH,C_DO_最小値,DO_最小値,C_DO_最大値,DO_最大値,m_DO,n_DO,C_DO_日間平均値_平均値,DO_日間平均値_平均値,C_BOD_最小値,BOD_最小値,C_BOD_最大値,BOD_最大値,m_BOD,n_BOD,C_BOD_日間平均値_最小値,BOD_日間平均値_最小値,C_BOD_日間平均値_最大値,BOD_日間平均値_最大値,x_BOD,y_BOD,C_BOD_日間平均値_平均値,BOD_日間平均値_平均値,C_BOD_日間平均値_中央値,BOD_日間平均値_中央値,C_BOD_日間平均値_75%値,BOD_日間平均値_75%値,C_COD_最小値,COD_最小値,C_COD_最大値,COD_最大値,m_COD,n_COD,C_COD_日間平均値_最小値,COD_日間平均値_最小値,C_COD_日間平均値_最大値,COD_日間平均値_最大値,x_COD,y_COD,C_COD_日間平均値_平均値,COD_日間平均値_平均値,C_COD_日間平均値_中央値,COD_日間平均値_中央値,C_COD_日間平均値_75%値,COD_日間平均値_75%値,C_SS_最小値,SS_最小値,C_SS_最大値,SS_最大値,m_SS,n_SS,C_SS_日間平均値_平均値,SS_日間平均値_平均値,C_大腸菌群数_最小値,大腸菌群数_最小値,C_大腸菌群数_最大値,大腸菌群数_最大値,m_大腸菌群数,n_大腸菌群数,C_大腸菌群数_日間平均値_平均値,大腸菌群数_日間平均値_平均値,C_n-ヘキサン抽出物質（油分等）_最小値,n-ヘキサン抽出物質（油分等)_最小値,C_n-ヘキサン抽出物質(油分等)_最大値,n-ヘキサン抽出物質(油分等)_最大値,m_n-ヘキサン抽出物質(油分等),n_n-ヘキサン抽出物質(油分等),C_n-ヘキサン抽出物質(油分等)_日間平均値_平均値,n-ヘキサン抽出物質(油分等)_日間平均値_平均値,地点統一番号,m_カドミウム,n_カドミウム,C_カドミウム_最大値,カドミウム_最大値,C_カドミウム_平均値,カドミウム_平均値,m_全シアン,n_全シアン,C_全シアン_最大値,全シアン_最大値,C_全シアン_平均値,全シアン_平均値,m_鉛,n_鉛,C_鉛_最大値,鉛_最大値,C_鉛_平均値,鉛_平均値,m_六価クロム,n_六価クロム,C_六価クロム_最大値,六価クロム_最大値,C_六価クロム_平均値,六価クロム_平均値,m_砒素,n_砒素,C_砒素_最大値,砒素_最大値,C_砒素_平均値,砒素_平均値,m_総水銀,n_総水銀,C_総水銀_最大値,総水銀_最大値,C_総水銀_平均値,総水銀_平均値,総水銀_定量限界値未満の検体数,m_アルキル水銀,n_アルキル水銀,C_アルキル水銀_最大値,アルキル水銀_最大値,C_アルキル水銀_平均値,アルキル水銀_平均値,m_PCB,n_PCB,C_PCB_最大値,PCB_最大値,C_PCB_平均値,PCB_平均値,m_有機リン,n_有機リン,C_有機リン_最大値,有機リン_最大値,C_有機リン_平均値,有機リン_平均値,m_ジクロロメタン,n_ジクロロメタン,C_ジクロロメタン_最大値,ジクロロメタン_最大値,C_ジクロロメタン_平均値,ジクロロメタン_平均値,m_四塩化炭素,n_四塩化炭素,C_四塩化炭素_最大値,四塩化炭素_最大値,C_四塩化炭素_平均値,四塩化炭素_平均値,m_1、2-ジクロロエタン,n_1、2-ジクロロエタン,C_1、2-ジクロロエタン_最大値,1、2-ジクロロエタン_最大値,C_1、2-ジクロロエタン_平均値,1、2-ジクロロエタン_平均値,m_1、1-ジクロロエチレン,n_1、1-ジクロロエチレン,C_1、1-ジクロロエチレン_最大値,1、1-ジクロロエチレン_最大値,C_1、1-ジクロロエチレン_平均値,1、1-ジクロロエチレン_平均値,m_シス-1、2-ジクロロエチレン,n_シス-1、2-ジクロロエチレン,C_シス-1、2-ジクロロエチレン_最大値,シス-1、2-ジクロロエチレン_最大値,C_シス-1、2-ジクロロエチレン_平均値,シス-1、2-ジクロロエチレン_平均値,m_1、1、1-トリクロロエタン,n_1、1、1-トリクロロエタン,C_1、1、1-トリクロロエタン_最大値,1、1、1-トリクロロエタン_最大値,C_1、1、1-トリクロロエタン_平均値,1、1、1-トリクロロエタン_平均値,m_1、1、2-トリクロロエタン,n_1、1、2-トリクロロエタン,C_1、1、2-トリクロロエタン_最大値,1、1、2-トリクロロエタン_最大値,C_1、1、2-トリクロロエタン_平均値,1、1、2-トリクロロエタン_平均値,m_トリクロロエチレン,n_トリクロロエチレン,C_トリクロロエチレン_最大値,トリクロロエチレン_最大値,C_トリクロロエチレン_平均値,トリクロロエチレン_平均値,m_テトラクロロエチレン,n_テトラクロロエチレン,C_テトラクロロエチレン_最大値,テトラクロロエチレン_最大値,C_テトラクロロエチレン_平均値,テトラクロロエチレン_平均値,m_1、3-ジクロロプロペン,n_1、3-ジクロロプロペン,C_1、3-ジクロロプロペン_最大値,1、3-ジクロロプロペン_最大値,C_1、3-ジクロロプロペン_平均値,1、3-ジクロロプロペン_平均値,m_チウラム,n_チウラム,C_チウラム_最大値,チウラム_最大値,C_チウラム_平均値,チウラム_平均値,m_シマジン,n_シマジン,C_シマジン_最大値,シマジン_最大値,C_シマジン_平均値,シマジン_平均値,m_チオベンカルブ,n_チオベンカルブ,C_チオベンカルブ_最大値,チオベンカルブ_最大値,C_チオベンカルブ_平均値,チオベンカルブ_平均値,m_ベンゼン,n_ベンゼン,C_ベンゼン_最大値,ベンゼン_最大値,C_ベンゼン_平均値,ベンゼン_平均値,m_セレン,n_セレン,C_セレン_最大値,セレン_最大値,C_セレン_平均値,セレン_平均値,m_硝酸性窒素及び亜硝酸性窒素,ｎ_硝酸性窒素及び亜硝酸性窒素,C_硝酸性窒素及び亜硝酸性窒素_最大値,硝酸性窒素及び亜硝酸性窒素_最大値,C_硝酸性窒素及び亜硝酸性窒素_平均値,硝酸性窒素及び亜硝酸性窒素_平均値,m_亜硝酸性窒素,n_亜硝酸性窒素,C_亜硝酸性窒素_最大値,亜硝酸性窒素_最大値,C_亜硝酸性窒素_平均値,亜硝酸性窒素_平均値,m_ふっ素,n_ふっ素,C_ふっ素_最大値,ふっ素_最大値,C_ふっ素_平均値,ふっ素_平均値,m_ほう素,n_ほう素,C_ほう素_最大値,ほう素_最大値,C_ほう素_平均値,ほう素_平均値,ＲＬＳ識別コード,水系コード,絶対番号_y,地点新設等コード,ＣＯＤ等基準点識別コード,水域名称_漢字,水域名称_カタカナ,水域名称_ローマ字,地点名称_漢字,地点名称_カタカナ,地点名称_ローマ字,類型,達成期間,指定区分,類型指定年_ＣＯＤ等,類型指定月_ＣＯＤ等,類型指定日_ＣＯＤ等,特例１,特例２,特例３,特例４,特例５,ＣＯＤの測定方法,県際水域コード,県際地点コード,測定中止年,測定中止月,測定中止日,測定再開年,測定再開月,測定再開日,ＮＰ測定コード,ＮＰ基準点識別コード,ＮＰ水域コード,ＮＰ水域名称_漢字,ＮＰ水域名称_カタカナ,ＮＰ水域名称_ローマ字,ＮＰ地点名称_漢字,ＮＰ地点名称_カタカナ,ＮＰ地点名称_ローマ字,ＮＰ類型,ＮＰ達成期間,ＮＰ指定区分,ＮＰ類型指定年,ＮＰ類型指定月,ＮＰ類型指定日,Ｎ指定の有無,Ｐ指定の有無,Ｎ暫定基準値,Ｐ暫定基準値,ＮＰ基準の特例,Ｎ測定方法,Ｐ測定方法,ＮＰ県際水域コード,ＮＰ県際地点コード,ＮＰ測定中止年,ＮＰ測定中止月,ＮＰ測定中止日,ＮＰ測定再開年,ＮＰ測定再開月,ＮＰ測定再開日,水道の取水地点,水質年鑑コード,推定絶対番号,推定水系コード,備考,緯度_Ｎ,経度_Ｅ,緯度_Ｎ_dms,経度_Ｅ_dms
689,1981,410710,4,25,1,0.0,#,6.8,#,7.9,0.0,12.0,#,7.0,#,13.0,1.0,12.0,#,10.0,<,0.5,#,1.1,0.0,12.0,<,0.5,#,1.1,0.0,12.0,#,0.7,#,0.7,#,0.8,,,,,,,,,,,,,,,,,,,#,7.0,#,48.0,2.0,12.0,#,18.0,#,220.0,#,23000.0,11.0,12.0,#,7300.0,,,,,,,,,0402501,0.0,3.0,<,0.005,<,0.005,0.0,3.0,N,0.1,N,0.1,0.0,3.0,<,0.05,<,0.05,0.0,3.0,<,0.02,<,0.02,0.0,3.0,<,0.02,<,0.02,0.0,6.0,<,0.0005,<,0.0005,6.0,0.0,6.0,N,0.0005,N,0.0005,0.0,1.0,N,0.0005,N,0.0005,0.0,3.0,N,0.1,N,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,82018.0,410710,2,1,鳴瀬川中流,ナルセガワチユウリユウ,,南郷,ナンゴウ,,A,1.0,3.0,1972.0,4.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,04R303,,,,38.47388889,141.12750000, 38:28:26,141:07:39
690,1981,410720,4,25,51,0.0,#,6.8,#,7.2,0.0,6.0,#,8.6,#,13.0,0.0,6.0,#,11.0,<,0.5,#,0.6,0.0,6.0,<,0.5,#,0.6,0.0,6.0,#,0.5,<,0.5,#,0.6,,,,,,,,,,,,,,,,,,,#,1.0,#,32.0,1.0,6.0,#,9.0,#,330.0,#,23000.0,3.0,6.0,#,4700.0,,,,,,,,,0402551,0.0,2.0,<,0.005,<,0.005,0.0,2.0,N,0.1,N,0.1,0.0,2.0,<,0.05,<,0.05,0.0,2.0,<,0.02,<,0.02,0.0,2.0,<,0.02,<,0.02,0.0,6.0,<,0.0005,<,0.0005,6.0,0.0,6.0,N,0.0005,N,0.0005,,,,,,,0.0,2.0,N,0.1,N,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,82018.0,410720,2,2,鳴瀬川中流,ナルセガワチユウリユウ,,中新田,ナカニイダ,,A,1.0,3.0,1972.0,4.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.55944444,140.85666667, 38:33:34,140:51:24
691,1981,410730,4,25,52,0.0,#,6.8,#,7.4,0.0,18.0,#,7.2,#,15.0,1.0,18.0,#,11.0,#,0.5,#,1.7,0.0,18.0,#,0.5,#,1.7,0.0,12.0,#,1.0,#,0.9,#,1.1,,,,,,,,,,,,,,,,,,,#,4.0,#,31.0,1.0,18.0,#,10.0,#,230.0,>,24000.0,15.0,18.0,>,5200.0,,,,,,,,,0402552,0.0,12.0,<,0.005,<,0.005,0.0,12.0,N,0.1,N,0.1,0.0,12.0,<,0.05,<,0.05,0.0,12.0,<,0.02,<,0.02,0.0,12.0,<,0.02,<,0.02,0.0,12.0,<,0.0005,<,0.0005,12.0,,,,,,,0.0,1.0,N,0.0005,N,0.0005,0.0,12.0,N,0.1,N,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,82018.0,410730,2,2,鳴瀬川中流,ナルセガワチユウリユウ,,三本木,サンボンギ,,A,1.0,3.0,1972.0,4.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.52638889,140.94666667, 38:31:35,140:56:48
692,1981,410740,4,25,53,0.0,#,6.9,#,7.4,0.0,18.0,#,6.6,#,14.0,5.0,18.0,#,10.0,#,0.5,#,1.8,0.0,18.0,#,0.6,#,1.8,0.0,12.0,#,1.0,#,0.9,#,1.0,,,,,,,,,,,,,,,,,,,#,3.0,#,62.0,3.0,18.0,#,15.0,#,790.0,>,35000.0,17.0,18.0,>,22000.0,,,,,,,,,0402553,0.0,12.0,<,0.005,<,0.005,0.0,12.0,N,0.1,N,0.1,0.0,12.0,<,0.05,<,0.05,0.0,12.0,<,0.02,<,0.02,0.0,12.0,<,0.02,<,0.02,0.0,12.0,<,0.0005,<,0.0005,12.0,,,,,,,0.0,1.0,N,0.0005,N,0.0005,0.0,12.0,N,0.1,N,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,82018.0,410740,2,2,鳴瀬川中流,ナルセガワチユウリユウ,,下中ノ目,シモナカノメ,,A,1.0,3.0,1972.0,4.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.53166667,141.00638889, 38:31:54,141:00:23
693,1981,410750,4,26,1,0.0,#,6.8,#,7.6,0.0,30.0,#,6.4,#,13.0,0.0,30.0,#,10.0,#,0.5,#,2.6,0.0,30.0,#,0.5,#,2.6,0.0,24.0,#,1.1,#,1.0,#,1.3,,,,,,,,,,,,,,,,,,,<,1.0,#,54.0,5.0,30.0,#,17.0,#,790.0,#,35000.0,16.0,30.0,#,8500.0,,,,,,,,,0402601,0.0,12.0,<,0.005,<,0.005,0.0,12.0,N,0.1,N,0.1,0.0,12.0,<,0.05,<,0.05,0.0,12.0,<,0.02,<,0.02,0.0,12.0,<,0.02,<,0.02,0.0,12.0,<,0.0005,<,0.0005,12.0,,,,,,,0.0,1.0,N,0.0005,N,0.0005,0.0,12.0,N,0.1,N,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,82018.0,410750,2,1,鳴瀬川下流,ナルセガワカリユウ,,小野,オノ,,B,1.0,3.0,1972.0,4.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,04R308,,,,38.40750000,141.14972222, 38:24:27,141:08:59
694,1981,410770,4,27,1,0.0,#,6.8,#,7.8,0.0,12.0,#,8.2,#,15.0,0.0,12.0,#,11.0,#,0.5,#,2.4,1.0,12.0,#,0.5,#,2.4,1.0,12.0,#,1.2,#,1.1,#,1.4,,,,,,,,,,,,,,,,,,,#,4.0,#,100.0,3.0,12.0,#,29.0,#,790.0,#,49000.0,10.0,12.0,#,10000.0,,,,,,,,,0402701,0.0,3.0,<,0.005,<,0.005,0.0,3.0,N,0.1,N,0.1,0.0,3.0,<,0.05,<,0.05,0.0,3.0,<,0.02,<,0.02,0.0,3.0,<,0.02,<,0.02,0.0,6.0,<,0.0005,<,0.0005,6.0,0.0,6.0,N,0.0005,N,0.0005,,,,,,,0.0,3.0,N,0.1,N,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,82250.0,410770,2,1,七北田川上流,ナナキタガワジヨウリユウ,,七北田橋,ナナキタバシ,,A,1.0,3.0,1972.0,4.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,04R331,,,,38.31722222,140.88666667, 38:19:02,140:53:12
695,1981,410800,4,28,1,0.0,#,7.0,#,7.5,0.0,24.0,#,6.6,#,13.0,0.0,24.0,#,9.8,#,2.2,#,6.3,14.0,24.0,#,2.5,#,5.8,8.0,12.0,#,3.7,#,3.4,#,4.1,,,,,,,,,,,,,,,,,,,#,6.0,#,70.0,6.0,24.0,#,21.0,#,800.0,#,110000.0,21.0,24.0,#,37000.0,,,,,,,,,0402801,0.0,12.0,<,0.005,<,0.005,0.0,12.0,N,0.1,N,0.1,0.0,12.0,<,0.05,<,0.05,0.0,12.0,<,0.02,<,0.02,0.0,12.0,<,0.02,<,0.02,0.0,12.0,<,0.0005,<,0.0005,12.0,0.0,12.0,N,0.0005,N,0.0005,0.0,6.0,N,0.0005,N,0.0005,0.0,12.0,N,0.1,N,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,82250.0,410800,2,1,七北田川中流,ナナキタガワチユウリユウ,,福田大橋,フクダオオハシ,,B,2.0,3.0,1972.0,4.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,04R902,,,,38.27194444,140.96138889, 38:16:19,140:57:41
696,1981,410810,4,28,51,0.0,#,7.0,#,7.9,0.0,24.0,#,6.0,#,13.0,0.0,24.0,#,10.0,#,2.0,#,6.9,13.0,24.0,#,2.2,#,6.2,7.0,12.0,#,3.6,#,3.6,#,4.0,,,,,,,,,,,,,,,,,,,#,5.0,#,48.0,2.0,24.0,#,16.0,#,3300.0,#,110000.0,20.0,24.0,#,36000.0,,,,,,,,,0402851,0.0,12.0,<,0.005,<,0.005,0.0,12.0,N,0.1,N,0.1,0.0,12.0,<,0.05,<,0.05,0.0,12.0,<,0.02,<,0.02,0.0,12.0,<,0.02,<,0.02,0.0,12.0,<,0.0005,<,0.0005,12.0,0.0,12.0,N,0.0005,N,0.0005,,,,,,,0.0,12.0,N,0.1,N,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,82250.0,410810,2,2,七北田川中流,ナナキタガワチユウリユウ,,今市橋,イマイチバシ,,B,2.0,3.0,1972.0,4.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.30527778,140.94333333, 38:18:19,140:56:36
697,1981,410850,4,29,1,0.0,#,6.6,#,7.6,0.0,24.0,#,5.6,#,12.0,0.0,24.0,#,8.5,#,1.3,#,7.0,6.0,24.0,#,1.4,#,6.9,3.0,12.0,#,3.7,#,3.0,#,4.8,,,,,,,,,,,,,,,,,,,#,7.0,#,56.0,1.0,24.0,#,19.0,#,1300.0,#,170000.0,,24.0,#,65000.0,,,,,,,,,0402901,0.0,12.0,<,0.005,<,0.005,0.0,12.0,N,0.1,N,0.1,0.0,12.0,<,0.05,<,0.05,0.0,12.0,<,0.02,<,0.02,0.0,12.0,<,0.02,<,0.02,0.0,12.0,<,0.0005,<,0.0005,12.0,0.0,12.0,N,0.0005,N,0.0005,0.0,6.0,N,0.0005,N,0.0005,0.0,12.0,N,0.1,N,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,82250.0,410850,2,1,七北田川下流,ナナキタガワカリユウ,,高砂橋,タカサゴバシ,,C,2.0,3.0,1972.0,4.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,04R903,,,,38.25833333,140.99333333, 38:15:30,140:59:36
698,1981,410900,4,30,1,0.0,#,6.9,#,7.2,0.0,6.0,#,9.1,#,13.0,0.0,6.0,#,11.0,#,1.2,#,2.7,6.0,6.0,#,1.2,#,2.7,6.0,6.0,#,1.7,#,1.6,#,1.8,,,,,,,,,,,,,,,,,,,#,1.0,#,5.0,0.0,6.0,#,3.0,#,23.0,#,3500.0,4.0,6.0,#,980.0,,,,,,,,,0403001,0.0,6.0,<,0.005,<,0.005,0.0,6.0,N,0.1,N,0.1,0.0,6.0,<,0.05,<,0.05,0.0,6.0,<,0.02,<,0.02,0.0,6.0,<,0.02,<,0.02,0.0,6.0,<,0.0005,<,0.0005,6.0,,,,,,,,,,,,,0.0,6.0,N,0.1,N,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,82019.0,410900,2,1,名取川上流,ナトリガワジヨウリユウ,,釜房ダム流入部（太郎川）,カマフサダムリユウニユウブ(タロウ),,AA,1.0,3.0,1972.0,4.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,04R4041,,,,38.20444444,140.66000000, 38:12:16,140:39:36
699,1981,410910,4,30,2,0.0,#,6.8,#,7.4,0.0,12.0,#,8.7,#,13.0,0.0,12.0,#,11.0,#,0.7,#,3.3,8.0,12.0,#,0.7,#,3.3,8.0,12.0,#,1.4,#,1.2,#,1.6,,,,,,,,,,,,,,,,,,,#,1.0,#,43.0,2.0,12.0,#,11.0,#,8.0,#,7900.0,7.0,12.0,#,760.0,,,,,,,,,0403002,0.0,12.0,<,0.005,<,0.005,0.0,12.0,N,0.1,N,0.1,0.0,12.0,<,0.05,<,0.05,0.0,12.0,<,0.02,<,0.02,0.0,12.0,<,0.02,<,0.02,0.0,12.0,<,0.0005,<,0.0005,12.0,,,,,,,,,,,,,0.0,12.0,N,0.1,N,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,82019.0,410910,2,1,名取川上流,ナトリガワジヨウリユウ,,釜房ダム流入部（北川）,カマフサダムリユウニユウブ(キタ),,AA,1.0,3.0,1972.0,4.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,04R4042,,,,38.19361111,140.66861111, 38:11:37,140:40:07
700,1981,410920,4,30,3,0.0,#,7.0,#,7.3,0.0,6.0,#,8.5,#,12.0,0.0,6.0,#,11.0,#,0.9,#,1.6,4.0,6.0,#,0.9,#,1.6,4.0,6.0,#,1.3,#,1.5,#,1.6,,,,,,,,,,,,,,,,,,,#,4.0,#,45.0,1.0,6.0,#,14.0,#,1400.0,#,92000.0,6.0,6.0,#,27000.0,,,,,,,,,0403003,0.0,6.0,<,0.005,<,0.005,0.0,6.0,N,0.1,N,0.1,0.0,6.0,<,0.05,<,0.05,0.0,6.0,<,0.02,<,0.02,0.0,6.0,<,0.02,<,0.02,0.0,6.0,<,0.0005,<,0.0005,6.0,,,,,,,,,,,,,0.0,6.0,N,0.1,N,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,82019.0,410920,2,1,名取川上流,ナトリガワジヨウリユウ,,釜房ダム流入部（前川）,カマフサダムリユウニユウブ(マエ),,AA,1.0,3.0,1972.0,4.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,04R4043,,,,38.17861111,140.67444444, 38:10:43,140:40:28
701,1981,410930,4,30,4,0.0,#,7.1,#,7.7,0.0,12.0,#,8.0,#,13.0,0.0,12.0,#,11.0,<,0.5,#,0.6,0.0,12.0,<,0.5,#,0.6,0.0,12.0,#,0.5,<,0.5,<,0.5,,,,,,,,,,,,,,,,,,,<,1.0,#,10.0,0.0,12.0,#,2.0,#,0.0,#,11000.0,7.0,12.0,#,1200.0,,,,,,,,,0403004,0.0,3.0,<,0.005,<,0.005,0.0,3.0,N,0.1,N,0.1,0.0,3.0,<,0.05,<,0.05,0.0,3.0,<,0.02,<,0.02,0.0,3.0,<,0.02,<,0.02,0.0,6.0,<,0.0005,<,0.0005,6.0,0.0,6.0,N,0.0005,N,0.0005,0.0,1.0,N,0.0005,N,0.0005,0.0,3.0,N,0.1,N,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,82019.0,410930,2,1,名取川上流,ナトリガワジヨウリユウ,,秋保馬場,アキユウババ,,AA,1.0,3.0,1972.0,4.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,04R403,,,,38.26861111,140.62611111, 38:16:07,140:37:34
702,1981,410940,4,30,51,0.0,#,7.0,#,7.6,0.0,6.0,#,8.2,#,13.0,0.0,6.0,#,11.0,<,0.5,#,0.8,0.0,6.0,<,0.5,#,0.8,0.0,6.0,#,0.6,<,0.5,#,0.7,,,,,,,,,,,,,,,,,,,<,1.0,#,1.0,0.0,6.0,#,1.0,#,0.0,#,700.0,3.0,6.0,#,300.0,,,,,,,,,0403051,0.0,2.0,<,0.005,<,0.005,0.0,2.0,N,0.1,N,0.1,0.0,2.0,<,0.05,<,0.05,0.0,2.0,<,0.02,<,0.02,0.0,2.0,<,0.02,<,0.02,0.0,6.0,<,0.0005,<,0.0005,6.0,0.0,6.0,N,0.0005,N,0.0005,0.0,1.0,N,0.0005,N,0.0005,0.0,2.0,N,0.1,N,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,82019.0,410940,2,2,名取川上流,ナトリガワジヨウリユウ,,川崎古関,カワサキフルセキ,,AA,1.0,3.0,1972.0,4.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.20416667,140.58305556, 38:12:15,140:34:59
703,1981,410950,4,31,1,0.0,#,6.9,#,7.6,0.0,30.0,#,5.9,#,13.0,4.0,30.0,#,10.0,#,0.6,#,2.1,1.0,30.0,#,0.6,#,2.1,1.0,24.0,#,1.1,#,1.1,#,1.3,,,,,,,,,,,,,,,,,,,#,2.0,#,23.0,0.0,30.0,#,7.0,#,790.0,#,170000.0,29.0,30.0,#,9200.0,,,,,,,,,0403101,0.0,12.0,<,0.005,<,0.005,0.0,12.0,N,0.1,N,0.1,0.0,12.0,<,0.05,<,0.05,0.0,12.0,<,0.02,<,0.02,0.0,12.0,<,0.02,<,0.02,0.0,12.0,<,0.0005,<,0.0005,12.0,,,,,,,0.0,2.0,N,0.0005,N,0.0005,0.0,12.0,N,0.1,N,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,410950,2,1,名取川中流,ナトリガワチユウリユウ,,余方,ヨカタ,,A,1.0,3.0,1972.0,4.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,04R408,,,,38.21305556,140.83305556, 38:12:47,140:49:59
