,西暦年度,絶対番号,県コード_地点統一番号_x,水域コード_地点統一番号_x,地点コード_地点統一番号_x,調査区分,C_pH_最小値,pH_最小値,C_pH_最大値,pH_最大値,m_pH,n_pH,C_DO_最小値,DO_最小値,C_DO_最大値,DO_最大値,m_DO,n_DO,C_DO_日間平均値_平均値,DO_日間平均値_平均値,C_BOD_最小値,BOD_最小値,C_BOD_最大値,BOD_最大値,m_BOD,n_BOD,C_BOD_日間平均値_最小値,BOD_日間平均値_最小値,C_BOD_日間平均値_最大値,BOD_日間平均値_最大値,x_BOD,y_BOD,C_BOD_日間平均値_平均値,BOD_日間平均値_平均値,C_BOD_日間平均値_中央値,BOD_日間平均値_中央値,C_BOD_日間平均値_75%値,BOD_日間平均値_75%値,C_COD_最小値,COD_最小値,C_COD_最大値,COD_最大値,m_COD,n_COD,C_COD_日間平均値_最小値,COD_日間平均値_最小値,C_COD_日間平均値_最大値,COD_日間平均値_最大値,x_COD,y_COD,C_COD_日間平均値_平均値,COD_日間平均値_平均値,C_COD_日間平均値_中央値,COD_日間平均値_中央値,C_COD_日間平均値_75%値,COD_日間平均値_75%値,C_SS_最小値,SS_最小値,C_SS_最大値,SS_最大値,m_SS,n_SS,C_SS_日間平均値_平均値,SS_日間平均値_平均値,C_大腸菌群数_最小値,大腸菌群数_最小値,C_大腸菌群数_最大値,大腸菌群数_最大値,m_大腸菌群数,n_大腸菌群数,C_大腸菌群数_日間平均値_平均値,大腸菌群数_日間平均値_平均値,C_n-ヘキサン抽出物質（油分等）_最小値,n-ヘキサン抽出物質（油分等)_最小値,C_n-ヘキサン抽出物質(油分等)_最大値,n-ヘキサン抽出物質(油分等)_最大値,m_n-ヘキサン抽出物質(油分等),n_n-ヘキサン抽出物質(油分等),C_n-ヘキサン抽出物質(油分等)_日間平均値_平均値,n-ヘキサン抽出物質(油分等)_日間平均値_平均値,地点統一番号_x,ＲＬＳ識別コード,水系コード,地点新設等コード,県コード_地点統一番号_y,水域コード_地点統一番号_y,地点コード_地点統一番号_y,ＣＯＤ等基準点識別コード,水域名称_漢字,水域名称_カタカナ,水域名称_ローマ字,地点名称_漢字,地点名称_カタカナ,地点名称_ローマ字,類型,達成期間,指定区分,類型指定年_ＣＯＤ等,類型指定月_ＣＯＤ等,類型指定日_ＣＯＤ等,特例１,特例２,特例３,特例４,特例５,ＣＯＤの測定方法,県際水域コード,県際地点コード,測定中止年,測定中止月,測定中止日,測定再開年,測定再開月,測定再開日,ＮＰ測定コード,ＮＰ基準点識別コード,ＮＰ水域コード,ＮＰ水域名称_漢字,ＮＰ水域名称_カタカナ,ＮＰ水域名称_ローマ字,ＮＰ地点名称_漢字,ＮＰ地点名称_カタカナ,ＮＰ地点名称_ローマ字,ＮＰ類型,ＮＰ達成期間,ＮＰ指定区分,ＮＰ類型指定年,ＮＰ類型指定月,ＮＰ類型指定日,Ｎ指定の有無,Ｐ指定の有無,Ｎ暫定基準値,Ｐ暫定基準値,ＮＰ基準の特例,Ｎ測定方法,Ｐ測定方法,ＮＰ県際水域コード,ＮＰ県際地点コード,ＮＰ測定中止年,ＮＰ測定中止月,ＮＰ測定中止日,ＮＰ測定再開年,ＮＰ測定再開月,ＮＰ測定再開日,水道の取水地点,水質年鑑コード,推定絶対番号,推定水系コード,備考,緯度_Ｎ,経度_Ｅ,緯度_Ｎ_dms,経度_Ｅ_dms,地点統一番号_y
10,1974,210131,,,,0,,,,,,,,,,,,,,,#,0.7,#,4.4,2.0,4.0,#,0.7,#,4.4,2.0,4.0,#,2.7,#,2.9,#,3.8,<,0.5,<,0.5,,4.0,<,0.5,<,0.5,,4.0,<,0.5,<,0.5,<,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,,,,,,,,河口,カワグチ,,B,2,,1974,4,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02R1120,211260.0,82528.0,,40.86888889,141.11361111, 40:52:08,141:06:49,
11,1974,210141,,,,0,,,,,,,,,,,,,,,#,0.6,#,3.3,3.0,4.0,#,0.6,#,3.3,3.0,4.0,#,2.4,#,2.8,#,3.2,<,0.5,<,0.5,,4.0,<,0.5,<,0.5,,4.0,<,0.5,<,0.5,<,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,,,,,,,,,オザワバシ,,A,1,,1974,4,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02R1210,,,,40.92527778,140.96000000, 40:55:31,140:57:36,
12,1974,210151,,,,0,,,,,,,,,,,,,,,#,0.9,#,3.5,2.0,4.0,#,0.9,#,3.5,2.0,4.0,#,2.3,#,2.3,#,2.8,<,0.5,<,0.5,,4.0,<,0.5,<,0.5,,4.0,<,0.5,<,0.5,<,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,,,,,,,,雷電橋,ライデンバシ,,A,1,,1974,4,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02R1220,211230.0,82528.0,,40.93750000,140.97027778, 40:56:15,140:58:13,
13,1974,210161,,,,0,,,,,,,,,,,,,,,<,0.5,#,2.2,8.0,24.0,#,0.7,#,1.8,2.0,6.0,#,1.1,#,1.0,#,1.1,#,0.6,#,3.6,,24.0,#,1.1,#,1.6,,6.0,#,1.4,#,1.4,#,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,,,,,,,,馬門橋,コマトメバシ,,AA,1,,1971,5,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02R1510,210170.0,82242.0,,40.53111111,140.97833333, 40:31:52,140:58:42,
14,1974,210171,,,,0,,,,,,,,,,,,,,,<,0.5,#,3.2,4.0,24.0,#,0.5,#,2.3,1.0,6.0,#,1.1,#,1.0,#,1.4,#,0.8,#,2.4,,24.0,#,0.8,#,1.8,,6.0,#,1.3,#,1.2,#,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,,,,,,,,十和田橋,トワダバシ,,A,1,,1971,5,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02R1520,210180.0,82242.0,,40.57666667,140.98583333, 40:34:36,140:59:09,
15,1974,210181,,,,0,,,,,,,,,,,,,,,<,0.5,#,2.6,1.0,24.0,#,0.6,#,1.4,0.0,6.0,#,1.1,#,1.2,#,1.4,#,0.8,#,2.3,,24.0,#,0.9,#,1.8,,6.0,#,1.5,#,1.6,#,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,,,,,,,,御幸橋,ミユキバシ,,A,1,,1971,5,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02R1530,,82242.0,,40.58833333,141.23583333, 40:35:18,141:14:09,
16,1974,210191,,,,0,,,,,,,,,,,,,,,#,0.7,#,2.9,0.0,24.0,#,1.1,#,1.8,0.0,7.0,#,1.4,#,1.3,#,1.6,#,1.2,#,4.0,,24.0,#,1.2,#,3.4,,7.0,#,2.2,#,2.1,#,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,,,,,,,,開運橋,カイウンバシ,,B,1,,1971,5,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02R1540,210210.0,82242.0,,40.60055556,141.45833333, 40:36:02,141:27:30,
17,1974,210201,,,,0,,,,,,,,,,,,,,,<,0.5,#,2.6,5.0,24.0,#,1.4,#,2.0,0.0,6.0,#,1.6,#,1.5,#,1.7,#,1.3,#,34.0,,24.0,#,1.6,#,12.0,,6.0,#,4.3,#,2.8,#,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,,,,,,,,戌橋,イヌバシ,,A,1,,1971,5,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02R2010,210140.0,82243.0,,40.52138889,141.29333333, 40:31:17,141:17:36,
18,1974,210211,,,,0,,,,,,,,,,,,,,,<,0.5,#,4.8,2.0,24.0,#,1.8,#,2.6,0.0,6.0,#,2.0,#,1.9,#,2.1,#,1.9,#,9.4,,24.0,#,2.8,#,5.4,,6.0,#,4.1,#,4.3,#,4.7,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,,,,,,,,尻引橋,シリヒキバシ,,B,1,,1971,5,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02R2020,210150.0,82243.0,,40.57750000,141.44083333, 40:34:39,141:26:27,
19,1974,210231,,,,0,,,,,,,,,,,,,,,#,0.9,#,4.0,6.0,12.0,#,0.9,#,4.0,6.0,12.0,#,2.1,#,2.1,#,2.3,#,1.5,#,15.0,,12.0,#,1.5,#,15.0,,12.0,#,4.4,#,2.7,#,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,,,,,,,,住谷橋,スミタニバシ,,A,1,,1971,5,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02R2110,210100.0,,,40.39500000,141.28222222, 40:23:42,141:16:56,
20,1974,210251,,,,0,,,,,,,,,,,,,,,<,0.5,#,3.5,5.0,12.0,<,0.5,#,3.5,5.0,12.0,#,2.0,#,1.9,#,2.3,#,1.7,#,16.0,,12.0,#,1.7,#,16.0,,12.0,#,4.8,#,2.5,#,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,,,,,,,,名久井橋,ナクイバシ,,A,1,,1971,5,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02R2120,210070.0,82016.0,,40.43777778,141.34111111, 40:26:16,141:20:28,
21,1974,210261,,,,0,,,,,,,,,,,,,,,<,0.5,#,2.0,0.0,30.0,<,0.5,#,2.0,0.0,24.0,#,1.0,#,0.9,#,1.3,#,1.0,#,80.0,,30.0,#,1.0,#,37.0,,24.0,#,3.8,#,2.3,#,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,,,,,,,,櫛引橋,クシヒキバシ,,A,1,,1971,5,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02R2130,210080.0,82016.0,,40.48694444,141.42833333, 40:29:13,141:25:42,
22,1974,210271,,,,0,,,,,,,,,,,,,,,<,0.5,#,2.2,0.0,30.0,#,0.5,#,1.7,0.0,24.0,#,0.9,#,0.8,#,1.1,#,1.0,#,83.0,,30.0,#,1.0,#,37.0,,24.0,#,3.9,#,1.9,#,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,,,,,,,,尻内橋,シリナイバシ,,B,2,,1971,5,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02R2140,210110.0,82016.0,,40.50111111,141.44222222, 40:30:04,141:26:32,
23,1974,210281,,,,0,,,,,,,,,,,,,,,<,0.5,#,3.2,1.0,18.0,<,0.5,#,1.9,0.0,12.0,#,1.2,#,1.3,#,1.4,<,0.5,#,50.0,,18.0,#,0.7,#,13.0,,12.0,#,3.7,#,2.7,#,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,,,,,,,,大橋,オオハシ,,B,2,,1971,5,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02R2150,210120.0,,,40.51666667,141.47083333, 40:31:00,141:28:15,
24,1974,210301,,,,0,,,,,,,,,,,,,,,#,0.6,#,6.4,5.0,12.0,#,0.6,#,6.4,5.0,12.0,#,2.2,#,1.8,#,2.5,#,1.8,#,10.0,,12.0,#,1.8,#,10.0,,12.0,#,3.3,#,2.9,#,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,,,,,,,,鷹巣橋,タカノスバシ,,A,1,,1971,5,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02R2610,210020.0,,,40.39611111,141.47972222, 40:23:46,141:28:47,
25,1974,210311,,,,0,,,,,,,,,,,,,,,#,0.9,#,3.0,3.0,12.0,#,0.9,#,3.0,3.0,12.0,#,1.8,#,1.6,#,1.9,#,1.7,#,3.3,,12.0,#,1.7,#,3.3,,12.0,#,2.5,#,2.4,#,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,,,,,,,,風張橋,カゼハリバシ,,A,1,,1971,5,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02R2620,210030.0,,,40.47138889,141.49388889, 40:28:17,141:29:38,
26,1974,210321,,,,0,,,,,,,,,,,,,,,#,0.8,#,7.6,17.0,48.0,#,1.2,#,4.2,6.0,12.0,#,2.1,#,2.1,#,2.3,#,1.6,#,3.8,,48.0,#,1.9,#,3.6,,12.0,#,2.7,#,2.6,#,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,,,,,,,,長館橋,ナガツメバシ,,A,1,,1971,5,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02R2630,210010.0,82244.0,,40.48666667,141.51000000, 40:29:12,141:30:36,
27,1974,210331,,,,0,,,,,,,,,,,,,,,#,0.7,#,6.3,6.0,48.0,#,1.1,#,3.4,1.0,12.0,#,2.1,#,2.0,#,2.3,#,1.7,#,4.9,,48.0,#,1.8,#,4.4,,12.0,#,2.8,#,2.7,#,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,,,,,,,,新井田橋,ニイダバシ,,B,3,,1971,5,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02R2640,210060.0,82244.0,,40.49416667,141.51666667, 40:29:39,141:31:00,
28,1974,210341,,,,0,,,,,,,,,,,,,,,<,0.5,#,26.0,23.0,48.0,#,1.9,#,12.0,6.0,12.0,#,4.2,#,3.2,#,4.1,#,1.0,#,7.5,,48.0,#,2.3,#,5.2,,12.0,#,3.6,#,3.6,#,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,,,,,,,,塩入橋,シオイリバシ,,B,3,,1971,5,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02R2650,210040.0,82244.0,,40.50722222,141.52055556, 40:30:26,141:31:14,
29,1974,210351,,,,0,,,,,,,,,,,,,,,<,0.5,#,26.0,41.0,48.0,#,3.8,#,15.0,12.0,12.0,#,8.3,#,7.1,#,9.6,#,2.6,#,10.0,,48.0,#,3.2,#,7.2,,12.0,#,4.3,#,4.4,#,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,,,,,,,,湊橋,ミナトバシ,,B,3,,1971,5,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02R2660,210050.0,82244.0,,40.52138889,141.52416667, 40:31:17,141:31:27,
30,1974,210361,,,,0,,,,,,,,,,,,,,,#,1.1,#,2.0,0.0,2.0,#,1.1,#,2.0,0.0,2.0,#,1.6,#,1.6,#,2.0,<,0.5,<,0.5,,2.0,<,0.5,<,0.5,,2.0,<,0.5,<,0.5,<,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,,,,,,,,矢別発電所上流,ヤベツハツデンシヨジヨウリユウ,,A,1,,1973,5,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02R3010,,,,40.66944444,140.78333333, 40:40:10,140:47:00,
31,1974,210371,,,,0,,,,,,,,,,,,,,,#,0.7,#,1.9,0.0,2.0,#,0.7,#,1.9,0.0,2.0,#,1.3,#,1.3,#,1.9,<,0.5,<,0.5,,2.0,<,0.5,<,0.5,,2.0,<,0.5,<,0.5,<,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,,,,,,,,寒水沢合流後,サミズサワゴウリユウゴ,,A,1,,1973,5,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02R3020,211040.0,82527.0,,40.69055556,140.78027778, 40:41:26,140:46:49,
32,1974,210381,,,,0,,,,,,,,,,,,,,,#,0.7,#,1.1,0.0,2.0,#,0.7,#,1.1,0.0,2.0,#,0.9,#,0.9,#,1.1,<,0.5,<,0.5,,2.0,<,0.5,<,0.5,,2.0,<,0.5,<,0.5,<,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,,,,,,,,,サミズサワ,,A,1,,1973,5,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02R3030,,,,40.69027778,140.78416667, 40:41:25,140:47:03,
33,1974,210391,,,,0,,,,,,,,,,,,,,,#,1.1,#,1.9,0.0,2.0,#,1.1,#,1.9,0.0,2.0,#,1.5,#,1.5,#,1.9,<,0.5,<,0.5,,2.0,<,0.5,<,0.5,,2.0,<,0.5,<,0.5,<,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,,,,,,,,,サミズサワゴウリユウゼン,,A,1,,1973,5,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02R3040,,,,40.67888889,140.78388889, 40:40:44,140:47:02,
34,1974,210401,,,,0,,,,,,,,,,,,,,,#,1.7,#,2.1,1.0,2.0,#,1.7,#,2.1,1.0,2.0,#,1.9,#,1.9,#,2.1,<,0.5,<,0.5,,2.0,<,0.5,<,0.5,,2.0,<,0.5,<,0.5,<,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,,,,,,,,,オオフドウハツデンシヨジヨウリユウ,,A,1,,1973,5,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02R3050,,,,40.71305556,140.75555556, 40:42:47,140:45:20,
35,1974,210411,,,,0,,,,,,,,,,,,,,,#,0.7,#,3.7,3.0,4.0,#,0.7,#,3.7,3.0,4.0,#,2.6,#,3.0,#,3.5,<,0.5,<,0.5,,4.0,<,0.5,<,0.5,,4.0,<,0.5,<,0.5,<,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,,,,,,,,荒川橋,アラカワバシ,,A,1,,1973,5,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02R3060,211050.0,82527.0,,40.76833333,140.72555556, 40:46:06,140:43:32,
36,1974,210421,,,,0,,,,,,,,,,,,,,,<,0.5,#,4.9,1.0,4.0,<,0.5,#,4.9,1.0,4.0,#,2.0,#,1.2,#,1.9,<,0.5,<,0.5,,4.0,<,0.5,<,0.5,,4.0,<,0.5,<,0.5,<,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,,,,,,,,筒井橋,ツツイバシ,,B,2,,1973,5,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02R3070,211100.0,,,40.80972222,140.76416667, 40:48:35,140:45:51,
