レコードID,測定年度,絶対番号,都道府県コード,水域コード,地点コード,全窒素_C,全窒素(mg/l),全燐_C,全燐(mg/l)
1410010001,1993,1410010,14,001,01,#,6.3,#,0.42
1410010005,1993,1410010,14,001,01,#,5.9,#,0.39
1410010009,1993,1410010,14,001,01,#,6.1,#,0.34
1410010013,1993,1410010,14,001,01,#,4,#,0.31
1410010017,1993,1410010,14,001,01,#,4.2,#,0.29
1410010021,1993,1410010,14,001,01,#,5,#,0.27
1410010025,1993,1410010,14,001,01,#,4.2,#,0.25
1410010029,1993,1410010,14,001,01,#,5.1,#,0.37
1410010033,1993,1410010,14,001,01,#,5.7,#,0.33
1410010037,1993,1410010,14,001,01,#,7.7,#,0.53
1410010041,1993,1410010,14,001,01,#,6,#,0.35
1410010045,1993,1410010,14,001,01,#,7,#,0.42
1410020001,1993,1410020,14,001,51,#,6.6,#,0.49
1410020005,1993,1410020,14,001,51,#,5.7,#,0.37
1410020009,1993,1410020,14,001,51,#,6.2,#,0.31
1410020013,1993,1410020,14,001,51,#,3.9,#,0.31
1410020017,1993,1410020,14,001,51,#,4,#,0.3
1410020021,1993,1410020,14,001,51,#,4.8,#,0.29
1410020025,1993,1410020,14,001,51,#,4.4,#,0.26
1410020029,1993,1410020,14,001,51,#,4.9,#,0.37
1410020033,1993,1410020,14,001,51,#,5.6,#,0.37
1410020037,1993,1410020,14,001,51,#,7.5,#,0.57
1410020041,1993,1410020,14,001,51,#,6.2,#,0.33
1410020045,1993,1410020,14,001,51,#,7.4,#,0.44
1410040001,1993,1410040,14,002,01,#,7.2,#,0.44
1410040005,1993,1410040,14,002,01,#,6.2,#,0.55
1410040009,1993,1410040,14,002,01,#,6.5,#,0.47
1410040013,1993,1410040,14,002,01,#,4.1,#,0.34
1410040017,1993,1410040,14,002,01,#,3.9,#,0.32
1410040025,1993,1410040,14,002,01,#,4.6,#,0.27
1410040029,1993,1410040,14,002,01,#,4.2,#,0.23
1410040033,1993,1410040,14,002,01,#,5.9,#,0.4
1410040037,1993,1410040,14,002,01,#,6.3,#,0.38
1410040041,1993,1410040,14,002,01,#,8.1,#,0.6
1410040045,1993,1410040,14,002,01,#,6.4,#,0.37
1410040053,1993,1410040,14,002,01,#,7.4,#,0.49
1410050001,1993,1410050,14,002,02,#,9.3,#,0.88
1410050005,1993,1410050,14,002,02,#,6.2,#,0.54
1410050009,1993,1410050,14,002,02,#,7.9,#,0.7
1410050013,1993,1410050,14,002,02,#,3.2,#,0.28
1410050017,1993,1410050,14,002,02,#,3.5,#,0.57
1410050021,1993,1410050,14,002,02,#,5.1,#,0.48
1410050025,1993,1410050,14,002,02,#,4.8,#,0.32
1410050029,1993,1410050,14,002,02,#,6.6,#,0.7
1410050033,1993,1410050,14,002,02,#,7.1,#,0.49
1410050037,1993,1410050,14,002,02,#,8.6,#,0.78
1410050041,1993,1410050,14,002,02,#,7.3,#,0.62
1410050045,1993,1410050,14,002,02,#,8.2,#,0.64
1410060001,1993,1410060,14,002,51,#,7.5,#,0.47
1410060005,1993,1410060,14,002,51,#,6.1,#,0.5
1410060009,1993,1410060,14,002,51,#,6.3,#,0.45
1410060013,1993,1410060,14,002,51,#,4.3,#,0.35
1410060017,1993,1410060,14,002,51,#,3.7,#,0.31
1410060021,1993,1410060,14,002,51,#,4.7,#,0.27
1410060025,1993,1410060,14,002,51,#,4.3,#,0.22
1410060029,1993,1410060,14,002,51,#,5.8,#,0.4
1410060033,1993,1410060,14,002,51,#,6.2,#,0.36
1410060037,1993,1410060,14,002,51,#,8.2,#,0.61
1410060041,1993,1410060,14,002,51,#,6.6,#,0.41
1410060045,1993,1410060,14,002,51,#,7.5,#,0.5
1410070001,1993,1410070,14,002,52,#,7.3,#,0.52
1410070005,1993,1410070,14,002,52,#,5.8,#,0.52
1410070009,1993,1410070,14,002,52,#,6.7,#,0.51
1410070013,1993,1410070,14,002,52,#,3.2,#,0.29
1410070017,1993,1410070,14,002,52,#,3.2,#,0.32
1410070021,1993,1410070,14,002,52,#,4.5,#,0.27
1410070025,1993,1410070,14,002,52,#,4.6,#,0.23
1410070029,1993,1410070,14,002,52,#,5.6,#,0.52
1410070033,1993,1410070,14,002,52,#,5.5,#,0.36
1410070037,1993,1410070,14,002,52,#,7.7,#,0.65
1410070041,1993,1410070,14,002,52,#,6,#,0.44
1410070045,1993,1410070,14,002,52,#,6.3,#,0.47
1410080001,1993,1410080,14,002,53,#,7.6,#,0.49
1410080003,1993,1410080,14,002,53,#,8.9,#,0.76
1410080005,1993,1410080,14,002,53,#,6.4,#,0.46
1410080007,1993,1410080,14,002,53,#,6.5,#,0.42
1410080009,1993,1410080,14,002,53,#,6.4,#,0.55
1410080011,1993,1410080,14,002,53,#,6.2,#,0.48
1410080013,1993,1410080,14,002,53,#,5,#,0.27
1410080015,1993,1410080,14,002,53,#,5.3,#,0.25
1410080017,1993,1410080,14,002,53,#,6,#,0.26
1410080019,1993,1410080,14,002,53,#,6,#,0.21
1410080021,1993,1410080,14,002,53,#,5.7,#,0.29
1410080023,1993,1410080,14,002,53,#,5.8,#,0.25
1410080025,1993,1410080,14,002,53,#,5.1,#,0.21
1410080027,1993,1410080,14,002,53,#,5.3,#,0.21
1410080029,1993,1410080,14,002,53,#,6.1,#,0.39
1410080031,1993,1410080,14,002,53,#,6.1,#,0.43
1410080033,1993,1410080,14,002,53,#,6.9,#,0.35
1410080035,1993,1410080,14,002,53,#,7.7,#,0.33
1410080037,1993,1410080,14,002,53,#,7.2,#,0.41
1410080039,1993,1410080,14,002,53,#,7.1,#,0.5
1410080041,1993,1410080,14,002,53,#,6.6,#,0.25
1410080043,1993,1410080,14,002,53,#,7,#,0.29
1410080045,1993,1410080,14,002,53,#,6.9,#,0.38
1410080047,1993,1410080,14,002,53,#,7,#,0.38
1410090001,1993,1410090,14,003,01,#,6.8,#,0.28
1410090005,1993,1410090,14,003,01,#,6.5,#,0.43
1410090009,1993,1410090,14,003,01,#,8.6,#,0.74
1410090013,1993,1410090,14,003,01,#,7.5,#,0.47
1410090017,1993,1410090,14,003,01,#,6.9,#,0.39
1410090021,1993,1410090,14,003,01,#,8.1,#,0.59
1410090025,1993,1410090,14,003,01,#,5.2,#,0.27
1410090029,1993,1410090,14,003,01,#,8.7,#,0.62
1410090033,1993,1410090,14,003,01,#,10,#,0.63
1410090037,1993,1410090,14,003,01,#,10,#,0.65
1410090041,1993,1410090,14,003,01,#,9.8,#,0.42
1410090045,1993,1410090,14,003,01,#,9.1,#,0.58
1410100001,1993,1410100,14,003,02,#,11,#,1.1
1410100005,1993,1410100,14,003,02,#,7.3,#,0.54
1410100009,1993,1410100,14,003,02,#,11,#,1
1410100013,1993,1410100,14,003,02,#,5.5,#,0.25
1410100017,1993,1410100,14,003,02,#,9.4,#,0.59
1410100021,1993,1410100,14,003,02,#,10,#,0.73
1410100025,1993,1410100,14,003,02,#,8.2,#,0.38
1410100029,1993,1410100,14,003,02,#,11,#,0.77
1410100033,1993,1410100,14,003,02,#,13,#,0.71
1410100037,1993,1410100,14,003,02,#,10,#,0.63
1410100041,1993,1410100,14,003,02,#,11,#,0.43
1410100045,1993,1410100,14,003,02,#,12,#,0.87
1410110001,1993,1410110,14,003,51,#,11,#,0.63
1410110005,1993,1410110,14,003,51,#,7.6,#,0.53
1410110009,1993,1410110,14,003,51,#,10,#,0.92
1410110013,1993,1410110,14,003,51,#,10,#,0.66
1410110017,1993,1410110,14,003,51,#,9,#,0.53
1410110021,1993,1410110,14,003,51,#,10,#,0.67
1410110025,1993,1410110,14,003,51,#,7.1,#,0.27
1410110029,1993,1410110,14,003,51,#,9.4,#,0.66
1410110033,1993,1410110,14,003,51,#,11,#,0.58
1410110037,1993,1410110,14,003,51,#,12,#,0.75
1410110041,1993,1410110,14,003,51,#,11,#,0.39
1410110045,1993,1410110,14,003,51,#,11,#,0.68
1410130001,1993,1410130,14,003,53,#,3.5,#,0.23
1410130005,1993,1410130,14,003,53,#,3.5,#,0.33
1410130009,1993,1410130,14,003,53,#,2.4,#,0.32
1410130013,1993,1410130,14,003,53,#,3.1,#,0.13
1410130017,1993,1410130,14,003,53,#,4.3,#,0.14
1410130021,1993,1410130,14,003,53,#,3.9,#,0.12
1410130025,1993,1410130,14,003,53,#,3.9,#,0.1
1410130029,1993,1410130,14,003,53,#,3.1,#,0.12
1410130033,1993,1410130,14,003,53,#,3.7,#,0.095
1410130037,1993,1410130,14,003,53,#,3.6,#,0.19
1410130041,1993,1410130,14,003,53,#,4.3,#,0.079
1410130045,1993,1410130,14,003,53,#,3.6,#,0.16
1410140001,1993,1410140,14,004,01,#,11,#,1
