レコードID,測定年度,絶対番号,都道府県コード,水域コード,地点コード,pH_C,pH,DO_C,DO(mg/l),BOD_C,BOD(mg/l),COD_C,COD(mg/l),SS_C,SS(mg/l),大腸菌群数_C,大腸菌群数(MPN/100ml),n-ヘキサン抽出物質_C,n-ヘキサン抽出物質(mg/l)
1310010002,2006,1310010,13,001,01,#,7.2,#,9.7,#,1.9,#,2.8,#,5,#,11000,E,99999
1310010003,2006,1310010,13,001,01,#,7.3,#,9.9,#,1.2,E,99999,#,7,E,99999,E,99999
1310010004,2006,1310010,13,001,01,#,7.2,#,9.8,#,1.4,E,99999,#,12,E,99999,E,99999
1310010005,2006,1310010,13,001,01,#,7.3,#,9.9,#,1.8,E,99999,#,11,E,99999,E,99999
1310010007,2006,1310010,13,001,01,#,7.1,#,9.6,#,1.3,#,3.3,#,34,#,7900,E,99999
1310010008,2006,1310010,13,001,01,#,7.1,#,9.6,#,1.2,E,99999,#,36,E,99999,E,99999
1310010009,2006,1310010,13,001,01,#,7.1,#,9.5,#,0.9,E,99999,#,10,E,99999,E,99999
1310010010,2006,1310010,13,001,01,#,7.2,#,9.5,#,1,E,99999,#,16,E,99999,E,99999
1310010012,2006,1310010,13,001,01,#,7.2,#,8.5,#,1.6,#,3.8,#,23,#,23000,E,99999
1310010013,2006,1310010,13,001,01,#,7.2,#,8.6,#,1.5,E,99999,#,18,E,99999,E,99999
1310010014,2006,1310010,13,001,01,#,7.3,#,8.6,#,1.5,E,99999,#,29,E,99999,E,99999
1310010015,2006,1310010,13,001,01,#,7.3,#,8.6,#,1.4,E,99999,#,11,E,99999,E,99999
1310010017,2006,1310010,13,001,01,#,7.4,#,7.5,#,1.7,#,2.9,#,8,#,7900,E,99999
1310010018,2006,1310010,13,001,01,#,7.5,#,7.7,#,1.6,E,99999,#,7,E,99999,E,99999
1310010019,2006,1310010,13,001,01,#,7.5,#,7.5,#,1.7,E,99999,#,7,E,99999,E,99999
1310010020,2006,1310010,13,001,01,#,7.5,#,7.8,#,1.8,E,99999,#,8,E,99999,E,99999
1310010022,2006,1310010,13,001,01,#,7.6,#,8.2,#,2.2,#,2.8,#,6,#,23000,E,99999
1310010023,2006,1310010,13,001,01,#,7.6,#,8.5,#,1.3,E,99999,#,6,E,99999,E,99999
1310010024,2006,1310010,13,001,01,#,7.8,#,8.8,#,1.7,E,99999,#,6,E,99999,E,99999
1310010025,2006,1310010,13,001,01,#,7.9,#,9.3,#,1.4,E,99999,#,5,E,99999,E,99999
1310010026,2006,1310010,13,001,01,#,8.2,#,9.8,#,1.5,E,99999,#,5,E,99999,E,99999
1310010027,2006,1310010,13,001,01,#,8.2,#,9.8,#,1.4,E,99999,#,6,E,99999,E,99999
1310010028,2006,1310010,13,001,01,#,8.1,#,8.6,#,1.3,E,99999,#,5,E,99999,E,99999
1310010029,2006,1310010,13,001,01,#,8,#,9.3,#,1.3,E,99999,#,5,E,99999,E,99999
1310010030,2006,1310010,13,001,01,#,7.9,#,8.6,#,1.2,E,99999,#,4,E,99999,E,99999
1310010031,2006,1310010,13,001,01,#,7.8,#,8.5,#,1.4,E,99999,#,5,E,99999,E,99999
1310010032,2006,1310010,13,001,01,#,7.7,#,8.3,#,1.4,E,99999,#,5,E,99999,E,99999
1310010033,2006,1310010,13,001,01,#,7.7,#,8.4,#,1.4,E,99999,#,5,E,99999,E,99999
1310010034,2006,1310010,13,001,01,#,7.8,#,8.9,#,1.3,E,99999,#,5,E,99999,E,99999
1310010036,2006,1310010,13,001,01,#,7.6,#,8.3,#,2.6,#,4.1,#,11,#,23000,E,99999
1310010037,2006,1310010,13,001,01,#,7.6,#,8.2,#,2.3,E,99999,#,9,E,99999,E,99999
1310010038,2006,1310010,13,001,01,#,7.6,#,8.7,#,2.1,E,99999,#,9,E,99999,E,99999
1310010039,2006,1310010,13,001,01,#,7.6,#,8.5,#,2.2,E,99999,#,9,E,99999,E,99999
1310010041,2006,1310010,13,001,01,#,7.4,#,8.2,#,2,#,3.8,#,19,#,79000,E,99999
1310010042,2006,1310010,13,001,01,#,7.5,#,8.2,#,1,E,99999,#,17,E,99999,E,99999
1310010043,2006,1310010,13,001,01,#,7.5,#,8.5,#,0.9,E,99999,#,7,E,99999,E,99999
1310010044,2006,1310010,13,001,01,#,7.5,#,8.4,#,0.8,E,99999,#,9,E,99999,E,99999
1310010046,2006,1310010,13,001,01,#,7.5,#,9,#,0.6,#,2.5,#,8,#,23000,E,99999
1310010047,2006,1310010,13,001,01,#,7.5,#,8.9,#,0.5,E,99999,#,5,E,99999,E,99999
1310010048,2006,1310010,13,001,01,#,7.5,#,9,#,0.6,E,99999,#,3,E,99999,E,99999
1310010049,2006,1310010,13,001,01,#,7.5,#,9.1,<,0.5,E,99999,#,6,E,99999,E,99999
1310010051,2006,1310010,13,001,01,#,7.4,#,11.2,#,1.1,#,2.2,#,3,#,23000,E,99999
1310010052,2006,1310010,13,001,01,#,7.5,#,10.9,#,1,E,99999,#,4,E,99999,E,99999
1310010053,2006,1310010,13,001,01,#,7.5,#,11.2,#,1.1,E,99999,#,3,E,99999,E,99999
1310010054,2006,1310010,13,001,01,#,7.5,#,11.3,#,1.1,E,99999,#,3,E,99999,E,99999
1310010055,2006,1310010,13,001,01,#,7.5,#,10.5,#,1,E,99999,#,3,E,99999,E,99999
1310010056,2006,1310010,13,001,01,#,7.5,#,11.3,#,0.9,E,99999,#,3,E,99999,E,99999
1310010057,2006,1310010,13,001,01,#,7.5,#,11.3,#,0.9,E,99999,#,5,E,99999,E,99999
1310010058,2006,1310010,13,001,01,#,7.5,#,10.8,#,1.1,E,99999,#,5,E,99999,E,99999
1310010059,2006,1310010,13,001,01,#,7.5,#,11.5,#,1,E,99999,#,4,E,99999,E,99999
1310010060,2006,1310010,13,001,01,#,7.5,#,11.9,#,0.9,E,99999,#,4,E,99999,E,99999
1310010061,2006,1310010,13,001,01,#,7.5,#,11.7,#,1.3,E,99999,#,3,E,99999,E,99999
1310010062,2006,1310010,13,001,01,#,7.5,#,11.3,#,1.3,E,99999,#,3,E,99999,E,99999
1310010063,2006,1310010,13,001,01,#,7.5,#,11.5,#,0.8,E,99999,#,2,E,99999,E,99999
1310010065,2006,1310010,13,001,01,#,7.4,#,12.1,#,1,#,2.8,#,4,#,4900,E,99999
1310010066,2006,1310010,13,001,01,#,7.5,#,11.8,#,0.8,E,99999,#,6,E,99999,E,99999
1310010067,2006,1310010,13,001,01,#,7.5,#,11.6,#,0.8,E,99999,#,7,E,99999,E,99999
1310010068,2006,1310010,13,001,01,#,7.4,#,11.9,#,0.9,E,99999,#,8,E,99999,E,99999
1310010070,2006,1310010,13,001,01,#,7.5,#,11.7,#,1,#,2.8,#,4,#,4900,E,99999
1310010071,2006,1310010,13,001,01,#,7.5,#,11.6,#,0.9,E,99999,#,4,E,99999,E,99999
1310010072,2006,1310010,13,001,01,#,7.5,#,12,#,0.9,E,99999,#,4,E,99999,E,99999
1310010073,2006,1310010,13,001,01,#,7.5,#,12,#,0.9,E,99999,#,4,E,99999,E,99999
1310010075,2006,1310010,13,001,01,#,7.7,#,10.4,#,3.1,#,4.4,#,10,#,3300,E,99999
1310010076,2006,1310010,13,001,01,#,7.7,#,10.4,#,2.1,E,99999,#,11,E,99999,E,99999
1310010077,2006,1310010,13,001,01,#,7.7,#,10.9,#,2.2,E,99999,#,9,E,99999,E,99999
1310010078,2006,1310010,13,001,01,#,7.7,#,10.7,#,1.8,E,99999,#,8,E,99999,E,99999
1310030002,2006,1310030,13,002,01,#,7.3,#,9.8,#,1.9,#,3.1,#,6,#,2300,E,99999
1310030003,2006,1310030,13,002,01,#,7.3,#,10.2,#,1.6,E,99999,#,9,E,99999,E,99999
1310030005,2006,1310030,13,002,01,#,7.2,#,9.3,#,1.3,#,3.7,#,31,#,4900,E,99999
1310030006,2006,1310030,13,002,01,#,7.1,#,9.2,#,1.1,E,99999,#,10,E,99999,E,99999
1310030008,2006,1310030,13,002,01,#,7.4,#,8.4,#,1.1,#,3.1,#,16,#,7900,E,99999
1310030009,2006,1310030,13,002,01,#,7.4,#,8.2,#,1.9,E,99999,#,30,E,99999,E,99999
1310030011,2006,1310030,13,002,01,#,7.4,#,7.6,#,1.5,#,3,#,8,#,13000,E,99999
1310030012,2006,1310030,13,002,01,#,7.4,#,7.2,#,1.9,E,99999,#,7,E,99999,E,99999
1310030014,2006,1310030,13,002,01,#,7.8,#,9,#,1.4,#,3,#,9,#,11000,E,99999
1310030015,2006,1310030,13,002,01,#,8.3,#,10.3,#,1.6,E,99999,#,5,E,99999,E,99999
1310030016,2006,1310030,13,002,01,#,8.6,#,11.2,#,1.6,E,99999,#,7,E,99999,E,99999
1310030017,2006,1310030,13,002,01,#,7.8,#,9.2,#,1.5,E,99999,#,7,E,99999,E,99999
1310030018,2006,1310030,13,002,01,#,8.1,#,9.9,#,3,E,99999,#,8,E,99999,E,99999
1310030019,2006,1310030,13,002,01,#,8.1,#,9.2,#,2.1,E,99999,#,9,E,99999,E,99999
1310030020,2006,1310030,13,002,01,#,8.3,#,10.8,#,2.5,E,99999,#,9,E,99999,E,99999
1310030022,2006,1310030,13,002,01,#,7.8,#,8.9,#,1.8,#,3.9,#,11,#,7900,E,99999
1310030023,2006,1310030,13,002,01,#,7.9,#,8.7,#,2.1,E,99999,#,9,E,99999,E,99999
1310030025,2006,1310030,13,002,01,#,7.5,#,8.2,#,1.1,#,3.9,#,20,#,33000,E,99999
1310030026,2006,1310030,13,002,01,#,7.5,#,8.1,#,0.9,E,99999,#,9,E,99999,E,99999
1310030028,2006,1310030,13,002,01,#,7.5,#,8.9,#,0.6,#,2.5,#,7,#,33000,E,99999
1310030029,2006,1310030,13,002,01,#,7.5,#,8.6,#,0.9,E,99999,#,6,E,99999,E,99999
1310030031,2006,1310030,13,002,01,#,7.5,#,11.9,#,0.8,#,2.1,#,3,#,4900,E,99999
1310030032,2006,1310030,13,002,01,#,7.5,#,10.7,#,0.8,E,99999,#,2,E,99999,E,99999
1310030033,2006,1310030,13,002,01,#,7.5,#,10.8,#,1.2,E,99999,#,2,E,99999,E,99999
1310030034,2006,1310030,13,002,01,#,7.5,#,10.6,#,1.2,E,99999,#,4,E,99999,E,99999
1310030035,2006,1310030,13,002,01,#,7.5,#,10.6,#,1,E,99999,#,3,E,99999,E,99999
1310030036,2006,1310030,13,002,01,#,7.5,#,10.7,#,0.8,E,99999,#,5,E,99999,E,99999
1310030037,2006,1310030,13,002,01,#,7.5,#,10.6,#,1.1,E,99999,#,4,E,99999,E,99999
1310030039,2006,1310030,13,002,01,#,7.4,#,11.6,#,0.9,#,2.6,#,4,#,7900,E,99999
1310030040,2006,1310030,13,002,01,#,7.4,#,12.2,#,0.8,E,99999,#,6,E,99999,E,99999
1310030042,2006,1310030,13,002,01,#,7.4,#,12,#,1.5,#,3.5,#,4,#,2300,E,99999
1310030043,2006,1310030,13,002,01,#,7.6,#,12.5,#,1.2,E,99999,#,4,E,99999,E,99999
1310030045,2006,1310030,13,002,01,#,7.6,#,11.7,#,4.5,#,6,#,11,#,13000,E,99999
1310030046,2006,1310030,13,002,01,#,7.9,#,12.9,#,3.4,E,99999,#,9,E,99999,E,99999
1310040002,2006,1310040,13,002,51,#,7.3,#,9.9,#,1.6,E,99999,#,4,#,4900,E,99999
1310040003,2006,1310040,13,002,51,#,7.4,#,9.9,#,1.4,E,99999,#,8,E,99999,E,99999
1310040005,2006,1310040,13,002,51,#,7.2,#,9.3,#,1.2,#,3.1,#,30,#,7900,E,99999
1310040006,2006,1310040,13,002,51,#,7.2,#,9.2,#,0.9,E,99999,#,9,E,99999,E,99999
1310040008,2006,1310040,13,002,51,#,7.3,#,8.5,#,1.2,E,99999,#,18,#,33000,E,99999
1310040009,2006,1310040,13,002,51,#,7.3,#,8.6,#,1.3,E,99999,#,22,E,99999,E,99999
1310040011,2006,1310040,13,002,51,#,7.4,#,7.3,#,1.8,E,99999,#,8,#,23000,E,99999
1310040012,2006,1310040,13,002,51,#,7.4,#,6.7,#,1.9,E,99999,#,8,E,99999,E,99999
1310040014,2006,1310040,13,002,51,#,7.9,#,9.6,#,1.4,#,3.2,#,6,#,11000,E,99999
1310040015,2006,1310040,13,002,51,#,8.3,#,10.7,#,2.9,E,99999,#,6,E,99999,E,99999
1310040017,2006,1310040,13,002,51,#,7.9,#,8.9,#,2.1,E,99999,#,12,#,23000,E,99999
1310040018,2006,1310040,13,002,51,#,7.9,#,9.2,#,2.1,E,99999,#,10,E,99999,E,99999
1310040020,2006,1310040,13,002,51,#,7.5,#,8.2,#,1.3,E,99999,#,22,#,79000,E,99999
1310040021,2006,1310040,13,002,51,#,7.5,#,8.2,#,1.1,E,99999,#,7,E,99999,E,99999
1310040023,2006,1310040,13,002,51,#,7.5,#,8.7,#,0.5,#,2.1,#,6,#,33000,E,99999
1310040024,2006,1310040,13,002,51,#,7.5,#,9.2,#,0.5,E,99999,#,4,E,99999,E,99999
1310040026,2006,1310040,13,002,51,#,7.5,#,11,#,0.9,E,99999,#,2,#,3300,E,99999
1310040027,2006,1310040,13,002,51,#,7.5,#,11,#,0.8,E,99999,#,2,E,99999,E,99999
1310040029,2006,1310040,13,002,51,#,7.4,#,11.7,#,1,E,99999,#,3,#,7900,E,99999
1310040030,2006,1310040,13,002,51,#,7.4,#,12,#,0.9,E,99999,#,8,E,99999,E,99999
1310040032,2006,1310040,13,002,51,#,7.5,#,12,#,1.3,#,3.2,#,4,#,3300,E,99999
1310040033,2006,1310040,13,002,51,#,7.6,#,12.2,#,1.2,E,99999,#,5,E,99999,E,99999
1310040035,2006,1310040,13,002,51,#,7.7,#,10.9,#,2.2,E,99999,#,9,#,7900,E,99999
1310040036,2006,1310040,13,002,51,#,7.7,#,10.8,#,2.8,E,99999,#,10,E,99999,E,99999
1310060002,2006,1310060,13,003,01,#,7.4,#,8.1,#,2.4,#,4.4,#,5,E,99999,E,99999
1310060003,2006,1310060,13,003,01,#,7.5,#,7.7,#,2,#,4.4,#,4,E,99999,E,99999
1310060005,2006,1310060,13,003,01,#,7.1,#,8.5,#,1.1,#,4.1,#,28,E,99999,E,99999
1310060006,2006,1310060,13,003,01,#,7.1,#,8.3,#,1.5,#,3.6,#,22,E,99999,E,99999
1310060008,2006,1310060,13,003,01,#,7.2,#,7.3,#,1.5,#,4,#,28,E,99999,E,99999
1310060009,2006,1310060,13,003,01,#,7.2,#,7.8,#,1.2,#,3.1,#,12,E,99999,E,99999
1310060011,2006,1310060,13,003,01,#,7.4,#,6.3,#,2,#,5.4,#,34,E,99999,E,99999
1310060012,2006,1310060,13,003,01,#,7.4,#,7,#,1.3,#,4.1,#,15,E,99999,E,99999
1310060014,2006,1310060,13,003,01,#,7.8,#,7.6,#,3.2,#,5.5,#,39,E,99999,E,99999
1310060015,2006,1310060,13,003,01,#,8,#,8.4,#,3.1,#,5.2,#,24,E,99999,E,99999
1310060017,2006,1310060,13,003,01,#,7.5,#,7.1,#,2.6,#,5.2,#,16,E,99999,E,99999
1310060018,2006,1310060,13,003,01,#,7.8,#,7.6,#,3.5,#,3.7,#,10,E,99999,E,99999
1310060020,2006,1310060,13,003,01,#,7.5,#,8.5,#,1.8,#,3.9,#,29,E,99999,E,99999
1310060021,2006,1310060,13,003,01,#,7.5,#,8.8,#,1.1,#,3.1,#,18,E,99999,E,99999
1310060023,2006,1310060,13,003,01,#,7.4,#,8.3,#,1.7,#,2.7,#,7,E,99999,E,99999
1310060024,2006,1310060,13,003,01,#,7.5,#,8.7,#,3.4,#,3.2,#,8,E,99999,E,99999
1310060026,2006,1310060,13,003,01,#,7.4,#,9.4,#,0.9,#,2.1,#,4,E,99999,E,99999
1310060027,2006,1310060,13,003,01,#,7.4,#,9.5,#,0.5,#,1.4,#,3,E,99999,E,99999
1310060029,2006,1310060,13,003,01,#,7.3,#,10,#,1.4,#,3.1,#,3,E,99999,E,99999
1310060030,2006,1310060,13,003,01,#,7.3,#,10.5,#,1.2,#,2.6,#,3,E,99999,E,99999
1310060032,2006,1310060,13,003,01,#,7.5,#,10.1,#,1.6,#,3.9,#,6,E,99999,E,99999
1310060033,2006,1310060,13,003,01,#,7.4,#,10.5,#,2.1,#,3.6,#,7,E,99999,E,99999
1310060035,2006,1310060,13,003,01,#,7.6,#,9.9,#,3.1,#,4.1,#,10,E,99999,E,99999
1310060036,2006,1310060,13,003,01,#,7.7,#,10.1,#,3.1,#,4.3,#,10,E,99999,E,99999
1310070001,2006,1310070,13,003,51,#,7.3,#,9.6,#,3.3,#,5,#,5,E,99999,E,99999
1310070002,2006,1310070,13,003,51,#,7,#,8.7,#,1.2,#,3.5,#,22,E,99999,E,99999
1310070003,2006,1310070,13,003,51,#,7.2,#,7.9,#,1.2,#,3.8,#,26,E,99999,E,99999
1310070004,2006,1310070,13,003,51,#,7.2,#,6.2,#,1.7,#,5.5,#,39,E,99999,E,99999
1310070005,2006,1310070,13,003,51,#,7.3,#,7,#,2.9,#,6.4,#,57,E,99999,E,99999
1310070006,2006,1310070,13,003,51,#,7.4,#,7.4,#,2.1,#,4.4,#,7,E,99999,E,99999
1310070007,2006,1310070,13,003,51,#,7.5,#,8.6,#,1.9,#,4.2,#,35,E,99999,E,99999
1310070008,2006,1310070,13,003,51,#,7.2,#,8,#,2.3,#,3.5,#,6,E,99999,E,99999
1310070009,2006,1310070,13,003,51,#,7.3,#,9.5,#,1.1,#,2.6,#,3,E,99999,E,99999
1310070010,2006,1310070,13,003,51,#,7.1,#,9.8,#,1.7,#,3.9,#,3,E,99999,E,99999
1310070011,2006,1310070,13,003,51,#,7.4,#,10.6,#,1.6,#,3.8,#,4,E,99999,E,99999
1310070012,2006,1310070,13,003,51,#,7.5,#,10.5,#,3.8,#,4.8,#,10,E,99999,E,99999
1310090001,2006,1310090,13,004,01,#,7.7,#,8.3,#,11,E,99999,#,24,E,99999,E,99999
1310090003,2006,1310090,13,004,01,#,7.7,#,8.6,#,14,#,12,#,35,E,99999,E,99999
