レコードID,測定年度,絶対番号,都道府県コード,水域コード,地点コード,採取_年,採取_月日,採取_時分,調査区分コード,採取位置コード,採取水深(m),天候コード,流況コード,臭気コード,色相コード,気温(℃),水温(℃),流量(m3/s),全水深(m),透明度_C,透明度(m)
1210010001,1989,1210010,12,001,01,1989,0425,0910,2,01,5.7,02,99,999,999,14,14.7,99999,2.85,E,99999
1210010002,1989,1210010,12,001,01,1989,0425,1410,2,01,5.7,02,99,999,999,16.2,15.1,99999,2.85,E,99999
1210010003,1989,1210010,12,001,01,1989,0425,2050,2,01,5.7,02,99,999,999,11,13.2,99999,2.85,E,99999
1210010004,1989,1210010,12,001,01,1989,0516,0905,2,01,4.7,04,99,999,999,21,15.9,99999,2.35,E,99999
1210010005,1989,1210010,12,001,01,1989,0516,1410,2,01,4.5,04,99,999,999,20.1,16.6,99999,2.25,E,99999
1210010006,1989,1210010,12,001,01,1989,0516,2135,2,01,4.4,04,99,999,999,16,15.9,99999,2.2,E,99999
1210010007,1989,1210010,12,001,01,1989,0613,0915,2,01,3.2,02,99,999,999,20.5,18.7,99999,1.6,E,99999
1210010008,1989,1210010,12,001,01,1989,0613,1400,2,01,2.9,02,99,999,999,25.6,21.3,99999,1.45,E,99999
1210010009,1989,1210010,12,001,01,1989,0613,2110,2,01,2.7,02,99,999,999,18.5,21,99999,1.35,E,99999
1210010010,1989,1210010,12,001,01,1989,0711,1000,2,01,3.8,02,99,999,999,27,22.7,99999,1.9,E,99999
1210010011,1989,1210010,12,001,01,1989,0711,1400,2,01,3.9,02,99,999,999,29.3,23.1,99999,1.95,E,99999
1210010012,1989,1210010,12,001,01,1989,0711,1800,2,01,3.8,04,99,999,999,26.2,24.5,99999,1.9,E,99999
1210010013,1989,1210010,12,001,01,1989,0801,0920,2,01,7.5,10,99,999,999,23.1,21.2,99999,3.75,E,99999
1210010014,1989,1210010,12,001,01,1989,0801,1440,2,01,7.5,10,99,999,999,23.2,21.2,99999,3.75,E,99999
1210010015,1989,1210010,12,001,01,1989,0801,2150,2,01,8,10,99,999,999,24,21.5,99999,4,E,99999
1210010016,1989,1210010,12,001,01,1989,0905,0840,2,01,7.5,04,99,999,999,23.2,21,99999,3.75,E,99999
1210010017,1989,1210010,12,001,01,1989,0905,1350,2,01,7.8,04,99,999,999,26.5,21.3,99999,3.9,E,99999
1210010018,1989,1210010,12,001,01,1989,0905,2125,2,01,7.8,04,99,999,999,24.5,20.6,99999,3.9,E,99999
1210010019,1989,1210010,12,001,01,1989,1003,0830,2,01,3.9,04,99,999,999,19.8,18.4,99999,1.95,E,99999
1210010020,1989,1210010,12,001,01,1989,1003,1335,2,01,3.8,04,99,999,999,19.7,18.6,99999,1.9,E,99999
1210010021,1989,1210010,12,001,01,1989,1003,2120,2,01,3.8,09,99,999,999,17,18,99999,1.9,E,99999
1210010022,1989,1210010,12,001,01,1989,1107,0850,2,01,3.1,09,99,999,999,17.3,15,99999,1.55,E,99999
1210010023,1989,1210010,12,001,01,1989,1107,1420,2,01,3.3,09,99,999,999,17.1,15.2,99999,1.65,E,99999
1210010024,1989,1210010,12,001,01,1989,1107,2130,2,01,3.6,04,99,999,999,16.2,15.1,99999,1.8,E,99999
1210010025,1989,1210010,12,001,01,1989,1205,1000,2,01,2.8,02,99,999,999,14.1,9,99999,1.4,E,99999
1210010026,1989,1210010,12,001,01,1989,1205,1400,2,01,3.1,02,99,999,999,16.2,10.4,99999,1.55,E,99999
1210010027,1989,1210010,12,001,01,1989,1205,1800,2,01,3.1,02,99,999,999,12.3,10.3,99999,1.55,E,99999
1210010028,1989,1210010,12,001,01,1990,0116,1000,2,01,3,12,99,999,999,1,3,99999,1.5,E,99999
1210010029,1989,1210010,12,001,01,1990,0116,1535,2,01,2.6,12,99,999,999,1,2.7,99999,1.3,E,99999
1210010030,1989,1210010,12,001,01,1990,0116,2130,2,01,2.9,12,99,999,999,0.5,2.7,99999,1.45,E,99999
1210010031,1989,1210010,12,001,01,1990,0213,0900,2,01,2.9,02,99,999,999,8.1,8.7,99999,1.45,E,99999
1210010032,1989,1210010,12,001,01,1990,0213,1420,2,01,3,02,99,999,999,12.2,9.6,99999,1.5,E,99999
1210010033,1989,1210010,12,001,01,1990,0213,2110,2,01,3.2,02,99,999,999,5.3,9.1,99999,1.6,E,99999
1210010034,1989,1210010,12,001,01,1990,0306,0855,2,01,4.5,02,99,999,999,9.5,8.6,99999,2.25,E,99999
1210010035,1989,1210010,12,001,01,1990,0306,1440,2,01,4.5,02,99,999,999,11.5,9.8,99999,2.25,E,99999
1210010036,1989,1210010,12,001,01,1990,0306,2150,2,01,4.4,02,99,999,999,6,9.2,99999,2.2,E,99999
1210020001,1989,1210020,12,001,02,1989,0425,1100,2,02,4.7,02,99,999,999,15.4,14.7,99999,2.35,E,99999
1210020002,1989,1210020,12,001,02,1989,0425,1550,2,02,4.1,02,99,999,999,15.8,15.5,99999,2.05,E,99999
1210020003,1989,1210020,12,001,02,1989,0425,2035,2,02,4.8,02,99,999,999,11.3,14.4,99999,2.4,E,99999
1210020004,1989,1210020,12,001,02,1989,0516,1000,2,02,4.8,04,99,999,999,20,16.5,99999,2.4,E,99999
1210020005,1989,1210020,12,001,02,1989,0516,1500,2,02,5.2,04,99,999,999,19.2,17,99999,2.6,E,99999
1210020006,1989,1210020,12,001,02,1989,0516,2100,2,02,4.8,04,99,999,999,16,17,99999,2.4,E,99999
1210020007,1989,1210020,12,001,02,1989,0613,1000,2,02,5.6,02,99,999,999,22,19.3,99999,2.8,E,99999
1210020008,1989,1210020,12,001,02,1989,0613,1450,2,02,5.1,02,99,999,999,23.5,19.8,99999,2.55,E,99999
1210020009,1989,1210020,12,001,02,1989,0613,2045,2,02,4.9,02,99,999,999,18,18.8,99999,2.45,E,99999
1210020010,1989,1210020,12,001,02,1989,0711,1000,2,02,4.9,02,99,999,999,27.8,22.8,99999,2.45,E,99999
1210020011,1989,1210020,12,001,02,1989,0711,1400,2,02,4.6,04,99,999,999,28,23.5,99999,2.3,E,99999
1210020012,1989,1210020,12,001,02,1989,0711,1800,2,02,4.5,04,99,999,999,26.2,23.8,99999,2.25,E,99999
1210020013,1989,1210020,12,001,02,1989,0801,1110,2,02,5.9,10,99,999,999,23,21.6,99999,2.95,E,99999
1210020014,1989,1210020,12,001,02,1989,0801,1550,2,02,6.4,10,99,999,999,23.5,21.7,99999,3.2,E,99999
1210020015,1989,1210020,12,001,02,1989,0801,2035,2,02,7.6,10,99,999,999,23.8,22.2,99999,3.8,E,99999
1210020016,1989,1210020,12,001,02,1989,0905,1050,2,02,5.9,09,99,999,999,24.8,21.3,99999,2.95,E,99999
1210020017,1989,1210020,12,001,02,1989,0905,1450,2,02,5.8,09,99,999,999,23.5,21.5,99999,2.9,E,99999
1210020018,1989,1210020,12,001,02,1989,0905,2040,2,02,6.5,04,99,999,999,24.5,21.7,99999,3.25,E,99999
1210020019,1989,1210020,12,001,02,1989,1003,1030,2,02,5.5,04,99,999,999,19.8,18.7,99999,2.75,E,99999
1210020020,1989,1210020,12,001,02,1989,1003,1520,2,02,4.6,04,99,999,999,19.9,19,99999,2.3,E,99999
1210020021,1989,1210020,12,001,02,1989,1003,2035,2,02,5.4,09,99,999,999,17.2,18.5,99999,2.7,E,99999
1210020022,1989,1210020,12,001,02,1989,1107,1020,2,02,5.3,09,99,999,999,17.2,15.4,99999,2.65,E,99999
1210020023,1989,1210020,12,001,02,1989,1107,1520,2,02,5.9,09,99,999,999,17.5,15.9,99999,2.95,E,99999
1210020024,1989,1210020,12,001,02,1989,1107,2030,2,02,6,04,99,999,999,15.2,15.4,99999,3,E,99999
1210020025,1989,1210020,12,001,02,1989,1205,1000,2,02,5.3,02,99,999,999,15.2,9.1,99999,2.65,E,99999
1210020026,1989,1210020,12,001,02,1989,1205,1400,2,02,5.5,02,99,999,999,18,10.2,99999,2.75,E,99999
1210020027,1989,1210020,12,001,02,1989,1205,1800,2,02,5.7,02,99,999,999,11.5,9.7,99999,2.85,E,99999
1210020028,1989,1210020,12,001,02,1990,0116,1120,2,02,5.4,12,99,999,999,0.3,3.6,99999,2.7,E,99999
1210020029,1989,1210020,12,001,02,1990,0116,1635,2,02,5.2,12,99,999,999,0.3,3.7,99999,2.6,E,99999
1210020030,1989,1210020,12,001,02,1990,0116,2040,2,02,5.8,12,99,999,999,0.4,3.8,99999,2.9,E,99999
1210020031,1989,1210020,12,001,02,1990,0213,1030,2,02,5.9,02,99,999,999,8.4,8.7,99999,2.95,E,99999
1210020032,1989,1210020,12,001,02,1990,0213,1535,2,02,6,02,99,999,999,12.8,9.2,99999,3,E,99999
1210020033,1989,1210020,12,001,02,1990,0213,2035,2,02,6.1,02,99,999,999,6.1,8.9,99999,3.05,E,99999
1210020034,1989,1210020,12,001,02,1990,0306,1040,2,02,5,02,99,999,999,11.3,9.1,99999,2.5,E,99999
1210020035,1989,1210020,12,001,02,1990,0306,1600,2,02,4.7,02,99,999,999,11,9.6,99999,2.35,E,99999
1210020036,1989,1210020,12,001,02,1990,0306,2045,2,02,3,02,99,999,999,7,9.5,99999,1.5,E,99999
1210030001,1989,1210030,12,001,51,1989,0425,0910,2,03,4.8,02,99,999,999,15.5,14,212,2.4,E,99999
1210030002,1989,1210030,12,001,51,1989,0425,1405,2,03,4.8,02,99,999,999,16.9,13.5,214,2.4,E,99999
1210030003,1989,1210030,12,001,51,1989,0516,0935,2,03,5.5,04,99,999,999,19.9,15.5,152,2.75,E,99999
