レコードID,測定年度,絶対番号,都道府県コード,水域コード,地点コード,pH_C,pH,DO_C,DO(mg/l),BOD_C,BOD(mg/l),COD_C,COD(mg/l),SS_C,SS(mg/l),大腸菌群数_C,大腸菌群数(MPN/100ml),n-ヘキサン抽出物質_C,n-ヘキサン抽出物質(mg/l)
1310010001,1981,1310010,13,001,01,#,7,#,8.4,#,6.9,#,19,#,480,#,70000,E,99999
1310010002,1981,1310010,13,001,01,#,7.1,#,8,#,5.1,#,11,#,240,E,99999,E,99999
1310010003,1981,1310010,13,001,01,#,7.1,#,8.2,#,2.9,#,6.6,#,35,E,99999,E,99999
1310010004,1981,1310010,13,001,01,#,6.9,#,9.1,#,1.4,#,3.3,#,32,#,13000,E,99999
1310010005,1981,1310010,13,001,01,#,6.9,#,9.6,#,2.2,#,4.3,#,37,E,99999,E,99999
1310010006,1981,1310010,13,001,01,#,6.9,#,9.5,#,1.3,#,3.2,#,20,E,99999,E,99999
1310010007,1981,1310010,13,001,01,#,6.9,#,8.5,#,2.1,#,4.1,#,24,#,13000,E,99999
1310010008,1981,1310010,13,001,01,#,7.1,#,8.4,#,1.6,#,2.6,#,7,E,99999,E,99999
1310010009,1981,1310010,13,001,01,#,7.2,#,8.5,#,1.6,#,2.2,#,7,E,99999,E,99999
1310010010,1981,1310010,13,001,01,#,7.1,#,7.6,#,1.3,#,4.1,#,37,#,33000,E,99999
1310010011,1981,1310010,13,001,01,#,7.1,#,7.9,#,1.7,#,5.6,#,65,E,99999,E,99999
1310010012,1981,1310010,13,001,01,#,7.1,#,7.5,#,2.2,#,6.1,#,59,E,99999,E,99999
1310010013,1981,1310010,13,001,01,#,7.6,#,7,#,1.9,#,4.9,#,28,#,350000,E,99999
1310010014,1981,1310010,13,001,01,#,7.6,#,7.4,#,1.8,#,6,#,48,E,99999,E,99999
1310010015,1981,1310010,13,001,01,#,7.7,#,7,#,1.8,#,4.7,#,20,E,99999,E,99999
1310010016,1981,1310010,13,001,01,#,7.7,#,7.4,#,1.8,#,4.3,#,12,E,99999,E,99999
1310010017,1981,1310010,13,001,01,#,7.7,#,8.7,#,1.6,#,4.3,#,14,E,99999,E,99999
1310010018,1981,1310010,13,001,01,#,7.6,#,8.6,#,1.7,#,4.5,#,11,E,99999,E,99999
1310010019,1981,1310010,13,001,01,#,7.7,#,8.9,#,1.4,#,4,#,10,E,99999,E,99999
1310010020,1981,1310010,13,001,01,#,7.6,#,8.4,#,1.5,#,4,#,10,E,99999,E,99999
1310010021,1981,1310010,13,001,01,#,7.6,#,8.3,#,1.4,#,3.9,#,9,E,99999,E,99999
1310010022,1981,1310010,13,001,01,#,7.6,#,7.9,#,1.3,#,4,#,11,E,99999,E,99999
1310010023,1981,1310010,13,001,01,#,7.6,#,7.9,#,1.4,#,3.7,#,10,E,99999,E,99999
1310010024,1981,1310010,13,001,01,#,7.6,#,7.6,#,1.2,#,3.9,#,10,E,99999,E,99999
1310010025,1981,1310010,13,001,01,#,7.7,#,7.9,#,2,#,4,#,9,E,99999,E,99999
