レコードID,測定年度,絶対番号,都道府県コード,水域コード,地点コード,pH_C,pH,DO_C,DO(mg/l),BOD_C,BOD(mg/l),COD_C,COD(mg/l),SS_C,SS(mg/l),大腸菌群数_C,大腸菌群数(MPN/100ml),n-ヘキサン抽出物質_C,n-ヘキサン抽出物質(mg/l)
1410010001,1986,1410010,14,001,01,#,7.7,#,9.4,#,3,#,8.3,#,9,E,99999,E,99999
1410010002,1986,1410010,14,001,01,#,8,#,8.4,#,3.3,#,6.6,#,12,E,99999,E,99999
1410010003,1986,1410010,14,001,01,#,7.9,#,8.1,#,4.9,#,9.3,#,8,E,99999,E,99999
1410010004,1986,1410010,14,001,01,#,7.9,#,7.3,#,4.2,#,7,#,11,E,99999,E,99999
1410010005,1986,1410010,14,001,01,#,7.6,#,7.1,#,3.7,#,5.6,#,12,E,99999,E,99999
1410010006,1986,1410010,14,001,01,#,7.6,#,8.3,#,3.5,#,6.1,#,10,E,99999,E,99999
1410010007,1986,1410010,14,001,01,#,7.6,#,7.4,#,3,#,5.7,#,13,E,99999,E,99999
1410010008,1986,1410010,14,001,01,#,7.6,#,7.8,#,2.8,#,7.1,#,9,E,99999,E,99999
1410010009,1986,1410010,14,001,01,#,7.6,#,6.9,#,3.8,#,5.2,#,14,E,99999,E,99999
1410010010,1986,1410010,14,001,01,#,7.7,#,6.4,#,2.5,#,6,#,12,E,99999,E,99999
1410010011,1986,1410010,14,001,01,#,7.6,#,4.7,#,2.1,#,6.2,#,13,E,99999,E,99999
1410010012,1986,1410010,14,001,01,#,7.6,#,4.7,#,2.6,#,6,#,11,E,99999,E,99999
1410010013,1986,1410010,14,001,01,#,7.2,#,6.6,#,3.5,#,4.6,#,15,E,99999,E,99999
1410010014,1986,1410010,14,001,01,#,7.4,#,5,#,2.5,#,4.9,#,14,E,99999,E,99999
1410010015,1986,1410010,14,001,01,#,7.4,#,5.8,#,2.2,#,5.7,#,7,E,99999,E,99999
1410010016,1986,1410010,14,001,01,#,7.4,#,6.1,#,2.8,#,4.1,#,12,E,99999,E,99999
1410010017,1986,1410010,14,001,01,#,7.6,#,8.1,#,2.4,#,4.8,#,18,E,99999,E,99999
1410010018,1986,1410010,14,001,01,#,7.5,#,8,#,2.3,#,5.8,#,13,E,99999,E,99999
1410010019,1986,1410010,14,001,01,#,7.7,#,7.4,#,2.9,#,4.6,#,13,E,99999,E,99999
