レコードID,測定年度,絶対番号,都道府県コード,水域コード,地点コード,pH_C,pH,DO_C,DO(mg/l),BOD_C,BOD(mg/l),COD_C,COD(mg/l),SS_C,SS(mg/l),大腸菌群数_C,大腸菌群数(MPN/100ml),n-ヘキサン抽出物質_C,n-ヘキサン抽出物質(mg/l)
1210010001,2000,1210010,12,001,01,#,7.3,#,10,#,1.5,#,3,#,23,#,490,E,99999
1210010002,2000,1210010,12,001,01,#,7.3,#,10,#,1.2,#,2.8,#,20,E,99999,E,99999
1210010003,2000,1210010,12,001,01,#,7.3,#,10,#,1.4,#,2.8,#,23,E,99999,E,99999
1210010004,2000,1210010,12,001,01,#,7.2,#,8.7,#,0.6,#,3,#,26,#,1700,E,99999
1210010005,2000,1210010,12,001,01,#,7.2,#,9,#,0.6,#,2.8,#,25,E,99999,E,99999
1210010006,2000,1210010,12,001,01,#,7.2,#,9,#,0.8,#,2.8,#,18,E,99999,E,99999
1210010007,2000,1210010,12,001,01,#,7.5,#,8,#,1.5,#,3.5,#,20,#,1300,E,99999
1210010008,2000,1210010,12,001,01,#,8,#,10,#,2.5,#,4.4,#,24,E,99999,E,99999
1210010009,2000,1210010,12,001,01,#,7.6,#,8.8,#,2.1,#,3.6,#,13,E,99999,E,99999
1210010010,2000,1210010,12,001,01,#,7.9,#,8.1,#,1.7,#,5.2,#,52,#,1100,E,99999
1210010011,2000,1210010,12,001,01,#,7.8,#,8.4,#,1.4,#,3,#,47,E,99999,E,99999
1210010012,2000,1210010,12,001,01,#,7.7,#,7.9,#,1.5,#,3.1,#,41,E,99999,E,99999
1210010013,2000,1210010,12,001,01,#,7.7,#,7.8,#,1.3,#,4,#,34,#,1700,E,99999
1210010014,2000,1210010,12,001,01,#,8,#,9,#,2,#,4,#,30,E,99999,E,99999
1210010015,2000,1210010,12,001,01,#,7.8,#,8.1,#,1.3,#,3.6,#,17,E,99999,E,99999
1210010016,2000,1210010,12,001,01,#,7.8,#,8.4,#,1.7,#,2.8,#,14,#,2300,E,99999
1210010017,2000,1210010,12,001,01,#,8,#,9.1,#,1.9,#,3.3,#,22,E,99999,E,99999
1210010018,2000,1210010,12,001,01,#,7.7,#,8.1,#,3.9,#,5.4,#,41,E,99999,E,99999
1210010019,2000,1210010,12,001,01,#,7.5,#,8.8,#,0.9,#,2.3,#,12,#,2300,E,99999
1210010020,2000,1210010,12,001,01,#,7.5,#,9.1,#,0.8,#,2.4,#,12,E,99999,E,99999
1210010021,2000,1210010,12,001,01,#,7.6,#,8.8,#,0.7,#,2.4,#,9,E,99999,E,99999
1210010022,2000,1210010,12,001,01,#,7.5,#,9.4,#,0.7,#,2.4,#,12,#,3300,E,99999
1210010023,2000,1210010,12,001,01,#,7.5,#,9.7,#,0.6,#,2.1,#,12,E,99999,E,99999
1210010024,2000,1210010,12,001,01,#,7.5,#,9.3,#,0.8,#,2.3,#,10,E,99999,E,99999
1210010025,2000,1210010,12,001,01,#,7.6,#,11,#,2.5,#,2.8,#,9,#,79000,E,99999
1210010026,2000,1210010,12,001,01,#,7.6,#,11,#,1.6,#,2.4,#,9,E,99999,E,99999
1210010027,2000,1210010,12,001,01,#,7.6,#,11,#,1.4,#,2.8,#,8,E,99999,E,99999
1210010028,2000,1210010,12,001,01,#,7.5,#,12,#,0.9,#,2.7,#,14,#,1300,E,99999
1210010029,2000,1210010,12,001,01,#,7.5,#,12,#,1.7,#,2.3,#,9,E,99999,E,99999
1210010030,2000,1210010,12,001,01,#,7.5,#,11,#,2.2,#,2.6,#,10,E,99999,E,99999
1210010031,2000,1210010,12,001,01,#,7.5,#,12,#,2.6,#,3.5,#,5,#,790,E,99999
1210010032,2000,1210010,12,001,01,#,7.5,#,12,#,2.9,#,3.4,#,6,E,99999,E,99999
1210010033,2000,1210010,12,001,01,#,7.5,#,12,#,3.1,#,3.4,#,7,E,99999,E,99999
1210010034,2000,1210010,12,001,01,#,7.4,#,10,#,2.4,#,3.6,#,18,#,2300,E,99999
1210010035,2000,1210010,12,001,01,#,7.4,#,10,#,2.1,#,3.6,#,20,E,99999,E,99999
1210010036,2000,1210010,12,001,01,#,7.4,#,10,#,2.4,#,3.7,#,14,E,99999,E,99999
1210020001,2000,1210020,12,001,02,#,7.4,#,10,#,1.4,#,2.7,#,8,#,1300,E,99999
1210020002,2000,1210020,12,001,02,#,7.4,#,10,#,1.6,#,2.9,#,9,E,99999,E,99999
1210020003,2000,1210020,12,001,02,#,7.4,#,10,#,1.9,#,2.7,#,12,E,99999,E,99999
1210020004,2000,1210020,12,001,02,#,7.3,#,8.8,#,1.2,#,3.7,#,29,#,490,E,99999
1210020005,2000,1210020,12,001,02,#,7.4,#,8.9,#,1,#,2.6,#,9,E,99999,E,99999
1210020006,2000,1210020,12,001,02,#,7.2,#,8.7,#,1,#,3.1,#,17,E,99999,E,99999
1210020007,2000,1210020,12,001,02,#,7.5,#,8.4,#,2,#,3.7,#,12,#,1100,E,99999
1210020008,2000,1210020,12,001,02,#,7.7,#,9.6,#,2.3,#,3.8,#,11,E,99999,E,99999
1210020009,2000,1210020,12,001,02,#,7.6,#,8.8,#,1.7,#,4,#,12,E,99999,E,99999
