レコードID,測定年度,絶対番号,都道府県コード,水域コード,地点コード,全窒素_C,全窒素(mg/l),全燐_C,全燐(mg/l)
1410010001,2007,1410010,14,001,03,#,6.5,#,0.38
1410010002,2007,1410010,14,001,03,#,7.3,#,0.41
1410010003,2007,1410010,14,001,03,#,6.9,#,0.37
1410010004,2007,1410010,14,001,03,#,7.1,#,0.39
1410010005,2007,1410010,14,001,03,#,3.2,#,0.22
1410010006,2007,1410010,14,001,03,#,4.5,#,0.28
1410010007,2007,1410010,14,001,03,#,2.8,#,0.2
1410010008,2007,1410010,14,001,03,#,3.1,#,0.21
1410010009,2007,1410010,14,001,03,#,5,#,0.34
1410010010,2007,1410010,14,001,03,#,3.8,#,0.28
1410010011,2007,1410010,14,001,03,#,4.3,#,0.26
1410010012,2007,1410010,14,001,03,#,3.8,#,0.24
1410010013,2007,1410010,14,001,03,#,4.2,#,0.23
1410010014,2007,1410010,14,001,03,#,4.5,#,0.23
1410010015,2007,1410010,14,001,03,#,4.1,#,0.22
1410010016,2007,1410010,14,001,03,#,3.4,#,0.24
1410010017,2007,1410010,14,001,03,#,5.1,#,0.23
1410010018,2007,1410010,14,001,03,#,3.6,#,0.21
1410010019,2007,1410010,14,001,03,#,4,#,0.21
1410010020,2007,1410010,14,001,03,#,2,#,0.25
1410010021,2007,1410010,14,001,03,#,2.7,#,0.2
1410010022,2007,1410010,14,001,03,#,3.5,#,0.19
1410010023,2007,1410010,14,001,03,#,2.6,#,0.2
1410010024,2007,1410010,14,001,03,#,2,#,0.21
1410010025,2007,1410010,14,001,03,#,3.5,#,0.26
1410010026,2007,1410010,14,001,03,#,2.3,#,0.26
1410010027,2007,1410010,14,001,03,#,1.9,#,0.21
1410010028,2007,1410010,14,001,03,#,1.9,#,0.24
1410010029,2007,1410010,14,001,03,#,6.3,#,0.29
1410010030,2007,1410010,14,001,03,#,5.2,#,0.25
1410010031,2007,1410010,14,001,03,#,6.4,#,0.32
1410010032,2007,1410010,14,001,03,#,5,#,0.23
1410010033,2007,1410010,14,001,03,#,4.2,#,0.26
1410010034,2007,1410010,14,001,03,#,6.7,#,0.33
1410010035,2007,1410010,14,001,03,#,6.4,#,0.3
1410010036,2007,1410010,14,001,03,#,5.5,#,0.27
1410010037,2007,1410010,14,001,03,#,4.3,#,0.24
1410010038,2007,1410010,14,001,03,#,3.4,#,0.21
1410010039,2007,1410010,14,001,03,#,5.2,#,0.27
1410010040,2007,1410010,14,001,03,#,3.3,#,0.23
1410010041,2007,1410010,14,001,03,#,4.7,#,0.35
1410010042,2007,1410010,14,001,03,#,4.2,#,0.24
1410010043,2007,1410010,14,001,03,#,5.8,#,0.3
1410010044,2007,1410010,14,001,03,#,3.5,#,0.27
1410010045,2007,1410010,14,001,03,#,7.3,#,0.37
1410010046,2007,1410010,14,001,03,#,5.2,#,0.31
1410010047,2007,1410010,14,001,03,#,5.7,#,0.33
1410010048,2007,1410010,14,001,03,#,3.8,#,0.22
1410020001,2007,1410020,14,001,53,#,8.5,#,0.47
1410020005,2007,1410020,14,001,53,#,6.5,#,0.41
1410020009,2007,1410020,14,001,53,#,7,#,0.41
1410020013,2007,1410020,14,001,53,#,4.3,#,0.22
1410020017,2007,1410020,14,001,53,#,4.7,#,0.24
1410020021,2007,1410020,14,001,53,#,2.7,#,0.19
1410020025,2007,1410020,14,001,53,#,3.5,#,0.28
1410020029,2007,1410020,14,001,53,#,6.6,#,0.33
1410020033,2007,1410020,14,001,53,#,3,#,0.18
1410020037,2007,1410020,14,001,53,#,7.8,#,0.38
1410020041,2007,1410020,14,001,53,#,8.2,#,0.4
1410020045,2007,1410020,14,001,53,#,5.3,#,0.33
1410040001,2007,1410040,14,001,02,#,6.3,#,0.35
1410040002,2007,1410040,14,001,02,#,6.1,#,0.36
1410040003,2007,1410040,14,001,02,#,6.1,#,0.36
1410040004,2007,1410040,14,001,02,#,8,#,0.51
1410040005,2007,1410040,14,001,02,#,5.8,#,0.4
1410040006,2007,1410040,14,001,02,#,6,#,0.42
1410040007,2007,1410040,14,001,02,#,6.1,#,0.45
1410040008,2007,1410040,14,001,02,#,5.6,#,0.42
1410040009,2007,1410040,14,001,02,#,5.9,#,0.33
1410040010,2007,1410040,14,001,02,#,5.7,#,0.35
1410040011,2007,1410040,14,001,02,#,5.4,#,0.34
1410040012,2007,1410040,14,001,02,#,5.9,#,0.31
1410040013,2007,1410040,14,001,02,#,3.9,#,0.22
1410040014,2007,1410040,14,001,02,#,3.3,#,0.22
1410040015,2007,1410040,14,001,02,#,3.9,#,0.21
1410040016,2007,1410040,14,001,02,#,3.5,#,0.2
1410040017,2007,1410040,14,001,02,#,4,#,0.18
1410040018,2007,1410040,14,001,02,#,4.1,#,0.18
1410040019,2007,1410040,14,001,02,#,4,#,0.19
1410040020,2007,1410040,14,001,02,#,4.2,#,0.19
1410040021,2007,1410040,14,001,02,#,2.5,#,0.2
1410040022,2007,1410040,14,001,02,#,3.3,#,0.2
1410040023,2007,1410040,14,001,02,#,2.6,#,0.18
1410040024,2007,1410040,14,001,02,#,2,#,0.19
1410040025,2007,1410040,14,001,02,#,3.2,#,0.31
1410040026,2007,1410040,14,001,02,#,2.9,#,0.3
1410040027,2007,1410040,14,001,02,#,3.6,#,0.28
1410040028,2007,1410040,14,001,02,#,2.8,#,0.27
1410040029,2007,1410040,14,001,02,#,5.5,#,0.25
1410040030,2007,1410040,14,001,02,#,5.7,#,0.25
1410040031,2007,1410040,14,001,02,#,5.8,#,0.3
1410040032,2007,1410040,14,001,02,#,6,#,0.31
1410040033,2007,1410040,14,001,02,#,6.9,#,0.33
1410040034,2007,1410040,14,001,02,#,6.8,#,0.3
1410040035,2007,1410040,14,001,02,#,6.6,#,0.31
1410040036,2007,1410040,14,001,02,#,7,#,0.34
1410040037,2007,1410040,14,001,02,#,6.9,#,0.34
1410040038,2007,1410040,14,001,02,#,6.8,#,0.35
1410040039,2007,1410040,14,001,02,#,6.9,#,0.35
1410040040,2007,1410040,14,001,02,#,6.9,#,0.37
1410040041,2007,1410040,14,001,02,#,7.3,#,0.39
1410040042,2007,1410040,14,001,02,#,7.3,#,0.38
1410040043,2007,1410040,14,001,02,#,7.1,#,0.38
1410040044,2007,1410040,14,001,02,#,7,#,0.42
1410040045,2007,1410040,14,001,02,#,8.1,#,0.48
1410040046,2007,1410040,14,001,02,#,7.7,#,0.47
1410040047,2007,1410040,14,001,02,#,7.2,#,0.46
1410040048,2007,1410040,14,001,02,#,6.9,#,0.45
1410050001,2007,1410050,14,001,01,#,7.8,#,0.64
1410050002,2007,1410050,14,001,01,#,7.6,#,0.62
1410050003,2007,1410050,14,001,01,#,8.1,#,0.82
1410050004,2007,1410050,14,001,01,#,6.3,#,0.54
1410050005,2007,1410050,14,001,01,#,7.5,#,0.65
1410050006,2007,1410050,14,001,01,#,7.1,#,0.65
1410050007,2007,1410050,14,001,01,#,7.7,#,0.72
1410050008,2007,1410050,14,001,01,#,7.9,#,0.63
1410050009,2007,1410050,14,001,01,#,7.9,#,0.48
1410050010,2007,1410050,14,001,01,#,7.7,#,0.51
1410050011,2007,1410050,14,001,01,#,8.2,#,0.65
1410050012,2007,1410050,14,001,01,#,8.2,#,0.7
1410050013,2007,1410050,14,001,01,#,3.8,#,0.24
1410050014,2007,1410050,14,001,01,#,3.9,#,0.27
1410050015,2007,1410050,14,001,01,#,4.5,#,0.32
1410050016,2007,1410050,14,001,01,#,4.4,#,0.32
1410050017,2007,1410050,14,001,01,#,4.8,#,0.25
1410050018,2007,1410050,14,001,01,#,4.8,#,0.26
1410050019,2007,1410050,14,001,01,#,5.2,#,0.3
1410050020,2007,1410050,14,001,01,#,6.4,#,0.32
1410050021,2007,1410050,14,001,01,#,3.8,#,0.31
1410050022,2007,1410050,14,001,01,#,2,#,0.2
1410050023,2007,1410050,14,001,01,#,2.4,#,0.28
1410050024,2007,1410050,14,001,01,#,2.2,#,0.32
1410050025,2007,1410050,14,001,01,#,4.4,#,0.4
1410050026,2007,1410050,14,001,01,#,2.9,#,0.37
1410050027,2007,1410050,14,001,01,#,2.4,#,0.35
1410050028,2007,1410050,14,001,01,#,4.6,#,0.35
1410050029,2007,1410050,14,001,01,#,7.1,#,0.5
1410050030,2007,1410050,14,001,01,#,6.8,#,0.51
1410050031,2007,1410050,14,001,01,#,7.4,#,0.56
1410050032,2007,1410050,14,001,01,#,6.7,#,0.5
1410050033,2007,1410050,14,001,01,#,7.8,#,0.57
1410050034,2007,1410050,14,001,01,#,8.2,#,0.58
1410050035,2007,1410050,14,001,01,#,8.2,#,0.65
1410050036,2007,1410050,14,001,01,#,8.1,#,0.65
1410050037,2007,1410050,14,001,01,#,8.3,#,0.57
1410050038,2007,1410050,14,001,01,#,8.1,#,0.54
1410050039,2007,1410050,14,001,01,#,7.8,#,0.52
1410050040,2007,1410050,14,001,01,#,8.1,#,0.51
1410050041,2007,1410050,14,001,01,#,8.5,#,0.72
1410050042,2007,1410050,14,001,01,#,8.5,#,0.81
1410050043,2007,1410050,14,001,01,#,8.6,#,0.77
1410050044,2007,1410050,14,001,01,#,8.3,#,0.77
1410050045,2007,1410050,14,001,01,#,8.2,#,0.75
