レコードID,測定年度,絶対番号,都道府県コード,水域コード,地点コード,採取_年,採取_月日,採取_時分,調査区分コード,採取位置コード,採取水深(m),天候コード,流況コード,臭気コード,色相コード,気温(℃),水温(℃),流量(m3/s),全水深(m),透明度_C,透明度(m)
1310010001,1981,1310010,13,001,01,1981,0420,0940,2,01,0.1,02,99,999,999,17,13,203.85,3.5,E,99999
1310010002,1981,1310010,13,001,01,1981,0420,1400,2,01,0.1,02,99,999,999,21,16.8,98.08,3,E,99999
1310010003,1981,1310010,13,001,01,1981,0420,1630,2,01,0.1,02,99,999,999,17,14,99999,3.4,E,99999
1310010004,1981,1310010,13,001,01,1981,0512,0930,2,01,0.1,10,99,999,999,19.5,14.5,139.92,3.4,E,99999
1310010005,1981,1310010,13,001,01,1981,0512,1420,2,01,0.1,10,99,999,999,18.5,14,177.93,3.5,E,99999
1310010006,1981,1310010,13,001,01,1981,0512,1640,2,01,0.1,10,99,999,999,15,13.5,161.4,3.45,E,99999
1310010007,1981,1310010,13,001,01,1981,0602,0925,2,01,0.1,02,99,999,999,21.5,16,110.16,2.95,E,99999
1310010008,1981,1310010,13,001,01,1981,0602,1410,2,01,0.1,02,99,999,999,25,17,32.21,2.93,E,99999
1310010009,1981,1310010,13,001,01,1981,0602,1630,2,01,0.1,02,99,999,999,23.5,17,34.72,3.05,E,99999
1310010010,1981,1310010,13,001,01,1981,0707,0900,2,01,0.1,02,99,999,999,28,21,146.85,3.6,E,99999
1310010011,1981,1310010,13,001,01,1981,0707,1400,2,01,0.1,04,99,999,999,32.8,22.7,174.79,3.25,E,99999
1310010012,1981,1310010,13,001,01,1981,0707,1630,2,01,0.1,04,99,999,999,28.5,23,169.14,3.1,E,99999
1310010013,1981,1310010,13,001,01,1981,0804,1100,2,01,0.1,02,99,999,999,29.8,28,118.88,3.5,E,99999
1310010014,1981,1310010,13,001,01,1981,0804,1300,2,01,0.1,02,99,999,999,31,28.5,79.77,3.09,E,99999
1310010015,1981,1310010,13,001,01,1981,0804,1500,2,01,0.1,02,99,999,999,30,29,55.89,2.88,E,99999
1310010016,1981,1310010,13,001,01,1981,0804,1700,2,01,0.1,02,99,999,999,29,28.5,42.09,2.95,E,99999
1310010017,1981,1310010,13,001,01,1981,0804,1900,2,01,0.1,02,99,999,999,27,28.3,40.39,3.09,E,99999
1310010018,1981,1310010,13,001,01,1981,0804,2100,2,01,0.1,02,99,999,999,24,27.7,35.93,3.23,E,99999
1310010019,1981,1310010,13,001,01,1981,0804,2300,2,01,0.1,04,99,999,999,24,27.5,31.81,3.35,E,99999
1310010020,1981,1310010,13,001,01,1981,0805,0100,2,01,0.1,04,99,999,999,24,27,38.11,3.47,E,99999
1310010021,1981,1310010,13,001,01,1981,0805,0300,2,01,0.1,04,99,999,999,24,26.7,31.74,3.59,E,99999
1310010022,1981,1310010,13,001,01,1981,0805,0500,2,01,0.1,04,99,999,999,24,26.5,32.32,3.68,E,99999
1310010023,1981,1310010,13,001,01,1981,0805,0700,2,01,0.1,04,99,999,999,26,27,99999,3.77,E,99999
1310010024,1981,1310010,13,001,01,1981,0805,0900,2,01,0.1,02,99,999,999,30,27.2,99999,3.87,E,99999
1310010025,1981,1310010,13,001,01,1981,0805,1100,2,01,0.1,02,99,999,999,30,27.7,87.65,3.77,E,99999
1310010026,1981,1310010,13,001,01,1981,0901,0910,2,01,0.1,04,99,999,999,30,25.5,188.89,3.7,E,99999
1310010027,1981,1310010,13,001,01,1981,0901,1400,2,01,0.1,04,99,999,999,30.8,27,139.3,3.1,E,99999
1310010028,1981,1310010,13,001,01,1981,0901,1615,2,01,0.1,04,99,999,999,30,26.3,128.66,3.1,E,99999
1310010029,1981,1310010,13,001,01,1981,1013,0900,2,01,0.1,02,99,999,999,22.2,18,99999,3.25,E,99999
1310010030,1981,1310010,13,001,01,1981,1013,1350,2,01,0.1,02,99,999,999,23.5,19,99999,2.8,E,99999
1310010031,1981,1310010,13,001,01,1981,1013,1615,2,01,0.1,02,99,999,999,23,19,99999,3.1,E,99999
1310010032,1981,1310010,13,001,01,1981,1110,0915,2,01,0.1,02,99,999,999,6,9,99999,3,E,99999
1310010033,1981,1310010,13,001,01,1981,1110,1410,2,01,0.1,02,99,999,999,12.5,10.3,99999,3.35,E,99999
1310010034,1981,1310010,13,001,01,1981,1110,1630,2,01,0.1,02,99,999,999,10.5,10,99999,3.25,E,99999
1310010035,1981,1310010,13,001,01,1981,1201,1100,2,01,0.1,04,99,999,999,7.5,6.5,78.74,3.5,E,99999
1310010036,1981,1310010,13,001,01,1981,1201,1300,2,01,0.1,04,99,999,999,7.5,6.5,93.09,3.24,E,99999
1310010037,1981,1310010,13,001,01,1981,1201,1500,2,01,0.1,04,99,999,999,6.5,6.5,26.6,3.16,E,99999
1310010038,1981,1310010,13,001,01,1981,1201,1700,2,01,0.1,04,99,999,999,6,6.7,32.13,3.3,E,99999
1310010039,1981,1310010,13,001,01,1981,1201,1900,2,01,0.1,04,99,999,999,6,6.5,22.72,3.42,E,99999
1310010040,1981,1310010,13,001,01,1981,1201,2100,2,01,0.1,04,99,999,999,5,6.8,54.06,3.54,E,99999
1310010041,1981,1310010,13,001,01,1981,1201,2300,2,01,0.1,04,99,999,999,5,6.8,96.9,3.34,E,99999
1310010042,1981,1310010,13,001,01,1981,1202,0100,2,01,0.1,04,99,999,999,4.8,7,55.89,3.04,E,99999
1310010043,1981,1310010,13,001,01,1981,1202,0300,2,01,0.1,04,99,999,999,4.8,7,36.59,3.17,E,99999
1310010044,1981,1310010,13,001,01,1981,1202,0500,2,01,0.1,04,99,999,999,4.3,6.8,28.9,3.28,E,99999
1310010045,1981,1310010,13,001,01,1981,1202,0700,2,01,0.1,02,99,999,999,5,6.5,27.24,3.39,E,99999
1310010046,1981,1310010,13,001,01,1981,1202,0900,2,01,0.1,02,99,999,999,8,7,33.73,3.5,E,99999
1310010047,1981,1310010,13,001,01,1981,1202,1100,2,01,0.1,04,99,999,999,9,7,62.79,3.5,E,99999
1310010048,1981,1310010,13,001,01,1982,0105,0905,2,01,0.1,04,99,999,999,10,7,30.48,3.6,E,99999
1310010049,1981,1310010,13,001,01,1982,0105,1350,2,01,0.1,04,99,999,999,15.8,7.5,69.19,3.55,E,99999
1310010050,1981,1310010,13,001,01,1982,0105,1600,2,01,0.1,04,99,999,999,14,7.5,71.21,3.35,E,99999
1310010051,1981,1310010,13,001,01,1982,0202,0910,2,01,0.1,02,99,999,999,5.5,3,99999,3.5,E,99999
1310010052,1981,1310010,13,001,01,1982,0202,1420,2,01,0.1,02,99,999,999,8,4.5,99999,3.25,E,99999
1310010053,1981,1310010,13,001,01,1982,0202,1640,2,01,0.1,02,99,999,999,5.5,3,99999,3.15,E,99999
1310010054,1981,1310010,13,001,01,1982,0302,0920,2,01,0.1,02,99,999,999,7.5,7,99999,3.15,E,99999
1310010055,1981,1310010,13,001,01,1982,0302,1330,2,01,0.1,04,99,999,999,6.5,6.5,53.51,2.8,E,99999
1310010056,1981,1310010,13,001,01,1982,0302,1640,2,01,0.1,04,99,999,999,5,6,21.06,2.75,E,99999
1310020001,1981,1310020,13,001,51,1981,0423,0900,2,03,99999,01,99,999,999,20.3,13.9,99999,2.95,E,99999
1310020002,1981,1310020,13,001,51,1981,0423,1325,2,03,99999,01,99,999,999,26.4,15.6,99999,2.31,E,99999
1310020003,1981,1310020,13,001,51,1981,0521,0800,2,03,99999,02,99,999,999,17.9,14.2,99999,2.85,E,99999
1310020004,1981,1310020,13,001,51,1981,0521,1140,2,03,99999,02,99,999,999,21.2,14.7,99999,2.35,E,99999
1310020005,1981,1310020,13,001,51,1981,0604,0835,2,03,99999,04,99,999,999,21.3,20.5,99999,2.76,E,99999
1310020006,1981,1310020,13,001,51,1981,0604,1215,2,03,99999,04,99,999,999,23.9,20,99999,2.67,E,99999
1310020007,1981,1310020,13,001,51,1981,0707,0935,2,03,99999,02,99,999,999,28.9,19.4,99999,2.95,E,99999
1310020008,1981,1310020,13,001,51,1981,0707,1345,2,03,99999,02,99,999,999,31,20.5,99999,2.6,E,99999
1310020009,1981,1310020,13,001,51,1981,0805,0950,2,03,99999,04,99,999,999,28.6,27.6,99999,3,E,99999
1310020010,1981,1310020,13,001,51,1981,0805,1345,2,03,99999,02,99,999,999,28.5,27,99999,2.3,E,99999
1310020011,1981,1310020,13,001,51,1981,0902,0830,2,03,99999,04,99,999,999,28.9,25.4,99999,2.63,E,99999
1310020012,1981,1310020,13,001,51,1981,0902,1125,2,03,99999,02,99,999,999,31.5,25.8,99999,2.25,E,99999
1310020013,1981,1310020,13,001,51,1981,1015,0900,2,03,99999,04,99,999,999,15.1,17.1,99999,3.4,E,99999
1310020014,1981,1310020,13,001,51,1981,1015,1305,2,03,99999,04,99,999,999,17.8,17,99999,2.45,E,99999
1310020015,1981,1310020,13,001,51,1981,1112,0809,2,03,99999,02,99,999,999,8.8,8.9,99999,2.75,E,99999
1310020016,1981,1310020,13,001,51,1981,1112,1300,2,03,99999,02,99,999,999,13.9,9.9,99999,2,E,99999
1310020017,1981,1310020,13,001,51,1981,1202,0840,2,03,99999,01,99,999,999,7.8,7,99999,3.18,E,99999
1310020018,1981,1310020,13,001,51,1981,1202,1350,2,03,99999,02,99,999,999,11.1,7.1,99999,2.27,E,99999
1310020019,1981,1310020,13,001,51,1982,0113,0845,2,03,99999,02,99,999,999,9.2,6.5,99999,2.7,E,99999
1310020020,1981,1310020,13,001,51,1982,0113,1330,2,03,99999,04,99,999,999,11.4,6.7,99999,2.52,E,99999
1310020021,1981,1310020,13,001,51,1982,0209,0825,2,03,99999,01,99,999,999,2,3.2,99999,1.92,E,99999
1310020022,1981,1310020,13,001,51,1982,0209,1320,2,03,99999,02,99,999,999,8.9,3.9,99999,2.5,E,99999
1310020023,1981,1310020,13,001,51,1982,0311,0825,2,03,99999,02,99,999,999,12.1,9.8,99999,2.18,E,99999
1310020024,1981,1310020,13,001,51,1982,0311,1330,2,03,99999,02,99,999,999,19.7,10.9,99999,2.08,E,99999
1310030001,1981,1310030,13,002,01,1981,0420,1000,2,01,0.1,02,99,999,999,19,12.2,99999,3.7,E,99999
1310030002,1981,1310030,13,002,01,1981,0420,1300,2,01,0.1,02,99,999,999,21,12.3,99999,3.3,E,99999
1310030003,1981,1310030,13,002,01,1981,0420,1600,2,01,0.1,02,99,999,999,17.6,12.5,99999,4.05,E,99999
1310030004,1981,1310030,13,002,01,1981,0512,0940,2,01,0.1,10,99,999,999,19,14.8,99999,4,E,99999
1310030005,1981,1310030,13,002,01,1981,0512,1340,2,01,0.1,10,99,999,999,19,13.8,99999,4,E,99999
1310030006,1981,1310030,13,002,01,1981,0512,1540,2,01,0.1,10,99,999,999,19.5,14,99999,3.75,E,99999
1310030007,1981,1310030,13,002,01,1981,0602,0940,2,01,0.1,02,99,999,999,23.5,15.9,99999,2.92,E,99999
1310030008,1981,1310030,13,002,01,1981,0602,1240,2,01,0.1,02,99,999,999,26,17,99999,3.4,E,99999
1310030009,1981,1310030,13,002,01,1981,0602,1550,2,01,0.1,02,99,999,999,20.1,17,99999,2.75,E,99999
1310030010,1981,1310030,13,002,01,1981,0707,0940,2,01,0.1,02,99,999,999,28.1,20.2,99999,3.95,E,99999
