レコードID,測定年度,絶対番号,都道府県コード,水域コード,地点コード,採取_年,採取_月日,採取_時分,調査区分コード,採取位置コード,採取水深(m),天候コード,流況コード,臭気コード,色相コード,気温(℃),水温(℃),流量(m3/s),全水深(m),透明度_C,透明度(m)
1310010001,1991,1310010,13,001,01,1991,0416,1010,2,01,7.8,02,99,999,999,21,14,153.92,3.9,E,99999
1310010002,1991,1310010,13,001,01,1991,0416,1500,2,01,7.3,02,99,999,999,22.7,15,102.96,3.65,E,99999
1310010003,1991,1310010,13,001,01,1991,0416,2105,2,01,8.5,02,99,999,999,16.4,14.8,133.15,4.25,E,99999
1310010004,1991,1310010,13,001,01,1991,0514,0955,2,01,8,02,99,999,999,23.4,19,63.67,4,E,99999
1310010005,1991,1310010,13,001,01,1991,0514,1510,2,01,8.5,02,99,999,999,23.2,20.3,26.21,4.25,E,99999
1310010006,1991,1310010,13,001,01,1991,0514,2100,2,01,8.6,02,99,999,999,18.9,19.5,59.56,4.3,E,99999
1310010007,1991,1310010,13,001,01,1991,0611,1000,2,01,7.9,02,99,999,999,28.7,23.1,40.87,3.95,E,99999
1310010008,1991,1310010,13,001,01,1991,0611,1510,2,01,8.2,02,99,999,999,31.2,25.8,8.6,4.1,E,99999
1310010009,1991,1310010,13,001,01,1991,0611,2050,2,01,8.5,02,99,999,999,25,24.1,10.89,4.25,E,99999
1310010010,1991,1310010,13,001,01,1991,0709,1000,2,01,7.3,04,99,999,999,30.8,25,122,3.65,E,99999
1310010011,1991,1310010,13,001,01,1991,0709,1400,2,01,8.2,04,99,999,999,29,26,140.7,4.1,E,99999
1310010012,1991,1310010,13,001,01,1991,0709,1800,2,01,8.9,04,99,999,999,23.7,25,125.5,4.45,E,99999
1310010013,1991,1310010,13,001,01,1991,0709,2200,2,01,8,04,99,999,999,22,24.7,124.8,4,E,99999
1310010014,1991,1310010,13,001,01,1991,0710,0200,2,01,8.9,04,99,999,999,21.2,24.1,190.3,4.45,E,99999
1310010015,1991,1310010,13,001,01,1991,0710,0600,2,01,8.4,04,99,999,999,22.3,24,134.7,4.2,E,99999
1310010016,1991,1310010,13,001,01,1991,0710,1000,2,01,7.2,04,99,999,999,24.4,24,90.7,3.6,E,99999
1310010017,1991,1310010,13,001,01,1991,0806,0950,2,01,8,04,99,999,999,21.2,24.3,40.94,4,E,99999
1310010018,1991,1310010,13,001,01,1991,0806,1455,2,01,8.5,10,99,999,999,22.1,23.8,42.71,4.25,E,99999
1310010019,1991,1310010,13,001,01,1991,0806,2100,2,01,8.9,04,99,999,999,21,23.4,54.44,4.45,E,99999
