レコードID,測定年度,絶対番号,都道府県コード,水域コード,地点コード,全窒素_C,全窒素(mg/l),全燐_C,全燐(mg/l)
1310010001,2006,1310010,13,001,01,#,1.91,#,0.085
1310010006,2006,1310010,13,001,01,#,1.41,#,0.123
1310010011,2006,1310010,13,001,01,#,1.98,#,0.111
1310010016,2006,1310010,13,001,01,#,2.1,#,0.091
1310010021,2006,1310010,13,001,01,#,3.08,#,0.094
1310010035,2006,1310010,13,001,01,#,2.64,#,0.123
1310010040,2006,1310010,13,001,01,#,2.89,#,0.238
1310010045,2006,1310010,13,001,01,#,3.52,#,0.162
1310010050,2006,1310010,13,001,01,#,3.2,#,0.077
1310010064,2006,1310010,13,001,01,#,3.65,#,0.088
1310010069,2006,1310010,13,001,01,#,3.05,#,0.095
1310010074,2006,1310010,13,001,01,#,3.21,#,0.128
1310030001,2006,1310030,13,002,01,#,1.74,#,0.079
1310030004,2006,1310030,13,002,01,#,1.58,#,0.159
1310030007,2006,1310030,13,002,01,#,1.93,#,0.1
1310030010,2006,1310030,13,002,01,#,1.99,#,0.096
1310030013,2006,1310030,13,002,01,#,2.7,#,0.078
1310030021,2006,1310030,13,002,01,#,2.49,#,0.103
1310030024,2006,1310030,13,002,01,#,2.89,#,0.224
1310030027,2006,1310030,13,002,01,#,3.33,#,0.162
1310030030,2006,1310030,13,002,01,#,2.96,#,0.071
1310030038,2006,1310030,13,002,01,#,3.46,#,0.089
1310030041,2006,1310030,13,002,01,#,3.51,#,0.102
1310030044,2006,1310030,13,002,01,#,3.31,#,0.123
1310040001,2006,1310040,13,002,51,#,1.82,#,0.079
1310040004,2006,1310040,13,002,51,#,1.38,#,0.125
1310040007,2006,1310040,13,002,51,#,1.86,#,0.093
1310040010,2006,1310040,13,002,51,#,2.1,#,0.104
1310040013,2006,1310040,13,002,51,#,2.73,#,0.078
1310040016,2006,1310040,13,002,51,#,2.63,#,0.128
1310040019,2006,1310040,13,002,51,#,2.8,#,0.231
1310040022,2006,1310040,13,002,51,#,3.31,#,0.152
1310040025,2006,1310040,13,002,51,#,3.03,#,0.073
1310040028,2006,1310040,13,002,51,#,3.47,#,0.082
1310040031,2006,1310040,13,002,51,#,3.35,#,0.096
1310040034,2006,1310040,13,002,51,#,3.04,#,0.123
1310060001,2006,1310060,13,003,01,#,3.93,#,0.171
1310060004,2006,1310060,13,003,01,#,1.75,#,0.146
1310060007,2006,1310060,13,003,01,#,1.73,#,0.138
1310060010,2006,1310060,13,003,01,#,2.44,#,0.164
1310060013,2006,1310060,13,003,01,#,2.55,#,0.211
1310060016,2006,1310060,13,003,01,#,2.85,#,0.14
1310060019,2006,1310060,13,003,01,#,3.08,#,0.114
1310060022,2006,1310060,13,003,01,#,4.99,#,0.105
1310060025,2006,1310060,13,003,01,#,3.17,#,0.083
1310060028,2006,1310060,13,003,01,#,4.47,#,0.144
1310060031,2006,1310060,13,003,01,#,4.42,#,0.166
1310060034,2006,1310060,13,003,01,#,4.19,#,0.154
1310070001,2006,1310070,13,003,51,#,4.14,#,0.167
