レコードID,測定年度,絶対番号,都道府県コード,水域コード,地点コード,採取_年,採取_月日,採取_時分,調査区分コード,採取位置コード,採取水深(m),天候コード,流況コード,臭気コード,色相コード,気温(℃),水温(℃),流量(m3/s),全水深(m),透明度_C,透明度(m)
1310010001,2004,1310010,13,001,01,2004,0423,1000,0,01,0.72,99,99,999,999,19.5,16.8,32.99,3.6,E,99999
1310010002,2004,1310010,13,001,01,2004,0423,1000,2,01,0.72,99,99,999,999,19.5,16.8,32.99,3.6,E,99999
1310010003,2004,1310010,13,001,01,2004,0423,1450,2,01,0.77,99,99,999,999,19,17,43.24,3.85,E,99999
1310010004,2004,1310010,13,001,01,2004,0423,2000,2,01,0.76,99,99,999,999,11.1,15.1,38.27,3.8,E,99999
1310010005,2004,1310010,13,001,01,2004,0513,1030,0,01,0.62,99,99,999,999,22.8,19.8,64.32,3.1,E,99999
1310010006,2004,1310010,13,001,01,2004,0513,1030,2,01,0.62,99,99,999,999,22.8,19.8,64.32,3.1,E,99999
1310010007,2004,1310010,13,001,01,2004,0513,1520,2,01,0.65,99,99,999,999,22,18.8,101.77,3.25,E,99999
1310010008,2004,1310010,13,001,01,2004,0513,2000,2,01,0.58,99,99,999,999,20.9,17.7,65.07,2.9,E,99999
1310010009,2004,1310010,13,001,01,2004,0615,1020,0,01,0.54,99,99,999,999,27.2,22.4,110.12,2.7,E,99999
1310010010,2004,1310010,13,001,01,2004,0615,1020,2,01,0.54,99,99,999,999,27.2,22.4,110.12,2.7,E,99999
1310010011,2004,1310010,13,001,01,2004,0615,1510,2,01,0.6,99,99,999,999,29.8,24,99999,3,E,99999
1310010012,2004,1310010,13,001,01,2004,0615,2000,2,01,0.67,99,99,999,999,25,23.5,111.56,3.35,E,99999
1310010013,2004,1310010,13,001,01,2004,0706,1000,0,01,0.73,99,99,999,999,29.8,27.4,23,3.65,E,99999
1310010014,2004,1310010,13,001,01,2004,0706,1000,2,01,0.73,99,99,999,999,29.8,27.4,23,3.65,E,99999
1310010015,2004,1310010,13,001,01,2004,0706,1400,2,01,0.69,99,99,999,999,33.2,27,78.34,3.45,E,99999
1310010016,2004,1310010,13,001,01,2004,0706,1800,2,01,0.69,99,99,999,999,28.6,26.8,5.46,3.45,E,99999
1310010017,2004,1310010,13,001,01,2004,0706,2200,2,01,0.71,99,99,999,999,24.8,25.4,14.57,3.55,E,99999
1310010018,2004,1310010,13,001,01,2004,0707,0200,2,01,0.72,99,99,999,999,24.2,25.8,19.24,3.6,E,99999
1310010019,2004,1310010,13,001,01,2004,0707,0600,2,01,0.73,99,99,999,999,27,26,27.89,3.65,E,99999
1310010020,2004,1310010,13,001,01,2004,0707,1000,2,01,0.74,99,99,999,999,36.4,28.2,39.09,3.7,E,99999
1310010021,2004,1310010,13,001,01,2004,0803,1020,0,01,0.75,99,99,999,999,29.4,27.8,21.93,3.75,E,99999
1310010022,2004,1310010,13,001,01,2004,0803,1020,2,01,0.75,99,99,999,999,29.4,27.8,21.93,3.75,E,99999
1310010023,2004,1310010,13,001,01,2004,0803,1510,2,01,0.75,99,99,999,999,34,28.5,13.49,3.75,E,99999
1310010024,2004,1310010,13,001,01,2004,0803,2000,2,01,0.75,99,99,999,999,26.5,27.1,9.03,3.75,E,99999
1310010025,2004,1310010,13,001,01,2004,0914,1020,0,01,0.74,99,99,999,999,29.8,26.8,74.44,3.7,E,99999
1310010026,2004,1310010,13,001,01,2004,0914,1020,2,01,0.74,99,99,999,999,29.8,26.8,74.44,3.7,E,99999
1310010027,2004,1310010,13,001,01,2004,0914,1510,2,01,0.74,99,99,999,999,33,27.8,74.06,3.7,E,99999
1310010028,2004,1310010,13,001,01,2004,0914,2000,2,01,0.75,99,99,999,999,28,26,55.28,3.75,E,99999
1310010029,2004,1310010,13,001,01,2004,1019,1020,0,01,0.67,99,99,999,999,14.5,15.5,101.32,3.35,E,99999
1310010030,2004,1310010,13,001,01,2004,1019,1020,2,01,0.67,99,99,999,999,14.5,15.5,101.32,3.35,E,99999
1310010031,2004,1310010,13,001,01,2004,1019,1510,2,01,0.61,99,99,999,999,14.6,16,109.15,3.05,E,99999
1310010032,2004,1310010,13,001,01,2004,1019,2000,2,01,0.68,99,99,999,999,15.2,16,76.48,3.4,E,99999
1310010033,2004,1310010,13,001,01,2004,1109,1030,0,01,0.54,99,99,999,999,19.5,16.8,115.29,2.7,E,99999
1310010034,2004,1310010,13,001,01,2004,1109,1030,2,01,0.54,99,99,999,999,19.5,16.8,115.29,2.7,E,99999
1310010035,2004,1310010,13,001,01,2004,1109,1510,2,01,0.67,99,99,999,999,22.6,17.3,64.27,3.35,E,99999
1310010036,2004,1310010,13,001,01,2004,1109,2000,2,01,0.63,99,99,999,999,15.5,16,135.68,3.15,E,99999
1310010037,2004,1310010,13,001,01,2004,1209,1000,0,01,0.62,99,99,999,999,10.8,9.8,33.25,3.1,E,99999
1310010038,2004,1310010,13,001,01,2004,1209,1000,2,01,0.62,99,99,999,999,10.8,9.8,33.25,3.1,E,99999
1310010039,2004,1310010,13,001,01,2004,1209,1400,2,01,0.66,99,99,999,999,10,9.2,37.45,3.3,E,99999
1310010040,2004,1310010,13,001,01,2004,1209,1800,2,01,0.65,99,99,999,999,9,9.3,91.08,3.25,E,99999
1310010041,2004,1310010,13,001,01,2004,1209,2200,2,01,0.62,99,99,999,999,9,9.2,30.29,3.1,E,99999
