レコードID,測定年度,絶対番号,都道府県コード,水域コード,地点コード,全窒素_C,全窒素(mg/l),全燐_C,全燐(mg/l)
1410010001,2009,1410010,14,001,03,#,4.5,#,0.33
1410010002,2009,1410010,14,001,03,#,2.7,#,0.23
1410010003,2009,1410010,14,001,03,#,4.9,#,0.33
1410010004,2009,1410010,14,001,03,#,3.3,#,0.25
1410010005,2009,1410010,14,001,03,#,3.6,#,0.26
1410010006,2009,1410010,14,001,03,#,3.3,#,0.27
1410010007,2009,1410010,14,001,03,#,4.2,#,0.26
1410010008,2009,1410010,14,001,03,#,3.7,#,0.27
1410010009,2009,1410010,14,001,03,#,4.3,#,0.31
1410010010,2009,1410010,14,001,03,#,4.2,#,0.29
1410010011,2009,1410010,14,001,03,#,4.2,#,0.29
1410010012,2009,1410010,14,001,03,#,3,#,0.28
1410010013,2009,1410010,14,001,03,#,4.8,#,0.34
1410010014,2009,1410010,14,001,03,#,2.6,#,0.25
1410010015,2009,1410010,14,001,03,#,1.6,#,0.21
1410010016,2009,1410010,14,001,03,#,3.3,#,0.27
1410010017,2009,1410010,14,001,03,#,3.9,#,0.25
1410010018,2009,1410010,14,001,03,#,2.6,#,0.25
1410010019,2009,1410010,14,001,03,#,3.5,#,0.25
1410010020,2009,1410010,14,001,03,#,3.3,#,0.23
1410010021,2009,1410010,14,001,03,#,4.3,#,0.28
1410010022,2009,1410010,14,001,03,#,4,#,0.26
1410010023,2009,1410010,14,001,03,#,3.8,#,0.25
1410010024,2009,1410010,14,001,03,#,3.2,#,0.22
1410010025,2009,1410010,14,001,03,#,3.6,#,0.28
1410010026,2009,1410010,14,001,03,#,3.9,#,0.25
1410010027,2009,1410010,14,001,03,#,3.5,#,0.24
1410010028,2009,1410010,14,001,03,#,1.3,#,0.19
1410010029,2009,1410010,14,001,03,#,4.1,#,0.2
1410010030,2009,1410010,14,001,03,#,3.6,#,0.19
1410010031,2009,1410010,14,001,03,#,3.1,#,0.17
1410010032,2009,1410010,14,001,03,#,2.4,#,0.2
1410010033,2009,1410010,14,001,03,#,4.6,#,0.21
1410010034,2009,1410010,14,001,03,#,5.3,#,0.23
1410010035,2009,1410010,14,001,03,#,4.9,#,0.23
1410010036,2009,1410010,14,001,03,#,3.2,#,0.15
1410010037,2009,1410010,14,001,03,#,3.6,#,0.2
1410010038,2009,1410010,14,001,03,#,4,#,0.21
1410010039,2009,1410010,14,001,03,#,1.6,#,0.12
1410010040,2009,1410010,14,001,03,#,3.8,#,0.2
1410010041,2009,1410010,14,001,03,#,5.6,#,0.29
1410010042,2009,1410010,14,001,03,#,4.3,#,0.25
1410010043,2009,1410010,14,001,03,#,3.5,#,0.21
1410010044,2009,1410010,14,001,03,#,4.4,#,0.23
1410010045,2009,1410010,14,001,03,#,5.1,#,0.4
1410010046,2009,1410010,14,001,03,#,3.6,#,0.35
1410010047,2009,1410010,14,001,03,#,6.3,#,0.25
1410010048,2009,1410010,14,001,03,#,6.2,#,0.22
1410020001,2009,1410020,14,001,53,#,5.4,#,0.37
1410020005,2009,1410020,14,001,53,#,5.8,#,0.3
1410020009,2009,1410020,14,001,53,#,2.8,#,0.32
1410020013,2009,1410020,14,001,53,#,6.1,#,0.37
1410020017,2009,1410020,14,001,53,#,5.1,#,0.26
1410020021,2009,1410020,14,001,53,#,5.5,#,0.29
1410020025,2009,1410020,14,001,53,#,4.7,#,0.25
1410020029,2009,1410020,14,001,53,#,6.1,#,0.27
1410020033,2009,1410020,14,001,53,#,7.1,#,0.28
1410020037,2009,1410020,14,001,53,#,5.9,#,0.28
1410020041,2009,1410020,14,001,53,#,7,#,0.37
1410020045,2009,1410020,14,001,53,#,6.5,#,0.27
1410040001,2009,1410040,14,001,02,#,4.8,#,0.33
