レコードID,測定年度,絶対番号,都道府県コード,水域コード,地点コード,全窒素_C,全窒素(mg/l),全燐_C,全燐(mg/l)
1410010001,1992,1410010,14,001,01,#,2.9,#,0.23
1410010005,1992,1410010,14,001,01,#,4.3,#,0.35
1410010009,1992,1410010,14,001,01,#,5.3,#,0.55
1410010013,1992,1410010,14,001,01,#,4.1,#,0.39
1410010017,1992,1410010,14,001,01,#,2.8,#,0.19
1410010021,1992,1410010,14,001,01,#,4,#,0.34
1410010025,1992,1410010,14,001,01,#,2.4,#,0.37
1410010029,1992,1410010,14,001,01,#,5.6,#,0.4
1410010033,1992,1410010,14,001,01,#,4.6,#,0.3
1410010037,1992,1410010,14,001,01,#,4.4,#,0.34
1410010041,1992,1410010,14,001,01,#,5.4,#,0.28
1410010045,1992,1410010,14,001,01,#,5.5,#,0.56
1410020001,1992,1410020,14,001,51,#,3.1,#,0.22
1410020005,1992,1410020,14,001,51,#,4.4,#,0.39
1410020009,1992,1410020,14,001,51,#,5.2,#,0.38
1410020013,1992,1410020,14,001,51,#,3.8,#,0.33
1410020017,1992,1410020,14,001,51,#,3,#,0.17
1410020021,1992,1410020,14,001,51,#,4.2,#,0.35
1410020025,1992,1410020,14,001,51,#,2.3,#,0.33
1410020029,1992,1410020,14,001,51,#,5.7,#,0.42
1410020033,1992,1410020,14,001,51,#,4.8,#,0.35
1410020037,1992,1410020,14,001,51,#,6.7,#,0.4
1410020041,1992,1410020,14,001,51,#,6.8,#,0.4
1410020045,1992,1410020,14,001,51,#,5.2,#,0.54
1410040001,1992,1410040,14,002,01,#,3.3,#,0.22
1410040005,1992,1410040,14,002,01,#,4.1,#,0.35
1410040009,1992,1410040,14,002,01,#,6.5,#,0.48
1410040013,1992,1410040,14,002,01,#,4.3,#,0.31
1410040017,1992,1410040,14,002,01,#,3.1,#,0.2
1410040025,1992,1410040,14,002,01,#,5.2,#,0.34
1410040029,1992,1410040,14,002,01,#,4,#,0.32
1410040033,1992,1410040,14,002,01,#,5.9,#,0.54
1410040037,1992,1410040,14,002,01,#,6,#,0.37
1410040041,1992,1410040,14,002,01,#,7.9,#,0.55
1410040045,1992,1410040,14,002,01,#,7.1,#,0.41
1410040053,1992,1410040,14,002,01,#,6.3,#,0.44
