レコードID,測定年度,絶対番号,都道府県コード,水域コード,地点コード,pH_C,pH,DO_C,DO(mg/l),BOD_C,BOD(mg/l),COD_C,COD(mg/l),SS_C,SS(mg/l),大腸菌群数_C,大腸菌群数(MPN/100ml),n-ヘキサン抽出物質_C,n-ヘキサン抽出物質(mg/l)
1410010001,1992,1410010,14,001,01,#,7.3,#,8.2,#,1.9,#,4.4,#,7,#,4900,E,99999
1410010002,1992,1410010,14,001,01,#,7.3,#,8.5,#,1.8,#,3.7,#,8,E,99999,E,99999
1410010003,1992,1410010,14,001,01,#,7.2,#,8.1,#,2.5,#,4.1,#,7,E,99999,E,99999
1410010004,1992,1410010,14,001,01,#,7.3,#,8.4,#,2.2,#,3.8,#,8,E,99999,E,99999
1410010005,1992,1410010,14,001,01,#,7.4,#,7.4,#,3.1,#,4.9,#,7,#,4900,E,99999
1410010006,1992,1410010,14,001,01,#,7.4,#,6.4,#,2.2,#,4.8,#,8,E,99999,E,99999
1410010007,1992,1410010,14,001,01,#,7.4,#,7.9,#,2.4,#,5.8,#,7,E,99999,E,99999
1410010008,1992,1410010,14,001,01,#,7.4,#,5.1,#,1.8,#,4.8,#,9,E,99999,E,99999
1410010009,1992,1410010,14,001,01,#,7.3,#,6,#,1.8,#,4.7,#,9,#,1700,E,99999
1410010010,1992,1410010,14,001,01,#,7.2,#,6.6,#,2.6,#,6,#,18,E,99999,E,99999
1410010011,1992,1410010,14,001,01,#,7.2,#,6.4,#,3,#,6.4,#,11,E,99999,E,99999
1410010012,1992,1410010,14,001,01,#,7.2,#,6.3,#,4,#,7.1,#,12,E,99999,E,99999
1410010013,1992,1410010,14,001,01,#,7.5,#,6.2,#,1.6,#,3.7,#,3,#,490,E,99999
1410010014,1992,1410010,14,001,01,#,7.5,#,6.4,#,1.6,#,3.7,#,3,E,99999,E,99999
1410010015,1992,1410010,14,001,01,#,7.5,#,6.8,#,1.7,#,4.2,#,2,E,99999,E,99999
1410010016,1992,1410010,14,001,01,#,7.5,#,6.6,#,1,#,3.3,#,3,E,99999,E,99999
1410010017,1992,1410010,14,001,01,#,7.3,#,7.9,#,1.8,#,3,#,10,#,1300,N,
1410010018,1992,1410010,14,001,01,#,7.4,#,8.7,#,1.7,#,2.8,#,14,E,99999,E,99999
1410010019,1992,1410010,14,001,01,#,7.3,#,7.5,#,1.9,#,3.3,#,14,E,99999,E,99999
1410010020,1992,1410010,14,001,01,#,7.3,#,7.9,#,1,#,2.4,#,12,E,99999,E,99999
1410010021,1992,1410010,14,001,01,#,7.6,#,6.2,#,3.3,#,4.7,#,8,#,490,E,99999
1410010022,1992,1410010,14,001,01,#,7.5,#,6.4,#,2.5,#,5.1,#,10,E,99999,E,99999
1410010023,1992,1410010,14,001,01,#,7.6,#,5.9,#,1.9,#,4.6,#,6,E,99999,E,99999
1410010024,1992,1410010,14,001,01,#,7.6,#,5.8,#,2.6,#,5.1,#,6,E,99999,E,99999
1410010025,1992,1410010,14,001,01,#,7.2,#,7.2,#,1.9,#,3.7,#,6,#,4900,E,99999
1410010026,1992,1410010,14,001,01,#,7.2,#,7.6,#,2.3,#,5.7,#,8,E,99999,E,99999
1410010027,1992,1410010,14,001,01,#,7.3,#,7.4,#,2.1,#,5.5,#,6,E,99999,E,99999
1410010028,1992,1410010,14,001,01,#,7.3,#,7.2,#,2.6,#,6.1,#,4,E,99999,E,99999
1410010029,1992,1410010,14,001,01,#,7.3,#,7.1,#,2.6,#,5.2,#,2,#,17000,E,99999
1410010030,1992,1410010,14,001,01,#,7.6,#,6.5,#,1.7,#,3.7,#,2,E,99999,E,99999
1410010031,1992,1410010,14,001,01,#,7.5,#,7.2,#,2.8,#,4.5,#,2,E,99999,E,99999
1410010032,1992,1410010,14,001,01,#,7.6,#,6.4,#,2.5,#,4.3,#,3,E,99999,E,99999
1410010033,1992,1410010,14,001,01,#,7.5,#,7.1,#,1.9,#,4.1,#,6,#,3300,E,99999
1410010034,1992,1410010,14,001,01,#,7.5,#,7,#,1.2,#,3.6,#,6,E,99999,E,99999
1410010035,1992,1410010,14,001,01,#,7.6,#,6.9,#,2.6,#,4.1,#,8,E,99999,E,99999
1410010036,1992,1410010,14,001,01,#,7.6,#,7,#,2.2,#,4.1,#,7,E,99999,E,99999
1410010037,1992,1410010,14,001,01,#,7.4,#,7.1,#,2.3,#,4.2,#,6,#,130,E,99999
1410010038,1992,1410010,14,001,01,#,7.5,#,7,#,1.7,#,4.1,#,4,E,99999,E,99999
1410010039,1992,1410010,14,001,01,#,7.5,#,7,#,2,#,4,#,5,E,99999,E,99999
1410010040,1992,1410010,14,001,01,#,7.5,#,6.9,#,2,#,4.3,#,5,E,99999,E,99999
1410010041,1992,1410010,14,001,01,#,7.4,#,8.9,#,3.6,#,5.7,#,15,#,790,N,
1410010042,1992,1410010,14,001,01,#,7.5,#,9.1,#,2,#,6.3,#,24,E,99999,E,99999
1410010043,1992,1410010,14,001,01,#,7.6,#,8.7,#,1.9,#,6.6,#,11,E,99999,E,99999
1410010044,1992,1410010,14,001,01,#,7.6,#,8.9,#,2.9,#,6.9,#,17,E,99999,E,99999
1410010045,1992,1410010,14,001,01,#,7.3,#,9.6,#,3.1,#,6.3,#,4,#,790,E,99999
1410010046,1992,1410010,14,001,01,#,7.4,#,9.6,#,3.3,#,6.4,#,4,E,99999,E,99999
1410010047,1992,1410010,14,001,01,#,7.4,#,9.7,#,2.3,#,5.2,#,3,E,99999,E,99999
1410010048,1992,1410010,14,001,01,#,7.4,#,9.5,#,3.4,#,7.5,#,3,E,99999,E,99999
