レコードID,測定年度,絶対番号,都道府県コード,水域コード,地点コード,全窒素_C,全窒素(mg/l),全燐_C,全燐(mg/l)
1210010001,1999,1210010,12,001,01,#,3.3,#,0.19
1210010004,1999,1210010,12,001,01,#,1.7,#,0.09
1210010007,1999,1210010,12,001,01,#,1.7,#,0.11
1210010010,1999,1210010,12,001,01,#,2.9,#,0.27
1210010013,1999,1210010,12,001,01,#,2.9,#,0.12
1210010016,1999,1210010,12,001,01,#,3.3,#,0.096
1210010019,1999,1210010,12,001,01,#,3.2,#,0.075
1210010022,1999,1210010,12,001,01,#,3.5,#,0.096
1210010025,1999,1210010,12,001,01,#,3.1,#,0.098
1210010028,1999,1210010,12,001,01,#,2.7,#,0.062
1210010031,1999,1210010,12,001,01,#,3.1,#,0.13
1210010034,1999,1210010,12,001,01,#,2.7,#,0.14
1210020001,1999,1210020,12,001,02,#,3.3,#,0.26
1210020004,1999,1210020,12,001,02,#,1.9,#,0.099
1210020007,1999,1210020,12,001,02,#,1.9,#,0.11
1210020010,1999,1210020,12,001,02,#,2.7,#,0.16
1210020013,1999,1210020,12,001,02,#,2.5,#,0.1
1210020016,1999,1210020,12,001,02,#,3.2,#,0.089
1210020019,1999,1210020,12,001,02,#,2.9,#,0.072
1210020022,1999,1210020,12,001,02,#,3.5,#,0.1
1210020025,1999,1210020,12,001,02,#,3.3,#,0.11
1210020028,1999,1210020,12,001,02,#,2.7,#,0.074
1210020031,1999,1210020,12,001,02,#,3.2,#,0.13
1210020034,1999,1210020,12,001,02,#,3,#,0.13
1210030001,1999,1210030,12,001,51,#,2.9,#,0.12
1210030003,1999,1210030,12,001,51,#,1.6,#,0.072
1210030005,1999,1210030,12,001,51,#,1.7,#,0.1
1210030007,1999,1210030,12,001,51,#,3.1,#,0.17
1210030009,1999,1210030,12,001,51,#,2.7,#,0.094
1210030011,1999,1210030,12,001,51,#,3.2,#,0.082
1210030013,1999,1210030,12,001,51,#,3.1,#,0.074
1210030015,1999,1210030,12,001,51,#,3.5,#,0.088
1210030017,1999,1210030,12,001,51,#,3.4,#,0.098
1210030019,1999,1210030,12,001,51,#,2.8,#,0.07
1210030021,1999,1210030,12,001,51,#,2.9,#,0.11
1210030023,1999,1210030,12,001,51,#,2.7,#,0.13
1210040001,1999,1210040,12,001,52,#,3.1,#,0.15
