レコードID,測定年度,絶対番号,都道府県コード,水域コード,地点コード,採取_年,採取_月日,採取_時分,調査区分コード,採取位置コード,採取水深(m),天候コード,流況コード,臭気コード,色相コード,気温(℃),水温(℃),流量(m3/s),全水深(m),透明度_C,透明度(m)
1310010001,2000,1310010,13,001,01,2000,0418,1015,0,01,0.82,99,99,999,999,18.2,13.5,99999,4.1,E,99999
1310010002,2000,1310010,13,001,01,2000,0418,1015,2,01,0.82,99,99,999,999,18.2,13.5,99999,4.1,E,99999
1310010003,2000,1310010,13,001,01,2000,0418,1450,2,01,0.82,99,99,999,999,18.9,14.2,99999,4.1,E,99999
1310010004,2000,1310010,13,001,01,2000,0418,2010,2,01,0.82,99,99,999,999,13.8,13.6,99999,4.1,E,99999
1310010005,2000,1310010,13,001,01,2000,0530,1020,0,01,0.64,99,99,999,999,28.7,21.5,99999,3.2,E,99999
1310010006,2000,1310010,13,001,01,2000,0530,1020,2,01,0.64,99,99,999,999,28.7,21.5,99999,3.2,E,99999
1310010007,2000,1310010,13,001,01,2000,0530,1455,2,01,0.79,99,99,999,999,28.2,22.5,99999,3.95,E,99999
1310010008,2000,1310010,13,001,01,2000,0530,2010,2,01,0.71,99,99,999,999,22,21.2,99999,3.55,E,99999
1310010009,2000,1310010,13,001,01,2000,0621,1010,0,01,0.84,99,99,999,999,26.8,26,99999,4.2,E,99999
1310010010,2000,1310010,13,001,01,2000,0621,1010,2,01,0.84,99,99,999,999,26.8,26,99999,4.2,E,99999
1310010011,2000,1310010,13,001,01,2000,0621,1450,2,01,0.83,99,99,999,999,27.2,25.9,99999,4.15,E,99999
1310010012,2000,1310010,13,001,01,2000,0621,2010,2,01,0.85,99,99,999,999,24.5,25.1,99999,4.25,E,99999
1310010013,2000,1310010,13,001,01,2000,0725,1000,0,01,0.82,99,99,999,999,28,27.5,99999,4.1,E,99999
1310010014,2000,1310010,13,001,01,2000,0725,1000,2,01,0.82,99,99,999,999,28,27.5,99999,4.1,E,99999
1310010015,2000,1310010,13,001,01,2000,0725,1400,2,01,0.8,99,99,999,999,24.9,25.8,99999,4,E,99999
1310010016,2000,1310010,13,001,01,2000,0725,1800,2,01,0.8,99,99,999,999,24.8,25.1,99999,4,E,99999
1310010017,2000,1310010,13,001,01,2000,0725,2200,2,01,0.83,99,99,999,999,22.2,25.2,99999,4.15,E,99999
1310010018,2000,1310010,13,001,01,2000,0726,0200,2,01,0.82,99,99,999,999,22.8,25,99999,4.1,E,99999
1310010019,2000,1310010,13,001,01,2000,0726,0600,2,01,0.82,99,99,999,999,23,25,99999,4.1,E,99999
1310010020,2000,1310010,13,001,01,2000,0726,1000,2,01,0.74,99,99,999,999,24,24.5,99999,3.7,E,99999
1310010021,2000,1310010,13,001,01,2000,0824,1000,0,01,0.8,99,99,999,999,33.1,27.8,99999,4,E,99999
1310010022,2000,1310010,13,001,01,2000,0824,1000,2,01,0.8,99,99,999,999,33.1,27.8,99999,4,E,99999
1310010023,2000,1310010,13,001,01,2000,0824,1445,2,01,0.76,99,99,999,999,33.3,28,99999,3.8,E,99999
1310010024,2000,1310010,13,001,01,2000,0824,2010,2,01,0.68,99,99,999,999,28.9,28.5,99999,3.4,E,99999
1310010025,2000,1310010,13,001,01,2000,0905,1015,0,01,0.83,99,99,999,999,21.2,22.5,99999,4.15,E,99999
