レコードID,測定年度,絶対番号,都道府県コード,水域コード,地点コード,pH_C,pH,DO_C,DO(mg/l),BOD_C,BOD(mg/l),COD_C,COD(mg/l),SS_C,SS(mg/l),大腸菌群数_C,大腸菌群数(MPN/100ml),n-ヘキサン抽出物質_C,n-ヘキサン抽出物質(mg/l)
1210010001,1991,1210010,12,001,01,#,7,#,9.7,#,1,#,2.3,#,28,#,17000,E,99999
1210010002,1991,1210010,12,001,01,#,7,#,9.8,#,1.2,#,2.5,#,27,E,99999,E,99999
1210010003,1991,1210010,12,001,01,#,6.9,#,10,#,1.5,#,2.5,#,29,E,99999,E,99999
1210010004,1991,1210010,12,001,01,#,7.3,#,8.6,#,2.1,#,3.7,#,20,#,7900,E,99999
1210010005,1991,1210010,12,001,01,#,7.3,#,9.1,#,2.5,#,4.2,#,16,E,99999,E,99999
1210010006,1991,1210010,12,001,01,#,7.2,#,8.3,#,3.1,#,4.6,#,27,E,99999,E,99999
1210010007,1991,1210010,12,001,01,#,7.2,#,8.3,#,1.6,#,4.3,#,33,#,7900,E,99999
1210010008,1991,1210010,12,001,01,#,7.4,#,9.2,#,2.1,#,4.6,#,33,E,99999,E,99999
1210010009,1991,1210010,12,001,01,#,7.3,#,8.3,#,2,#,4.4,#,29,E,99999,E,99999
1210010010,1991,1210010,12,001,01,#,7.4,#,7,#,1.3,#,4.2,#,48,#,4900,E,99999
1210010011,1991,1210010,12,001,01,#,7.3,#,7.6,#,1.9,#,5.3,#,60,E,99999,E,99999
1210010012,1991,1210010,12,001,01,#,7.3,#,6.8,#,2.3,#,5.3,#,55,E,99999,E,99999
1210010013,1991,1210010,12,001,01,#,7.5,#,7.5,#,1.2,#,3.6,#,33,#,13000,E,99999
1210010014,1991,1210010,12,001,01,#,7.6,#,8.2,#,1.3,#,3.7,#,24,E,99999,E,99999
1210010015,1991,1210010,12,001,01,#,7.5,#,7.7,#,1.3,#,3.6,#,24,E,99999,E,99999
1210010016,1991,1210010,12,001,01,#,7.5,#,8.2,#,0.7,#,2.7,#,34,#,13000,E,99999
1210010017,1991,1210010,12,001,01,#,7.4,#,8.2,#,0.9,#,3.1,#,48,E,99999,E,99999
1210010018,1991,1210010,12,001,01,#,7.5,#,8.1,#,0.7,#,3,#,32,E,99999,E,99999
1210010019,1991,1210010,12,001,01,#,7.4,#,9.2,<,0.5,#,2.3,#,21,#,11000,E,99999
1210010020,1991,1210010,12,001,01,#,7.4,#,9.3,#,0.7,#,2.2,#,19,E,99999,E,99999
1210010021,1991,1210010,12,001,01,#,7.4,#,9.2,#,0.6,#,2.4,#,21,E,99999,E,99999
1210010022,1991,1210010,12,001,01,#,7.4,#,9.6,#,0.7,#,2,#,16,#,11000,E,99999
1210010023,1991,1210010,12,001,01,#,7.4,#,9.7,#,0.9,#,2.1,#,16,E,99999,E,99999
1210010024,1991,1210010,12,001,01,#,7.4,#,10,#,0.9,#,2,#,14,E,99999,E,99999
1210010025,1991,1210010,12,001,01,#,7.4,#,10,#,1.3,#,2.4,#,13,#,17000,E,99999
1210010026,1991,1210010,12,001,01,#,7.4,#,10,#,1.7,#,2.5,#,11,E,99999,E,99999
1210010027,1991,1210010,12,001,01,#,7.4,#,10,#,1.3,#,2.4,#,10,E,99999,E,99999
1210010028,1991,1210010,12,001,01,#,7.3,#,11,#,2.3,#,2.5,#,7,#,11000,E,99999
1210010029,1991,1210010,12,001,01,#,7.3,#,10,#,2.8,#,2.8,#,12,E,99999,E,99999
1210010030,1991,1210010,12,001,01,#,7.4,#,11,#,2.6,#,2.5,#,8,E,99999,E,99999
1210010031,1991,1210010,12,001,01,#,7.2,#,11,#,3.3,#,3.3,#,11,#,3300,E,99999
1210010032,1991,1210010,12,001,01,#,7.2,#,11,#,3.2,#,3.5,#,12,E,99999,E,99999
1210010033,1991,1210010,12,001,01,#,7.2,#,11,#,3.2,#,3.3,#,12,E,99999,E,99999
1210010034,1991,1210010,12,001,01,#,7.2,#,10,#,2.4,#,3.5,#,27,#,3300,E,99999
1210010035,1991,1210010,12,001,01,#,7.2,#,10,#,2.7,#,3.4,#,27,E,99999,E,99999
1210010036,1991,1210010,12,001,01,#,7.2,#,10,#,2.8,#,3.6,#,25,E,99999,E,99999
1210020001,1991,1210020,12,001,02,#,7.1,#,9.4,#,2.2,#,3.4,#,42,#,7900,E,99999
1210020002,1991,1210020,12,001,02,#,7,#,9.4,#,3.7,#,4.4,#,62,E,99999,E,99999
1210020003,1991,1210020,12,001,02,#,7,#,9.2,#,2,#,2.5,#,15,E,99999,E,99999
1210020004,1991,1210020,12,001,02,#,7.2,#,8.4,#,2.6,#,3.5,#,11,#,4600,E,99999
1210020005,1991,1210020,12,001,02,#,7.4,#,10,#,4.9,#,5,#,21,E,99999,E,99999
1210020006,1991,1210020,12,001,02,#,7.3,#,8.7,#,3,#,3.5,#,8,E,99999,E,99999
1210020007,1991,1210020,12,001,02,#,7.2,#,8.1,#,2.6,#,4.9,#,15,#,7000,E,99999
1210020008,1991,1210020,12,001,02,#,7.7,#,10,#,4.8,#,4.2,#,22,E,99999,E,99999
1210020009,1991,1210020,12,001,02,#,7.3,#,8.4,#,3.4,#,5.7,#,19,E,99999,E,99999
1210020010,1991,1210020,12,001,02,#,7.3,#,6.1,#,2.4,#,6.5,#,68,#,7900,E,99999
1210020011,1991,1210020,12,001,02,#,7.2,#,7.5,#,1.5,#,3.6,#,14,E,99999,E,99999
1210020012,1991,1210020,12,001,02,#,7.2,#,7.4,#,1.5,#,3.5,#,15,E,99999,E,99999
1210020013,1991,1210020,12,001,02,#,7.5,#,7.1,#,2.2,#,4.2,#,24,#,33000,E,99999
1210020014,1991,1210020,12,001,02,#,7.5,#,7.3,#,2.2,#,4.1,#,14,E,99999,E,99999
1210020015,1991,1210020,12,001,02,#,7.4,#,6.6,#,2.2,#,4,#,13,E,99999,E,99999
1210020016,1991,1210020,12,001,02,#,7.4,#,8.2,#,0.7,#,2.8,#,33,#,13000,E,99999
1210020017,1991,1210020,12,001,02,#,7.4,#,8,#,0.8,#,2,#,17,E,99999,E,99999
1210020018,1991,1210020,12,001,02,#,7.4,#,7.6,#,1,#,2.6,#,19,E,99999,E,99999
1210020019,1991,1210020,12,001,02,#,7.4,#,9.1,#,0.6,#,2.4,#,16,#,33000,E,99999
1210020020,1991,1210020,12,001,02,#,7.4,#,9,#,0.8,#,2.1,#,7,E,99999,E,99999
1210020021,1991,1210020,12,001,02,#,7.4,#,8.9,#,0.9,#,2.3,#,14,E,99999,E,99999
1210020022,1991,1210020,12,001,02,#,7.4,#,9.5,#,0.9,#,2.2,#,12,#,24000,E,99999
1210020023,1991,1210020,12,001,02,#,7.4,#,9.7,#,0.9,#,2.1,#,6,E,99999,E,99999
1210020024,1991,1210020,12,001,02,#,7.4,#,9.5,#,1.5,#,3,#,27,E,99999,E,99999
1210020025,1991,1210020,12,001,02,#,7.4,#,10,#,1.7,#,2.4,#,8,#,24000,E,99999
1210020026,1991,1210020,12,001,02,#,7.3,#,10,#,1.1,#,2.1,#,4,E,99999,E,99999
1210020027,1991,1210020,12,001,02,#,7.4,#,10,#,1.5,#,2.6,#,9,E,99999,E,99999
1210020028,1991,1210020,12,001,02,#,7.3,#,10,#,3.4,#,3,#,4,#,24000,E,99999
1210020029,1991,1210020,12,001,02,#,7.3,#,10,#,3.3,#,3.2,#,4,E,99999,E,99999
1210020030,1991,1210020,12,001,02,#,7.3,#,10,#,2.9,#,2.9,#,4,E,99999,E,99999
1210020031,1991,1210020,12,001,02,#,7.2,#,10,#,3.7,#,4.1,#,6,#,4900,E,99999
1210020032,1991,1210020,12,001,02,#,7.2,#,11,#,3.7,#,4.2,#,6,E,99999,E,99999
1210020033,1991,1210020,12,001,02,#,7.2,#,10,#,3.4,#,4.1,#,7,E,99999,E,99999
1210020034,1991,1210020,12,001,02,#,7.2,#,9.3,#,3.4,#,4,#,8,#,79000,E,99999
1210020035,1991,1210020,12,001,02,#,7.3,#,10,#,3.4,#,4.1,#,7,E,99999,E,99999
1210020036,1991,1210020,12,001,02,#,7.2,#,9.1,#,3,#,3.6,#,9,E,99999,E,99999
1210030001,1991,1210030,12,001,51,#,6.9,#,10,#,1.3,#,2.1,#,27,#,3300,E,99999
1210030002,1991,1210030,12,001,51,#,6.9,#,10,#,1.3,#,2.2,#,27,E,99999,E,99999
1210030003,1991,1210030,12,001,51,#,7,#,8.7,#,1.8,#,3.3,#,12,#,4600,E,99999
1210030004,1991,1210030,12,001,51,#,7.1,#,8.9,#,1.6,#,3.1,#,10,E,99999,E,99999
1210030005,1991,1210030,12,001,51,#,7.1,#,8.4,#,1.1,#,3.3,#,23,#,4600,E,99999
1210030006,1991,1210030,12,001,51,#,7.2,#,8.8,#,1.3,#,3.4,#,24,E,99999,E,99999
1210030007,1991,1210030,12,001,51,#,7.4,#,7.5,#,0.8,#,3.8,#,30,#,11000,E,99999
1210030008,1991,1210030,12,001,51,#,7.3,#,8.2,#,0.9,#,3.7,#,36,E,99999,E,99999
1210030009,1991,1210030,12,001,51,#,7.5,#,7.9,#,0.7,#,2.9,#,21,#,4600,E,99999
1210030010,1991,1210030,12,001,51,#,7.5,#,8.2,#,1,#,3,#,22,E,99999,E,99999
1210030011,1991,1210030,12,001,51,#,7.5,#,8.8,<,0.5,#,2.4,#,27,#,17000,E,99999
1210030012,1991,1210030,12,001,51,#,7.5,#,8.6,#,0.5,#,2.6,#,33,E,99999,E,99999
1210030013,1991,1210030,12,001,51,#,7.4,#,9.4,#,0.5,#,2,#,17,#,7000,E,99999
1210030014,1991,1210030,12,001,51,#,7.4,#,9.5,#,0.5,#,2.2,#,16,E,99999,E,99999
1210030015,1991,1210030,12,001,51,#,7.3,#,10,#,0.7,#,1.7,#,13,#,4900,E,99999
1210030016,1991,1210030,12,001,51,#,7.4,#,10,#,1,#,1.9,#,15,E,99999,E,99999
1210030017,1991,1210030,12,001,51,#,7.3,#,10,#,1.3,#,2,#,7,#,24000,E,99999
1210030018,1991,1210030,12,001,51,#,7.3,#,10,#,1.2,#,2.1,#,8,E,99999,E,99999
1210030019,1991,1210030,12,001,51,#,7.3,#,12,#,2.6,#,2.1,#,6,#,1700,E,99999
1210030020,1991,1210030,12,001,51,#,7.3,#,11,#,3,#,2.3,#,7,E,99999,E,99999
1210030021,1991,1210030,12,001,51,#,7.1,#,11,#,2.7,#,2.6,#,7,#,33000,E,99999
1210030022,1991,1210030,12,001,51,#,7.1,#,11,#,2.5,#,2.7,#,8,E,99999,E,99999
1210030023,1991,1210030,12,001,51,#,7.2,#,11,#,2.4,#,2.8,#,17,#,4900,E,99999
1210030024,1991,1210030,12,001,51,#,7.2,#,11,#,2.1,#,2.6,#,11,E,99999,E,99999
1210040001,1991,1210040,12,001,52,#,7,#,10,#,1.1,#,2.4,#,28,#,1400,E,99999
1210040002,1991,1210040,12,001,52,#,7,#,10,#,0.9,#,2.4,#,26,E,99999,E,99999
1210040003,1991,1210040,12,001,52,#,7.1,#,8.8,#,1.8,#,3.4,#,27,#,3300,E,99999
1210040004,1991,1210040,12,001,52,#,7.2,#,8.7,#,2.3,#,3.7,#,18,E,99999,E,99999
1210040005,1991,1210040,12,001,52,#,7.2,#,8.5,#,1.1,#,3.4,#,25,#,3300,E,99999
1210040006,1991,1210040,12,001,52,#,7.3,#,9,#,1.5,#,3.7,#,24,E,99999,E,99999
1210040007,1991,1210040,12,001,52,#,7.4,#,7.2,#,0.9,#,4.2,#,44,#,4900,E,99999
1210040008,1991,1210040,12,001,52,#,7.3,#,9.6,#,1,#,3.8,#,40,E,99999,E,99999
1210040009,1991,1210040,12,001,52,#,7.5,#,8,#,0.8,#,3.2,#,29,#,2300,E,99999
1210040010,1991,1210040,12,001,52,#,7.6,#,8.1,#,0.9,#,3.4,#,24,E,99999,E,99999
1210040011,1991,1210040,12,001,52,#,7.5,#,8.5,#,0.5,#,2.7,#,39,#,24000,E,99999
1210040012,1991,1210040,12,001,52,#,7.4,#,8.5,#,0.5,#,2.6,#,36,E,99999,E,99999
1210040013,1991,1210040,12,001,52,#,7.4,#,9.5,<,0.5,#,2.1,#,20,#,4900,E,99999
1210040014,1991,1210040,12,001,52,#,7.4,#,9.4,#,0.6,#,2.2,#,18,E,99999,E,99999
1210040015,1991,1210040,12,001,52,#,7.4,#,9.7,#,0.6,#,1.8,#,14,#,4900,E,99999
1210040016,1991,1210040,12,001,52,#,7.4,#,9.9,#,1.2,#,2.1,#,13,E,99999,E,99999
1210040017,1991,1210040,12,001,52,#,7.4,#,10,#,1.6,#,2.3,#,10,#,33000,E,99999
1210040018,1991,1210040,12,001,52,#,7.4,#,10,#,1.3,#,2.1,#,8,E,99999,E,99999
1210040019,1991,1210040,12,001,52,#,7.3,#,11,#,2.1,#,2.1,#,7,#,7000,E,99999
1210040020,1991,1210040,12,001,52,#,7.4,#,11,#,2.7,#,2,#,7,E,99999,E,99999
1210040021,1991,1210040,12,001,52,#,7.1,#,11,#,2.5,#,2.8,#,10,#,7900,E,99999
1210040022,1991,1210040,12,001,52,#,7.2,#,11,#,3,#,3,#,10,E,99999,E,99999
1210040023,1991,1210040,12,001,52,#,7.2,#,10,#,2.1,#,3.2,#,25,#,2600,E,99999
1210040024,1991,1210040,12,001,52,#,7.2,#,10,#,2.7,#,3.6,#,12,E,99999,E,99999
1210050001,1991,1210050,12,001,53,#,7.1,#,9.5,#,2.2,#,3.3,#,41,#,24000,E,99999
1210050002,1991,1210050,12,001,53,#,7.1,#,9.4,#,2.2,#,3.2,#,38,E,99999,E,99999
1210050003,1991,1210050,12,001,53,#,7,#,9.7,#,1.6,#,2.6,#,24,E,99999,E,99999
1210050004,1991,1210050,12,001,53,#,7.2,#,8.1,#,3.1,#,4,#,23,#,130000,E,99999
1210050005,1991,1210050,12,001,53,#,7.3,#,9.2,#,3.1,#,3.7,#,9,E,99999,E,99999
1210050006,1991,1210050,12,001,53,#,7.3,#,9,#,2.5,#,3.4,#,9,E,99999,E,99999
1210050007,1991,1210050,12,001,53,#,7.2,#,7.7,#,2.5,#,4.9,#,17,#,13000,E,99999
1210050008,1991,1210050,12,001,53,#,7.3,#,9.3,#,3.5,#,5,#,10,E,99999,E,99999
1210050009,1991,1210050,12,001,53,#,7.3,#,8,#,2.7,#,4.6,#,11,E,99999,E,99999
1210050010,1991,1210050,12,001,53,#,7.3,#,6.7,#,2.5,#,8,#,100,#,49000,E,99999
1210050011,1991,1210050,12,001,53,#,7.3,#,6.9,#,1.5,#,3,#,10,E,99999,E,99999
1210050012,1991,1210050,12,001,53,#,7.3,#,7.1,#,1.9,#,4.1,#,42,E,99999,E,99999
1210050013,1991,1210050,12,001,53,#,7.5,#,7.6,#,2.1,#,3.9,#,15,#,24000,E,99999
1210050014,1991,1210050,12,001,53,#,7.6,#,7.8,#,2.3,#,3.9,#,13,E,99999,E,99999
1210050015,1991,1210050,12,001,53,#,7.5,#,7.5,#,1.6,#,3.5,#,15,E,99999,E,99999
1210050016,1991,1210050,12,001,53,#,7.5,#,8.1,#,0.7,#,2.9,#,35,#,7900,E,99999
1210050017,1991,1210050,12,001,53,#,7.4,#,8.3,#,0.7,#,3,#,34,E,99999,E,99999
1210050018,1991,1210050,12,001,53,#,7.4,#,8,#,1.2,#,3.3,#,47,E,99999,E,99999
1210050019,1991,1210050,12,001,53,#,7.3,#,9,#,0.6,#,2.4,#,21,#,33000,E,99999
1210050020,1991,1210050,12,001,53,#,7.4,#,8.9,#,1,#,2.3,#,17,E,99999,E,99999
1210050021,1991,1210050,12,001,53,#,7.4,#,9,#,1.2,#,2.7,#,26,E,99999,E,99999
1210050022,1991,1210050,12,001,53,#,7.3,#,9.5,#,1.1,#,2.4,#,16,#,26000,E,99999
1210050023,1991,1210050,12,001,53,#,7.3,#,9.4,#,1.7,#,2.1,#,8,E,99999,E,99999
1210050024,1991,1210050,12,001,53,#,7.4,#,9.6,#,1.8,#,2.6,#,19,E,99999,E,99999
1210050025,1991,1210050,12,001,53,#,7.4,#,9.9,#,1.8,#,2.5,#,11,#,26000,E,99999
1210050026,1991,1210050,12,001,53,#,7.3,#,10,#,1.3,#,2.3,#,6,E,99999,E,99999
1210050027,1991,1210050,12,001,53,#,7.3,#,10,#,1.9,#,2.6,#,11,E,99999,E,99999
1210050028,1991,1210050,12,001,53,#,7.3,#,10,#,3,#,3,#,5,#,17000,E,99999
1210050029,1991,1210050,12,001,53,#,7.3,#,10,#,2.9,#,2.8,#,4,E,99999,E,99999
1210050030,1991,1210050,12,001,53,#,7.3,#,10,#,3.1,#,2.9,#,3,E,99999,E,99999
1210050031,1991,1210050,12,001,53,#,7.1,#,10,#,3.7,#,4,#,7,#,7900,E,99999
1210050032,1991,1210050,12,001,53,#,7.2,#,10,#,3.5,#,3.8,#,7,E,99999,E,99999
1210050033,1991,1210050,12,001,53,#,7.2,#,10,#,4.5,#,4.4,#,7,E,99999,E,99999
1210050034,1991,1210050,12,001,53,#,7.2,#,9.4,#,3,#,3.9,#,12,#,24000,E,99999
1210050035,1991,1210050,12,001,53,#,7.2,#,9.7,#,2.7,#,3.5,#,13,E,99999,E,99999
1210050036,1991,1210050,12,001,53,#,7.2,#,9.8,#,3.5,#,3.8,#,12,E,99999,E,99999
1210060001,1991,1210060,12,002,01,#,7,#,9.2,#,3.2,#,3.8,#,54,#,7900,E,99999
1210060002,1991,1210060,12,002,01,#,7.1,#,9,#,2.4,#,2.6,#,12,E,99999,E,99999
1210060003,1991,1210060,12,002,01,#,7,#,9.1,#,2.3,#,2.5,#,14,E,99999,E,99999
1210060004,1991,1210060,12,002,01,#,7.2,#,8.1,#,3.6,#,4.3,#,16,#,17000,E,99999
1210060005,1991,1210060,12,002,01,#,7.3,#,8.8,#,3.8,#,4.2,#,11,E,99999,E,99999
1210060006,1991,1210060,12,002,01,#,7.3,#,8.6,#,4,#,4.5,#,14,E,99999,E,99999
1210060007,1991,1210060,12,002,01,#,7,#,7.1,#,3.1,#,5.7,#,18,#,7900,E,99999
1210060008,1991,1210060,12,002,01,#,7.5,#,10,#,4.7,#,6.3,#,14,E,99999,E,99999
1210060009,1991,1210060,12,002,01,#,7,#,4.6,#,2.7,#,5.1,#,12,E,99999,E,99999
1210060010,1991,1210060,12,002,01,#,7.3,#,4.6,#,2.1,#,5.3,#,28,#,70000,E,99999
1210060011,1991,1210060,12,002,01,#,7.1,#,4.5,#,4.3,#,5.5,#,13,E,99999,E,99999
1210060012,1991,1210060,12,002,01,#,7.1,#,5.2,#,2.9,#,4.3,#,10,E,99999,E,99999
1210060013,1991,1210060,12,002,01,#,7.4,#,5.9,#,1.4,#,4.3,#,14,#,28000,E,99999
1210060014,1991,1210060,12,002,01,#,7.4,#,6,#,1.1,#,3.9,#,10,E,99999,E,99999
1210060015,1991,1210060,12,002,01,#,7.3,#,4.7,#,2,#,3.9,#,13,E,99999,E,99999
1210060016,1991,1210060,12,002,01,#,7.5,#,7.8,#,1.5,#,2.4,#,19,#,49000,E,99999
1210060017,1991,1210060,12,002,01,#,7.4,#,8,#,1.1,#,2.2,#,12,E,99999,E,99999
1210060018,1991,1210060,12,002,01,#,7.4,#,8,#,1.3,#,2.7,#,25,E,99999,E,99999
1210060019,1991,1210060,12,002,01,#,7.3,#,8.8,#,0.9,#,2.8,#,20,#,22000,E,99999
1210060020,1991,1210060,12,002,01,#,7.4,#,8.7,#,1.1,#,2.5,#,7,E,99999,E,99999
1210060021,1991,1210060,12,002,01,#,7.3,#,8.9,#,0.7,#,2.4,#,20,E,99999,E,99999
1210060022,1991,1210060,12,002,01,#,7.3,#,9.4,<,0.5,#,2.8,#,17,#,31000,E,99999
1210060023,1991,1210060,12,002,01,#,7.3,#,9,<,0.5,#,2.4,#,7,E,99999,E,99999
1210060024,1991,1210060,12,002,01,#,7.4,#,9.4,#,1.9,#,2.9,#,15,E,99999,E,99999
1210060025,1991,1210060,12,002,01,#,7.4,#,9.3,#,2.3,#,2.9,#,6,#,240000,E,99999
1210060026,1991,1210060,12,002,01,#,7.2,#,9.6,#,2,#,2.9,#,6,E,99999,E,99999
1210060027,1991,1210060,12,002,01,#,7.3,#,9.4,#,2.2,#,2.9,#,7,E,99999,E,99999
1210060028,1991,1210060,12,002,01,#,7.3,#,10,#,3.1,#,3.4,#,5,#,24000,E,99999
1210060029,1991,1210060,12,002,01,#,7.3,#,9.6,#,3.7,#,3.9,#,4,E,99999,E,99999
1210060030,1991,1210060,12,002,01,#,7.3,#,10,#,3.7,#,3.8,#,4,E,99999,E,99999
1210060031,1991,1210060,12,002,01,#,7.2,#,10,#,3.7,#,4,#,9,#,49000,E,99999
1210060032,1991,1210060,12,002,01,#,7.2,#,10,#,4.5,#,4.2,#,6,E,99999,E,99999
1210060033,1991,1210060,12,002,01,#,7.2,#,10,#,3.9,#,3.8,#,7,E,99999,E,99999
1210060034,1991,1210060,12,002,01,#,7.2,#,8.4,#,3.2,#,4.3,#,6,#,11000,E,99999
1210060035,1991,1210060,12,002,01,#,7.2,#,8.1,#,3.2,#,4.6,#,8,E,99999,E,99999
1210060036,1991,1210060,12,002,01,#,7.2,#,8.7,#,3.8,#,4.7,#,9,E,99999,E,99999
1210070001,1991,1210070,12,002,51,#,7.1,#,9.4,#,1.9,#,3.2,#,36,#,7000,E,99999
1210070002,1991,1210070,12,002,51,#,7.1,#,9.5,#,2.3,#,4.3,#,56,E,99999,E,99999
1210070003,1991,1210070,12,002,51,#,7.2,#,8.4,#,2.7,#,3.4,#,12,#,17000,E,99999
1210070004,1991,1210070,12,002,51,#,7.3,#,9.2,#,3.1,#,3.5,#,9,E,99999,E,99999
1210070005,1991,1210070,12,002,51,#,7.3,#,7.7,#,2.6,#,5.2,#,11,#,350000,E,99999
1210070006,1991,1210070,12,002,51,#,7.3,#,8.7,#,3.5,#,5.6,#,10,E,99999,E,99999
1210070007,1991,1210070,12,002,51,#,7.3,#,6.2,#,2.7,#,5.8,#,59,#,11000,E,99999
1210070008,1991,1210070,12,002,51,#,7.2,#,6.6,#,2.1,#,3.4,#,11,E,99999,E,99999
1210070009,1991,1210070,12,002,51,#,7.3,#,7.3,#,1.8,#,4,#,17,#,24000,E,99999
1210070010,1991,1210070,12,002,51,#,7.5,#,7.5,#,1.8,#,3.9,#,11,E,99999,E,99999
1210070011,1991,1210070,12,002,51,#,7.5,#,8.1,#,0.7,#,3.2,#,34,#,24000,E,99999
1210070012,1991,1210070,12,002,51,#,7.4,#,8.3,#,0.6,#,2.6,#,24,E,99999,E,99999
1210070013,1991,1210070,12,002,51,#,7.4,#,9.1,#,0.6,#,2.8,#,25,#,17000,E,99999
1210070014,1991,1210070,12,002,51,#,7.4,#,8.5,#,1.2,#,2.5,#,9,E,99999,E,99999
1210070015,1991,1210070,12,002,51,#,7.3,#,9.9,#,1,#,2.7,#,14,#,7900,E,99999
1210070016,1991,1210070,12,002,51,#,7.3,#,9,#,0.6,#,2.8,#,6,E,99999,E,99999
1210070017,1991,1210070,12,002,51,#,7.3,#,9.9,#,1.8,#,2.6,#,7,#,24000,E,99999
1210070018,1991,1210070,12,002,51,#,7.3,#,9.4,#,2.3,#,2.9,#,5,E,99999,E,99999
1210070019,1991,1210070,12,002,51,#,7.4,#,11,#,2.2,#,2.6,#,3,#,4600,E,99999
1210070020,1991,1210070,12,002,51,#,7.3,#,10,#,3.4,#,3.5,#,4,E,99999,E,99999
1210070021,1991,1210070,12,002,51,#,7.1,#,11,#,3.7,#,3.6,#,8,#,7900,E,99999
1210070022,1991,1210070,12,002,51,#,7.2,#,10,#,4.5,#,4.3,#,7,E,99999,E,99999
1210070023,1991,1210070,12,002,51,#,7.2,#,8.4,#,3.4,#,4.6,#,8,#,33000,E,99999
1210070024,1991,1210070,12,002,51,#,7.2,#,8.9,#,3.8,#,4.2,#,7,E,99999,E,99999
1210090001,1991,1210090,12,003,01,#,7.7,#,7.7,#,6.8,#,4.4,#,9,#,790,E,99999
1210090002,1991,1210090,12,003,01,#,7.9,#,9.4,#,7.3,#,4.5,#,9,E,99999,E,99999
1210090003,1991,1210090,12,003,01,#,7.7,#,6,#,5,#,4,#,8,#,2100,E,99999
1210090004,1991,1210090,12,003,01,#,7.8,#,7,#,3.2,#,3.9,#,17,E,99999,E,99999
1210090005,1991,1210090,12,003,01,#,7.8,#,4.7,#,6.3,#,6.3,#,26,#,220,E,99999
1210090006,1991,1210090,12,003,01,#,7.9,#,5.4,#,6.6,#,6,#,16,E,99999,E,99999
1210090007,1991,1210090,12,003,01,#,8.4,#,6,#,2.1,#,1.8,#,14,#,9400,E,99999
1210090008,1991,1210090,12,003,01,#,8.7,#,6.4,#,3.8,#,2.4,#,16,E,99999,E,99999
1210090009,1991,1210090,12,003,01,#,7.9,#,2.3,#,3.5,#,3.5,#,10,#,1300,E,99999
1210090010,1991,1210090,12,003,01,#,7.9,#,3.1,#,5.1,#,3.8,#,13,E,99999,E,99999
1210090011,1991,1210090,12,003,01,#,7.7,#,3,#,1,#,2.6,#,15,#,790,E,99999
1210090012,1991,1210090,12,003,01,#,7.7,#,3.3,#,1.4,#,2.4,#,13,E,99999,E,99999
1210090013,1991,1210090,12,003,01,#,7.7,#,7.5,#,3.6,#,2.8,#,9,#,460,E,99999
1210090014,1991,1210090,12,003,01,#,8,#,9.4,#,4,#,3.1,#,9,E,99999,E,99999
1210090015,1991,1210090,12,003,01,#,7.7,#,7.6,#,1.4,#,2.3,#,7,#,490,E,99999
1210090016,1991,1210090,12,003,01,#,7.8,#,7.7,#,1.2,#,2.1,#,6,E,99999,E,99999
1210090017,1991,1210090,12,003,01,#,7.8,#,7.5,#,1.5,#,2,#,10,#,330,E,99999
1210090018,1991,1210090,12,003,01,#,7.8,#,7.7,#,1.2,#,2.2,#,8,E,99999,E,99999
1210090019,1991,1210090,12,003,01,#,7.9,#,10,#,2.6,#,2.6,#,5,#,330,E,99999
1210090020,1991,1210090,12,003,01,#,8,#,10,#,2.6,#,2.7,#,7,E,99999,E,99999
1210090021,1991,1210090,12,003,01,#,8.2,#,11,#,8.5,#,5.8,#,14,#,230,E,99999
1210090022,1991,1210090,12,003,01,#,8.3,#,11,#,8.1,#,4.9,#,14,E,99999,E,99999
1210090023,1991,1210090,12,003,01,#,8.2,#,9.9,#,13,#,7.1,#,14,#,1100,E,99999
1210090024,1991,1210090,12,003,01,#,8.3,#,10,#,8.4,#,5.4,#,11,E,99999,E,99999
1210100001,1991,1210100,12,004,01,#,7.2,#,10,#,3.4,#,5.1,#,37,E,99999,E,99999
1210100002,1991,1210100,12,004,01,#,7,#,8.7,#,3.6,#,5.8,#,37,E,99999,E,99999
1210100003,1991,1210100,12,004,01,#,7.4,#,6.4,#,3.6,#,6.6,#,26,E,99999,E,99999
1210100004,1991,1210100,12,004,01,#,7.5,#,7.8,#,4,#,6,#,15,E,99999,E,99999
1210100005,1991,1210100,12,004,01,#,7.4,#,5.6,#,2.8,#,7.7,#,15,E,99999,E,99999
1210100006,1991,1210100,12,004,01,#,7.9,#,10,#,8.1,#,10,#,12,E,99999,E,99999
1210100007,1991,1210100,12,004,01,#,7.2,#,2.4,#,6.7,#,8.2,#,23,E,99999,E,99999
1210100008,1991,1210100,12,004,01,#,7.6,#,4.5,#,8.4,#,11,#,7,E,99999,E,99999
1210100009,1991,1210100,12,004,01,#,7.7,#,4.9,#,2.7,#,6.1,#,15,E,99999,E,99999
1210100010,1991,1210100,12,004,01,#,7.5,#,6.3,#,2.5,#,6.6,#,13,E,99999,E,99999
