レコードID,測定年度,絶対番号,都道府県コード,水域コード,地点コード,採取_年,採取_月日,採取_時分,調査区分コード,採取位置コード,採取水深(m),天候コード,流況コード,臭気コード,色相コード,気温(℃),水温(℃),流量(m3/s),全水深(m),透明度_C,透明度(m)
1310010001,1983,1310010,13,001,01,1983,0420,0840,2,01,7.8,04,99,999,999,19.5,15,220.75,39,E,99999
1310010002,1983,1310010,13,001,01,1983,0420,1350,2,01,7.3,10,99,999,999,17,15,122.05,36.5,E,99999
1310010003,1983,1310010,13,001,01,1983,0420,2050,2,01,6.8,04,99,999,999,12,13.4,99999,34,E,99999
1310010004,1983,1310010,13,001,01,1983,0510,0930,2,01,7.2,02,99,999,999,21.5,20,0,36,E,99999
1310010005,1983,1310010,13,001,01,1983,0510,1350,2,01,7.4,02,99,999,999,23.5,21,0,37,E,99999
1310010006,1983,1310010,13,001,01,1983,0510,2100,2,01,7,02,99,999,999,16.1,19,99999,35,E,99999
1310010007,1983,1310010,13,001,01,1983,0607,0930,2,01,8,02,99,999,999,23.5,23,0,40,E,99999
1310010008,1983,1310010,13,001,01,1983,0607,1450,2,01,8,02,99,999,999,29,25.3,0,40.2,E,99999
1310010009,1983,1310010,13,001,01,1983,0607,2100,2,01,7.6,02,99,999,999,18.3,21,0,38,E,99999
1310010010,1983,1310010,13,001,01,1983,0705,1000,2,01,6.6,10,99,999,999,19.2,22,106.85,33,E,99999
1310010011,1983,1310010,13,001,01,1983,0705,1410,2,01,7.2,10,99,999,999,21.7,22.3,115.98,36,E,99999
1310010012,1983,1310010,13,001,01,1983,0705,2100,2,01,6.9,10,99,999,999,21,21.5,99999,34.5,E,99999
1310010013,1983,1310010,13,001,01,1983,0823,1000,2,01,8.5,04,99,999,999,26.5,22,287.58,42.5,E,99999
1310010014,1983,1310010,13,001,01,1983,0823,1200,2,01,8.3,04,99,999,999,25.5,21.5,275.69,41.5,E,99999
1310010015,1983,1310010,13,001,01,1983,0823,1400,2,01,8.2,04,99,999,999,25.4,21.5,276.49,41.2,E,99999
1310010016,1983,1310010,13,001,01,1983,0823,1600,2,01,8.3,04,99,999,999,25,21.2,263.68,41.6,E,99999
1310010017,1983,1310010,13,001,01,1983,0823,1800,2,01,8.8,04,99,999,999,23.2,21,239.56,44,E,99999
1310010018,1983,1310010,13,001,01,1983,0823,2000,2,01,8.9,04,99,999,999,23,21,235.99,44.3,E,99999
1310010019,1983,1310010,13,001,01,1983,0823,2200,2,01,8.5,04,99,999,999,22,21,264.52,42.7,E,99999
1310010020,1983,1310010,13,001,01,1983,0824,0000,2,01,8.3,04,99,999,999,21.5,21,260.95,41.5,E,99999
1310010021,1983,1310010,13,001,01,1983,0824,0200,2,01,8.1,04,99,999,999,21.5,21,216.78,40.5,E,99999
1310010022,1983,1310010,13,001,01,1983,0824,0400,2,01,8.3,04,99,999,999,20.8,21,199.67,41.6,E,99999
1310010023,1983,1310010,13,001,01,1983,0824,0600,2,01,8.6,04,99,999,999,20.5,21.2,214.5,43.2,E,99999
1310010024,1983,1310010,13,001,01,1983,0824,0800,2,01,8.5,04,99,999,999,21,21.2,232.31,42.5,E,99999
