レコードID,測定年度,絶対番号,都道府県コード,水域コード,地点コード,pH_C,pH,DO_C,DO(mg/l),BOD_C,BOD(mg/l),COD_C,COD(mg/l),SS_C,SS(mg/l),大腸菌群数_C,大腸菌群数(MPN/100ml),n-ヘキサン抽出物質_C,n-ヘキサン抽出物質(mg/l)
1410010001,1982,1410010,14,001,01,#,8,#,6.8,#,4.1,#,5.9,#,5,E,99999,E,99999
1410010002,1982,1410010,14,001,01,#,8,#,5.1,#,4.4,#,5.4,#,8,E,99999,E,99999
1410010003,1982,1410010,14,001,01,#,8.1,#,6.6,#,3.9,#,5.6,#,11,E,99999,E,99999
1410010004,1982,1410010,14,001,01,#,7.9,#,4.7,#,4.6,#,7,#,9,E,99999,E,99999
1410010005,1982,1410010,14,001,01,#,7.8,#,8.1,#,3.8,#,8.5,#,12,E,99999,E,99999
1410010006,1982,1410010,14,001,01,#,8.1,#,8.6,#,5,#,8.7,#,18,E,99999,E,99999
1410010007,1982,1410010,14,001,01,#,7.9,#,8.3,#,4.3,#,7.9,#,14,E,99999,E,99999
1410010008,1982,1410010,14,001,01,#,7.8,#,7.1,#,4.1,#,8.3,#,8,E,99999,E,99999
1410010009,1982,1410010,14,001,01,#,7.9,#,4.1,#,2.3,#,5.2,#,8,E,99999,E,99999
1410010010,1982,1410010,14,001,01,#,7.7,#,4.1,#,3.6,#,6.4,#,8,E,99999,E,99999
1410010011,1982,1410010,14,001,01,#,7.6,#,5.1,#,2.7,#,5.2,#,6,E,99999,E,99999
1410010012,1982,1410010,14,001,01,#,7.5,#,3.7,#,3.1,#,5.1,#,5,E,99999,E,99999
1410010013,1982,1410010,14,001,01,#,8.1,#,7.2,#,3.5,#,6.2,#,11,E,99999,E,99999
1410010014,1982,1410010,14,001,01,#,8,#,6.6,#,3,#,4.9,#,16,E,99999,E,99999
1410010015,1982,1410010,14,001,01,#,8,#,5.7,#,2.8,#,4.4,#,10,E,99999,E,99999
1410010016,1982,1410010,14,001,01,#,8.1,#,5.7,#,2.4,#,5.5,#,8,E,99999,E,99999
1410010017,1982,1410010,14,001,01,#,7.7,#,7.9,#,1.3,#,2.4,#,36,E,99999,E,99999
1410010018,1982,1410010,14,001,01,#,7.7,#,7.6,#,1.4,#,2.3,#,35,E,99999,E,99999
1410010019,1982,1410010,14,001,01,#,7.7,#,7.5,#,1.4,#,2.2,#,38,E,99999,E,99999
