レコードID,測定年度,絶対番号,都道府県コード,水域コード,地点コード,全窒素_C,全窒素(mg/l),全燐_C,全燐(mg/l)
1310010001,1989,1310010,13,001,01,#,3.4,#,0.42
1310010004,1989,1310010,13,001,01,#,2.3,#,0.22
1310010007,1989,1310010,13,001,01,#,3,#,0.12
1310010010,1989,1310010,13,001,01,#,2.7,#,0.13
1310010017,1989,1310010,13,001,01,#,3.7,#,0.17
1310010020,1989,1310010,13,001,01,#,3,#,0.41
1310010023,1989,1310010,13,001,01,#,3.7,#,0.11
1310010026,1989,1310010,13,001,01,#,3.3,#,0.11
1310010029,1989,1310010,13,001,01,#,3.8,#,0.18
1310010036,1989,1310010,13,001,01,#,4.7,#,0.22
1310010039,1989,1310010,13,001,01,#,4.8,#,0.24
1310010042,1989,1310010,13,001,01,#,2.8,#,0.12
1310020001,1989,1310020,13,001,51,#,5.8,#,0.1
1310020002,1989,1310020,13,001,51,#,4.9,#,0.086
1310020003,1989,1310020,13,001,51,#,3.6,#,0.12
1310020004,1989,1310020,13,001,51,#,3.3,#,0.091
1310020005,1989,1310020,13,001,51,#,5.4,#,0.11
1310020006,1989,1310020,13,001,51,#,3.5,#,0.092
1310020007,1989,1310020,13,001,51,#,3.8,#,0.084
1310020008,1989,1310020,13,001,51,#,5.4,#,0.087
1310020009,1989,1310020,13,001,51,#,4.4,#,0.14
1310020010,1989,1310020,13,001,51,#,6.8,#,0.23
1310020011,1989,1310020,13,001,51,#,4.3,#,0.22
1310020012,1989,1310020,13,001,51,#,3.3,#,0.1
1310030001,1989,1310030,13,002,01,#,2.7,#,0.33
1310030004,1989,1310030,13,002,01,#,2.5,#,0.24
1310030007,1989,1310030,13,002,01,#,3.3,#,0.17
1310030010,1989,1310030,13,002,01,#,3.1,#,0.11
1310030017,1989,1310030,13,002,01,#,3.2,#,0.11
1310030020,1989,1310030,13,002,01,#,3,#,0.26
1310030023,1989,1310030,13,002,01,#,3.6,#,0.17
