レコードID,測定年度,絶対番号,都道府県コード,水域コード,地点コード,全窒素_C,全窒素(mg/l),全燐_C,全燐(mg/l)
1410010001,2006,1410010,14,001,03,#,4,#,0.28
1410010002,2006,1410010,14,001,03,#,4.4,#,0.32
1410010003,2006,1410010,14,001,03,#,3.3,#,0.24
1410010004,2006,1410010,14,001,03,#,4.4,#,0.26
1410010005,2006,1410010,14,001,03,#,5,#,0.38
1410010006,2006,1410010,14,001,03,#,4.4,#,0.33
1410010007,2006,1410010,14,001,03,#,5.2,#,0.37
1410010008,2006,1410010,14,001,03,#,4.6,#,0.31
1410010009,2006,1410010,14,001,03,#,5.4,#,0.43
1410010010,2006,1410010,14,001,03,#,5,#,0.39
1410010011,2006,1410010,14,001,03,#,5.2,#,0.38
1410010012,2006,1410010,14,001,03,#,6.6,#,0.39
1410010013,2006,1410010,14,001,03,#,6.1,#,0.31
1410010014,2006,1410010,14,001,03,#,6.2,#,0.35
1410010015,2006,1410010,14,001,03,#,5.8,#,0.31
1410010016,2006,1410010,14,001,03,#,5.5,#,0.31
1410010017,2006,1410010,14,001,03,#,5.4,#,0.28
1410010018,2006,1410010,14,001,03,#,5.9,#,0.29
1410010019,2006,1410010,14,001,03,#,6.2,#,0.28
1410010020,2006,1410010,14,001,03,#,4.1,#,0.27
1410010021,2006,1410010,14,001,03,#,4.1,#,0.25
1410010022,2006,1410010,14,001,03,#,3,#,0.24
1410010023,2006,1410010,14,001,03,#,3.4,#,0.25
1410010024,2006,1410010,14,001,03,#,4.2,#,0.28
1410010025,2006,1410010,14,001,03,#,3.9,#,0.24
1410010026,2006,1410010,14,001,03,#,2.7,#,0.24
1410010027,2006,1410010,14,001,03,#,3.5,#,0.24
1410010028,2006,1410010,14,001,03,#,3.7,#,0.24
1410010029,2006,1410010,14,001,03,#,3.9,#,0.27
1410010030,2006,1410010,14,001,03,#,3.9,#,0.23
1410010031,2006,1410010,14,001,03,#,5.1,#,0.28
1410010032,2006,1410010,14,001,03,#,5.5,#,0.27
1410010033,2006,1410010,14,001,03,#,4.9,#,0.24
1410010034,2006,1410010,14,001,03,#,4.6,#,0.22
1410010035,2006,1410010,14,001,03,#,5.1,#,0.27
1410010036,2006,1410010,14,001,03,#,2.8,#,0.22
1410010037,2006,1410010,14,001,03,#,2.8,#,0.16
1410010038,2006,1410010,14,001,03,#,4.5,#,0.25
1410010039,2006,1410010,14,001,03,#,4.7,#,0.25
1410010040,2006,1410010,14,001,03,#,4.8,#,0.27
1410010041,2006,1410010,14,001,03,#,4.4,#,0.25
1410010042,2006,1410010,14,001,03,#,4.8,#,0.29
1410010043,2006,1410010,14,001,03,#,4.6,#,0.27
1410010044,2006,1410010,14,001,03,#,4.3,#,0.24
