レコードID,測定年度,絶対番号,都道府県コード,水域コード,地点コード,pH_C,pH,DO_C,DO(mg/l),BOD_C,BOD(mg/l),COD_C,COD(mg/l),SS_C,SS(mg/l),大腸菌群数_C,大腸菌群数(MPN/100ml),n-ヘキサン抽出物質_C,n-ヘキサン抽出物質(mg/l)
1410010001,1999,1410010,14,001,01,#,7.4,#,8.2,#,1.9,#,5.5,#,17,#,13000,E,99999
1410010002,1999,1410010,14,001,01,#,7.4,#,8.3,#,3.1,#,7.1,#,37,E,99999,E,99999
1410010003,1999,1410010,14,001,01,#,7.6,#,7.9,#,1.9,#,5.5,#,14,E,99999,E,99999
1410010004,1999,1410010,14,001,01,#,7.4,#,7.9,#,4.5,#,8.7,#,19,E,99999,E,99999
1410010005,1999,1410010,14,001,01,#,7.5,#,8.6,#,1.3,#,5.9,#,13,#,3300,E,99999
1410010006,1999,1410010,14,001,01,#,7.5,#,7.5,#,3,#,5.9,#,17,E,99999,E,99999
1410010007,1999,1410010,14,001,01,#,7.4,#,7.6,#,1.3,#,5.9,#,9,E,99999,E,99999
1410010008,1999,1410010,14,001,01,#,7.5,#,7.6,#,1.4,#,5.3,#,10,E,99999,E,99999
1410010009,1999,1410010,14,001,01,#,7.3,#,7.8,#,1.9,#,6.2,#,11,#,4900,E,99999
1410010010,1999,1410010,14,001,01,#,7.5,#,5.9,#,2.7,#,5,#,15,E,99999,E,99999
1410010011,1999,1410010,14,001,01,#,7.4,#,5.9,#,2,#,5.1,#,11,E,99999,E,99999
1410010012,1999,1410010,14,001,01,#,7.5,#,5.9,#,2.6,#,5.3,#,20,E,99999,E,99999
1410010013,1999,1410010,14,001,01,#,7.4,#,8.4,#,1,#,4.5,#,15,#,33000,E,99999
1410010014,1999,1410010,14,001,01,#,7.4,#,6.1,#,1.3,#,4.8,#,15,E,99999,E,99999
1410010015,1999,1410010,14,001,01,#,7.4,#,7.3,#,1.2,#,4,#,4,E,99999,E,99999
1410010016,1999,1410010,14,001,01,#,7.3,#,6,#,2.2,#,5,#,13,E,99999,E,99999
1410010017,1999,1410010,14,001,01,#,7.5,#,10.6,#,4.8,#,7.1,#,17,#,4900,#,0.5
1410010018,1999,1410010,14,001,01,#,7.3,#,7.1,#,6.8,#,7.4,#,14,E,99999,E,99999
1410010019,1999,1410010,14,001,01,#,7,#,8.8,#,2.1,#,6.4,#,12,E,99999,E,99999
1410010020,1999,1410010,14,001,01,#,7.1,#,7.5,#,6.5,#,7.2,#,16,E,99999,E,99999
1410010021,1999,1410010,14,001,01,#,7.5,#,8.7,#,2.8,#,6.1,#,44,#,14000,E,99999
1410010022,1999,1410010,14,001,01,#,7.5,#,6.1,#,2.5,#,5.2,#,16,E,99999,E,99999
1410010023,1999,1410010,14,001,01,#,7.5,#,5.8,#,2.4,#,5,#,27,E,99999,E,99999
1410010024,1999,1410010,14,001,01,#,7.5,#,5.5,#,1.9,#,5,#,12,E,99999,E,99999
1410010025,1999,1410010,14,001,01,#,7.5,#,7.5,#,1.8,#,4.8,#,12,#,7900,E,99999
1410010026,1999,1410010,14,001,01,#,7.5,#,5.4,#,2.8,#,4.4,#,14,E,99999,E,99999
1410010027,1999,1410010,14,001,01,#,7.5,#,7.2,#,1.2,#,5.1,#,11,E,99999,E,99999
1410010028,1999,1410010,14,001,01,#,7.5,#,5.6,#,3.2,#,4.5,#,11,E,99999,E,99999
1410010029,1999,1410010,14,001,01,#,7.4,#,5.8,#,1.3,#,3.3,#,13,#,79000,E,99999
1410010030,1999,1410010,14,001,01,#,7.5,#,6.8,#,1.1,#,3.3,#,13,E,99999,E,99999
1410010031,1999,1410010,14,001,01,#,7.4,#,6.5,#,1.8,#,3.7,#,16,E,99999,E,99999
1410010032,1999,1410010,14,001,01,#,7.5,#,6.6,#,1.5,#,3.5,#,16,E,99999,E,99999
1410010033,1999,1410010,14,001,01,#,7.4,#,7.8,#,2.9,#,4.6,#,8,#,7900,E,99999
1410010034,1999,1410010,14,001,01,#,7.4,#,8.8,#,2.2,#,6,#,5,E,99999,E,99999
1410010035,1999,1410010,14,001,01,#,7.4,#,8.5,#,2.3,#,6.4,#,9,E,99999,E,99999
1410010036,1999,1410010,14,001,01,#,7.4,#,7.8,#,1.7,#,4.8,#,10,E,99999,E,99999
1410010037,1999,1410010,14,001,01,#,7.5,#,7.5,#,2.4,#,4.6,#,7,#,490,E,99999
1410010038,1999,1410010,14,001,01,#,7.6,#,7.7,#,2.1,#,3.8,#,10,E,99999,E,99999
1410010039,1999,1410010,14,001,01,#,7.6,#,7.8,#,1.6,#,4.8,#,19,E,99999,E,99999
1410010040,1999,1410010,14,001,01,#,7.7,#,7.3,#,1.4,#,3.8,#,13,E,99999,E,99999
1410010041,1999,1410010,14,001,01,#,7.7,#,9,#,1.5,#,4.1,#,9,#,130,N,
1410010042,1999,1410010,14,001,01,#,7.5,#,9.4,#,3.2,#,5.5,#,11,E,99999,E,99999
1410010043,1999,1410010,14,001,01,#,7.6,#,8.9,#,2,#,4.2,#,13,E,99999,E,99999
1410010044,1999,1410010,14,001,01,#,7.7,#,8.7,#,2.4,#,5.4,#,17,E,99999,E,99999
1410010045,1999,1410010,14,001,01,#,7.8,#,11,#,2.8,#,5.3,#,13,#,790,E,99999
1410010046,1999,1410010,14,001,01,#,8.2,#,12,#,3,#,6.1,#,9,E,99999,E,99999
1410010047,1999,1410010,14,001,01,#,8.1,#,12.8,#,2.5,#,5.8,#,16,E,99999,E,99999
1410010048,1999,1410010,14,001,01,#,7.9,#,9.8,#,1.8,#,5.5,#,10,E,99999,E,99999
1410020001,1999,1410020,14,001,51,#,7.4,#,9.2,#,1.8,#,6,#,5,#,1700,E,99999
1410020002,1999,1410020,14,001,51,#,7.4,#,8.8,#,2.1,#,6.1,#,8,E,99999,E,99999
1410020003,1999,1410020,14,001,51,#,7.4,#,8.5,#,2,#,6.4,#,10,E,99999,E,99999
1410020004,1999,1410020,14,001,51,#,7.4,#,8.3,#,1.4,#,5.6,#,6,E,99999,E,99999
1410020005,1999,1410020,14,001,51,#,7.5,#,8.7,#,1.6,#,6,#,4,#,22000,E,99999
1410020006,1999,1410020,14,001,51,#,7.5,#,7.6,#,1.3,#,5.4,#,6,E,99999,E,99999
1410020007,1999,1410020,14,001,51,#,7.6,#,8.8,#,1.2,#,5.2,#,4,E,99999,E,99999
1410020008,1999,1410020,14,001,51,#,7.5,#,8.3,#,1.4,#,5.2,#,4,E,99999,E,99999
1410020009,1999,1410020,14,001,51,#,7.2,#,7.8,#,2.3,#,6.9,#,9,#,14000,E,99999
1410020010,1999,1410020,14,001,51,#,7.2,#,6.6,#,3.1,#,7.5,#,15,E,99999,E,99999
1410020011,1999,1410020,14,001,51,#,7.2,#,6.8,#,1.6,#,6.4,#,10,E,99999,E,99999
1410020012,1999,1410020,14,001,51,#,7.2,#,6.5,#,4.1,#,7.7,#,18,E,99999,E,99999
1410020013,1999,1410020,14,001,51,#,7.5,#,8.4,#,1.2,#,4.4,#,4,#,330,E,99999
1410020014,1999,1410020,14,001,51,#,7.4,#,7.1,#,1.1,#,3.9,#,3,E,99999,E,99999
1410020015,1999,1410020,14,001,51,#,7.4,#,7.6,#,3.4,#,5.9,#,10,E,99999,E,99999
1410020016,1999,1410020,14,001,51,#,7.3,#,5.9,#,6.7,#,8.7,#,21,E,99999,E,99999
1410020017,1999,1410020,14,001,51,#,7.6,#,11.3,#,5,#,13,#,9,#,2300,N,
1410020018,1999,1410020,14,001,51,#,7.4,#,6.2,#,3.7,#,7.1,#,7,E,99999,E,99999
1410020019,1999,1410020,14,001,51,#,7.6,#,8.4,#,1.9,#,6.1,#,7,E,99999,E,99999
1410020020,1999,1410020,14,001,51,#,7.5,#,7.2,#,3.1,#,6.7,#,6,E,99999,E,99999
1410020021,1999,1410020,14,001,51,#,7.7,#,7.9,#,1.6,#,4.1,#,7,#,3300,E,99999
1410020022,1999,1410020,14,001,51,#,7.6,#,6.3,#,1.4,#,5.2,#,8,E,99999,E,99999
1410020023,1999,1410020,14,001,51,#,7.5,#,5.7,#,1.6,#,5.1,#,10,E,99999,E,99999
1410020024,1999,1410020,14,001,51,#,7.5,#,6.7,#,2.1,#,5,#,8,E,99999,E,99999
1410020025,1999,1410020,14,001,51,#,7.3,#,8,#,1.2,#,5,#,4,#,22000,E,99999
1410020026,1999,1410020,14,001,51,#,7.4,#,6.4,#,2.2,#,4.8,#,11,E,99999,E,99999
1410020027,1999,1410020,14,001,51,#,7.5,#,8.2,#,0.6,#,4.2,#,5,E,99999,E,99999
1410020028,1999,1410020,14,001,51,#,7.4,#,6.3,#,1.7,#,5.1,#,7,E,99999,E,99999
1410020029,1999,1410020,14,001,51,#,7.3,#,8.2,#,1.7,#,3.7,#,4,#,130000,E,99999
1410020030,1999,1410020,14,001,51,#,7.3,#,7.7,#,1.4,#,4.2,#,6,E,99999,E,99999
1410020031,1999,1410020,14,001,51,#,7.4,#,8.4,#,1.3,#,4.3,#,6,E,99999,E,99999
1410020032,1999,1410020,14,001,51,#,7.3,#,7.5,#,1.6,#,3.9,#,6,E,99999,E,99999
1410020033,1999,1410020,14,001,51,#,7.3,#,9.5,#,3,#,6.8,#,5,#,4900,E,99999
1410020034,1999,1410020,14,001,51,#,7.3,#,8.7,#,2.2,#,5.8,#,5,E,99999,E,99999
1410020035,1999,1410020,14,001,51,#,7.3,#,9.2,#,2.1,#,5.2,#,6,E,99999,E,99999
1410020036,1999,1410020,14,001,51,#,7.3,#,8.9,#,3.5,#,6.8,#,10,E,99999,E,99999
1410020037,1999,1410020,14,001,51,#,7.3,#,9,#,2.8,#,5.7,#,7,#,1100,E,99999
1410020038,1999,1410020,14,001,51,#,7.4,#,8.5,#,3.6,#,5.7,#,9,E,99999,E,99999
1410020039,1999,1410020,14,001,51,#,7.3,#,9.2,#,2.2,#,5.6,#,9,E,99999,E,99999
