レコードID,測定年度,絶対番号,都道府県コード,水域コード,地点コード,pH_C,pH,DO_C,DO(mg/l),BOD_C,BOD(mg/l),COD_C,COD(mg/l),SS_C,SS(mg/l),大腸菌群数_C,大腸菌群数(MPN/100ml),n-ヘキサン抽出物質_C,n-ヘキサン抽出物質(mg/l)
1310010001,1985,1310010,13,001,01,#,7,#,9.2,#,1.8,#,5.7,#,78,#,24000,E,99999
1310010002,1985,1310010,13,001,01,#,7,#,8.3,#,3.7,#,9.6,#,150,E,99999,E,99999
1310010003,1985,1310010,13,001,01,#,7,#,7.5,#,4.6,#,17,#,240,E,99999,E,99999
1310010004,1985,1310010,13,001,01,#,7,#,8.3,#,2.4,#,3.8,#,27,#,22000,E,99999
1310010005,1985,1310010,13,001,01,#,7,#,7.5,#,2.5,#,3.5,#,8,E,99999,E,99999
1310010006,1985,1310010,13,001,01,#,7.1,#,8.3,#,2.5,#,3,#,9,E,99999,E,99999
1310010007,1985,1310010,13,001,01,#,7.5,#,9.1,#,4,#,7,#,14,#,33000,E,99999
1310010008,1985,1310010,13,001,01,#,7.5,#,9.4,#,5.6,#,8.3,#,12,E,99999,E,99999
1310010009,1985,1310010,13,001,01,#,7.4,#,8.2,#,5.4,#,7.3,#,14,E,99999,E,99999
1310010010,1985,1310010,13,001,01,#,7.2,#,9,#,1.1,#,3.6,#,37,#,13000,E,99999
1310010011,1985,1310010,13,001,01,#,7.1,#,8.7,#,1.2,#,3.6,#,36,E,99999,E,99999
1310010012,1985,1310010,13,001,01,#,7.2,#,8.4,#,1.1,#,4.1,#,44,E,99999,E,99999
1310010013,1985,1310010,13,001,01,#,8.5,#,10,#,4.3,#,6.8,#,13,#,24000,E,99999
1310010014,1985,1310010,13,001,01,#,8.5,#,10,#,4.4,#,7.8,#,13,E,99999,E,99999
1310010015,1985,1310010,13,001,01,#,8.4,#,9.9,#,3.7,#,7.2,#,15,E,99999,E,99999
1310010016,1985,1310010,13,001,01,#,8.3,#,9,#,4,#,7.2,#,14,E,99999,E,99999
1310010017,1985,1310010,13,001,01,#,8.2,#,8.4,#,4.6,#,8.2,#,13,E,99999,E,99999
1310010018,1985,1310010,13,001,01,#,8.2,#,8,#,4.7,#,8.2,#,17,E,99999,E,99999
1310010019,1985,1310010,13,001,01,#,8.2,#,8.2,#,5.5,#,7.8,#,21,E,99999,E,99999
1310010020,1985,1310010,13,001,01,#,7.7,#,8.8,#,4.7,#,6.8,#,19,#,77000,E,99999
1310010021,1985,1310010,13,001,01,#,7.7,#,9.4,#,3.5,#,6.6,#,13,E,99999,E,99999
1310010022,1985,1310010,13,001,01,#,7.5,#,9.3,#,4.6,#,7.4,#,14,E,99999,E,99999
1310010023,1985,1310010,13,001,01,#,7,#,8.5,#,2,#,11,#,200,#,49000,E,99999
1310010024,1985,1310010,13,001,01,#,7,#,8.7,#,2.1,#,10,#,170,E,99999,E,99999
1310010025,1985,1310010,13,001,01,#,7.1,#,8.3,#,2,#,8.6,#,130,E,99999,E,99999
1310010026,1985,1310010,13,001,01,#,7.2,#,9.8,#,2.6,#,2.7,#,9,#,33000,E,99999
1310010027,1985,1310010,13,001,01,#,7.2,#,9.9,#,2.1,#,3.2,#,7,E,99999,E,99999
1310010028,1985,1310010,13,001,01,#,7.2,#,9.9,#,1.9,#,2.4,#,6,E,99999,E,99999
1310010029,1985,1310010,13,001,01,#,7.2,#,10,#,2.5,#,3.6,#,8,#,49000,E,99999
1310010030,1985,1310010,13,001,01,#,7.1,#,10,#,1.9,#,3.6,#,5,E,99999,E,99999
1310010031,1985,1310010,13,001,01,#,7.2,#,10,#,2.5,#,3.6,#,6,E,99999,E,99999
1310010032,1985,1310010,13,001,01,#,7.3,#,11,#,2.1,#,3.6,#,7,E,99999,E,99999
1310010033,1985,1310010,13,001,01,#,7.3,#,10,#,2.6,#,3.7,#,8,E,99999,E,99999
1310010034,1985,1310010,13,001,01,#,7.2,#,10,#,3.5,#,3.8,#,7,E,99999,E,99999
1310010035,1985,1310010,13,001,01,#,7.2,#,10,#,2.9,#,3.8,#,7,E,99999,E,99999
1310010036,1985,1310010,13,001,01,#,7.1,#,12,#,3.7,#,4,#,8,#,49000,E,99999
1310010037,1985,1310010,13,001,01,#,7.1,#,12,#,3.7,#,3.9,#,7,E,99999,E,99999
1310010038,1985,1310010,13,001,01,#,7.1,#,12,#,4.1,#,2.9,#,9,E,99999,E,99999
1310010039,1985,1310010,13,001,01,#,7.3,#,10,#,3.4,#,2.7,#,7,#,49000,E,99999
1310010040,1985,1310010,13,001,01,#,7.3,#,10,#,3.4,#,5,#,7,E,99999,E,99999
1310010041,1985,1310010,13,001,01,#,7.3,#,10,#,3.7,#,4.6,#,7,E,99999,E,99999
1310010042,1985,1310010,13,001,01,#,7.2,#,9.9,#,4.7,#,6.7,#,7,#,49000,E,99999
1310010043,1985,1310010,13,001,01,#,7.2,#,10,#,4.2,#,5.6,#,8,E,99999,E,99999
1310010044,1985,1310010,13,001,01,#,7.2,#,10,#,4.9,#,5.6,#,6,E,99999,E,99999
1310020001,1985,1310020,13,001,51,#,7,#,8.9,#,1.9,#,2.9,#,14,#,4900,E,99999
1310020002,1985,1310020,13,001,51,#,7.1,#,7.8,#,2,#,4,#,12,E,99999,E,99999
1310020003,1985,1310020,13,001,51,#,7.8,#,8.4,#,4.4,#,5.4,#,10,#,17000,E,99999
1310020004,1985,1310020,13,001,51,#,6.7,#,8.1,#,1,#,3.8,#,18,E,99999,E,99999
1310020005,1985,1310020,13,001,51,#,8.2,#,8.8,#,3,#,6.4,#,11,#,49000,E,99999
1310020006,1985,1310020,13,001,51,#,7.4,#,9.3,#,3.1,#,5.8,#,9,E,99999,E,99999
1310020007,1985,1310020,13,001,51,#,7.5,#,8.4,#,1.2,#,2.9,#,14,#,49000,E,99999
1310020008,1985,1310020,13,001,51,#,7.5,#,10,#,2.5,#,3.5,#,5,E,99999,E,99999
1310020009,1985,1310020,13,001,51,#,7.2,#,10,#,2.1,#,2.8,#,3,#,33000,E,99999
1310020010,1985,1310020,13,001,51,#,7.2,#,11,#,3.9,#,4.3,#,2,E,99999,E,99999
1310020011,1985,1310020,13,001,51,#,7.1,#,10,#,4.3,#,4.2,#,5,#,10000,E,99999
1310020012,1985,1310020,13,001,51,#,7.3,#,10,#,4.2,#,5.6,#,6,E,99999,E,99999
1310030001,1985,1310030,13,002,01,#,7.1,#,8.5,#,3.1,#,5.7,#,53,#,240000,E,99999
1310030002,1985,1310030,13,002,01,#,7.1,#,8.6,#,3,#,8.3,#,100,E,99999,E,99999
1310030003,1985,1310030,13,002,01,#,7.1,#,7.7,#,3.5,#,5.2,#,26,E,99999,E,99999
1310030004,1985,1310030,13,002,01,#,7.1,#,7.6,#,3.4,#,4.7,#,31,#,49000,E,99999
1310030005,1985,1310030,13,002,01,#,7.2,#,8.9,#,5.4,#,4.8,#,13,E,99999,E,99999
1310030006,1985,1310030,13,002,01,#,7.2,#,7.7,#,2.9,#,3.4,#,10,E,99999,E,99999
1310030007,1985,1310030,13,002,01,#,7.3,#,9,#,5.1,#,9.2,#,11,#,7900,E,99999
1310030008,1985,1310030,13,002,01,#,7.3,#,10,#,6.4,#,10,#,13,E,99999,E,99999
1310030009,1985,1310030,13,002,01,#,7.3,#,8.2,#,4.2,#,8.8,#,15,E,99999,E,99999
1310030010,1985,1310030,13,002,01,#,7.1,#,8.6,#,1.1,#,3.1,#,8,#,49000,E,99999
1310030011,1985,1310030,13,002,01,#,7.2,#,8.2,#,1.1,#,4.1,#,18,E,99999,E,99999
1310030012,1985,1310030,13,002,01,#,7.2,#,8.1,#,1,#,2.8,#,5,E,99999,E,99999
1310030013,1985,1310030,13,002,01,#,8.5,#,8.4,#,5.4,#,6.8,#,19,#,33000,E,99999
1310030014,1985,1310030,13,002,01,#,8.4,#,10,#,4.9,#,6.8,#,15,E,99999,E,99999
1310030015,1985,1310030,13,002,01,#,8.5,#,8.9,#,4.6,#,6.4,#,13,E,99999,E,99999
1310030016,1985,1310030,13,002,01,#,8.1,#,7.8,#,4.8,#,6.9,#,15,E,99999,E,99999
1310030017,1985,1310030,13,002,01,#,8,#,7.1,#,4.7,#,6.2,#,10,E,99999,E,99999
1310030018,1985,1310030,13,002,01,#,8.1,#,7.3,#,5,#,6.7,#,10,E,99999,E,99999
1310030019,1985,1310030,13,002,01,#,8.5,#,7.7,#,5.7,#,7.4,#,14,E,99999,E,99999
1310030020,1985,1310030,13,002,01,#,7.3,#,7.4,#,4.4,#,6.3,#,14,#,49000,E,99999
1310030021,1985,1310030,13,002,01,#,7.6,#,11,#,4.9,#,6.9,#,8,E,99999,E,99999
1310030022,1985,1310030,13,002,01,#,7.3,#,8.1,#,3.4,#,6.1,#,7,E,99999,E,99999
1310030023,1985,1310030,13,002,01,#,7.1,#,7.5,#,2.2,#,8.6,#,100,#,79000,E,99999
1310030024,1985,1310030,13,002,01,#,7.1,#,7.8,#,1.7,#,7.3,#,86,E,99999,E,99999
1310030025,1985,1310030,13,002,01,#,7.1,#,7.7,#,1.8,#,5.2,#,33,E,99999,E,99999
1310030026,1985,1310030,13,002,01,#,7.2,#,9.5,#,2.6,#,3.1,#,6,#,79000,E,99999
1310030027,1985,1310030,13,002,01,#,7.2,#,9.5,#,3.2,#,4,#,10,E,99999,E,99999
1310030028,1985,1310030,13,002,01,#,7.2,#,9.3,#,2.9,#,3.6,#,7,E,99999,E,99999
1310030029,1985,1310030,13,002,01,#,7.1,#,9.7,#,2.8,#,3.8,#,8,#,49000,E,99999
1310030030,1985,1310030,13,002,01,#,7.1,#,10,#,2.5,#,3.7,#,5,E,99999,E,99999
1310030031,1985,1310030,13,002,01,#,7.2,#,9.8,#,2.7,#,3.7,#,5,E,99999,E,99999
1310030032,1985,1310030,13,002,01,#,7.2,#,10,#,2.7,#,3.8,#,7,E,99999,E,99999
1310030033,1985,1310030,13,002,01,#,7.1,#,9.7,#,3.5,#,3.9,#,9,E,99999,E,99999
1310030034,1985,1310030,13,002,01,#,7.1,#,9.7,#,3.1,#,3.8,#,6,E,99999,E,99999
1310030035,1985,1310030,13,002,01,#,7.1,#,10,#,3.4,#,4,#,6,E,99999,E,99999
1310030036,1985,1310030,13,002,01,#,7.2,#,9.8,#,5.1,#,6.5,#,9,#,130000,E,99999
1310030037,1985,1310030,13,002,01,#,7.2,#,10,#,4.6,#,6.4,#,8,E,99999,E,99999
1310030038,1985,1310030,13,002,01,#,7.2,#,10,#,4.6,#,6.1,#,6,E,99999,E,99999
1310030039,1985,1310030,13,002,01,#,7.3,#,8.8,#,4.4,#,7.9,#,5,#,79000,E,99999
1310030040,1985,1310030,13,002,01,#,7.3,#,9.4,#,3.7,#,5.6,#,7,E,99999,E,99999
1310030041,1985,1310030,13,002,01,#,7.3,#,9.4,#,2.9,#,5.9,#,14,E,99999,E,99999
1310030042,1985,1310030,13,002,01,#,7.2,#,8.9,#,5,#,7.1,#,7,#,49000,E,99999
1310030043,1985,1310030,13,002,01,#,7.2,#,9.4,#,5,#,7.1,#,6,E,99999,E,99999
