レコードID,測定年度,絶対番号,都道府県コード,水域コード,地点コード,全窒素_C,全窒素(mg/l),全燐_C,全燐(mg/l)
1210010001,1992,1210010,12,001,01,#,2.7,#,0.13
1210010004,1992,1210010,12,001,01,#,2,#,0.13
1210010007,1992,1210010,12,001,01,#,2.5,#,0.29
1210010010,1992,1210010,12,001,01,#,2.8,#,0.13
1210010013,1992,1210010,12,001,01,#,2.8,#,0.23
1210010016,1992,1210010,12,001,01,#,2.3,#,0.18
1210010019,1992,1210010,12,001,01,#,3.2,#,0.15
1210010022,1992,1210010,12,001,01,#,3.4,#,0.1
1210010025,1992,1210010,12,001,01,#,3.4,#,0.11
1210010028,1992,1210010,12,001,01,#,2.9,#,0.12
1210010031,1992,1210010,12,001,01,#,3.2,#,0.13
1210010034,1992,1210010,12,001,01,#,2.4,#,0.13
1210020001,1992,1210020,12,001,02,#,2.8,#,0.18
1210020004,1992,1210020,12,001,02,#,2,#,0.12
1210020007,1992,1210020,12,001,02,#,2.5,#,0.23
1210020010,1992,1210020,12,001,02,#,2.6,#,0.11
1210020013,1992,1210020,12,001,02,#,2.9,#,0.18
1210020016,1992,1210020,12,001,02,#,2.4,#,0.17
1210020019,1992,1210020,12,001,02,#,3.2,#,0.16
1210020022,1992,1210020,12,001,02,#,3.3,#,0.11
1210020025,1992,1210020,12,001,02,#,3.6,#,0.12
1210020028,1992,1210020,12,001,02,#,3.3,#,0.14
1210020031,1992,1210020,12,001,02,#,3.4,#,0.16
1210020034,1992,1210020,12,001,02,#,3.2,#,0.18
1210030001,1992,1210030,12,001,51,#,2.6,#,0.1
1210030003,1992,1210030,12,001,51,#,1.8,#,0.089
1210030005,1992,1210030,12,001,51,#,2.7,#,0.27
1210030007,1992,1210030,12,001,51,#,2.6,#,0.12
1210030009,1992,1210030,12,001,51,#,2.7,#,0.16
1210030011,1992,1210030,12,001,51,#,2.1,#,0.14
1210030013,1992,1210030,12,001,51,#,3.1,#,0.16
1210030015,1992,1210030,12,001,51,#,3.3,#,0.081
1210030017,1992,1210030,12,001,51,#,3.4,#,0.12
1210030019,1992,1210030,12,001,51,#,2.7,#,0.11
