レコードID,測定年度,絶対番号,都道府県コード,水域コード,地点コード,採取_年,採取_月日,採取_時分,調査区分コード,採取位置コード,採取水深(m),天候コード,流況コード,臭気コード,色相コード,気温(℃),水温(℃),流量(m3/s),全水深(m),透明度_C,透明度(m)
1410010001,2005,1410010,14,001,03,2005,0413,1100,0,01,0.52,99,99,999,999,10.7,13.6,99999,2.6,E,99999
1410010002,2005,1410010,14,001,03,2005,0413,1700,0,01,0.59,99,99,999,999,10.5,13.5,99999,2.95,E,99999
1410010003,2005,1410010,14,001,03,2005,0413,2300,0,01,0.81,99,99,999,999,8,13.1,99999,4.06,E,99999
1410010004,2005,1410010,14,001,03,2005,0414,0500,0,01,0.72,99,99,999,999,6.2,13.5,99999,3.6,E,99999
1410010005,2005,1410010,14,001,03,2005,0511,1100,0,01,0.49,99,99,999,999,15,17.3,99999,2.43,E,99999
1410010006,2005,1410010,14,001,03,2005,0511,1700,0,01,0.67,99,99,999,999,15.2,18,99999,3.35,E,99999
1410010007,2005,1410010,14,001,03,2005,0511,2300,0,01,0.62,99,99,999,999,17.5,12.9,99999,3.1,E,99999
1410010008,2005,1410010,14,001,03,2005,0512,0500,0,01,0.64,99,99,999,999,10,15,99999,3.2,E,99999
1410010009,2005,1410010,14,001,03,2005,0608,1100,0,01,0.42,99,99,999,999,24.1,24.3,99999,2.1,E,99999
1410010010,2005,1410010,14,001,03,2005,0608,1700,0,01,0.68,99,99,999,999,23.1,22.9,99999,3.4,E,99999
1410010011,2005,1410010,14,001,03,2005,0608,2300,0,01,0.68,99,99,999,999,19.8,22.8,99999,3.4,E,99999
1410010012,2005,1410010,14,001,03,2005,0609,0500,0,01,0.78,99,99,999,999,19.8,21.8,99999,3.92,E,99999
1410010013,2005,1410010,14,001,03,2005,0706,1110,0,01,0.4,99,99,999,999,20.9,23,99999,2.02,E,99999
1410010014,2005,1410010,14,001,03,2005,0706,1700,0,01,0.78,99,99,999,999,23,23.5,99999,3.9,E,99999
1410010015,2005,1410010,14,001,03,2005,0706,2300,0,01,0.66,99,99,999,999,21.5,22.4,99999,3.28,E,99999
1410010016,2005,1410010,14,001,03,2005,0707,0500,0,01,0.79,99,99,999,999,21.8,22.5,99999,3.93,E,99999
1410010017,2005,1410010,14,001,03,2005,0803,1130,0,01,0.85,99,99,999,999,29.8,28.2,99999,4.24,E,99999
1410010018,2005,1410010,14,001,03,2005,0803,1700,0,01,0.76,99,99,999,999,29,28.5,99999,3.78,E,99999
1410010019,2005,1410010,14,001,03,2005,0803,2300,0,01,0.67,99,99,999,999,28.2,28.4,99999,3.36,E,99999
1410010020,2005,1410010,14,001,03,2005,0804,0500,0,01,0.74,99,99,999,999,28,27,99999,3.69,E,99999
1410010021,2005,1410010,14,001,03,2005,0914,1105,0,01,0.71,99,99,999,999,34.3,27,99999,3.54,E,99999
1410010022,2005,1410010,14,001,03,2005,0914,1700,0,01,0.7,99,99,999,999,27.2,22.3,99999,3.52,E,99999
1410010023,2005,1410010,14,001,03,2005,0914,2300,0,01,0.72,99,99,999,999,24.5,26.5,99999,3.6,E,99999
1410010024,2005,1410010,14,001,03,2005,0915,0500,0,01,0.81,99,99,999,999,26.3,26.3,99999,4.06,E,99999
1410010025,2005,1410010,14,001,03,2005,1012,1100,0,01,0.71,99,99,999,999,22.6,20.8,99999,3.53,E,99999
1410010026,2005,1410010,14,001,03,2005,1012,1700,0,01,0.71,99,99,999,999,19.7,21.2,99999,3.55,E,99999
1410010027,2005,1410010,14,001,03,2005,1012,2300,0,01,0.7,99,99,999,999,16.5,19.2,99999,3.52,E,99999
1410010028,2005,1410010,14,001,03,2005,1013,0500,0,01,0.55,99,99,999,999,10.9,19.7,99999,2.74,E,99999
1410010029,2005,1410010,14,001,03,2005,1109,1100,0,01,0.7,99,99,999,999,19,19.1,99999,3.5,E,99999
