レコードID,測定年度,絶対番号,都道府県コード,水域コード,地点コード,pH_C,pH,DO_C,DO(mg/l),BOD_C,BOD(mg/l),COD_C,COD(mg/l),SS_C,SS(mg/l),大腸菌群数_C,大腸菌群数(MPN/100ml),n-ヘキサン抽出物質_C,n-ヘキサン抽出物質(mg/l)
1210010001,1987,1210010,12,001,01,#,7.4,#,9.7,#,3.7,#,5,#,44,#,3300,E,99999
1210010002,1987,1210010,12,001,01,#,7.5,#,10,#,4.2,#,5.2,#,38,E,99999,E,99999
1210010003,1987,1210010,12,001,01,#,7.4,#,9.4,#,4,#,4.9,#,33,E,99999,E,99999
1210010004,1987,1210010,12,001,01,#,7.2,#,9.9,#,1.9,#,2.9,#,14,#,3300,E,99999
1210010005,1987,1210010,12,001,01,#,7.4,#,10,#,3,#,3.5,#,11,E,99999,E,99999
1210010006,1987,1210010,12,001,01,#,7.3,#,9.8,#,3.8,#,4.2,#,15,E,99999,E,99999
1210010007,1987,1210010,12,001,01,#,7.3,#,9.2,#,2.7,#,3.5,#,27,#,4900,E,99999
1210010008,1987,1210010,12,001,01,#,7.5,#,9.8,#,3,#,3.7,#,24,E,99999,E,99999
1210010009,1987,1210010,12,001,01,#,7.3,#,8.8,#,3.3,#,4.1,#,30,E,99999,E,99999
1210010010,1987,1210010,12,001,01,#,7.1,#,8.6,#,1.9,#,5.8,#,44,#,7900,E,99999
1210010011,1987,1210010,12,001,01,#,7.1,#,7.8,#,2.9,#,7.4,#,63,E,99999,E,99999
1210010012,1987,1210010,12,001,01,#,7.2,#,8,#,2.6,#,6.5,#,41,E,99999,E,99999
1210010013,1987,1210010,12,001,01,#,7.7,#,9,#,1.8,#,5.5,#,22,#,24000,E,99999
1210010014,1987,1210010,12,001,01,#,7.9,#,10,#,3.2,#,5.7,#,15,E,99999,E,99999
1210010015,1987,1210010,12,001,01,#,7.7,#,8.9,#,2.9,#,5.5,#,8,E,99999,E,99999
1210010016,1987,1210010,12,001,01,#,7.6,#,8.2,#,2,#,5.4,#,33,#,24000,E,99999
1210010017,1987,1210010,12,001,01,#,7.9,#,10,#,2.3,#,7,#,33,E,99999,E,99999
1210010018,1987,1210010,12,001,01,#,7.6,#,8.4,#,2.4,#,6.8,#,24,E,99999,E,99999
1210010019,1987,1210010,12,001,01,#,7.4,#,8.7,#,1.3,#,3.6,#,19,#,33000,E,99999
1210010020,1987,1210010,12,001,01,#,7.4,#,8.7,#,2.1,#,4.3,#,22,E,99999,E,99999
1210010021,1987,1210010,12,001,01,#,7.4,#,8.4,#,1.7,#,4.1,#,22,E,99999,E,99999
1210010022,1987,1210010,12,001,01,#,7.3,#,9.2,#,1.3,#,4.6,#,18,#,79000,E,99999
1210010023,1987,1210010,12,001,01,#,7.3,#,9.1,#,1.7,#,5.1,#,20,E,99999,E,99999
1210010024,1987,1210010,12,001,01,#,7.3,#,9.1,#,2.2,#,5.3,#,22,E,99999,E,99999
1210010025,1987,1210010,12,001,01,#,7.3,#,11,#,1.7,#,3.3,#,8,#,49000,E,99999
1210010026,1987,1210010,12,001,01,#,7.4,#,11,#,1.6,#,3.7,#,7,E,99999,E,99999
1210010027,1987,1210010,12,001,01,#,7.4,#,10,#,1.8,#,3.8,#,8,E,99999,E,99999
1210010028,1987,1210010,12,001,01,#,7.3,#,10,#,2.5,#,3.3,#,8,#,79000,E,99999
1210010029,1987,1210010,12,001,01,#,7.3,#,10,#,2.8,#,3.4,#,8,E,99999,E,99999
1210010030,1987,1210010,12,001,01,#,7.3,#,10,#,2.4,#,3.8,#,8,E,99999,E,99999
1210010031,1987,1210010,12,001,01,#,7.4,#,9,#,3.1,#,5.1,#,5,#,23000,E,99999
1210010032,1987,1210010,12,001,01,#,7.5,#,9.9,#,2.8,#,4.3,#,6,E,99999,E,99999
1210010033,1987,1210010,12,001,01,#,7.5,#,10,#,3.2,#,4.7,#,7,E,99999,E,99999
1210010034,1987,1210010,12,001,01,#,7.2,#,9.5,#,3.9,#,4.9,#,8,#,4900,E,99999
1210010035,1987,1210010,12,001,01,#,7.3,#,9.8,#,3.6,#,4.8,#,10,E,99999,E,99999
1210010036,1987,1210010,12,001,01,#,7.6,#,9.6,#,4.3,#,5.5,#,7,E,99999,E,99999
1210020001,1987,1210020,12,001,02,#,7.8,#,10,#,5.2,#,5.9,#,14,#,22000,E,99999
1210020002,1987,1210020,12,001,02,#,7.9,#,10,#,5.2,#,6.4,#,16,E,99999,E,99999
1210020003,1987,1210020,12,001,02,#,7.7,#,10,#,4.7,#,5.6,#,15,E,99999,E,99999
1210020004,1987,1210020,12,001,02,#,7.1,#,9.6,#,2.9,#,5.1,#,13,#,79000,E,99999
1210020005,1987,1210020,12,001,02,#,7.5,#,12,#,4.9,#,5.8,#,12,E,99999,E,99999
1210020006,1987,1210020,12,001,02,#,7.5,#,11,#,5.7,#,6.1,#,16,E,99999,E,99999
1210020007,1987,1210020,12,001,02,#,7.4,#,8.8,#,4.2,#,4.4,#,17,#,79000,E,99999
1210020008,1987,1210020,12,001,02,#,7.6,#,9.9,#,4.4,#,5.2,#,20,E,99999,E,99999
1210020009,1987,1210020,12,001,02,#,7.7,#,8.9,#,4.6,#,4.9,#,16,E,99999,E,99999
1210020010,1987,1210020,12,001,02,#,7,#,7.1,#,2,#,5.1,#,21,#,24000,E,99999
1210020011,1987,1210020,12,001,02,#,7.1,#,7.6,#,2.4,#,5.4,#,14,E,99999,E,99999
1210020012,1987,1210020,12,001,02,#,7.1,#,7.4,#,2.7,#,5.5,#,17,E,99999,E,99999
1210020013,1987,1210020,12,001,02,#,7.3,#,8.2,#,3.5,#,6,#,9,#,33000,E,99999
1210020014,1987,1210020,12,001,02,#,7.5,#,9.5,#,3.8,#,6.8,#,11,E,99999,E,99999
1210020015,1987,1210020,12,001,02,#,7.5,#,8.8,#,3.5,#,7.2,#,19,E,99999,E,99999
1210020016,1987,1210020,12,001,02,#,7.5,#,8,#,2.7,#,6.1,#,21,#,49000,E,99999
1210020017,1987,1210020,12,001,02,#,7.6,#,9.1,#,2.6,#,6,#,18,E,99999,E,99999
1210020018,1987,1210020,12,001,02,#,7.6,#,8.3,#,2.7,#,6.2,#,16,E,99999,E,99999
1210020019,1987,1210020,12,001,02,#,7.4,#,8.6,#,2.1,#,3.8,#,16,#,24000,E,99999
1210020020,1987,1210020,12,001,02,#,7.4,#,8.6,#,2.1,#,4.2,#,11,E,99999,E,99999
1210020021,1987,1210020,12,001,02,#,7.3,#,7.8,#,2,#,5.4,#,29,E,99999,E,99999
1210020022,1987,1210020,12,001,02,#,7.3,#,8.8,#,2,#,5.1,#,14,#,33000,E,99999
1210020023,1987,1210020,12,001,02,#,7.3,#,8.5,#,1.9,#,4.8,#,10,E,99999,E,99999
