レコードID,測定年度,絶対番号,都道府県コード,水域コード,地点コード,pH_C,pH,DO_C,DO(mg/l),BOD_C,BOD(mg/l),COD_C,COD(mg/l),SS_C,SS(mg/l),大腸菌群数_C,大腸菌群数(MPN/100ml),n-ヘキサン抽出物質_C,n-ヘキサン抽出物質(mg/l)
1210010001,2006,1210010,12,001,01,#,7.3,#,9.5,#,1.8,#,3,#,12,#,7900,E,99999
1210010002,2006,1210010,12,001,01,#,7.3,#,10,#,1.3,E,99999,#,15,E,99999,E,99999
1210010003,2006,1210010,12,001,01,#,7.1,#,9.8,#,1.1,#,2.9,#,30,#,7900,E,99999
1210010004,2006,1210010,12,001,01,#,7.1,#,9.9,#,0.8,E,99999,#,28,E,99999,E,99999
1210010005,2006,1210010,12,001,01,#,7.2,#,8.6,#,0.9,#,3,#,19,#,33000,E,99999
1210010006,2006,1210010,12,001,01,#,7.2,#,8.9,#,1,E,99999,#,18,E,99999,E,99999
1210010007,2006,1210010,12,001,01,#,7.5,#,7.6,#,1.7,#,3.1,#,16,#,11000,E,99999
1210010008,2006,1210010,12,001,01,#,7.5,#,7.6,#,1.3,E,99999,#,16,E,99999,E,99999
1210010009,2006,1210010,12,001,01,#,7.6,#,8.4,#,1.2,#,2.6,#,14,#,23000,E,99999
1210010010,2006,1210010,12,001,01,#,7.7,#,8.8,#,1.5,E,99999,#,15,E,99999,E,99999
1210010011,2006,1210010,12,001,01,<,0,#,9.3,#,1.4,E,99999,#,17,E,99999,E,99999
1210010012,2006,1210010,12,001,01,<,0,#,8.6,#,1.3,E,99999,#,15,E,99999,E,99999
1210010013,2006,1210010,12,001,01,<,0,#,8.5,#,1.9,E,99999,#,13,E,99999,E,99999
1210010014,2006,1210010,12,001,01,#,7.6,#,8,#,1,E,99999,#,23,E,99999,E,99999
1210010015,2006,1210010,12,001,01,#,7.6,#,8.5,#,1.7,E,99999,#,19,E,99999,E,99999
1210010016,2006,1210010,12,001,01,#,7.6,#,8.1,#,1.8,#,4.4,#,15,#,49000,E,99999
1210010017,2006,1210010,12,001,01,#,7.6,#,7.9,#,1.8,E,99999,#,15,E,99999,E,99999
1210010018,2006,1210010,12,001,01,#,7.5,#,8.7,#,1.7,#,4.1,#,24,#,79000,E,99999
1210010019,2006,1210010,12,001,01,#,7.5,#,8.5,#,1,E,99999,#,18,E,99999,E,99999
1210010020,2006,1210010,12,001,01,#,7.4,#,9,#,0.9,#,2.4,#,9,#,33000,E,99999
1210010021,2006,1210010,12,001,01,#,7.5,#,9.2,#,0.6,E,99999,#,7,E,99999,E,99999
1210010022,2006,1210010,12,001,01,#,7.5,#,11,#,1.2,#,2.4,#,5,#,23000,E,99999
1210010023,2006,1210010,12,001,01,#,7.5,#,11,#,1.1,E,99999,#,5,E,99999,E,99999
1210010024,2006,1210010,12,001,01,<,0,#,11,#,1,E,99999,#,6,E,99999,E,99999
1210010025,2006,1210010,12,001,01,<,0,#,11,#,1.1,E,99999,#,5,E,99999,E,99999
1210010026,2006,1210010,12,001,01,<,0,#,11,#,1.1,E,99999,#,7,E,99999,E,99999
1210010027,2006,1210010,12,001,01,#,7.5,#,11,#,1.1,E,99999,#,5,E,99999,E,99999
1210010028,2006,1210010,12,001,01,#,7.5,#,11,#,1.1,E,99999,#,5,E,99999,E,99999
1210010029,2006,1210010,12,001,01,#,7.5,#,11,#,0.8,#,2.6,#,8,#,2300,E,99999
1210010030,2006,1210010,12,001,01,#,7.5,#,11,#,0.8,E,99999,#,7,E,99999,E,99999
1210010031,2006,1210010,12,001,01,#,7.3,#,11,#,1.2,#,2.7,#,8,#,2300,E,99999
1210010032,2006,1210010,12,001,01,#,7.5,#,11,#,1.1,E,99999,#,8,E,99999,E,99999
1210010033,2006,1210010,12,001,01,#,7.5,#,10,#,2.3,#,4,#,18,#,7900,E,99999
1210010034,2006,1210010,12,001,01,#,7.5,#,10,#,1.3,E,99999,#,22,E,99999,E,99999
1210020001,2006,1210020,12,001,02,#,7.2,#,9.7,#,2.7,#,3.3,#,8,#,4900,E,99999
1210020002,2006,1210020,12,001,02,#,7.3,#,10,#,1.4,E,99999,#,11,E,99999,E,99999
1210020003,2006,1210020,12,001,02,#,7.1,#,9.5,#,2.5,#,4.2,#,40,#,3300,E,99999
1210020004,2006,1210020,12,001,02,#,7.2,#,9.4,#,1,E,99999,#,11,E,99999,E,99999
1210020005,2006,1210020,12,001,02,#,7.2,#,8.6,#,1.5,#,2.9,#,21,#,49000,E,99999
1210020006,2006,1210020,12,001,02,#,7.3,#,8.7,#,1.4,E,99999,#,31,E,99999,E,99999
1210020007,2006,1210020,12,001,02,#,7.5,#,7.8,#,2.2,#,3.4,#,11,#,33000,E,99999
1210020008,2006,1210020,12,001,02,#,7.4,#,7.8,#,1.1,E,99999,#,9,E,99999,E,99999
1210020009,2006,1210020,12,001,02,#,7.7,#,8.7,#,1.7,#,3.6,#,19,#,11000,E,99999
1210020010,2006,1210020,12,001,02,#,7.8,#,9.7,#,1.8,E,99999,#,8,E,99999,E,99999
1210020011,2006,1210020,12,001,02,#,7.8,#,10,#,2,#,4.3,#,12,#,23000,E,99999
1210020012,2006,1210020,12,001,02,#,7.9,#,9.4,#,2,E,99999,#,11,E,99999,E,99999
1210020013,2006,1210020,12,001,02,#,7.5,#,8.3,#,1.3,#,4.4,#,26,#,33000,E,99999
1210020014,2006,1210020,12,001,02,#,7.5,#,8.2,#,1.4,E,99999,#,9,E,99999,E,99999
1210020015,2006,1210020,12,001,02,#,7.5,#,9.3,#,0.5,#,2.5,#,7,#,23000,E,99999
1210020016,2006,1210020,12,001,02,#,7.5,#,9.1,#,0.9,E,99999,#,6,E,99999,E,99999
1210020017,2006,1210020,12,001,02,#,7.5,#,11,#,0.9,#,2.2,#,4,#,7900,E,99999
1210020018,2006,1210020,12,001,02,#,7.5,#,11,#,0.9,E,99999,#,3,E,99999,E,99999
1210020019,2006,1210020,12,001,02,#,7.4,#,11,#,0.8,#,2.4,#,4,#,7900,E,99999
1210020020,2006,1210020,12,001,02,#,7.4,#,11,#,0.8,E,99999,#,5,E,99999,E,99999
1210020021,2006,1210020,12,001,02,#,7.4,#,12,#,2.1,#,3.4,#,5,#,790,E,99999
1210020022,2006,1210020,12,001,02,#,7.5,#,12,#,1.2,E,99999,#,7,E,99999,E,99999
1210020023,2006,1210020,12,001,02,#,7.5,#,10,#,4.1,#,5.4,#,11,#,23000,E,99999
1210020024,2006,1210020,12,001,02,#,7.8,#,11,#,2.8,E,99999,#,10,E,99999,E,99999
1210030001,2006,1210030,12,001,51,#,7.2,#,10,#,1.4,E,99999,#,10,#,7900,E,99999
1210030002,2006,1210030,12,001,51,#,7.2,#,10,#,1.6,E,99999,#,9,E,99999,E,99999
1210030003,2006,1210030,12,001,51,#,7.1,#,10,#,1,#,2.5,#,25,#,4900,E,99999
1210030004,2006,1210030,12,001,51,#,7.1,#,10,#,1.1,E,99999,#,29,E,99999,E,99999
1210030005,2006,1210030,12,001,51,#,7.2,#,8.8,#,1.5,E,99999,#,12,#,33000,E,99999
1210030006,2006,1210030,12,001,51,#,7.3,#,8.9,#,1.3,E,99999,#,12,E,99999,E,99999
1210030007,2006,1210030,12,001,51,#,7.4,#,7.5,#,1.6,E,99999,#,13,#,23000,E,99999
1210030008,2006,1210030,12,001,51,#,7.4,#,7.6,#,1.6,E,99999,#,11,E,99999,E,99999
1210030009,2006,1210030,12,001,51,#,7.4,#,8.1,#,1.4,#,2,#,8,#,23000,E,99999
1210030010,2006,1210030,12,001,51,#,7.6,#,8.3,#,1.1,E,99999,#,8,E,99999,E,99999
1210030011,2006,1210030,12,001,51,#,7.6,#,7.5,#,1.4,E,99999,#,10,#,23000,E,99999
1210030012,2006,1210030,12,001,51,#,7.7,#,7.7,#,1.1,E,99999,#,10,E,99999,E,99999
1210030013,2006,1210030,12,001,51,#,7.5,#,8.4,#,1.3,E,99999,#,20,#,49000,E,99999
1210030014,2006,1210030,12,001,51,#,7.5,#,8.5,#,0.9,E,99999,#,16,E,99999,E,99999
1210030015,2006,1210030,12,001,51,#,7.4,#,9.1,#,0.7,#,2.3,#,6,#,23000,E,99999
1210030016,2006,1210030,12,001,51,#,7.4,#,9.2,<,0.5,E,99999,#,5,E,99999,E,99999
1210030017,2006,1210030,12,001,51,#,7.5,#,12,#,1.1,E,99999,#,5,#,7900,E,99999
1210030018,2006,1210030,12,001,51,#,7.5,#,12,#,1,E,99999,#,5,E,99999,E,99999
1210030019,2006,1210030,12,001,51,#,7.4,#,12,#,0.7,E,99999,#,5,#,7900,E,99999
1210030020,2006,1210030,12,001,51,#,7.5,#,11,#,1,E,99999,#,6,E,99999,E,99999
