レコードID,測定年度,絶対番号,都道府県コード,水域コード,地点コード,全窒素_C,全窒素(mg/l),全燐_C,全燐(mg/l)
1210010001,2006,1210010,12,001,01,#,1.7,#,0.097
1210010003,2006,1210010,12,001,01,#,1.1,#,0.1
1210010005,2006,1210010,12,001,01,#,1.7,#,0.1
1210010007,2006,1210010,12,001,01,#,2,#,0.1
1210010009,2006,1210010,12,001,01,#,3,#,0.092
1210010016,2006,1210010,12,001,01,#,2.6,#,0.12
1210010018,2006,1210010,12,001,01,#,2.8,#,0.22
1210010020,2006,1210010,12,001,01,#,3.4,#,0.16
1210010022,2006,1210010,12,001,01,#,3.2,#,0.087
1210010029,2006,1210010,12,001,01,#,3.7,#,0.093
1210010031,2006,1210010,12,001,01,#,2.8,#,0.089
1210010033,2006,1210010,12,001,01,#,2.9,#,0.12
1210020001,2006,1210020,12,001,02,#,1.9,#,0.087
1210020003,2006,1210020,12,001,02,#,1.6,#,0.15
1210020005,2006,1210020,12,001,02,#,1.8,#,0.1
1210020007,2006,1210020,12,001,02,#,2.1,#,0.098
1210020009,2006,1210020,12,001,02,#,2.9,#,0.1
1210020011,2006,1210020,12,001,02,#,2.4,#,0.11
1210020013,2006,1210020,12,001,02,#,2.7,#,0.23
1210020015,2006,1210020,12,001,02,#,3.4,#,0.15
1210020017,2006,1210020,12,001,02,#,3.1,#,0.078
1210020019,2006,1210020,12,001,02,#,3.5,#,0.084
1210020021,2006,1210020,12,001,02,#,3.3,#,0.1
1210020023,2006,1210020,12,001,02,#,3.6,#,0.13
1210030003,2006,1210030,12,001,51,#,1,#,0.084
1210030009,2006,1210030,12,001,51,#,2.8,#,0.083
1210030015,2006,1210030,12,001,51,#,3.5,#,0.17
1210030021,2006,1210030,12,001,51,#,2.8,#,0.091
1210040003,2006,1210040,12,001,52,#,1.1,#,0.1
1210040009,2006,1210040,12,001,52,#,2.9,#,0.087
1210040015,2006,1210040,12,001,52,#,3.3,#,0.17
1210040021,2006,1210040,12,001,52,#,2.8,#,0.091
1210050001,2006,1210050,12,001,53,#,1.9,#,0.085
1210050005,2006,1210050,12,001,53,#,1.4,#,0.12
1210050009,2006,1210050,12,001,53,#,1.9,#,0.11
1210050013,2006,1210050,12,001,53,#,2.1,#,0.091
1210050017,2006,1210050,12,001,53,#,3,#,0.094
1210050030,2006,1210050,12,001,53,#,2.6,#,0.12
1210050034,2006,1210050,12,001,53,#,2.8,#,0.23
1210050038,2006,1210050,12,001,53,#,3.5,#,0.16
1210050042,2006,1210050,12,001,53,#,3.2,#,0.077
1210050055,2006,1210050,12,001,53,#,3.6,#,0.088
1210050059,2006,1210050,12,001,53,#,3,#,0.095
1210050063,2006,1210050,12,001,53,#,3.2,#,0.12
1210060001,2006,1210060,12,002,01,#,1.7,#,0.079
1210060003,2006,1210060,12,002,01,#,1.5,#,0.15
1210060005,2006,1210060,12,002,01,#,1.9,#,0.1
1210060007,2006,1210060,12,002,01,#,1.9,#,0.096
1210060009,2006,1210060,12,002,01,#,2.7,#,0.078
1210060016,2006,1210060,12,002,01,#,2.4,#,0.1
1210060018,2006,1210060,12,002,01,#,2.8,#,0.22
1210060020,2006,1210060,12,002,01,#,3.3,#,0.16
1210060022,2006,1210060,12,002,01,#,2.9,#,0.071
1210060029,2006,1210060,12,002,01,#,3.4,#,0.089
1210060031,2006,1210060,12,002,01,#,3.5,#,0.1
1210060033,2006,1210060,12,002,01,#,3.3,#,0.12
1210070001,2006,1210070,12,002,51,#,1.8,#,0.079
1210070003,2006,1210070,12,002,51,#,1.3,#,0.12
1210070005,2006,1210070,12,002,51,#,1.8,#,0.093
1210070007,2006,1210070,12,002,51,#,2.1,#,0.1
1210070009,2006,1210070,12,002,51,#,2.7,#,0.078
1210070011,2006,1210070,12,002,51,#,2.6,#,0.12
1210070013,2006,1210070,12,002,51,#,2.8,#,0.23
1210070015,2006,1210070,12,002,51,#,3.3,#,0.15
1210070017,2006,1210070,12,002,51,#,3,#,0.073
1210070019,2006,1210070,12,002,51,#,3.4,#,0.082
1210070021,2006,1210070,12,002,51,#,3.3,#,0.096
1210070023,2006,1210070,12,002,51,#,3,#,0.12
1210090001,2006,1210090,12,003,01,#,1.4,#,0.14
1210090003,2006,1210090,12,003,01,#,1.4,#,0.18
1210090005,2006,1210090,12,003,01,#,1.1,#,0.18
1210090007,2006,1210090,12,003,01,#,0.83,#,0.2
1210090009,2006,1210090,12,003,01,#,1.7,#,0.28
1210090016,2006,1210090,12,003,01,#,1.2,#,0.23
1210090018,2006,1210090,12,003,01,#,1,#,0.21
1210090020,2006,1210090,12,003,01,#,0.99,#,0.15
1210090022,2006,1210090,12,003,01,#,1.3,#,0.12
1210090029,2006,1210090,12,003,01,#,1.1,#,0.1
1210090031,2006,1210090,12,003,01,#,1,#,0.086
1210090033,2006,1210090,12,003,01,#,1.1,#,0.089
1210100001,2006,1210100,12,004,01,#,3.9,#,0.17
1210100003,2006,1210100,12,004,01,#,1.7,#,0.14
1210100005,2006,1210100,12,004,01,#,1.7,#,0.13
1210100007,2006,1210100,12,004,01,#,2.4,#,0.16
1210100009,2006,1210100,12,004,01,#,2.5,#,0.21
1210100011,2006,1210100,12,004,01,#,2.8,#,0.14
1210100013,2006,1210100,12,004,01,#,3,#,0.11
1210100015,2006,1210100,12,004,01,#,4.9,#,0.1
1210100017,2006,1210100,12,004,01,#,3.1,#,0.083
1210100019,2006,1210100,12,004,01,#,4.4,#,0.14
1210100021,2006,1210100,12,004,01,#,4.4,#,0.16
1210100023,2006,1210100,12,004,01,#,4.1,#,0.15
1210110001,2006,1210110,12,005,02,#,1,#,0.12
1210110002,2006,1210110,12,005,02,#,1.6,#,0.19
1210110003,2006,1210110,12,005,02,#,1.5,#,0.13
1210110004,2006,1210110,12,005,02,#,1.6,#,0.17
1210110005,2006,1210110,12,005,02,#,1.3,#,0.17
1210110006,2006,1210110,12,005,02,#,1.5,#,0.19
1210110007,2006,1210110,12,005,02,#,1.2,#,0.11
1210110008,2006,1210110,12,005,02,#,1.2,#,0.11
1210110009,2006,1210110,12,005,02,#,1.4,#,0.16
1210110010,2006,1210110,12,005,02,#,1.8,#,0.19
1210110011,2006,1210110,12,005,02,#,1.6,#,0.15
1210110012,2006,1210110,12,005,02,#,1.5,#,0.22
1210120001,2006,1210120,12,006,01,#,1.3,#,0.14
1210120002,2006,1210120,12,006,01,#,1.3,#,0.11
1210120003,2006,1210120,12,006,01,#,1,#,0.12
1210120004,2006,1210120,12,006,01,#,1,#,0.13
1210120005,2006,1210120,12,006,01,#,1.1,#,0.15
1210120006,2006,1210120,12,006,01,#,1.1,#,0.18
1210120007,2006,1210120,12,006,01,#,1,#,0.075
1210120008,2006,1210120,12,006,01,#,1.1,#,0.079
1210120009,2006,1210120,12,006,01,#,1.2,#,0.1
1210120010,2006,1210120,12,006,01,#,1.6,#,0.12
1210120011,2006,1210120,12,006,01,#,1.1,#,0.073
1210120012,2006,1210120,12,006,01,#,1.3,#,0.1
1210130001,2006,1210130,12,007,01,#,1.4,#,0.14
1210130002,2006,1210130,12,007,01,#,1.8,#,0.24
1210130003,2006,1210130,12,007,01,#,1.1,#,0.15
1210130004,2006,1210130,12,007,01,#,1,#,0.15
1210130005,2006,1210130,12,007,01,#,1,#,0.19
1210130006,2006,1210130,12,007,01,#,1.1,#,0.18
1210130007,2006,1210130,12,007,01,#,1.2,#,0.084
1210130008,2006,1210130,12,007,01,#,0.97,#,0.077
1210130009,2006,1210130,12,007,01,#,1.3,#,0.095
1210130010,2006,1210130,12,007,01,#,1.5,#,0.1
1210130011,2006,1210130,12,007,01,#,1.2,#,0.074
1210130012,2006,1210130,12,007,01,#,1.3,#,0.094
1210140001,2006,1210140,12,008,01,#,2.1,#,0.11
1210140003,2006,1210140,12,008,01,#,1.9,#,0.11
1210140005,2006,1210140,12,008,01,#,2.1,#,0.097
1210140007,2006,1210140,12,008,01,#,2.2,#,0.11
1210140009,2006,1210140,12,008,01,#,2.7,#,0.085
1210140011,2006,1210140,12,008,01,#,2.3,#,0.12
1210140015,2006,1210140,12,008,01,#,2.5,#,0.13
1210140017,2006,1210140,12,008,01,#,3,#,0.081
1210140019,2006,1210140,12,008,01,#,3.1,#,0.072
1210140021,2006,1210140,12,008,01,#,3.8,#,0.085
1210140025,2006,1210140,12,008,01,#,3.2,#,0.098
1210140027,2006,1210140,12,008,01,#,3.5,#,0.1
1210150001,2006,1210150,12,008,02,#,2.3,#,0.12
1210150003,2006,1210150,12,008,02,#,2.5,#,0.11
1210150005,2006,1210150,12,008,02,#,1.7,#,0.092
1210150007,2006,1210150,12,008,02,#,2.1,#,0.1
1210150009,2006,1210150,12,008,02,#,2.8,#,0.082
1210150011,2006,1210150,12,008,02,#,2.2,#,0.1
1210150015,2006,1210150,12,008,02,#,2.3,#,0.12
1210150017,2006,1210150,12,008,02,#,2.7,#,0.085
1210150019,2006,1210150,12,008,02,#,3.2,#,0.098
1210150021,2006,1210150,12,008,02,#,3.2,#,0.1
1210150025,2006,1210150,12,008,02,#,3.7,#,0.11
1210150027,2006,1210150,12,008,02,#,3.7,#,0.12
1210160001,2006,1210160,12,008,51,#,2.1,#,0.11
1210160002,2006,1210160,12,008,51,#,1.3,#,0.12
1210160003,2006,1210160,12,008,51,#,1.9,#,0.15
1210160004,2006,1210160,12,008,51,#,2.3,#,0.14
1210160005,2006,1210160,12,008,51,#,2.9,#,0.12
1210160006,2006,1210160,12,008,51,#,2.4,#,0.15
1210160007,2006,1210160,12,008,51,#,2.7,#,0.13
1210160008,2006,1210160,12,008,51,#,3.6,#,0.11
1210160009,2006,1210160,12,008,51,#,3.3,#,0.095
1210160010,2006,1210160,12,008,51,#,3.3,#,0.096
1210160011,2006,1210160,12,008,51,#,3.1,#,0.11
1210160012,2006,1210160,12,008,51,#,3.1,#,0.12
1210170001,2006,1210170,12,008,52,#,1.9,#,0.13
1210170003,2006,1210170,12,008,52,#,1.9,#,0.16
1210170005,2006,1210170,12,008,52,#,2.1,#,0.13
1210170007,2006,1210170,12,008,52,#,2.5,#,0.14
1210170009,2006,1210170,12,008,52,#,3,#,0.1
1210170011,2006,1210170,12,008,52,#,2.7,#,0.12
1210170013,2006,1210170,12,008,52,#,2.2,#,0.099
1210170015,2006,1210170,12,008,52,#,2.3,#,0.082
1210170017,2006,1210170,12,008,52,#,3.1,#,0.083
1210170019,2006,1210170,12,008,52,#,3.3,#,0.085
1210170021,2006,1210170,12,008,52,#,3.2,#,0.1
1210170023,2006,1210170,12,008,52,#,3.5,#,0.11
1210180001,2006,1210180,12,008,53,#,2.4,#,0.14
1210180003,2006,1210180,12,008,53,#,2.2,#,0.13
1210180005,2006,1210180,12,008,53,#,2.1,#,0.13
