レコードID,測定年度,絶対番号,都道府県コード,水域コード,地点コード,全窒素_C,全窒素(mg/l),全燐_C,全燐(mg/l)
1210010001,2007,1210010,12,001,01,#,2.5,#,0.12
1210010003,2007,1210010,12,001,01,#,1.9,#,0.1
1210010005,2007,1210010,12,001,01,#,1.7,#,0.12
1210010007,2007,1210010,12,001,01,#,2.1,#,0.11
1210010014,2007,1210010,12,001,01,#,2.9,#,0.36
1210010016,2007,1210010,12,001,01,#,2.1,#,0.092
1210010018,2007,1210010,12,001,01,#,3.1,#,0.1
1210010020,2007,1210010,12,001,01,#,3.4,#,0.087
1210010022,2007,1210010,12,001,01,#,3.1,#,0.083
1210010029,2007,1210010,12,001,01,#,2.8,#,0.087
1210010031,2007,1210010,12,001,01,#,3.1,#,0.12
1210010033,2007,1210010,12,001,01,#,3,#,0.13
1210020001,2007,1210020,12,001,02,#,2.3,#,0.11
1210020003,2007,1210020,12,001,02,#,1.9,#,0.096
1210020005,2007,1210020,12,001,02,#,2.3,#,0.13
1210020007,2007,1210020,12,001,02,#,1.9,#,0.1
1210020009,2007,1210020,12,001,02,#,3.8,#,0.24
1210020011,2007,1210020,12,001,02,#,2.5,#,0.11
1210020013,2007,1210020,12,001,02,#,3,#,0.091
1210020015,2007,1210020,12,001,02,#,3.5,#,0.074
1210020017,2007,1210020,12,001,02,#,3.2,#,0.094
1210020019,2007,1210020,12,001,02,#,3.1,#,0.096
1210020021,2007,1210020,12,001,02,#,3.9,#,0.13
1210020023,2007,1210020,12,001,02,#,4,#,0.16
1210030003,2007,1210030,12,001,51,#,2.1,#,0.1
1210030009,2007,1210030,12,001,51,#,3.1,#,0.2
1210030015,2007,1210030,12,001,51,#,3.4,#,0.096
1210030021,2007,1210030,12,001,51,#,3.1,#,0.11
1210040003,2007,1210040,12,001,52,#,2.1,#,0.1
1210040009,2007,1210040,12,001,52,#,2.9,#,0.3
1210040015,2007,1210040,12,001,52,#,3.3,#,0.089
1210040021,2007,1210040,12,001,52,#,3.1,#,0.12
1210050001,2007,1210050,12,001,53,#,2.2,#,0.11
1210050005,2007,1210050,12,001,53,#,2,#,0.099
1210050009,2007,1210050,12,001,53,#,1.9,#,0.13
1210050013,2007,1210050,12,001,53,#,2,#,0.11
1210050026,2007,1210050,12,001,53,#,2.8,#,0.29
1210050030,2007,1210050,12,001,53,#,2.2,#,0.1
1210050034,2007,1210050,12,001,53,#,3,#,0.096
1210050038,2007,1210050,12,001,53,#,3.4,#,0.078
1210050042,2007,1210050,12,001,53,#,3.2,#,0.085
1210050055,2007,1210050,12,001,53,#,3,#,0.083
1210050059,2007,1210050,12,001,53,#,3,#,0.11
1210050063,2007,1210050,12,001,53,#,3.4,#,0.16
1210060001,2007,1210060,12,002,01,#,2.7,#,0.11
1210060003,2007,1210060,12,002,01,#,1.7,#,0.1
1210060005,2007,1210060,12,002,01,#,1.8,#,0.1
1210060007,2007,1210060,12,002,01,#,2,#,0.11
1210060014,2007,1210060,12,002,01,#,2.8,#,0.14
1210060016,2007,1210060,12,002,01,#,2.4,#,0.1
1210060018,2007,1210060,12,002,01,#,2.9,#,0.095
1210060020,2007,1210060,12,002,01,#,3.3,#,0.085
1210060022,2007,1210060,12,002,01,#,3.2,#,0.099
1210060029,2007,1210060,12,002,01,#,2.9,#,0.076
1210060031,2007,1210060,12,002,01,#,3.3,#,0.11
1210060033,2007,1210060,12,002,01,#,3.2,#,0.14
1210070001,2007,1210070,12,002,51,#,2.4,#,0.11
1210070003,2007,1210070,12,002,51,#,1.7,#,0.091
1210070005,2007,1210070,12,002,51,#,2.2,#,0.11
1210070007,2007,1210070,12,002,51,#,2,#,0.1
1210070009,2007,1210070,12,002,51,#,3,#,0.14
1210070011,2007,1210070,12,002,51,#,2.2,#,0.1
1210070013,2007,1210070,12,002,51,#,2.8,#,0.082
1210070015,2007,1210070,12,002,51,#,3.4,#,0.08
1210070017,2007,1210070,12,002,51,#,3.3,#,0.096
1210070019,2007,1210070,12,002,51,#,3,#,0.083
1210070021,2007,1210070,12,002,51,#,3.4,#,0.14
1210070023,2007,1210070,12,002,51,#,3.5,#,0.16
1210090001,2007,1210090,12,003,01,#,1,#,0.12
1210090003,2007,1210090,12,003,01,#,1.1,#,0.13
1210090005,2007,1210090,12,003,01,#,1,#,0.2
1210090007,2007,1210090,12,003,01,#,1,#,0.19
1210090014,2007,1210090,12,003,01,#,0.94,#,0.22
1210090016,2007,1210090,12,003,01,#,1,#,0.27
1210090018,2007,1210090,12,003,01,#,1,#,0.16
1210090020,2007,1210090,12,003,01,#,1.6,#,0.14
1210090022,2007,1210090,12,003,01,#,1.3,#,0.094
1210090029,2007,1210090,12,003,01,#,1.2,#,0.18
1210090031,2007,1210090,12,003,01,#,1.3,#,0.095
1210090033,2007,1210090,12,003,01,#,1,#,0.072
1210100001,2007,1210100,12,004,01,#,3.4,#,0.17
1210100003,2007,1210100,12,004,01,#,2.9,#,0.16
1210100005,2007,1210100,12,004,01,#,2.8,#,0.12
1210100007,2007,1210100,12,004,01,#,2.2,#,0.14
1210100009,2007,1210100,12,004,01,#,2.8,#,0.17
1210100011,2007,1210100,12,004,01,#,2.9,#,0.085
1210100013,2007,1210100,12,004,01,#,3.7,#,0.12
1210100015,2007,1210100,12,004,01,#,4.1,#,0.13
1210100017,2007,1210100,12,004,01,#,4.7,#,0.12
1210100019,2007,1210100,12,004,01,#,4.1,#,0.1
1210100021,2007,1210100,12,004,01,#,4.3,#,0.17
1210100023,2007,1210100,12,004,01,#,5,#,0.16
1210110001,2007,1210110,12,005,02,#,1.4,#,0.19
1210110002,2007,1210110,12,005,02,#,1.1,#,0.13
1210110003,2007,1210110,12,005,02,#,0.98,#,0.12
1210110004,2007,1210110,12,005,02,#,1.2,#,0.23
1210110005,2007,1210110,12,005,02,#,1,#,0.14
1210110006,2007,1210110,12,005,02,#,1.3,#,0.17
1210110007,2007,1210110,12,005,02,#,1.1,#,0.13
1210110008,2007,1210110,12,005,02,#,1.3,#,0.12
1210110009,2007,1210110,12,005,02,#,1.5,#,0.24
1210110010,2007,1210110,12,005,02,#,1.4,#,0.18
1210110011,2007,1210110,12,005,02,#,1.5,#,0.19
1210110012,2007,1210110,12,005,02,#,1.6,#,0.21
1210120001,2007,1210120,12,006,01,#,1.4,#,0.13
1210120002,2007,1210120,12,006,01,#,1,#,0.13
1210120003,2007,1210120,12,006,01,#,1,#,0.14
1210120004,2007,1210120,12,006,01,#,1,#,0.16
1210120005,2007,1210120,12,006,01,#,1,#,0.1
