レコードID,測定年度,絶対番号,都道府県コード,水域コード,地点コード,pH_C,pH,DO_C,DO(mg/l),BOD_C,BOD(mg/l),COD_C,COD(mg/l),SS_C,SS(mg/l),大腸菌群数_C,大腸菌群数(MPN/100ml),n-ヘキサン抽出物質_C,n-ヘキサン抽出物質(mg/l)
1310010001,1995,1310010,13,001,01,#,7,#,9.6,#,1.4,#,4,#,29,#,33000,E,99999
1310010002,1995,1310010,13,001,01,#,7.1,#,9.5,#,1.3,#,2.8,#,14,E,99999,E,99999
1310010003,1995,1310010,13,001,01,#,7.1,#,9.9,#,1.8,#,5.6,#,60,E,99999,E,99999
1310010004,1995,1310010,13,001,01,#,7,#,9.2,#,0.8,#,2.6,#,12,#,4900,E,99999
1310010005,1995,1310010,13,001,01,#,7,#,9.3,#,0.8,#,2.8,#,15,E,99999,E,99999
1310010006,1995,1310010,13,001,01,#,7,#,9.1,#,1.3,#,2.9,#,29,E,99999,E,99999
1310010007,1995,1310010,13,001,01,#,6.9,#,8.1,#,0.8,#,3.3,#,11,#,7000,E,99999
1310010008,1995,1310010,13,001,01,#,7,#,8.2,#,1.5,#,4.3,#,30,E,99999,E,99999
1310010009,1995,1310010,13,001,01,#,7,#,8,#,1.4,#,3.2,#,16,E,99999,E,99999
1310010010,1995,1310010,13,001,01,#,7.2,#,7.8,#,1,#,3.3,#,29,#,4900,E,99999
1310010011,1995,1310010,13,001,01,#,7.2,#,7.9,#,1.8,#,5.9,#,82,E,99999,E,99999
1310010012,1995,1310010,13,001,01,#,7.2,#,7.6,#,2.4,#,5.7,#,67,E,99999,E,99999
1310010013,1995,1310010,13,001,01,#,7.2,#,7.7,#,1.5,#,4.2,#,42,E,99999,E,99999
1310010014,1995,1310010,13,001,01,#,7.2,#,7.6,#,1.3,#,5.5,#,58,E,99999,E,99999
1310010015,1995,1310010,13,001,01,#,7.2,#,7.2,#,2,#,6.2,#,70,E,99999,E,99999
1310010016,1995,1310010,13,001,01,#,7.2,#,7.4,#,1,#,5.8,#,42,E,99999,E,99999
1310010017,1995,1310010,13,001,01,#,8,#,9.6,#,2.2,#,4.4,#,11,#,790,E,99999
1310010018,1995,1310010,13,001,01,#,8.6,#,11,#,4,#,5,#,12,E,99999,E,99999
1310010019,1995,1310010,13,001,01,#,8.2,#,10,#,3,#,4,#,10,E,99999,E,99999
1310010020,1995,1310010,13,001,01,#,7.4,#,7.3,#,1.7,#,3.2,#,10,#,4900,E,99999
1310010021,1995,1310010,13,001,01,#,7.5,#,8.3,#,2.1,#,3.4,#,9,E,99999,E,99999
1310010022,1995,1310010,13,001,01,#,7.5,#,7.9,#,1.6,#,3.5,#,15,E,99999,E,99999
1310010023,1995,1310010,13,001,01,#,7.3,#,8.1,#,1.8,#,7.1,#,100,#,4900,E,99999
1310010024,1995,1310010,13,001,01,#,7.4,#,9,#,1.3,#,3.9,#,28,E,99999,E,99999
1310010025,1995,1310010,13,001,01,#,7.3,#,8.1,#,1.7,#,4.3,#,41,E,99999,E,99999
1310010026,1995,1310010,13,001,01,#,7.5,#,9.4,#,1.8,#,3.4,#,8,#,3300,E,99999
1310010027,1995,1310010,13,001,01,#,7.6,#,10,#,1.6,#,3.3,#,6,E,99999,E,99999
1310010028,1995,1310010,13,001,01,#,7.6,#,9.7,#,2.3,#,3.2,#,6,E,99999,E,99999
1310010029,1995,1310010,13,001,01,#,7.4,#,10,#,3.5,#,3.7,#,7,#,130000,E,99999
1310010030,1995,1310010,13,001,01,#,7.5,#,11,#,2.8,#,3.5,#,6,E,99999,E,99999
1310010031,1995,1310010,13,001,01,#,7.5,#,11,#,3.1,#,3.6,#,6,E,99999,E,99999
1310010032,1995,1310010,13,001,01,#,7.5,#,11,#,3.4,#,3.8,#,8,E,99999,E,99999
1310010033,1995,1310010,13,001,01,#,7.4,#,10,#,3.1,#,3.7,#,8,E,99999,E,99999
1310010034,1995,1310010,13,001,01,#,7.4,#,10,#,3,#,3.6,#,8,E,99999,E,99999
1310010035,1995,1310010,13,001,01,#,7.5,#,11,#,3.3,#,3.9,#,7,E,99999,E,99999
