レコードID,測定年度,絶対番号,都道府県コード,水域コード,地点コード,採取_年,採取_月日,採取_時分,調査区分コード,採取位置コード,採取水深(m),天候コード,流況コード,臭気コード,色相コード,気温(℃),水温(℃),流量(m3/s),全水深(m),透明度_C,透明度(m)
1210010001,1985,1210010,12,001,01,1985,0424,1030,2,01,0.7,04,99,999,999,22,16,97,3.5,E,99999
1210010002,1985,1210010,12,001,01,1985,0424,1540,2,01,0.7,04,99,999,999,16.4,15.8,8,3.55,E,99999
1210010003,1985,1210010,12,001,01,1985,0424,2100,2,01,0.7,02,99,999,999,11.1,13.8,8,3.55,E,99999
1210010004,1985,1210010,12,001,01,1985,0507,1000,2,01,0.6,09,99,999,999,12.5,16.5,88.2,3.25,E,99999
1210010005,1985,1210010,12,001,01,1985,0507,1510,2,01,0.6,09,99,999,999,15,17.1,81.3,3.2,E,99999
1210010006,1985,1210010,12,001,01,1985,0507,2040,2,01,0.6,04,99,999,999,13.8,15.1,5,3.4,E,99999
1210010007,1985,1210010,12,001,01,1985,0604,0950,2,01,0.5,02,99,999,999,27,23.5,64.2,2.6,E,99999
1210010008,1985,1210010,12,001,01,1985,0604,1530,2,01,0.4,02,99,999,999,25.5,24.5,49.2,2.45,E,99999
1210010009,1985,1210010,12,001,01,1985,0604,2100,2,01,0.5,02,99,999,999,19.5,23.4,62.2,2.6,E,99999
1210010010,1985,1210010,12,001,01,1985,0709,0940,2,01,0.8,02,99,999,999,27,21.5,60,4,E,99999
1210010011,1985,1210010,12,001,01,1985,0709,1520,2,01,0.8,02,99,999,999,29.5,24,93,4.2,E,99999
1210010012,1985,1210010,12,001,01,1985,0709,2050,2,01,0.8,02,99,999,999,23.8,20.7,16,4.25,E,99999
1210010013,1985,1210010,12,001,01,1985,0806,1000,2,01,0.5,02,99,999,999,30.5,28.5,71.8,2.5,E,99999
1210010014,1985,1210010,12,001,01,1985,0806,1400,2,01,0.4,04,99,999,999,31.5,29.5,51.9,2.3,E,99999
1210010015,1985,1210010,12,001,01,1985,0806,1800,2,01,0.5,04,99,999,999,27.5,28.8,82.9,2.6,E,99999
1210010016,1985,1210010,12,001,01,1985,0903,1000,2,01,0.4,04,99,999,999,28,28,58.2,2,E,99999
1210010017,1985,1210010,12,001,01,1985,0903,1600,2,01,0.4,04,99,999,999,28,28.5,63,2.05,E,99999
1210010018,1985,1210010,12,001,01,1985,0903,2200,2,01,0.4,04,99,999,999,25,27,63.9,2.05,E,99999
1210010019,1985,1210010,12,001,01,1985,1001,0940,2,01,0.9,02,99,999,999,22,20,84,4.5,E,99999
1210010020,1985,1210010,12,001,01,1985,1001,1510,2,01,0.8,04,99,999,999,24,21.3,59,4.4,E,99999
1210010021,1985,1210010,12,001,01,1985,1001,2100,2,01,0.8,02,99,999,999,18.5,18.9,34,4.2,E,99999
1210010022,1985,1210010,12,001,01,1985,1105,1000,2,01,0.5,02,99,999,999,14.8,13.7,63,2.5,E,99999
