レコードID,測定年度,絶対番号,都道府県コード,水域コード,地点コード,pH_C,pH,DO_C,DO(mg/l),BOD_C,BOD(mg/l),COD_C,COD(mg/l),SS_C,SS(mg/l),大腸菌群数_C,大腸菌群数(MPN/100ml),n-ヘキサン抽出物質_C,n-ヘキサン抽出物質(mg/l)
1210010001,1985,1210010,12,001,01,#,7,#,7.8,#,4.4,#,10,#,150,#,70000,E,99999
1210010002,1985,1210010,12,001,01,#,7,#,6.9,#,4.5,#,12,#,150,E,99999,E,99999
1210010003,1985,1210010,12,001,01,#,7,#,8.2,#,3.7,#,15,#,230,E,99999,E,99999
1210010004,1985,1210010,12,001,01,#,7,#,8.6,#,1.5,#,3.2,#,28,#,4900,E,99999
1210010005,1985,1210010,12,001,01,#,7,#,8.5,#,1.9,#,3.3,#,23,E,99999,E,99999
1210010006,1985,1210010,12,001,01,#,7,#,9.6,#,1.8,#,3.3,#,27,E,99999,E,99999
1210010007,1985,1210010,12,001,01,#,7.5,#,8.1,#,2.8,#,6.4,#,13,#,19000,E,99999
1210010008,1985,1210010,12,001,01,#,7.6,#,9.3,#,3.3,#,6.4,#,12,E,99999,E,99999
1210010009,1985,1210010,12,001,01,#,7.5,#,8.4,#,3.3,#,6,#,14,E,99999,E,99999
1210010010,1985,1210010,12,001,01,#,7.2,#,8.2,#,0.7,#,3.2,#,39,#,14000,E,99999
1210010011,1985,1210010,12,001,01,#,7.2,#,8.1,#,1.1,#,4.1,#,40,E,99999,E,99999
1210010012,1985,1210010,12,001,01,#,7.2,#,8.3,#,0.8,#,4,#,50,E,99999,E,99999
1210010013,1985,1210010,12,001,01,#,8.1,#,10,#,4.5,#,5.6,#,13,#,24000,E,99999
1210010014,1985,1210010,12,001,01,#,8.1,#,11,#,4.6,#,5.7,#,9,E,99999,E,99999
1210010015,1985,1210010,12,001,01,#,8.2,#,10,#,4.2,#,5.9,#,14,E,99999,E,99999
1210010016,1985,1210010,12,001,01,#,7.6,#,7.9,#,5.3,#,6.5,#,17,#,220000,E,99999
1210010017,1985,1210010,12,001,01,#,7.9,#,10,#,6.2,#,6.7,#,16,E,99999,E,99999
1210010018,1985,1210010,12,001,01,#,8,#,10,#,5.2,#,7.1,#,12,E,99999,E,99999
1210010019,1985,1210010,12,001,01,#,7.2,#,7.7,#,1.5,#,8.1,#,120,#,24000,E,99999
1210010020,1985,1210010,12,001,01,#,7,#,7.8,#,1.5,#,6.8,#,99,E,99999,E,99999
1210010021,1985,1210010,12,001,01,#,7,#,7.9,#,1.2,#,5.5,#,76,E,99999,E,99999
1210010022,1985,1210010,12,001,01,#,7.1,#,9.8,#,2.1,#,2.4,#,8,#,23000,E,99999
1210010023,1985,1210010,12,001,01,#,7.1,#,9.8,#,1.7,#,2.4,#,8,E,99999,E,99999
1210010024,1985,1210010,12,001,01,#,7.1,#,10,#,1.6,#,3.7,#,9,E,99999,E,99999
1210010025,1985,1210010,12,001,01,#,7.1,#,11,#,1.4,#,2.4,#,8,#,7900,E,99999
1210010026,1985,1210010,12,001,01,#,7.2,#,11,#,1.6,#,2.8,#,8,E,99999,E,99999
1210010027,1985,1210010,12,001,01,#,7.1,#,11,#,1.9,#,2.9,#,6,E,99999,E,99999
1210010028,1985,1210010,12,001,01,#,7.1,#,12,#,2.2,#,4.1,#,9,#,23000,E,99999
1210010029,1985,1210010,12,001,01,#,7.1,#,12,#,3,#,4.3,#,11,E,99999,E,99999
1210010030,1985,1210010,12,001,01,#,7.1,#,12,#,3.3,#,3.6,#,9,E,99999,E,99999
1210010031,1985,1210010,12,001,01,#,7.3,#,10,#,2.8,#,4,#,5,#,4900,E,99999
1210010032,1985,1210010,12,001,01,#,7.3,#,10,#,2.9,#,4.5,#,10,E,99999,E,99999
1210010033,1985,1210010,12,001,01,#,7.3,#,10,#,3.1,#,3.9,#,9,E,99999,E,99999
1210010034,1985,1210010,12,001,01,#,7.1,#,10,#,3.8,#,4.8,#,9,#,79000,E,99999
1210010035,1985,1210010,12,001,01,#,7.2,#,10,#,3.8,#,5.6,#,7,E,99999,E,99999
1210010036,1985,1210010,12,001,01,#,7.2,#,10,#,3.4,#,4.7,#,7,E,99999,E,99999
1210020001,1985,1210020,12,001,02,#,7,#,8.7,#,2.5,#,5.8,#,67,#,33000,E,99999
1210020002,1985,1210020,12,001,02,#,7,#,7.7,#,3.7,#,7.2,#,65,E,99999,E,99999
1210020003,1985,1210020,12,001,02,#,7,#,7.7,#,2.7,#,6.2,#,44,E,99999,E,99999
1210020004,1985,1210020,12,001,02,#,7.1,#,8.1,#,2.9,#,3.7,#,25,#,24000,E,99999
1210020005,1985,1210020,12,001,02,#,7.1,#,7.4,#,2.5,#,2.9,#,8,E,99999,E,99999
