レコードID,測定年度,絶対番号,都道府県コード,水域コード,地点コード,pH_C,pH,DO_C,DO(mg/l),BOD_C,BOD(mg/l),COD_C,COD(mg/l),SS_C,SS(mg/l),大腸菌群数_C,大腸菌群数(MPN/100ml),n-ヘキサン抽出物質_C,n-ヘキサン抽出物質(mg/l)
1310010001,1993,1310010,13,001,01,#,7.3,#,9.2,#,3.1,#,4.8,#,9,#,17000,E,99999
1310010002,1993,1310010,13,001,01,#,7.4,#,9.5,#,2.7,#,4.6,#,8,E,99999,E,99999
1310010003,1993,1310010,13,001,01,#,7.4,#,9.4,#,3,#,4.5,#,8,E,99999,E,99999
1310010004,1993,1310010,13,001,01,#,7.1,#,7.6,#,4.4,#,5.1,#,21,#,160000,E,99999
1310010005,1993,1310010,13,001,01,#,7,#,7.9,#,6.8,#,10,#,130,E,99999,E,99999
1310010006,1993,1310010,13,001,01,#,7.1,#,8,#,3,#,4.4,#,25,E,99999,E,99999
1310010007,1993,1310010,13,001,01,#,7.1,#,7.1,#,1.8,#,4,#,19,#,22000,E,99999
1310010008,1993,1310010,13,001,01,#,7.1,#,7.7,#,2.2,#,3.6,#,11,E,99999,E,99999
1310010009,1993,1310010,13,001,01,#,7.1,#,7.5,#,1.8,#,3.8,#,17,E,99999,E,99999
1310010010,1993,1310010,13,001,01,#,7.2,#,7.9,#,1.3,#,3.6,#,24,#,110000,E,99999
1310010011,1993,1310010,13,001,01,#,7.2,#,7.9,#,1.5,#,4.8,#,48,E,99999,E,99999
1310010012,1993,1310010,13,001,01,#,7.2,#,7.9,#,1.6,#,4.7,#,58,E,99999,E,99999
1310010013,1993,1310010,13,001,01,#,7.2,#,7.7,#,1.3,#,3.8,#,32,E,99999,E,99999
1310010014,1993,1310010,13,001,01,#,7.2,#,7.8,#,1.5,#,5.4,#,62,E,99999,E,99999
1310010015,1993,1310010,13,001,01,#,7.2,#,7.4,#,1.9,#,5.6,#,77,E,99999,E,99999
1310010016,1993,1310010,13,001,01,#,7.2,#,7.5,#,2.1,#,6,#,62,E,99999,E,99999
1310010017,1993,1310010,13,001,01,#,7.3,#,7.2,#,2.1,#,7.1,#,11,#,140000,E,99999
1310010018,1993,1310010,13,001,01,#,7.4,#,7.1,#,2.5,#,6.3,#,64,E,99999,E,99999
1310010019,1993,1310010,13,001,01,#,7.3,#,6.9,#,2.1,#,6.6,#,37,E,99999,E,99999
1310010020,1993,1310010,13,001,01,#,7.3,#,8,#,1,#,3.9,#,38,#,49000,E,99999
1310010021,1993,1310010,13,001,01,#,7.3,#,7.7,#,1.2,#,3.5,#,32,E,99999,E,99999
1310010022,1993,1310010,13,001,01,#,7.3,#,7.8,#,1.3,#,4.1,#,30,E,99999,E,99999
1310010023,1993,1310010,13,001,01,#,7.4,#,9,#,1.1,#,3.8,#,39,#,13000,E,99999
1310010024,1993,1310010,13,001,01,#,7.4,#,8.7,#,1.8,#,4.5,#,41,E,99999,E,99999
