レコードID,測定年度,絶対番号,都道府県コード,水域コード,地点コード,pH_C,pH,DO_C,DO(mg/l),BOD_C,BOD(mg/l),COD_C,COD(mg/l),SS_C,SS(mg/l),大腸菌群数_C,大腸菌群数(MPN/100ml),n-ヘキサン抽出物質_C,n-ヘキサン抽出物質(mg/l)
1210010001,1989,1210010,12,001,01,#,6.9,#,9.2,#,3.6,#,6.7,#,89,#,13000,E,99999
1210010002,1989,1210010,12,001,01,#,6.9,#,8.7,#,3.2,#,6.5,#,80,E,99999,E,99999
1210010003,1989,1210010,12,001,01,#,7,#,9.2,#,2.5,#,5.5,#,110,E,99999,E,99999
1210010004,1989,1210010,12,001,01,#,7,#,9.2,#,1.4,#,4.8,#,44,#,7900,E,99999
1210010005,1989,1210010,12,001,01,#,7.1,#,9.4,#,1.7,#,4.8,#,41,E,99999,E,99999
1210010006,1989,1210010,12,001,01,#,7.1,#,9.2,#,1.5,#,4.6,#,44,E,99999,E,99999
1210010007,1989,1210010,12,001,01,#,7.3,#,8.7,#,1.5,#,3.8,#,19,#,24000,E,99999
1210010008,1989,1210010,12,001,01,#,7.4,#,8.9,#,1.3,#,4,#,13,E,99999,E,99999
1210010009,1989,1210010,12,001,01,#,7.4,#,8,#,2.2,#,4.9,#,19,E,99999,E,99999
1210010010,1989,1210010,12,001,01,#,7.3,#,8.2,#,0.9,#,5,#,34,#,7000,E,99999
1210010011,1989,1210010,12,001,01,#,7.4,#,8.2,#,1.5,#,3.9,#,37,E,99999,E,99999
1210010012,1989,1210010,12,001,01,#,7.4,#,8.6,#,1.4,#,3.9,#,39,E,99999,E,99999
1210010013,1989,1210010,12,001,01,#,7.2,#,7.9,#,0.5,#,9.3,#,180,#,79000,E,99999
1210010014,1989,1210010,12,001,01,#,7.2,#,8,#,0.5,#,8.5,#,170,E,99999,E,99999
1210010015,1989,1210010,12,001,01,#,7.2,#,7.6,#,0.5,#,8.2,#,130,E,99999,E,99999
1210010016,1989,1210010,12,001,01,#,7.1,#,8.3,#,2.4,#,13,#,320,#,33000,E,99999
1210010017,1989,1210010,12,001,01,#,7,#,8,#,2.5,#,11,#,280,E,99999,E,99999
1210010018,1989,1210010,12,001,01,#,7.1,#,8.3,#,2.8,#,13,#,280,E,99999,E,99999
1210010019,1989,1210010,12,001,01,#,7.4,#,9.1,#,0.5,#,2.6,#,20,#,6300,E,99999
1210010020,1989,1210010,12,001,01,#,7.5,#,9.3,#,0.7,#,2.7,#,24,E,99999,E,99999
1210010021,1989,1210010,12,001,01,#,7.5,#,9.1,#,0.7,#,2.8,#,25,E,99999,E,99999
1210010022,1989,1210010,12,001,01,#,7.4,#,9.5,#,0.8,#,2.3,#,11,#,13000,E,99999
1210010023,1989,1210010,12,001,01,#,7.4,#,9.8,#,0.9,#,2.5,#,11,E,99999,E,99999
1210010024,1989,1210010,12,001,01,#,7.4,#,9.6,#,1.1,#,2.6,#,12,E,99999,E,99999
1210010025,1989,1210010,12,001,01,#,7.3,#,10,#,2.1,#,2.9,#,7,#,13000,E,99999
1210010026,1989,1210010,12,001,01,#,7.6,#,11,#,2.3,#,3.3,#,7,E,99999,E,99999
1210010027,1989,1210010,12,001,01,#,7.6,#,11,#,2.4,#,3.2,#,7,E,99999,E,99999
1210010028,1989,1210010,12,001,01,#,7.5,#,11,#,2,#,3.8,#,5,#,7900,E,99999
1210010029,1989,1210010,12,001,01,#,7.5,#,12,#,1.9,#,3.5,#,5,E,99999,E,99999
