レコードID,測定年度,絶対番号,都道府県コード,水域コード,地点コード,採取_年,採取_月日,採取_時分,調査区分コード,採取位置コード,採取水深(m),天候コード,流況コード,臭気コード,色相コード,気温(℃),水温(℃),流量(m3/s),全水深(m),透明度_C,透明度(m)
1310010001,1993,1310010,13,001,01,1993,0413,0955,2,01,6,04,99,999,999,11,12.4,52.14,3.3,E,99999
1310010002,1993,1310010,13,001,01,1993,0413,1455,2,01,6,04,99,999,999,13.5,13.3,22.73,3.3,E,99999
1310010003,1993,1310010,13,001,01,1993,0413,2055,2,01,6,04,99,999,999,8.1,12.7,27.62,3.35,E,99999
1310010004,1993,1310010,13,001,01,1993,0511,1000,2,01,7,02,99,999,999,21.7,15.9,120.4,3.5,E,99999
1310010005,1993,1310010,13,001,01,1993,0511,1505,2,01,5,02,99,999,999,24,17.3,118,2.6,E,99999
1310010006,1993,1310010,13,001,01,1993,0511,2055,2,01,6,02,99,999,999,16.9,16.8,63.8,3.25,E,99999
1310010007,1993,1310010,13,001,01,1993,0608,0950,2,01,7,04,99,999,999,24.4,19,67.31,3.75,E,99999
1310010008,1993,1310010,13,001,01,1993,0608,1455,2,01,7,04,99,999,999,22.2,19.6,34.25,3.65,E,99999
1310010009,1993,1310010,13,001,01,1993,0608,2100,2,01,7,04,99,999,999,19.3,19.3,44.72,3.85,E,99999
1310010010,1993,1310010,13,001,01,1993,0713,1000,2,01,6,04,99,999,999,28.2,20.7,84.13,3.2,E,99999
1310010011,1993,1310010,13,001,01,1993,0713,1400,2,01,6,04,99,999,999,28,21.3,120.5,3.4,E,99999
1310010012,1993,1310010,13,001,01,1993,0713,1800,2,01,6,04,99,999,999,25.9,21.3,156.3,3.3,E,99999
1310010013,1993,1310010,13,001,01,1993,0713,2200,2,01,7,04,99,999,999,24.2,21.2,101.2,3.6,E,99999
1310010014,1993,1310010,13,001,01,1993,0714,0200,2,01,7,16,99,999,999,22.5,21.1,161.8,3.6,E,99999
1310010015,1993,1310010,13,001,01,1993,0714,0600,2,01,6,04,99,999,999,23.2,21,139.9,3.25,E,99999
1310010016,1993,1310010,13,001,01,1993,0714,1000,2,01,6,04,99,999,999,28.7,21.8,110.9,3.1,E,99999
1310010017,1993,1310010,13,001,01,1993,0803,0955,2,01,6,10,99,999,999,19.9,23,150.2,3.2,E,99999
1310010018,1993,1310010,13,001,01,1993,0803,1455,2,01,5,10,99,999,999,19.8,22.7,88.34,2.85,E,99999
1310010019,1993,1310010,13,001,01,1993,0803,2055,2,01,7,04,99,999,999,18.6,22.3,153,3.6,E,99999
1310010020,1993,1310010,13,001,01,1993,0907,1010,2,01,7,10,99,999,999,22.2,20.7,175.7,3.75,E,99999
1310010021,1993,1310010,13,001,01,1993,0907,1515,2,01,6,16,99,999,999,21.2,20.3,168,3.4,E,99999
1310010022,1993,1310010,13,001,01,1993,0907,2045,2,01,7,16,99,999,999,20,19.8,148.5,3.85,E,99999
1310010023,1993,1310010,13,001,01,1993,1005,0950,2,01,8,04,99,999,999,20.8,17,189.5,4,E,99999
1310010024,1993,1310010,13,001,01,1993,1005,1455,2,01,6,04,99,999,999,21.7,17.3,158.4,3.4,E,99999
1310010025,1993,1310010,13,001,01,1993,1005,2100,2,01,7,04,99,999,999,17.6,16.9,151.2,3.95,E,99999
1310010026,1993,1310010,13,001,01,1993,1109,1000,2,01,7,02,99,999,999,15.4,13.3,27.93,3.9,E,99999
1310010027,1993,1310010,13,001,01,1993,1109,1500,2,01,7,02,99,999,999,16,13.4,61.12,3.7,E,99999
1310010028,1993,1310010,13,001,01,1993,1109,2055,2,01,7,02,99,999,999,10.8,13.3,23.75,3.6,E,99999
1310010029,1993,1310010,13,001,01,1993,1207,1000,2,01,6,02,99,999,999,7.4,8,34.49,3.4,E,99999
1310010030,1993,1310010,13,001,01,1993,1207,1400,2,01,7,02,99,999,999,10.9,8.4,50.9,3.6,E,99999
1310010031,1993,1310010,13,001,01,1993,1207,1800,2,01,6,02,99,999,999,8.2,8.4,46.13,3.45,E,99999
1310010032,1993,1310010,13,001,01,1993,1207,2200,2,01,6,02,99,999,999,5.9,8.6,40.49,3.35,E,99999
1310010033,1993,1310010,13,001,01,1993,1208,0200,2,01,6,04,99,999,999,2.8,8.3,34.74,3.4,E,99999
1310010034,1993,1310010,13,001,01,1993,1208,0600,2,01,6,04,99,999,999,4.3,8.1,40.96,3.35,E,99999
1310010035,1993,1310010,13,001,01,1993,1208,1000,2,01,6,10,99,999,999,4.8,7.8,31.38,3.4,E,99999
1310010036,1993,1310010,13,001,01,1994,0111,1005,2,01,8,10,99,999,999,5.3,3.3,18.6,4.1,E,99999
1310010037,1993,1310010,13,001,01,1994,0111,1505,2,01,8,04,99,999,999,7,4,14.54,4.1,E,99999
