レコードID,測定年度,絶対番号,都道府県コード,水域コード,地点コード,全窒素_C,全窒素(mg/l),全燐_C,全燐(mg/l)
1310010001,2005,1310010,13,001,01,#,1.82,#,0.074
1310010005,2005,1310010,13,001,01,#,1.94,#,0.099
1310010009,2005,1310010,13,001,01,#,2.05,#,0.097
1310010013,2005,1310010,13,001,01,#,2.5,#,0.099
1310010021,2005,1310010,13,001,01,#,2.96,#,0.186
1310010025,2005,1310010,13,001,01,#,2.6,#,0.101
1310010029,2005,1310010,13,001,01,#,3.26,#,0.108
1310010033,2005,1310010,13,001,01,#,3.25,#,0.098
1310010037,2005,1310010,13,001,01,#,2.8,#,0.08
1310010045,2005,1310010,13,001,01,#,2.74,#,0.089
1310010049,2005,1310010,13,001,01,#,3.21,#,0.123
1310010053,2005,1310010,13,001,01,#,2.36,#,0.091
1310030001,2005,1310030,13,002,01,#,1.81,#,0.088
1310030005,2005,1310030,13,002,01,#,1.67,#,0.076
1310030009,2005,1310030,13,002,01,#,1.52,#,0.075
1310030013,2005,1310030,13,002,01,#,2.5,#,0.096
1310030021,2005,1310030,13,002,01,#,2.88,#,0.209
1310030025,2005,1310030,13,002,01,#,2.45,#,0.094
1310030029,2005,1310030,13,002,01,#,2.96,#,0.106
1310030033,2005,1310030,13,002,01,#,3.07,#,0.086
1310030037,2005,1310030,13,002,01,#,2.82,#,0.073
1310030045,2005,1310030,13,002,01,#,2.75,#,0.085
1310030049,2005,1310030,13,002,01,#,2.63,#,0.105
1310030053,2005,1310030,13,002,01,#,2.31,#,0.091
1310040001,2005,1310040,13,002,51,#,1.9,#,0.074
1310040004,2005,1310040,13,002,51,#,1.99,#,0.092
1310040007,2005,1310040,13,002,51,#,1.65,#,0.07
1310040010,2005,1310040,13,002,51,#,2.59,#,0.097
1310040013,2005,1310040,13,002,51,#,3.07,#,0.17
1310040016,2005,1310040,13,002,51,#,2.41,#,0.079
1310040019,2005,1310040,13,002,51,#,3.15,#,0.122
1310040022,2005,1310040,13,002,51,#,3.22,#,0.096
1310040025,2005,1310040,13,002,51,#,2.9,#,0.085
1310040028,2005,1310040,13,002,51,#,3.01,#,0.103
1310040031,2005,1310040,13,002,51,#,3.35,#,0.123
1310040034,2005,1310040,13,002,51,#,2.37,#,0.094
1310060001,2005,1310060,13,003,01,#,2.25,#,0.12
1310060004,2005,1310060,13,003,01,#,2.26,#,0.052
1310060007,2005,1310060,13,003,01,#,3.68,#,0.127
1310060010,2005,1310060,13,003,01,#,2.32,#,0.118
1310060013,2005,1310060,13,003,01,#,2.1,#,0.134
1310060016,2005,1310060,13,003,01,#,2.44,#,0.097
1310060019,2005,1310060,13,003,01,#,2.87,#,0.124
1310060022,2005,1310060,13,003,01,#,3.94,#,0.135
1310060025,2005,1310060,13,003,01,#,4.21,#,0.139
1310060028,2005,1310060,13,003,01,#,4.63,#,0.118
1310060031,2005,1310060,13,003,01,#,4.87,#,0.184
1310060034,2005,1310060,13,003,01,#,3.28,#,0.079
1310070001,2005,1310070,13,003,51,#,2.78,#,0.109
1310070002,2005,1310070,13,003,51,#,2.7,#,0.029
1310070003,2005,1310070,13,003,51,#,2.47,#,0.073
1310070004,2005,1310070,13,003,51,#,2.01,#,0.087
1310070005,2005,1310070,13,003,51,#,2.04,#,0.098
1310070006,2005,1310070,13,003,51,#,2.56,#,0.083
1310070007,2005,1310070,13,003,51,#,3.38,#,0.097
1310070008,2005,1310070,13,003,51,#,3.97,#,0.124
1310070009,2005,1310070,13,003,51,#,3.27,#,0.086
1310070010,2005,1310070,13,003,51,#,4.41,#,0.104
1310070011,2005,1310070,13,003,51,#,4.21,#,0.115
1310070012,2005,1310070,13,003,51,#,3.16,#,0.073
1310090002,2005,1310090,13,004,01,#,5.35,#,0.255
1310090005,2005,1310090,13,004,01,#,2.69,#,0.294
1310090008,2005,1310090,13,004,01,#,2.36,#,0.196
1310090011,2005,1310090,13,004,01,#,3.24,#,0.179
1310090019,2005,1310090,13,004,01,#,2.68,#,0.191
1310090022,2005,1310090,13,004,01,#,3.24,#,0.148
1310090025,2005,1310090,13,004,01,#,3.45,#,0.21
1310090028,2005,1310090,13,004,01,#,5.14,#,0.184
1310090031,2005,1310090,13,004,01,#,7.14,#,0.29
1310090034,2005,1310090,13,004,01,#,11.3,#,0.473
1310090042,2005,1310090,13,004,01,#,9.51,#,0.354
1310090045,2005,1310090,13,004,01,#,7.05,#,0.269
1310100001,2005,1310100,13,004,02,#,3.8,#,0.213
1310100004,2005,1310100,13,004,02,#,3.21,#,0.12
1310100007,2005,1310100,13,004,02,#,3.58,#,0.185
1310100010,2005,1310100,13,004,02,#,2.38,#,0.132
1310100013,2005,1310100,13,004,02,#,2.85,#,0.228
1310100016,2005,1310100,13,004,02,#,2.99,#,0.153
1310100019,2005,1310100,13,004,02,#,2.5,#,0.173
1310100022,2005,1310100,13,004,02,#,3.29,#,0.213
1310100025,2005,1310100,13,004,02,#,2.87,#,0.256
1310100028,2005,1310100,13,004,02,#,2.1,#,0.189
1310100031,2005,1310100,13,004,02,#,1.69,#,0.109
1310100034,2005,1310100,13,004,02,#,4.65,#,0.133
1310110002,2005,1310110,13,004,51,#,4.58,#,0.195
1310110005,2005,1310110,13,004,51,#,2.67,#,0.186
1310110008,2005,1310110,13,004,51,#,2.12,#,0.171
1310110011,2005,1310110,13,004,51,#,3.06,#,0.203
1310110014,2005,1310110,13,004,51,#,2.74,#,0.191
1310110017,2005,1310110,13,004,51,#,2.93,#,0.155
1310110020,2005,1310110,13,004,51,#,3.56,#,0.189
1310110023,2005,1310110,13,004,51,#,5.2,#,0.265
1310110026,2005,1310110,13,004,51,#,6.85,#,0.279
1310110029,2005,1310110,13,004,51,#,9.45,#,0.333
1310110032,2005,1310110,13,004,51,#,8.51,#,0.315
1310110035,2005,1310110,13,004,51,#,7.32,#,0.303
1310140002,2005,1310140,13,005,01,#,5.01,#,0.279
1310140005,2005,1310140,13,005,01,#,3.19,#,0.34
1310140008,2005,1310140,13,005,01,#,2.93,#,0.27
1310140011,2005,1310140,13,005,01,#,3.17,#,0.214
1310140025,2005,1310140,13,005,01,#,2.95,#,0.26
1310140028,2005,1310140,13,005,01,#,4.02,#,0.213
