レコードID,測定年度,絶対番号,都道府県コード,水域コード,地点コード,pH_C,pH,DO_C,DO(mg/l),BOD_C,BOD(mg/l),COD_C,COD(mg/l),SS_C,SS(mg/l),大腸菌群数_C,大腸菌群数(MPN/100ml),n-ヘキサン抽出物質_C,n-ヘキサン抽出物質(mg/l)
1310010002,1999,1310010,13,001,01,#,7.4,#,9.4,#,2.5,#,7.3,#,98,#,7900,E,99999
1310010003,1999,1310010,13,001,01,#,7.4,#,9.7,#,1.8,#,3.9,#,27,E,99999,E,99999
1310010004,1999,1310010,13,001,01,#,7.4,#,9.8,#,1.9,#,5.4,#,69,E,99999,E,99999
1310010006,1999,1310010,13,001,01,#,7,#,9,#,1.1,#,3.2,#,28,#,1700,E,99999
1310010007,1999,1310010,13,001,01,#,7,#,9.3,#,1.3,#,2.6,#,10,E,99999,E,99999
1310010008,1999,1310010,13,001,01,#,7.1,#,9,#,1.3,#,3.5,#,29,E,99999,E,99999
1310010010,1999,1310010,13,001,01,#,7.5,#,8,#,4.5,#,4.2,#,13,#,11000,E,99999
1310010011,1999,1310010,13,001,01,#,7.4,#,8.9,#,3.2,#,4.3,#,11,E,99999,E,99999
1310010012,1999,1310010,13,001,01,#,7.5,#,9.3,#,2.8,#,4.1,#,12,E,99999,E,99999
1310010014,1999,1310010,13,001,01,#,7.4,#,7,#,2.5,#,7.9,#,94,#,17000,E,99999
1310010015,1999,1310010,13,001,01,#,7.1,#,7,#,2.3,#,9.5,#,110,E,99999,E,99999
1310010016,1999,1310010,13,001,01,#,7.2,#,7.2,#,2.1,#,7.6,#,80,E,99999,E,99999
1310010017,1999,1310010,13,001,01,#,7.2,#,7.6,#,1.4,#,6.3,#,60,E,99999,E,99999
1310010018,1999,1310010,13,001,01,#,7.3,#,8.1,#,1.1,#,7.2,#,95,E,99999,E,99999
1310010019,1999,1310010,13,001,01,#,7.2,#,8,#,1.2,#,6.6,#,77,E,99999,E,99999
