レコードID,測定年度,絶対番号,都道府県コード,水域コード,地点コード,採取_年,採取_月日,採取_時分,調査区分コード,採取位置コード,採取水深(m),天候コード,流況コード,臭気コード,色相コード,気温(℃),水温(℃),流量(m3/s),全水深(m),透明度_C,透明度(m)
1310010001,1998,1310010,13,001,01,1998,0414,1055,2,01,8,10,99,011,160,22,18,99999,4.3,E,99999
1310010002,1998,1310010,13,001,01,1998,0414,1520,2,01,7,10,99,011,160,21,15.2,99999,3.95,E,99999
1310010003,1998,1310010,13,001,01,1998,0414,2015,2,01,9,10,99,011,160,20,14.8,99999,4.7,E,99999
1310010004,1998,1310010,13,001,01,1998,0512,1035,2,01,8,10,99,011,180,16,16.2,99999,4.35,E,99999
1310010005,1998,1310010,13,001,01,1998,0512,1500,2,01,9,10,99,011,180,22.4,17.2,99999,4.5,E,99999
1310010006,1998,1310010,13,001,01,1998,0512,2010,2,01,9,04,99,011,180,18.9,17.2,99999,4.6,E,99999
1310010007,1998,1310010,13,001,01,1998,0602,1035,2,01,9,04,99,011,180,24.3,22.9,99999,4.6,E,99999
1310010008,1998,1310010,13,001,01,1998,0602,1500,2,01,9,04,99,011,180,21.8,22.3,99999,4.45,E,99999
1310010009,1998,1310010,13,001,01,1998,0602,2010,2,01,9,04,99,011,180,18.9,21.4,99999,4.5,E,99999
1310010010,1998,1310010,13,001,01,1998,0707,1000,2,01,9,04,99,011,180,31.8,28.5,99999,4.6,E,99999
1310010011,1998,1310010,13,001,01,1998,0707,1400,2,01,9,02,99,011,180,37.8,29.3,99999,4.55,E,99999
1310010012,1998,1310010,13,001,01,1998,0707,1800,2,01,9,10,99,011,180,27.5,27.3,99999,4.5,E,99999
1310010013,1998,1310010,13,001,01,1998,0707,2200,2,01,8,04,99,011,180,25.5,27,99999,4.4,E,99999
1310010014,1998,1310010,13,001,01,1998,0708,0200,2,01,9,04,99,011,180,26.4,26.9,99999,4.5,E,99999
1310010015,1998,1310010,13,001,01,1998,0708,0600,2,01,9,04,99,011,180,27.1,28.8,99999,4.55,E,99999
1310010016,1998,1310010,13,001,01,1998,0708,1000,2,01,9,04,99,011,180,33.2,27.8,99999,4.55,E,99999
1310010017,1998,1310010,13,001,01,1998,0805,1025,2,01,9,02,99,011,060,36.1,28.8,99999,4.6,E,99999
1310010018,1998,1310010,13,001,01,1998,0805,1455,2,01,9,02,99,011,060,33.2,27.4,99999,4.65,E,99999
1310010019,1998,1310010,13,001,01,1998,0805,2010,2,01,8,10,99,011,060,27.5,26,99999,4.35,E,99999
1310010020,1998,1310010,13,001,01,1998,0928,1025,2,01,8,04,99,011,220,22,19.2,99999,4.45,E,99999
1310010021,1998,1310010,13,001,01,1998,0928,1450,2,01,8,04,99,011,220,24.5,19.5,99999,4.4,E,99999
1310010022,1998,1310010,13,001,01,1998,0928,2015,2,01,8,04,99,011,220,22,19.7,99999,4.4,E,99999
1310010023,1998,1310010,13,001,01,1998,1006,1015,2,01,7,10,99,011,180,19,19,99999,3.8,E,99999
1310010024,1998,1310010,13,001,01,1998,1006,1500,2,01,7,04,99,011,180,21.5,19,99999,3.6,E,99999
1310010025,1998,1310010,13,001,01,1998,1006,2015,2,01,8,04,99,011,180,20,18.5,99999,4.15,E,99999
1310010026,1998,1310010,13,001,01,1998,1110,1040,2,01,6,04,99,011,180,19.2,14.2,99999,3.45,E,99999
1310010027,1998,1310010,13,001,01,1998,1110,1450,2,01,6,04,99,011,180,15.5,14.5,99999,3.15,E,99999
1310010028,1998,1310010,13,001,01,1998,1110,2010,2,01,6,04,99,011,180,15.4,14,99999,3.25,E,99999
1310010029,1998,1310010,13,001,01,1998,1201,1000,2,01,7,02,99,011,180,13.9,10,99999,3.8,E,99999
1310010030,1998,1310010,13,001,01,1998,1201,1400,2,01,7,02,99,011,180,18.5,11,99999,3.85,E,99999
1310010031,1998,1310010,13,001,01,1998,1201,1800,2,01,7,02,99,011,180,13.5,9.9,99999,3.75,E,99999
1310010032,1998,1310010,13,001,01,1998,1201,2200,2,01,7,02,99,011,180,12.2,9.8,99999,3.65,E,99999
1310010033,1998,1310010,13,001,01,1998,1202,0200,2,01,7,04,99,011,180,10.9,10,99999,3.75,E,99999
1310010034,1998,1310010,13,001,01,1998,1202,0600,2,01,7,04,99,011,180,12,10,99999,3.85,E,99999
1310010035,1998,1310010,13,001,01,1998,1202,1000,2,01,7,10,99,011,180,10.3,10,99999,3.7,E,99999
1310010036,1998,1310010,13,001,01,1999,0105,1005,2,01,7,02,99,011,060,5,4.7,99999,3.85,E,99999
1310010037,1998,1310010,13,001,01,1999,0105,1440,2,01,7,02,99,011,060,9,4.5,99999,3.9,E,99999
