レコードID,測定年度,絶対番号,都道府県コード,水域コード,地点コード,採取_年,採取_月日,採取_時分,調査区分コード,採取位置コード,採取水深(m),天候コード,流況コード,臭気コード,色相コード,気温(℃),水温(℃),流量(m3/s),全水深(m),透明度_C,透明度(m)
1410010001,1991,1410010,14,001,01,1991,0416,1100,2,01,8,02,99,999,999,21.3,19.3,99999,4,E,99999
1410010002,1991,1410010,14,001,01,1991,0416,1700,2,01,10,02,99,999,999,21,17.2,99999,5.2,E,99999
1410010003,1991,1410010,14,001,01,1991,0416,2300,2,01,9,02,99,999,999,17.2,17,99999,4.9,E,99999
1410010004,1991,1410010,14,001,01,1991,0417,0500,2,01,10,02,99,999,999,13.4,15.5,99999,5.4,E,99999
1410010005,1991,1410010,14,001,01,1991,0507,1100,2,01,7,02,99,999,999,23.6,18,99999,3.5,E,99999
1410010006,1991,1410010,14,001,01,1991,0507,1700,2,01,6,02,99,999,999,20.8,18.1,99999,3,E,99999
1410010007,1991,1410010,14,001,01,1991,0507,2300,2,01,7,02,99,999,999,16.5,16.8,99999,3.6,E,99999
1410010008,1991,1410010,14,001,01,1991,0508,0500,2,01,7,02,99,999,999,14.5,15.2,99999,3.4,E,99999
1410010009,1991,1410010,14,001,01,1991,0611,1100,2,01,8,02,99,999,999,30.2,24.9,99999,4.1,E,99999
1410010010,1991,1410010,14,001,01,1991,0611,1700,2,01,11,02,99,999,999,28.8,24.7,99999,5.7,E,99999
1410010011,1991,1410010,14,001,01,1991,0611,2300,2,01,10,02,99,999,999,24.1,24.3,99999,5.2,E,99999
1410010012,1991,1410010,14,001,01,1991,0612,0500,2,01,10,02,99,999,999,23.7,24.2,99999,5.4,E,99999
1410010013,1991,1410010,14,001,01,1991,0702,1100,2,01,9,03,99,999,999,30.1,24,99999,4.8,E,99999
1410010014,1991,1410010,14,001,01,1991,0702,1700,2,01,10,03,99,999,999,29.2,25.8,99999,5.1,E,99999
1410010015,1991,1410010,14,001,01,1991,0702,2300,2,01,10,03,99,999,999,27.1,24.2,99999,5.3,E,99999
1410010016,1991,1410010,14,001,01,1991,0703,0500,2,01,10,03,99,999,999,26.2,23.8,99999,5.2,E,99999
1410010017,1991,1410010,14,001,01,1991,0806,1100,2,01,10,03,99,999,999,23.5,22,99999,5.3,E,99999
1410010018,1991,1410010,14,001,01,1991,0806,1700,2,01,11,03,99,999,999,22.6,23,99999,5.8,E,99999
1410010019,1991,1410010,14,001,01,1991,0806,2300,2,01,11,03,99,999,999,21.5,21.5,99999,5.7,E,99999
1410010020,1991,1410010,14,001,01,1991,0807,0500,2,01,11,04,99,999,999,21,20.9,99999,5.5,E,99999
1410010021,1991,1410010,14,001,01,1991,0903,1100,2,01,9,02,99,999,999,32.8,23.9,99999,4.6,E,99999
1410010022,1991,1410010,14,001,01,1991,0903,1700,2,01,10,02,99,999,999,30.2,24.7,99999,5,E,99999
1410010023,1991,1410010,14,001,01,1991,0903,2300,2,01,10,02,99,999,999,28,24.3,99999,5.1,E,99999
1410010024,1991,1410010,14,001,01,1991,0904,0500,2,01,8,02,99,999,999,25,23.5,99999,4.2,E,99999
1410010025,1991,1410010,14,001,01,1991,1022,1100,2,01,9,03,99,999,999,21.2,18.1,99999,4.6,E,99999
1410010026,1991,1410010,14,001,01,1991,1022,1700,2,01,10,02,99,999,999,18.6,19.8,99999,5.4,E,99999
1410010027,1991,1410010,14,001,01,1991,1022,2300,2,01,8,02,99,999,999,16.5,15.8,99999,4.2,E,99999
1410010028,1991,1410010,14,001,01,1991,1023,0500,2,01,11,02,99,999,999,14,15,99999,5.6,E,99999
1410010029,1991,1410010,14,001,01,1991,1105,1100,2,01,9,02,99,999,999,13,17.5,99999,4.9,E,99999
1410010030,1991,1410010,14,001,01,1991,1105,1700,2,01,10,02,99,999,999,18.2,18.3,99999,5.4,E,99999
1410010031,1991,1410010,14,001,01,1991,1105,2300,2,01,8,02,99,999,999,13,14.8,99999,4.2,E,99999
1410010032,1991,1410010,14,001,01,1991,1106,0500,2,01,11,02,99,999,999,9.4,13,99999,5.6,E,99999
1410010033,1991,1410010,14,001,01,1991,1203,1100,2,01,10,02,99,999,999,15.8,14.7,99999,5.1,E,99999
1410010034,1991,1410010,14,001,01,1991,1203,1700,2,01,10,02,99,999,999,14.3,14.7,99999,5,E,99999
1410010035,1991,1410010,14,001,01,1991,1203,2300,2,01,9,02,99,999,999,12.5,13.3,99999,4.5,E,99999
1410010036,1991,1410010,14,001,01,1991,1204,0500,2,01,11,02,99,999,999,10,11.7,99999,5.5,E,99999
1410010037,1991,1410010,14,001,01,1992,0107,1055,2,01,9,03,99,999,999,5.1,9,99999,4.5,E,99999
1410010038,1991,1410010,14,001,01,1992,0107,1630,2,01,10,03,99,999,999,5.3,9.2,99999,5.2,E,99999
1410010039,1991,1410010,14,001,01,1992,0107,2240,2,01,7,03,99,999,999,4.9,8.8,99999,3.9,E,99999
1410010040,1991,1410010,14,001,01,1992,0108,0445,2,01,9,03,99,999,999,4.5,8.7,99999,4.8,E,99999
1410010041,1991,1410010,14,001,01,1992,0204,1115,2,01,9,03,99,999,999,8,8.3,99999,4.6,E,99999
1410010042,1991,1410010,14,001,01,1992,0204,1705,2,01,11,03,99,999,999,6.5,9,99999,5.5,E,99999
1410010043,1991,1410010,14,001,01,1992,0204,2300,2,01,8,03,99,999,999,5.4,7.7,99999,4.1,E,99999
1410010044,1991,1410010,14,001,01,1992,0205,0500,2,01,10,03,99,999,999,4.3,7.2,99999,5.2,E,99999
1410010045,1991,1410010,14,001,01,1992,0303,1100,2,01,7,04,99,999,999,7,10.7,99999,3.8,E,99999
1410010046,1991,1410010,14,001,01,1992,0303,1700,2,01,9,03,99,999,999,9,10.5,99999,4.6,E,99999
1410010047,1991,1410010,14,001,01,1992,0303,2300,2,01,6,03,99,999,999,5.8,9.7,99999,3.3,E,99999
1410010048,1991,1410010,14,001,01,1992,0304,0500,2,01,9,03,99,999,999,4.4,8.8,99999,4.6,E,99999
1410020001,1991,1410020,14,001,51,1991,0416,1000,2,01,13,02,99,999,999,20.7,16.2,99999,6.8,E,99999
1410020002,1991,1410020,14,001,51,1991,0416,1600,2,01,15,02,99,999,999,21.4,19.7,99999,7.6,E,99999
1410020003,1991,1410020,14,001,51,1991,0416,2200,2,01,15,02,99,999,999,17.9,17,99999,7.8,E,99999
1410020004,1991,1410020,14,001,51,1991,0417,0400,2,01,15,02,99,999,999,14,15.7,99999,7.9,E,99999
1410020005,1991,1410020,14,001,51,1991,0507,1000,2,01,12,02,99,999,999,21.7,17.2,99999,6.1,E,99999
1410020006,1991,1410020,14,001,51,1991,0507,1600,2,01,11,02,99,999,999,24.3,17.4,99999,5.5,E,99999
1410020007,1991,1410020,14,001,51,1991,0507,2200,2,01,12,02,99,999,999,17,17,99999,6,E,99999
1410020008,1991,1410020,14,001,51,1991,0508,0400,2,01,12,02,99,999,999,14.8,15.7,99999,6.1,E,99999
1410020009,1991,1410020,14,001,51,1991,0611,1000,2,01,11,02,99,999,999,28.3,24.7,99999,5.5,E,99999
1410020010,1991,1410020,14,001,51,1991,0611,1600,2,01,14,02,99,999,999,31.2,25,99999,7.2,E,99999
1410020011,1991,1410020,14,001,51,1991,0611,2200,2,01,13,02,99,999,999,24.5,24.8,99999,6.9,E,99999
1410020012,1991,1410020,14,001,51,1991,0612,0400,2,01,14,02,99,999,999,23.9,24.4,99999,7.3,E,99999
