レコードID,測定年度,絶対番号,都道府県コード,水域コード,地点コード,採取_年,採取_月日,採取_時分,調査区分コード,採取位置コード,採取水深(m),天候コード,流況コード,臭気コード,色相コード,気温(℃),水温(℃),流量(m3/s),全水深(m),透明度_C,透明度(m)
1410010001,1983,1410010,14,001,01,1983,0412,0925,2,01,99999,04,99,999,999,12.4,14.4,99999,6.9,E,99999
1410010002,1983,1410010,14,001,01,1983,0412,1517,2,01,99999,10,99,999,999,11.6,14.8,99999,7.4,E,99999
1410010003,1983,1410010,14,001,01,1983,0412,2126,2,01,99999,04,99,999,999,10.3,14.1,99999,7,E,99999
1410010004,1983,1410010,14,001,01,1983,0413,0304,2,01,99999,04,99,999,999,8.5,13.2,99999,7.3,E,99999
1410010005,1983,1410010,14,001,01,1983,0510,1041,2,01,99999,02,99,999,999,21.6,20.7,99999,6.8,E,99999
1410010006,1983,1410010,14,001,01,1983,0510,1630,2,01,99999,02,99,999,999,22.4,21.6,99999,7.6,E,99999
1410010007,1983,1410010,14,001,01,1983,0510,2236,2,01,99999,02,99,999,999,19.2,19.6,99999,7,E,99999
1410010008,1983,1410010,14,001,01,1983,0511,0357,2,01,99999,02,99,999,999,14.7,17,99999,7.5,E,99999
1410010009,1983,1410010,14,001,01,1983,0607,1030,2,01,99999,02,99,999,999,20,21,99999,6.8,E,99999
1410010010,1983,1410010,14,001,01,1983,0607,1630,2,01,99999,02,99,999,999,23.2,23,99999,7.5,E,99999
1410010011,1983,1410010,14,001,01,1983,0607,2027,2,01,99999,02,99,999,999,20,21.6,99999,6.8,E,99999
1410010012,1983,1410010,14,001,01,1983,0608,0428,2,01,99999,02,99,999,999,18.7,21.5,99999,7.4,E,99999
1410010013,1983,1410010,14,001,01,1983,0712,1030,2,01,99999,04,99,999,999,21,18.5,99999,6,E,99999
1410010014,1983,1410010,14,001,01,1983,0712,1630,2,01,99999,04,99,999,999,20.8,20.8,99999,7.2,E,99999
1410010015,1983,1410010,14,001,01,1983,0712,2030,2,01,99999,04,99,999,999,17.8,19.8,99999,6.2,E,99999
1410010016,1983,1410010,14,001,01,1983,0713,0428,2,01,99999,04,99,999,999,16.6,19.8,99999,7,E,99999
1410010017,1983,1410010,14,001,01,1983,0802,0930,2,01,99999,04,99,999,999,24.6,25,99999,7,E,99999
1410010018,1983,1410010,14,001,01,1983,0802,1530,2,01,99999,04,99,999,999,26.8,26.3,99999,6.7,E,99999
1410010019,1983,1410010,14,001,01,1983,0802,2130,2,01,99999,02,99,999,999,23.4,25.4,99999,7.2,E,99999
1410010020,1983,1410010,14,001,01,1983,0803,0330,2,01,99999,04,99,999,999,22,24,99999,6.5,E,99999
1410010021,1983,1410010,14,001,01,1983,0906,1030,2,01,99999,02,99,999,999,33,27.4,99999,2.8,E,99999
1410010022,1983,1410010,14,001,01,1983,0906,1630,2,01,99999,02,99,999,999,31.8,27.8,99999,4.8,E,99999
1410010023,1983,1410010,14,001,01,1983,0906,2230,2,01,99999,02,99,999,999,27.8,27.3,99999,4.1,E,99999
