レコードID,測定年度,絶対番号,都道府県コード,水域コード,地点コード,pH_C,pH,DO_C,DO(mg/l),BOD_C,BOD(mg/l),COD_C,COD(mg/l),SS_C,SS(mg/l),大腸菌群数_C,大腸菌群数(MPN/100ml),n-ヘキサン抽出物質_C,n-ヘキサン抽出物質(mg/l)
1410010001,1987,1410010,14,001,01,#,7.7,#,8.4,#,2.2,#,3.5,#,11,E,99999,E,99999
1410010002,1987,1410010,14,001,01,#,7.8,#,7.7,#,4.7,#,6.8,#,7,E,99999,E,99999
1410010003,1987,1410010,14,001,01,#,7.8,#,8.2,#,3.7,#,6.1,#,11,E,99999,E,99999
1410010004,1987,1410010,14,001,01,#,7.8,#,7.4,#,3.5,#,4.8,#,8,E,99999,E,99999
1410010005,1987,1410010,14,001,01,#,7.8,#,10,#,5.4,#,9.4,#,9,E,99999,E,99999
1410010006,1987,1410010,14,001,01,#,7.8,#,10,#,4.7,#,9.6,#,11,E,99999,E,99999
1410010007,1987,1410010,14,001,01,#,8.2,#,6.8,#,4.7,#,9.3,#,10,E,99999,E,99999
1410010008,1987,1410010,14,001,01,#,8,#,6.1,#,5.9,#,10,#,9,E,99999,E,99999
1410010009,1987,1410010,14,001,01,#,8,#,10,#,6.2,#,9.3,#,18,E,99999,E,99999
1410010010,1987,1410010,14,001,01,#,8.1,#,8.7,#,5.1,#,7.9,#,20,E,99999,E,99999
1410010011,1987,1410010,14,001,01,#,8,#,6.2,#,5,#,8.2,#,13,E,99999,E,99999
1410010012,1987,1410010,14,001,01,#,8,#,5.2,#,4.7,#,7.6,#,13,E,99999,E,99999
1410010013,1987,1410010,14,001,01,#,7.5,#,4.3,#,3.6,#,6.2,#,10,E,99999,E,99999
1410010014,1987,1410010,14,001,01,#,7.8,#,6.6,#,3.6,#,7.2,#,7,E,99999,E,99999
1410010015,1987,1410010,14,001,01,#,7.6,#,6.5,#,4,#,6,#,16,E,99999,E,99999
1410010016,1987,1410010,14,001,01,#,7.3,#,4,#,4.3,#,7.4,#,12,E,99999,E,99999
1410010017,1987,1410010,14,001,01,#,8.1,#,6.5,#,3,#,7.6,#,16,E,99999,E,99999
1410010018,1987,1410010,14,001,01,#,7.9,#,6.4,#,3.3,#,7.8,#,16,E,99999,E,99999
1410010019,1987,1410010,14,001,01,#,8.1,#,5,#,4.4,#,8.1,#,15,E,99999,E,99999
1410010020,1987,1410010,14,001,01,#,7.7,#,4.8,#,2.6,#,7,#,8,E,99999,E,99999
1410010021,1987,1410010,14,001,01,#,7.9,#,6,#,3.3,#,8.4,#,20,E,99999,E,99999
1410010022,1987,1410010,14,001,01,#,7.9,#,9.1,#,2.8,#,6.6,#,9,E,99999,E,99999
1410010023,1987,1410010,14,001,01,#,8,#,5.7,#,4,#,7.1,#,17,E,99999,E,99999
1410010024,1987,1410010,14,001,01,#,7.8,#,6.2,#,3.7,#,8.6,#,13,E,99999,E,99999
1410010025,1987,1410010,14,001,01,#,7.5,#,6.4,#,2.5,#,5.7,#,10,E,99999,E,99999
1410010026,1987,1410010,14,001,01,#,7.6,#,6.1,#,2.8,#,4.8,#,12,E,99999,E,99999
1410010027,1987,1410010,14,001,01,#,7.5,#,5.4,#,2.1,#,4.8,#,12,E,99999,E,99999
1410010028,1987,1410010,14,001,01,#,7.4,#,5.5,#,3.3,#,5.9,#,10,E,99999,E,99999
1410010029,1987,1410010,14,001,01,#,7.5,#,5.4,#,2.7,#,3.9,#,6,E,99999,E,99999
1410010030,1987,1410010,14,001,01,#,7.5,#,6.1,#,2.5,#,4.4,#,12,E,99999,E,99999
1410010031,1987,1410010,14,001,01,#,7.5,#,8.4,#,2.9,#,4.8,#,10,E,99999,E,99999
1410010032,1987,1410010,14,001,01,#,7.6,#,5.2,#,3.2,#,5.1,#,14,E,99999,E,99999
1410010033,1987,1410010,14,001,01,#,7.7,#,6.6,#,3,#,6,#,10,E,99999,E,99999
1410010034,1987,1410010,14,001,01,#,7.8,#,6.9,#,2.8,#,5.3,#,10,E,99999,E,99999
1410010035,1987,1410010,14,001,01,#,7.6,#,7.3,#,3.5,#,6.7,#,7,E,99999,E,99999
1410010036,1987,1410010,14,001,01,#,7.7,#,5.8,#,3.8,#,6.8,#,11,E,99999,E,99999
1410010037,1987,1410010,14,001,01,#,7.7,#,7.6,#,2.3,#,7.9,#,16,E,99999,E,99999
1410010038,1987,1410010,14,001,01,#,7.7,#,7.3,#,2.7,#,7.6,#,19,E,99999,E,99999
1410010039,1987,1410010,14,001,01,#,7.7,#,7.9,#,2,#,6.9,#,5,E,99999,E,99999
1410010040,1987,1410010,14,001,01,#,7.7,#,6.9,#,3.1,#,7.9,#,7,E,99999,E,99999
1410010041,1987,1410010,14,001,01,#,7.8,#,7.1,#,3.6,#,7.7,#,8,E,99999,E,99999
1410010042,1987,1410010,14,001,01,#,8,#,8.5,#,2.8,#,6.6,#,11,E,99999,E,99999
1410010043,1987,1410010,14,001,01,#,7.9,#,7.6,#,3.3,#,6.7,#,11,E,99999,E,99999
1410010044,1987,1410010,14,001,01,#,8,#,7.6,#,4.5,#,6.9,#,16,E,99999,E,99999
1410010045,1987,1410010,14,001,01,#,8.5,#,13,#,3.8,#,9.5,#,13,E,99999,E,99999
1410010046,1987,1410010,14,001,01,#,8.3,#,12,#,5.5,#,12,#,30,E,99999,E,99999
1410010047,1987,1410010,14,001,01,#,8.4,#,9.8,#,4.1,#,6.2,#,12,E,99999,E,99999
1410010048,1987,1410010,14,001,01,#,8.3,#,9.6,#,3.5,#,7.1,#,11,E,99999,E,99999
1410020001,1987,1410020,14,001,51,#,7.6,#,7.4,#,3.6,#,5.8,#,6,E,99999,E,99999
1410020002,1987,1410020,14,001,51,#,7.8,#,9.4,#,4.6,#,6.3,#,7,E,99999,E,99999
1410020003,1987,1410020,14,001,51,#,7.7,#,8.6,#,2.8,#,4.5,#,7,E,99999,E,99999
1410020004,1987,1410020,14,001,51,#,7.6,#,7.8,#,3.7,#,5.3,#,5,E,99999,E,99999
1410020005,1987,1410020,14,001,51,#,7.5,#,8.1,#,7.3,#,10,#,11,E,99999,E,99999
1410020006,1987,1410020,14,001,51,#,7.6,#,7.9,#,6.3,#,10,#,12,E,99999,E,99999
1410020007,1987,1410020,14,001,51,#,7.4,#,5.5,#,8,#,9.6,#,27,E,99999,E,99999
1410020008,1987,1410020,14,001,51,#,7.7,#,6.8,#,5.9,#,8.3,#,21,E,99999,E,99999
1410020009,1987,1410020,14,001,51,#,7.9,#,9.4,#,5.9,#,8.6,#,28,E,99999,E,99999
1410020010,1987,1410020,14,001,51,#,7.7,#,8,#,6.7,#,9.5,#,10,E,99999,E,99999
1410020011,1987,1410020,14,001,51,#,7.9,#,7.4,#,5.6,#,11,#,19,E,99999,E,99999
1410020012,1987,1410020,14,001,51,#,8,#,4.8,#,6.2,#,11,#,17,E,99999,E,99999
1410020013,1987,1410020,14,001,51,#,7.4,#,4.4,#,3.8,#,6.1,#,12,E,99999,E,99999
1410020014,1987,1410020,14,001,51,#,7.6,#,7.2,#,4.2,#,9.5,#,18,E,99999,E,99999
1410020015,1987,1410020,14,001,51,#,7.5,#,7.4,#,4.5,#,6.4,#,7,E,99999,E,99999
1410020016,1987,1410020,14,001,51,#,7.4,#,5.5,#,4.3,#,5.7,#,9,E,99999,E,99999
1410020017,1987,1410020,14,001,51,#,7.7,#,6.4,#,4,#,7.6,#,15,E,99999,E,99999
1410020018,1987,1410020,14,001,51,#,7.6,#,6.7,#,4,#,8.2,#,10,E,99999,E,99999
1410020019,1987,1410020,14,001,51,#,7.7,#,5,#,2.6,#,6.4,#,9,E,99999,E,99999
1410020020,1987,1410020,14,001,51,#,7.7,#,3.7,#,3.3,#,6.7,#,6,E,99999,E,99999
1410020021,1987,1410020,14,001,51,#,7.6,#,5.4,#,3.8,#,7.6,#,21,E,99999,E,99999
1410020022,1987,1410020,14,001,51,#,7.7,#,4.1,#,3.6,#,8,#,9,E,99999,E,99999
1410020023,1987,1410020,14,001,51,#,7.9,#,6.8,#,4.8,#,8.2,#,11,E,99999,E,99999
1410020024,1987,1410020,14,001,51,#,7.8,#,6.7,#,4.5,#,9.2,#,9,E,99999,E,99999
1410020025,1987,1410020,14,001,51,#,7.3,#,6.4,#,2.2,#,5.4,#,6,E,99999,E,99999
1410020026,1987,1410020,14,001,51,#,7.4,#,6.4,#,2.6,#,5.4,#,9,E,99999,E,99999
1410020027,1987,1410020,14,001,51,#,7.4,#,5.6,#,2.4,#,4.8,#,11,E,99999,E,99999
1410020028,1987,1410020,14,001,51,#,7.4,#,4.7,#,2.9,#,4.1,#,9,E,99999,E,99999
1410020029,1987,1410020,14,001,51,#,7.4,#,7.8,#,2.8,#,4.1,#,9,E,99999,E,99999
1410020030,1987,1410020,14,001,51,#,7.4,#,7.8,#,3.5,#,5.4,#,4,E,99999,E,99999
1410020031,1987,1410020,14,001,51,#,7.4,#,7.9,#,3.6,#,5,#,5,E,99999,E,99999
1410020032,1987,1410020,14,001,51,#,7.4,#,5.6,#,3.1,#,5,#,6,E,99999,E,99999
1410020033,1987,1410020,14,001,51,#,7.6,#,7.9,#,4.6,#,7.9,#,8,E,99999,E,99999
1410020034,1987,1410020,14,001,51,#,7.6,#,7,#,4,#,6.6,#,6,E,99999,E,99999
1410020035,1987,1410020,14,001,51,#,7.6,#,8.5,#,3.8,#,7.6,#,8,E,99999,E,99999
1410020036,1987,1410020,14,001,51,#,7.6,#,5.7,#,4.2,#,6.5,#,14,E,99999,E,99999
1410020037,1987,1410020,14,001,51,#,7.6,#,7.2,#,3,#,8.2,#,6,E,99999,E,99999
1410020038,1987,1410020,14,001,51,#,7.6,#,7.7,#,3.9,#,9,#,6,E,99999,E,99999
1410020039,1987,1410020,14,001,51,#,7.6,#,7.7,#,3.2,#,8.2,#,5,E,99999,E,99999
1410020040,1987,1410020,14,001,51,#,7.5,#,6.8,#,3.1,#,8.7,#,7,E,99999,E,99999
