レコードID,測定年度,絶対番号,都道府県コード,水域コード,地点コード,全窒素_C,全窒素(mg/l),全燐_C,全燐(mg/l)
1310010001,2002,1310010,13,001,01,#,1.68,#,0.081
1310010005,2002,1310010,13,001,01,#,1.45,#,0.084
1310010009,2002,1310010,13,001,01,#,1.45,#,0.109
1310010013,2002,1310010,13,001,01,#,2.41,#,0.122
1310010021,2002,1310010,13,001,01,#,2.39,#,0.276
1310010025,2002,1310010,13,001,01,#,1.88,#,0.117
1310010029,2002,1310010,13,001,01,#,3.33,#,0.14
1310010033,2002,1310010,13,001,01,#,3.19,#,0.092
1310010037,2002,1310010,13,001,01,#,2.6,#,0.092
1310010045,2002,1310010,13,001,01,#,3.17,#,0.102
1310010049,2002,1310010,13,001,01,#,2.96,#,0.123
1310010053,2002,1310010,13,001,01,#,2.35,#,0.116
1310030001,2002,1310030,13,002,01,#,1.78,#,0.078
1310030005,2002,1310030,13,002,01,#,1.62,#,0.09
1310030009,2002,1310030,13,002,01,#,1.48,#,0.087
1310030013,2002,1310030,13,002,01,#,2.35,#,0.115
1310030021,2002,1310030,13,002,01,#,2.58,#,0.27
1310030025,2002,1310030,13,002,01,#,1.9,#,0.131
1310030029,2002,1310030,13,002,01,#,3.25,#,0.051
1310030033,2002,1310030,13,002,01,#,3.02,#,0.08
1310030037,2002,1310030,13,002,01,#,2.8,#,0.092
1310030045,2002,1310030,13,002,01,#,3.06,#,0.104
1310030049,2002,1310030,13,002,01,#,3.11,#,0.12
1310030053,2002,1310030,13,002,01,#,2.41,#,0.137
1310040001,2002,1310040,13,002,51,#,1.64,#,0.081
1310040004,2002,1310040,13,002,51,#,1.54,#,0.084
1310040007,2002,1310040,13,002,51,#,1.74,#,0.115
1310040010,2002,1310040,13,002,51,#,2.39,#,0.12
1310040013,2002,1310040,13,002,51,#,2.47,#,0.203
1310040016,2002,1310040,13,002,51,#,1.9,#,0.12
1310040019,2002,1310040,13,002,51,#,3.23,#,0.115
