レコードID,測定年度,絶対番号,都道府県コード,水域コード,地点コード,pH_C,pH,DO_C,DO(mg/l),BOD_C,BOD(mg/l),COD_C,COD(mg/l),SS_C,SS(mg/l),大腸菌群数_C,大腸菌群数(MPN/100ml),n-ヘキサン抽出物質_C,n-ヘキサン抽出物質(mg/l)
1410010001,2008,1410010,14,001,03,#,7.6,#,8.1,#,0.9,#,4,#,6,#,700,E,99999
1410010002,2008,1410010,14,001,03,#,7.6,#,7.8,#,0.8,E,99999,#,4,E,99999,E,99999
1410010003,2008,1410010,14,001,03,#,7.6,#,7.6,#,0.8,E,99999,#,6,E,99999,E,99999
1410010004,2008,1410010,14,001,03,#,7.6,#,7.8,#,0.9,E,99999,#,5,E,99999,E,99999
1410010005,2008,1410010,14,001,03,#,7.6,#,8.4,#,1.5,#,5,#,7,#,79000,E,99999
1410010006,2008,1410010,14,001,03,#,7.7,#,7.3,#,1.5,E,99999,#,5,E,99999,E,99999
1410010007,2008,1410010,14,001,03,#,7.8,#,7.8,#,1.5,E,99999,#,6,E,99999,E,99999
1410010008,2008,1410010,14,001,03,#,7.5,#,7.5,#,3.8,E,99999,#,6,E,99999,E,99999
1410010009,2008,1410010,14,001,03,#,7.5,#,7.4,#,1.1,#,4.5,#,9,#,220000,E,99999
1410010010,2008,1410010,14,001,03,#,7.5,#,6.6,#,0.8,E,99999,#,5,E,99999,E,99999
1410010011,2008,1410010,14,001,03,#,7.5,#,7,#,1,E,99999,#,4,E,99999,E,99999
1410010012,2008,1410010,14,001,03,#,7.6,#,7,#,1.5,E,99999,#,3,E,99999,E,99999
1410010013,2008,1410010,14,001,03,#,7.6,#,7.4,#,0.9,#,3.4,#,9,#,13000,E,99999
1410010014,2008,1410010,14,001,03,#,7.7,#,6.9,#,1.5,E,99999,#,11,E,99999,E,99999
1410010015,2008,1410010,14,001,03,#,7.6,#,7.5,#,0.6,E,99999,#,3,E,99999,E,99999
1410010016,2008,1410010,14,001,03,#,7.6,#,7.4,#,0.8,E,99999,#,3,E,99999,E,99999
1410010017,2008,1410010,14,001,03,#,7.3,#,5.4,#,2,#,6.1,#,15,#,49000,E,99999
1410010018,2008,1410010,14,001,03,#,7.5,#,6.6,#,1.6,E,99999,#,17,E,99999,E,99999
1410010019,2008,1410010,14,001,03,#,7.5,#,5.4,#,0.9,E,99999,#,13,E,99999,E,99999
1410010020,2008,1410010,14,001,03,#,7.4,#,5.8,#,1.4,E,99999,#,10,E,99999,E,99999
1410010021,2008,1410010,14,001,03,#,7.6,#,7.2,#,1.1,#,3.3,#,9,#,49000,E,99999
1410010022,2008,1410010,14,001,03,#,7.8,#,7.3,#,1.2,E,99999,#,9,E,99999,E,99999
1410010023,2008,1410010,14,001,03,#,7.6,#,7.2,#,0.5,E,99999,#,7,E,99999,E,99999
1410010024,2008,1410010,14,001,03,#,7.6,#,7,#,0.7,E,99999,#,5,E,99999,E,99999
1410010025,2008,1410010,14,001,03,#,7.7,#,6.2,#,1.9,#,3.8,#,5,#,790,E,99999
1410010026,2008,1410010,14,001,03,#,7.5,#,7.3,#,1.3,E,99999,#,3,E,99999,E,99999
1410010027,2008,1410010,14,001,03,#,7.6,#,5.8,#,1.2,E,99999,#,4,E,99999,E,99999
1410010028,2008,1410010,14,001,03,#,7.6,#,5.9,#,1.3,E,99999,#,4,E,99999,E,99999
1410010029,2008,1410010,14,001,03,#,7.5,#,6.5,#,1.1,#,4.1,#,5,#,330,E,99999
1410010030,2008,1410010,14,001,03,#,7.4,#,7,#,1.5,E,99999,#,4,E,99999,E,99999
1410010031,2008,1410010,14,001,03,#,7.4,#,5.5,#,1.8,E,99999,#,3,E,99999,E,99999
1410010032,2008,1410010,14,001,03,#,7.5,#,4.5,#,1,E,99999,#,3,E,99999,E,99999
