レコードID,測定年度,絶対番号,都道府県コード,水域コード,地点コード,採取_年,採取_月日,採取_時分,調査区分コード,採取位置コード,採取水深(m),天候コード,流況コード,臭気コード,色相コード,気温(℃),水温(℃),流量(m3/s),全水深(m),透明度_C,透明度(m)
1410010001,1990,1410010,14,001,01,1990,0419,1100,2,01,9999,04,99,999,999,14.9,15.2,0,4.3,E,99999
1410010002,1990,1410010,14,001,01,1990,0419,1700,2,01,9999,04,99,999,999,15.4,15.8,0,3.6,E,99999
1410010003,1990,1410010,14,001,01,1990,0419,2300,2,01,9999,02,99,999,999,12,14.7,0,4.1,E,99999
1410010004,1990,1410010,14,001,01,1990,0420,0500,2,01,9999,02,99,999,999,9.8,13.6,0,4.2,E,99999
1410010005,1990,1410010,14,001,01,1990,0508,1100,2,01,9999,02,99,999,999,20.3,19.1,0,2.8,E,99999
1410010006,1990,1410010,14,001,01,1990,0508,1700,2,01,9999,04,99,999,999,22.9,21.8,0,4.3,E,99999
1410010007,1990,1410010,14,001,01,1990,0508,2300,2,01,9999,04,99,999,999,17,19.5,0,3.5,E,99999
1410010008,1990,1410010,14,001,01,1990,0509,0500,2,01,9999,02,99,999,999,17.2,19.3,0,4.2,E,99999
1410010009,1990,1410010,14,001,01,1990,0619,1100,2,01,9999,02,99,999,999,30.8,28.6,0,3.3,E,99999
1410010010,1990,1410010,14,001,01,1990,0619,1700,2,01,9999,02,99,999,999,27.1,25.9,0,3.7,E,99999
1410010011,1990,1410010,14,001,01,1990,0619,2300,2,01,9999,02,99,999,999,26,25.8,0,3.9,E,99999
1410010012,1990,1410010,14,001,01,1990,0620,0500,2,01,9999,02,99,999,999,24,25,0,3.3,E,99999
1410010013,1990,1410010,14,001,01,1990,0703,1100,2,01,9999,10,99,999,999,25.6,23.9,0,4.2,E,99999
1410010014,1990,1410010,14,001,01,1990,0703,1700,2,01,9999,04,99,999,999,24.1,23.3,0,4.5,E,99999
1410010015,1990,1410010,14,001,01,1990,0703,2300,2,01,9999,04,99,999,999,22.5,23.4,0,4.7,E,99999
1410010016,1990,1410010,14,001,01,1990,0704,0500,2,01,9999,04,99,999,999,22,22,0,4.3,E,99999
1410010017,1990,1410010,14,001,01,1990,0807,1100,2,01,9999,02,99,999,999,35.5,30.1,0,2.8,E,99999
1410010018,1990,1410010,14,001,01,1990,0807,1700,2,01,9999,02,99,999,999,33.8,28.9,0,4.3,E,99999
1410010019,1990,1410010,14,001,01,1990,0807,2300,2,01,9999,02,99,999,999,28.5,27.4,0,3.5,E,99999
1410010020,1990,1410010,14,001,01,1990,0808,0500,2,01,9999,02,99,999,999,25,26.5,0,4.5,E,99999
1410010021,1990,1410010,14,001,01,1990,0904,1100,2,01,9999,02,99,999,999,33.7,27.1,0,2.8,E,99999
1410010022,1990,1410010,14,001,01,1990,0904,1700,2,01,9999,02,99,999,999,31.9,27.3,0,4.2,E,99999
1410010023,1990,1410010,14,001,01,1990,0904,2300,2,01,9999,02,99,999,999,28.9,26.3,0,3.1,E,99999
1410010024,1990,1410010,14,001,01,1990,0905,0500,2,01,9999,02,99,999,999,24.7,25.1,0,4.3,E,99999
1410010025,1990,1410010,14,001,01,1990,1002,1100,2,01,9999,04,99,999,999,23.1,19.8,0,3.7,E,99999
1410010026,1990,1410010,14,001,01,1990,1002,1700,2,01,9999,02,99,999,999,21.1,21.6,0,4.7,E,99999
1410010027,1990,1410010,14,001,01,1990,1002,2300,2,01,9999,02,99,999,999,17,20,0,3.9,E,99999
1410010028,1990,1410010,14,001,01,1990,1003,0500,2,01,9999,02,99,999,999,15,18.5,0,4.7,E,99999
1410010029,1990,1410010,14,001,01,1990,1106,1100,2,01,9999,02,99,999,999,21.8,17.6,0,3.7,E,99999
1410010030,1990,1410010,14,001,01,1990,1106,1700,2,01,9999,02,99,999,999,21.4,17.3,0,4.2,E,99999
1410010031,1990,1410010,14,001,01,1990,1106,2300,2,01,9999,02,99,999,999,17.2,16.5,0,3,E,99999
1410010032,1990,1410010,14,001,01,1990,1107,0500,2,01,9999,02,99,999,999,14,16,0,3.4,E,99999
1410010033,1990,1410010,14,001,01,1990,1204,1100,2,01,9999,02,99,999,999,16.3,12.6,0,4.3,E,99999
1410010034,1990,1410010,14,001,01,1990,1204,1700,2,01,9999,02,99,999,999,13.7,12,0,5.1,E,99999
1410010035,1990,1410010,14,001,01,1990,1204,2300,2,01,9999,02,99,999,999,9.8,10.6,0,3.4,E,99999
1410010036,1990,1410010,14,001,01,1990,1205,0500,2,01,9999,02,99,999,999,6.8,9,0,4.3,E,99999
1410010037,1990,1410010,14,001,01,1991,0108,1100,2,01,9999,02,99,999,999,9.7,9.4,0,4.3,E,99999
1410010038,1990,1410010,14,001,01,1991,0108,1705,2,01,9999,04,99,999,999,10,9.6,0,3.5,E,99999
1410010039,1990,1410010,14,001,01,1991,0108,2300,2,01,9999,04,99,999,999,5,7.8,0,3.8,E,99999
1410010040,1990,1410010,14,001,01,1991,0109,0500,2,01,9999,04,99,999,999,3.8,5.8,0,3.7,E,99999
1410010041,1990,1410010,14,001,01,1991,0206,1100,2,01,9999,02,99,999,999,10,8.7,0,3.7,E,99999
1410010042,1990,1410010,14,001,01,1991,0206,1700,2,01,9999,02,99,999,999,9,8.1,0,3.2,E,99999
1410010043,1990,1410010,14,001,01,1991,0206,2300,2,01,9999,02,99,999,999,5,5.3,0,3.6,E,99999
1410010044,1990,1410010,14,001,01,1991,0207,0500,2,01,9999,02,99,999,999,3.9,5.2,0,3.5,E,99999
1410010045,1990,1410010,14,001,01,1991,0305,1100,2,01,9999,02,99,999,999,12.4,10.3,0,3,E,99999
1410010046,1990,1410010,14,001,01,1991,0305,1700,2,01,9999,02,99,999,999,10.1,10.2,0,3.3,E,99999
