レコードID,測定年度,絶対番号,都道府県コード,水域コード,地点コード,pH_C,pH,DO_C,DO(mg/l),BOD_C,BOD(mg/l),COD_C,COD(mg/l),SS_C,SS(mg/l),大腸菌群数_C,大腸菌群数(MPN/100ml),n-ヘキサン抽出物質_C,n-ヘキサン抽出物質(mg/l)
1210010001,2003,1210010,12,001,01,#,7.3,#,10,#,2.3,#,3,#,25,#,17000,E,99999
1210010002,2003,1210010,12,001,01,#,7.3,#,10,#,1.8,#,2.7,#,23,E,99999,E,99999
1210010003,2003,1210010,12,001,01,#,7.3,#,9.9,#,1.2,#,2.9,#,22,E,99999,E,99999
1210010004,2003,1210010,12,001,01,#,7.5,#,9.9,#,1.1,#,2.5,#,14,#,4900,E,99999
1210010005,2003,1210010,12,001,01,#,7.4,#,11,#,1.2,#,2.4,#,13,E,99999,E,99999
1210010006,2003,1210010,12,001,01,#,7.3,#,9.4,#,1.2,#,2.7,#,15,E,99999,E,99999
1210010007,2003,1210010,12,001,01,#,7.3,#,8.1,#,1.3,#,3.7,#,17,E,99999,E,99999
1210010008,2003,1210010,12,001,01,#,7.3,#,8.7,#,1.2,#,3.3,#,16,#,17000,E,99999
1210010009,2003,1210010,12,001,01,#,7.3,#,8.8,#,1.1,#,3.4,#,15,E,99999,E,99999
1210010010,2003,1210010,12,001,01,#,7.4,#,8.4,#,1.9,#,3,#,25,#,33000,E,99999
1210010011,2003,1210010,12,001,01,#,7.4,#,8.9,#,2,#,3.2,#,26,E,99999,E,99999
1210010012,2003,1210010,12,001,01,#,7.4,#,9.1,#,2,#,3.2,#,29,E,99999,E,99999
1210010013,2003,1210010,12,001,01,#,7.4,#,8.6,#,2.1,#,3.3,#,33,E,99999,E,99999
1210010014,2003,1210010,12,001,01,#,7.4,#,8.5,#,2,#,3.4,#,32,E,99999,E,99999
1210010015,2003,1210010,12,001,01,#,7.3,#,7.9,#,2,#,3.1,#,27,E,99999,E,99999
1210010016,2003,1210010,12,001,01,#,7.3,#,8.4,#,1.8,#,2.9,#,22,E,99999,E,99999
1210010017,2003,1210010,12,001,01,#,7.3,#,9.7,#,1.8,#,3.8,#,20,#,7900,E,99999
1210010018,2003,1210010,12,001,01,#,8,#,13,#,2.1,#,4.6,#,21,E,99999,E,99999
1210010019,2003,1210010,12,001,01,#,7.3,#,7.6,#,1.8,#,8.9,#,98,E,99999,E,99999
1210010020,2003,1210010,12,001,01,#,7.3,#,7.9,#,1.6,#,3.3,#,16,#,33000,E,99999
1210010021,2003,1210010,12,001,01,#,7.3,#,8.3,#,1.2,#,3.3,#,17,E,99999,E,99999
1210010022,2003,1210010,12,001,01,#,7.3,#,8.4,#,1.8,#,3.3,#,11,E,99999,E,99999
1210010023,2003,1210010,12,001,01,#,7.2,#,9.4,#,1.5,#,2.5,#,12,#,23000,E,99999
1210010024,2003,1210010,12,001,01,#,7.2,#,9.6,#,1.4,#,2.3,#,11,E,99999,E,99999
1210010025,2003,1210010,12,001,01,#,7.2,#,9.4,#,0.9,#,2.1,#,10,E,99999,E,99999
1210010026,2003,1210010,12,001,01,#,7.6,#,9.7,#,1.1,#,3.5,#,10,#,33000,E,99999
1210010027,2003,1210010,12,001,01,#,7.6,#,10,#,1,#,2.8,#,8,E,99999,E,99999
1210010028,2003,1210010,12,001,01,#,7.6,#,9.9,#,1.1,#,3.2,#,8,E,99999,E,99999
1210010029,2003,1210010,12,001,01,#,7.5,#,11,#,2.4,#,3.7,#,10,#,4900,E,99999
1210010030,2003,1210010,12,001,01,#,7.5,#,11,#,1.2,#,3.1,#,9,E,99999,E,99999
1210010031,2003,1210010,12,001,01,#,7.5,#,11,#,1.1,#,3.1,#,10,E,99999,E,99999
1210010032,2003,1210010,12,001,01,#,7.5,#,11,#,1.1,#,2.9,#,10,E,99999,E,99999
