レコードID,測定年度,絶対番号,都道府県コード,水域コード,地点コード,採取_年,採取_月日,採取_時分,調査区分コード,採取位置コード,採取水深(m),天候コード,流況コード,臭気コード,色相コード,気温(℃),水温(℃),流量(m3/s),全水深(m),透明度_C,透明度(m)
1310010001,1986,1310010,13,001,01,1986,0422,1000,2,01,8.6,10,99,999,999,16.5,13.8,57.22,43,E,99999
1310010002,1986,1310010,13,001,01,1986,0422,1430,2,01,9.4,04,99,999,999,15.2,13.5,81.59,47,E,99999
1310010003,1986,1310010,13,001,01,1986,0422,2010,2,01,8.2,04,99,999,999,15.1,13.2,151.96,41,E,99999
1310010004,1986,1310010,13,001,01,1986,0506,0930,2,01,8.4,04,99,999,999,15.6,15.3,40.24,42,E,99999
1310010005,1986,1310010,13,001,01,1986,0506,1500,2,01,9,10,99,999,999,14.5,15.4,41.19,45,E,99999
1310010006,1986,1310010,13,001,01,1986,0506,2040,2,01,8.5,10,99,999,999,14.1,16,105.44,42.5,E,99999
1310010007,1986,1310010,13,001,01,1986,0603,0930,2,01,7,04,99,999,999,20.8,20.3,82.37,35,E,99999
1310010008,1986,1310010,13,001,01,1986,0603,1420,2,01,8.4,04,99,999,999,22.5,21.5,18.45,42,E,99999
1310010009,1986,1310010,13,001,01,1986,0603,2020,2,01,7.8,04,99,999,999,18.4,20.4,101.11,39,E,99999
1310010010,1986,1310010,13,001,01,1986,0701,1000,2,01,8.4,02,99,999,999,24.2,17,192.15,42,E,99999
1310010011,1986,1310010,13,001,01,1986,0701,1400,2,01,8.7,02,99,999,999,29.5,17.7,208.65,43.5,E,99999
1310010012,1986,1310010,13,001,01,1986,0701,1800,2,01,8.6,04,99,999,999,20.2,17.6,213.35,43,E,99999
1310010013,1986,1310010,13,001,01,1986,0701,2200,2,01,8.5,10,99,999,999,17.8,17.2,154.72,42.5,E,99999
1310010014,1986,1310010,13,001,01,1986,0702,0200,2,01,9.2,10,99,999,999,17,17,229.54,46,E,99999
