レコードID,測定年度,絶対番号,都道府県コード,水域コード,地点コード,pH_C,pH,DO_C,DO(mg/l),BOD_C,BOD(mg/l),COD_C,COD(mg/l),SS_C,SS(mg/l),大腸菌群数_C,大腸菌群数(MPN/100ml),n-ヘキサン抽出物質_C,n-ヘキサン抽出物質(mg/l)
1210010001,2009,1210010,12,001,01,#,7.1,#,9.6,#,1.3,#,4.7,#,56,#,13000,E,99999
1210010002,2009,1210010,12,001,01,#,7.1,#,9.7,#,1.1,E,99999,#,52,E,99999,E,99999
1210010003,2009,1210010,12,001,01,#,7.3,#,9.5,#,1.2,#,2.6,#,15,#,1100,E,99999
1210010004,2009,1210010,12,001,01,#,7.5,#,9.4,#,1.1,E,99999,#,13,E,99999,E,99999
1210010005,2009,1210010,12,001,01,#,7.5,#,8.3,#,1.9,#,3.4,#,19,#,3300,E,99999
1210010006,2009,1210010,12,001,01,#,7.6,#,8.8,#,2.3,E,99999,#,21,E,99999,E,99999
1210010007,2009,1210010,12,001,01,#,7.6,#,7.3,#,1.2,#,3.7,#,29,#,13000,E,99999
1210010008,2009,1210010,12,001,01,#,7.5,#,7.7,#,1.2,E,99999,#,24,E,99999,E,99999
1210010009,2009,1210010,12,001,01,#,7.4,#,7.7,#,1.2,E,99999,#,15,E,99999,E,99999
1210010010,2009,1210010,12,001,01,#,7.4,#,7.6,#,1,E,99999,#,19,E,99999,E,99999
1210010011,2009,1210010,12,001,01,#,7.4,#,6.8,#,0.9,E,99999,#,17,E,99999,E,99999
1210010012,2009,1210010,12,001,01,#,7.4,#,6.9,#,1,E,99999,#,15,E,99999,E,99999
1210010013,2009,1210010,12,001,01,#,7.4,#,7.2,#,1.3,E,99999,#,19,E,99999,E,99999
1210010014,2009,1210010,12,001,01,#,7.7,#,7.4,#,1.3,#,3.2,#,21,#,4700,E,99999
1210010015,2009,1210010,12,001,01,#,7.8,#,8.6,#,1.6,E,99999,#,16,E,99999,E,99999
1210010016,2009,1210010,12,001,01,#,8.1,#,9.5,#,1.8,#,2.8,#,12,#,4600,E,99999
1210010017,2009,1210010,12,001,01,#,8.3,#,10.4,#,2.4,E,99999,#,13,E,99999,E,99999
1210010018,2009,1210010,12,001,01,#,7.6,#,9.1,#,0.7,#,3.1,#,26,#,13000,E,99999
1210010019,2009,1210010,12,001,01,#,7.6,#,9.2,#,1,E,99999,#,24,E,99999,E,99999
1210010020,2009,1210010,12,001,01,#,7.7,#,9.1,#,1.1,#,2.6,#,6,#,35000,E,99999
1210010021,2009,1210010,12,001,01,#,7.7,#,9.3,#,1.1,E,99999,#,16,E,99999,E,99999
1210010022,2009,1210010,12,001,01,#,7.6,#,10.9,#,1.5,#,2.6,#,5,#,3300,E,99999
1210010023,2009,1210010,12,001,01,#,7.7,#,11.3,#,1.2,E,99999,#,6,E,99999,E,99999
1210010024,2009,1210010,12,001,01,#,7.8,#,11.2,#,1.3,E,99999,#,4,E,99999,E,99999
1210010025,2009,1210010,12,001,01,#,7.7,#,11.2,#,1.1,E,99999,#,6,E,99999,E,99999
1210010026,2009,1210010,12,001,01,#,7.7,#,11.1,#,1.1,E,99999,#,7,E,99999,E,99999
1210010027,2009,1210010,12,001,01,#,7.7,#,10.8,#,1.2,E,99999,#,4,E,99999,E,99999
1210010028,2009,1210010,12,001,01,#,7.7,#,10.7,#,1.5,E,99999,#,5,E,99999,E,99999
1210010029,2009,1210010,12,001,01,#,7.8,#,12.3,#,1.3,#,1.3,#,3,#,330,E,99999
1210010030,2009,1210010,12,001,01,#,7.8,#,12.7,#,1.7,E,99999,#,4,E,99999,E,99999
1210010031,2009,1210010,12,001,01,#,7.6,#,12.2,#,1.4,#,3.2,#,15,#,1300,E,99999
1210010032,2009,1210010,12,001,01,#,7.7,#,12.6,#,1.3,E,99999,#,16,E,99999,E,99999
1210010033,2009,1210010,12,001,01,#,7.5,#,11.3,#,0.8,#,3.3,#,19,#,2300,E,99999
1210010034,2009,1210010,12,001,01,#,7.5,#,11.5,#,0.7,E,99999,#,16,E,99999,E,99999
1210020001,2009,1210020,12,001,02,#,7.1,#,9.5,#,1.5,#,3.6,#,21,#,33000,E,99999
1210020002,2009,1210020,12,001,02,#,7.1,#,10,#,1.4,E,99999,#,14,E,99999,E,99999
1210020003,2009,1210020,12,001,02,#,7.4,#,8.9,#,1.7,#,2.3,#,8,#,1100,E,99999
1210020004,2009,1210020,12,001,02,#,7.3,#,9.1,#,1.9,E,99999,#,11,E,99999,E,99999
1210020005,2009,1210020,12,001,02,#,7.4,#,8,#,1.6,#,2.8,#,9,#,1300,E,99999
1210020006,2009,1210020,12,001,02,#,7.6,#,8.9,#,2.1,E,99999,#,14,E,99999,E,99999
1210020007,2009,1210020,12,001,02,#,7.6,#,8.5,#,1.1,#,2.8,#,12,#,3300,E,99999
1210020008,2009,1210020,12,001,02,#,7.6,#,8.6,#,1.3,E,99999,#,9,E,99999,E,99999
1210020009,2009,1210020,12,001,02,#,7.4,#,7.5,#,1.5,#,2.7,#,17,#,1100,E,99999
1210020010,2009,1210020,12,001,02,#,7.6,#,8.2,#,1.1,E,99999,#,6,E,99999,E,99999
1210020011,2009,1210020,12,001,02,#,8.1,#,10.7,#,2.7,#,3.1,#,11,#,1300,E,99999
1210020012,2009,1210020,12,001,02,#,8.3,#,10.8,#,3.3,E,99999,#,12,E,99999,E,99999
1210020013,2009,1210020,12,001,02,#,7.6,#,8.6,#,0.5,#,2.2,#,7,#,1300,E,99999
1210020014,2009,1210020,12,001,02,#,7.4,#,8.6,#,0.8,E,99999,#,7,E,99999,E,99999
1210020015,2009,1210020,12,001,02,#,7.7,#,9.3,#,0.8,#,2.2,#,4,#,790,E,99999
1210020016,2009,1210020,12,001,02,#,7.7,#,8.7,#,1.1,E,99999,#,8,E,99999,E,99999
1210020017,2009,1210020,12,001,02,#,7.6,#,10.7,#,0.9,#,2.4,#,3,#,2200,E,99999
1210020018,2009,1210020,12,001,02,#,7.6,#,10.9,#,0.9,E,99999,#,3,E,99999,E,99999
1210020019,2009,1210020,12,001,02,#,7.7,#,12.4,#,1.5,#,1.5,#,1,#,460,E,99999
1210020020,2009,1210020,12,001,02,#,7.9,#,12.9,#,1.4,E,99999,#,4,E,99999,E,99999
1210020021,2009,1210020,12,001,02,#,7.5,#,11.5,#,1.9,#,3.1,#,6,#,490,E,99999
1210020022,2009,1210020,12,001,02,#,7.6,#,12.5,#,1.5,E,99999,#,6,E,99999,E,99999
