レコードID,測定年度,絶対番号,都道府県コード,水域コード,地点コード,pH_C,pH,DO_C,DO(mg/l),BOD_C,BOD(mg/l),COD_C,COD(mg/l),SS_C,SS(mg/l),大腸菌群数_C,大腸菌群数(MPN/100ml),n-ヘキサン抽出物質_C,n-ヘキサン抽出物質(mg/l)
1210010001,2005,1210010,12,001,01,#,7.3,#,10,#,2,#,2.7,#,13,#,13000,E,99999
1210010002,2005,1210010,12,001,01,#,7.4,#,10,#,1.4,#,2.5,#,9,E,99999,E,99999
1210010003,2005,1210010,12,001,01,#,7.4,#,10,#,1.5,#,2.9,#,15,E,99999,E,99999
1210010004,2005,1210010,12,001,01,#,7.3,#,9.3,#,1.8,#,3.1,#,14,#,4900,E,99999
1210010005,2005,1210010,12,001,01,#,7.4,#,9.3,#,1.6,#,2.9,#,14,E,99999,E,99999
1210010006,2005,1210010,12,001,01,#,7.4,#,9.4,#,1.4,#,2.7,#,13,E,99999,E,99999
1210010007,2005,1210010,12,001,01,#,7.5,#,8.5,#,1.7,#,3.2,#,16,#,13000,E,99999
1210010008,2005,1210010,12,001,01,#,7.6,#,8.9,#,1.9,#,3.2,#,17,E,99999,E,99999
1210010009,2005,1210010,12,001,01,#,7.5,#,8.8,#,1.8,#,3.3,#,15,E,99999,E,99999
1210010010,2005,1210010,12,001,01,#,7.3,#,6.8,#,1.6,#,4.8,#,27,#,49000,E,99999
1210010011,2005,1210010,12,001,01,#,7.3,#,7.5,#,1.3,#,3.9,#,25,E,99999,E,99999
1210010012,2005,1210010,12,001,01,#,7.3,#,7.7,#,1.2,#,3.8,#,25,E,99999,E,99999
1210010013,2005,1210010,12,001,01,#,7.3,#,7.8,#,1.1,#,3.7,#,26,E,99999,E,99999
1210010014,2005,1210010,12,001,01,#,7.3,#,7.8,#,1.2,#,3.9,#,27,E,99999,E,99999
1210010015,2005,1210010,12,001,01,#,7.3,#,7.9,#,1.2,#,3.9,#,26,E,99999,E,99999
1210010016,2005,1210010,12,001,01,#,7.3,#,7.9,#,1.3,#,3.9,#,24,E,99999,E,99999
1210010017,2005,1210010,12,001,01,#,7.4,#,7.6,#,2.4,#,5.7,#,48,#,33000,E,99999
1210010018,2005,1210010,12,001,01,#,7.5,#,7.6,#,1.1,#,5,#,46,E,99999,E,99999
1210010019,2005,1210010,12,001,01,#,7.5,#,7.4,#,1.3,#,5.5,#,51,E,99999,E,99999
1210010020,2005,1210010,12,001,01,#,7.5,#,8.2,#,1.3,#,3.5,#,25,#,7900,E,99999
1210010021,2005,1210010,12,001,01,#,7.6,#,8.1,#,1.1,#,3.4,#,22,E,99999,E,99999
1210010022,2005,1210010,12,001,01,#,7.6,#,8.1,#,1.1,#,2.8,#,15,E,99999,E,99999
1210010023,2005,1210010,12,001,01,#,7.6,#,8.9,#,1.5,#,2.9,#,9,#,23000,E,99999
1210010024,2005,1210010,12,001,01,#,7.6,#,8.9,#,1,#,2.9,#,11,E,99999,E,99999
1210010025,2005,1210010,12,001,01,#,7.6,#,9,#,1,#,2.7,#,11,E,99999,E,99999
1210010026,2005,1210010,12,001,01,#,7.6,#,9.9,#,1.4,#,2.7,#,6,#,33000,E,99999
1210010027,2005,1210010,12,001,01,#,7.7,#,9.9,#,0.8,#,2.5,#,7,E,99999,E,99999
1210010028,2005,1210010,12,001,01,#,7.7,#,9.9,#,1.1,#,2.7,#,8,E,99999,E,99999
1210010029,2005,1210010,12,001,01,#,7.4,#,11,#,1.1,#,3.4,#,5,#,4900,E,99999
1210010030,2005,1210010,12,001,01,#,7.6,#,10,#,1.3,#,3,#,5,E,99999,E,99999
1210010031,2005,1210010,12,001,01,#,7.6,#,11,#,1.5,#,3.4,#,5,E,99999,E,99999
1210010032,2005,1210010,12,001,01,#,7.5,#,11,#,1.4,#,3,#,5,E,99999,E,99999
1210010033,2005,1210010,12,001,01,#,7.5,#,10,#,0.7,#,3.2,#,5,E,99999,E,99999
1210010034,2005,1210010,12,001,01,#,7.5,#,11,#,1.2,#,2.9,#,5,E,99999,E,99999
1210010035,2005,1210010,12,001,01,#,7.5,#,11,#,1.2,#,2.9,#,4,E,99999,E,99999
1210010036,2005,1210010,12,001,01,#,7.5,#,12,#,1.1,#,2.8,#,4,#,2300,E,99999
1210010037,2005,1210010,12,001,01,#,7.5,#,12,#,1,#,2.5,#,4,E,99999,E,99999
1210010038,2005,1210010,12,001,01,#,7.5,#,12,#,1.4,#,2.6,#,4,E,99999,E,99999
1210010039,2005,1210010,12,001,01,#,7.4,#,12,#,2.9,#,3,#,4,#,7900,E,99999
1210010040,2005,1210010,12,001,01,#,7.5,#,12,#,2.3,#,2.9,#,4,E,99999,E,99999
1210010041,2005,1210010,12,001,01,#,7.5,#,12,#,2.1,#,3.2,#,5,E,99999,E,99999
1210010042,2005,1210010,12,001,01,#,7.4,#,10,#,2,#,3.2,#,10,#,4900,E,99999
1210010043,2005,1210010,12,001,01,#,7.5,#,10,#,1.3,#,2.9,#,11,E,99999,E,99999
1210010044,2005,1210010,12,001,01,#,7.4,#,10,#,1.3,#,3.2,#,12,E,99999,E,99999
1210020001,2005,1210020,12,001,02,<,0,#,9.7,#,1.3,#,2.5,#,6,E,99999,E,99999
1210020002,2005,1210020,12,001,02,<,0,#,10,#,1.5,#,2.5,#,7,E,99999,E,99999
1210020003,2005,1210020,12,001,02,<,0,#,8.4,#,1.5,#,2.9,#,12,E,99999,E,99999
1210020004,2005,1210020,12,001,02,<,0,#,9.1,#,1.9,#,3.3,#,10,E,99999,E,99999
1210020005,2005,1210020,12,001,02,<,0,#,8.7,#,1.9,#,3.9,#,10,E,99999,E,99999
1210020006,2005,1210020,12,001,02,<,0,#,8.8,#,2.3,#,4.2,#,9,E,99999,E,99999
1210020007,2005,1210020,12,001,02,<,0,#,7.2,#,1.9,#,3.3,#,8,E,99999,E,99999
1210020008,2005,1210020,12,001,02,<,0,#,7.2,#,1.2,#,4.2,#,23,E,99999,E,99999
1210020009,2005,1210020,12,001,02,<,0,#,7.4,#,3.3,#,6.8,#,64,E,99999,E,99999
1210020010,2005,1210020,12,001,02,<,0,#,7.6,#,1.4,#,4.3,#,32,E,99999,E,99999
1210020011,2005,1210020,12,001,02,<,0,#,8,#,1,#,2.7,#,14,E,99999,E,99999
1210020012,2005,1210020,12,001,02,<,0,#,8.3,#,1.3,#,2.5,#,8,E,99999,E,99999
1210020013,2005,1210020,12,001,02,<,0,#,8.8,#,1.6,#,2.9,#,6,E,99999,E,99999
1210020014,2005,1210020,12,001,02,<,0,#,9,#,1.1,#,2.6,#,5,E,99999,E,99999
1210020015,2005,1210020,12,001,02,<,0,#,9.9,#,1.5,#,2.8,#,5,E,99999,E,99999
1210020016,2005,1210020,12,001,02,<,0,#,10,#,0.9,#,2.5,#,4,E,99999,E,99999
1210020017,2005,1210020,12,001,02,<,0,#,11,#,1.1,#,2.8,#,4,E,99999,E,99999
1210020018,2005,1210020,12,001,02,<,0,#,11,#,0.9,#,2.6,#,4,E,99999,E,99999
1210020019,2005,1210020,12,001,02,<,0,#,13,#,0.8,#,2.8,#,2,E,99999,E,99999
1210020020,2005,1210020,12,001,02,<,0,#,13,#,0.9,#,2.7,#,8,E,99999,E,99999
