レコードID,測定年度,絶対番号,都道府県コード,水域コード,地点コード,採取_年,採取_月日,採取_時分,調査区分コード,採取位置コード,採取水深(m),天候コード,流況コード,臭気コード,色相コード,気温(℃),水温(℃),流量(m3/s),全水深(m),透明度_C,透明度(m)
1210010001,2009,1210010,12,001,01,2009,0423,1100,0,02,0.71,99,99,999,999,19.2,14.5,256.19,3.55,#,21.5
1210010002,2009,1210010,12,001,01,2009,0423,1600,0,02,0.69,99,99,999,999,19.5,15.5,233.65,3.47,#,20.4
1210010003,2009,1210010,12,001,01,2009,0513,1030,0,02,0.24,99,99,999,999,23.5,20,98.27,1.2,#,61
1210010004,2009,1210010,12,001,01,2009,0513,1630,0,02,0.22,99,99,999,999,24,19.2,98.8,1.1,#,61
1210010005,2009,1210010,12,001,01,2009,0603,1030,0,02,0.23,99,99,999,999,21,19.5,49.82,1.14,#,43
1210010006,2009,1210010,12,001,01,2009,0603,1630,0,02,0.26,99,99,999,999,21,20.5,56.76,1.29,#,45
1210010007,2009,1210010,12,001,01,2009,0708,1000,0,02,0.27,99,99,999,999,26.5,25,88.01,1.35,#,39.3
1210010008,2009,1210010,12,001,01,2009,0708,1400,0,02,0.27,99,99,999,999,28.5,25.5,77.46,1.35,#,44
1210010009,2009,1210010,12,001,01,2009,0708,1800,0,02,0.24,99,99,999,999,27.5,25.1,58.99,1.2,#,53.3
1210010010,2009,1210010,12,001,01,2009,0708,2200,0,02,0.24,99,99,999,999,27,24,63.94,1.2,#,39
1210010011,2009,1210010,12,001,01,2009,0709,0200,0,02,0.25,99,99,999,999,25,24,60.09,1.25,#,83.7
1210010012,2009,1210010,12,001,01,2009,0709,0600,0,02,0.24,99,99,999,999,25,24.1,56.18,1.2,#,56.7
1210010013,2009,1210010,12,001,01,2009,0709,1000,0,02,0.25,99,99,999,999,31.8,25.2,60.65,1.25,#,54.3
1210010014,2009,1210010,12,001,01,2009,0805,1010,0,02,0.25,99,99,999,999,29.1,25.6,82.71,1.25,#,50.7
1210010015,2009,1210010,12,001,01,2009,0805,1600,0,02,0.25,99,99,999,999,30.5,26.8,68.57,1.25,#,56.3
1210010016,2009,1210010,12,001,01,2009,0909,1000,0,02,0.24,99,99,999,999,21.3,23.5,40.29,1.2,#,37.7
1210010017,2009,1210010,12,001,01,2009,0909,1600,0,02,0.22,99,99,999,999,22.5,23.8,45.64,1.1,#,31
1210010018,2009,1210010,12,001,01,2009,1014,1000,0,02,0.29,99,99,999,999,20.5,18,55.47,1.45,#,38.3
1210010019,2009,1210010,12,001,01,2009,1014,1600,0,02,0.29,99,99,999,999,20.2,18.1,56.62,1.47,#,37.3
1210010020,2009,1210010,12,001,01,2009,1111,1000,0,02,0.25,99,99,999,999,19.1,16,46.55,1.27,#,52.7
1210010021,2009,1210010,12,001,01,2009,1111,1600,0,02,0.27,99,99,999,999,16,16.5,64.9,1.33,#,43.7
1210010022,2009,1210010,12,001,01,2009,1202,0900,0,02,0.23,99,99,999,999,11,10,49.72,1.18,#,49
1210010023,2009,1210010,12,001,01,2009,1202,1300,0,02,0.21,99,99,999,999,13.3,10.2,49.39,1.07,#,54
1210010024,2009,1210010,12,001,01,2009,1202,1700,0,02,0.22,99,99,999,999,10.5,11.2,41.93,1.12,#,45
1210010025,2009,1210010,12,001,01,2009,1202,2100,0,02,0.22,99,99,999,999,8.5,11,54.18,1.12,#,52
1210010026,2009,1210010,12,001,01,2009,1203,0100,0,02,0.22,99,99,999,999,7.1,10.5,50.57,1.08,#,56
1210010027,2009,1210010,12,001,01,2009,1203,0500,0,02,0.22,99,99,999,999,7.7,10,43.94,1.08,#,48
1210010028,2009,1210010,12,001,01,2009,1203,0900,0,02,0.22,99,99,999,999,7.8,10,43.08,1.12,#,38
1210010029,2009,1210010,12,001,01,2010,0106,1000,0,02,0.2,99,99,999,999,7.1,4.2,34.15,1,#,68
1210010030,2009,1210010,12,001,01,2010,0106,1600,0,02,0.17,99,99,999,999,7.8,4.8,38.26,0.86,#,74
1210010031,2009,1210010,12,001,01,2010,0203,1000,0,02,0.22,99,99,999,999,7,4.8,49.53,1.08,#,43
1210010032,2009,1210010,12,001,01,2010,0203,1600,0,02,0.18,99,99,999,999,6,5.2,46.85,0.9,#,43.7
1210010033,2009,1210010,12,001,01,2010,0303,1000,0,02,0.24,99,99,999,999,10,7.8,72.2,1.19,#,30.7
1210010034,2009,1210010,12,001,01,2010,0303,1600,0,02,0.22,99,99,999,999,12.1,8.7,66.4,1.1,#,31.7
1210020001,2009,1210020,12,001,02,2009,0423,0900,0,02,0.27,99,99,999,999,17.8,14.5,99999,1.35,#,35.1
