レコードID,測定年度,絶対番号,都道府県コード,水域コード,地点コード,全窒素_C,全窒素(mg/l),全燐_C,全燐(mg/l)
1210010001,1998,1210010,12,001,01,#,1.8,#,0.11
1210010004,1998,1210010,12,001,01,#,2.2,#,0.09
1210010007,1998,1210010,12,001,01,#,2.8,#,0.11
1210010010,1998,1210010,12,001,01,#,2.4,#,0.13
1210010013,1998,1210010,12,001,01,#,3.5,#,0.14
1210010016,1998,1210010,12,001,01,#,3.7,#,0.16
1210010019,1998,1210010,12,001,01,#,4,#,0.094
1210010022,1998,1210010,12,001,01,#,3.2,#,0.074
1210010025,1998,1210010,12,001,01,#,3.7,#,0.095
1210010028,1998,1210010,12,001,01,#,4,#,0.096
1210010031,1998,1210010,12,001,01,#,3.6,#,0.15
1210010034,1998,1210010,12,001,01,#,3.3,#,0.16
1210020001,1998,1210020,12,001,02,#,2,#,0.19
1210020004,1998,1210020,12,001,02,#,2.5,#,0.1
1210020007,1998,1210020,12,001,02,#,2.8,#,0.1
1210020010,1998,1210020,12,001,02,#,2.4,#,0.13
1210020013,1998,1210020,12,001,02,#,3.5,#,0.1
1210020016,1998,1210020,12,001,02,#,3.6,#,0.19
1210020019,1998,1210020,12,001,02,#,3.9,#,0.11
1210020022,1998,1210020,12,001,02,#,3.2,#,0.075
1210020025,1998,1210020,12,001,02,#,4,#,0.095
1210020028,1998,1210020,12,001,02,#,4,#,0.1
1210020031,1998,1210020,12,001,02,#,3.4,#,0.14
1210020034,1998,1210020,12,001,02,#,3.5,#,0.14
1210030001,1998,1210030,12,001,51,#,1.7,#,0.096
1210030003,1998,1210030,12,001,51,#,2.1,#,0.07
1210030005,1998,1210030,12,001,51,#,2.7,#,0.13
1210030007,1998,1210030,12,001,51,#,2.3,#,0.11
1210030009,1998,1210030,12,001,51,#,3.5,#,0.013
1210030011,1998,1210030,12,001,51,#,3.7,#,0.13
1210030013,1998,1210030,12,001,51,#,3.9,#,0.064
1210030015,1998,1210030,12,001,51,#,3.1,#,0.057
1210030017,1998,1210030,12,001,51,#,3.6,#,0.078
1210030019,1998,1210030,12,001,51,#,4.2,#,0.098
1210030021,1998,1210030,12,001,51,#,3.7,#,0.15
1210030023,1998,1210030,12,001,51,#,3.2,#,0.14
1210040001,1998,1210040,12,001,52,#,1.8,#,0.11
1210040004,1998,1210040,12,001,52,#,2.2,#,0.082
1210040007,1998,1210040,12,001,52,#,2.7,#,0.11
1210040010,1998,1210040,12,001,52,#,2.3,#,0.13
1210040013,1998,1210040,12,001,52,#,3.5,#,0.12
1210040016,1998,1210040,12,001,52,#,3.7,#,0.15
1210040019,1998,1210040,12,001,52,#,4,#,0.08
1210040022,1998,1210040,12,001,52,#,3.2,#,0.07
1210040025,1998,1210040,12,001,52,#,3.8,#,0.089
1210040028,1998,1210040,12,001,52,#,3.8,#,0.1
1210040031,1998,1210040,12,001,52,#,3.2,#,0.13
1210040034,1998,1210040,12,001,52,#,3.2,#,0.14
1210050001,1998,1210050,12,001,53,#,2.1,#,0.22
1210050004,1998,1210050,12,001,53,#,2.6,#,0.12
1210050007,1998,1210050,12,001,53,#,2.9,#,0.11
1210050010,1998,1210050,12,001,53,#,2.4,#,0.13
1210050013,1998,1210050,12,001,53,#,3.5,#,0.15
1210050016,1998,1210050,12,001,53,#,3.7,#,0.18
1210050019,1998,1210050,12,001,53,#,3.9,#,0.12
1210050022,1998,1210050,12,001,53,#,3.2,#,0.071
1210050025,1998,1210050,12,001,53,#,4,#,0.098
1210050028,1998,1210050,12,001,53,#,3.9,#,0.1
1210050031,1998,1210050,12,001,53,#,3.4,#,0.14
1210050034,1998,1210050,12,001,53,#,3.5,#,0.15
1210060001,1998,1210060,12,002,01,#,2,#,0.12
1210060004,1998,1210060,12,002,01,#,3.2,#,0.14
1210060007,1998,1210060,12,002,01,#,2.8,#,0.11
1210060010,1998,1210060,12,002,01,#,2.4,#,0.12
1210060013,1998,1210060,12,002,01,#,3.6,#,0.11
1210060016,1998,1210060,12,002,01,#,3.4,#,0.18
1210060019,1998,1210060,12,002,01,#,4,#,0.1
1210060022,1998,1210060,12,002,01,#,3.2,#,0.085
1210060025,1998,1210060,12,002,01,#,4.1,#,0.095
1210060028,1998,1210060,12,002,01,#,5,#,0.2
1210060031,1998,1210060,12,002,01,#,4.5,#,0.24
1210060034,1998,1210060,12,002,01,#,4.5,#,0.22
1210070001,1998,1210070,12,002,51,#,2,#,0.15
1210070003,1998,1210070,12,002,51,#,2.5,#,0.082
1210070005,1998,1210070,12,002,51,#,2.8,#,0.1
1210070007,1998,1210070,12,002,51,#,2.4,#,0.11
1210070009,1998,1210070,12,002,51,#,3.6,#,0.11
1210070011,1998,1210070,12,002,51,#,3.6,#,0.17
1210070013,1998,1210070,12,002,51,#,4,#,0.1
1210070015,1998,1210070,12,002,51,#,3.3,#,0.091
1210070017,1998,1210070,12,002,51,#,3.9,#,0.1
1210070019,1998,1210070,12,002,51,#,5.1,#,0.22
1210070021,1998,1210070,12,002,51,#,5.5,#,0.31
1210070023,1998,1210070,12,002,51,#,5.4,#,0.34
1210090001,1998,1210090,12,003,01,#,1.1,#,0.18
1210090004,1998,1210090,12,003,01,#,1.3,#,0.16
1210090007,1998,1210090,12,003,01,#,1.2,#,0.18
1210090010,1998,1210090,12,003,01,#,1,#,0.18
1210090013,1998,1210090,12,003,01,#,1.1,#,0.6
1210090016,1998,1210090,12,003,01,#,1.2,#,0.093
1210090019,1998,1210090,12,003,01,#,1.5,#,0.13
1210090022,1998,1210090,12,003,01,#,1.1,#,0.12
1210090025,1998,1210090,12,003,01,#,1.4,#,0.12
1210090028,1998,1210090,12,003,01,#,1.3,#,0.096
1210090031,1998,1210090,12,003,01,#,1.8,#,0.16
1210090034,1998,1210090,12,003,01,#,3.6,#,0.46
1210100001,1998,1210100,12,004,01,#,2.6,#,0.16
1210100005,1998,1210100,12,004,01,#,3.1,#,0.17
1210100009,1998,1210100,12,004,01,#,4.2,#,0.16
1210100013,1998,1210100,12,004,01,#,4.1,#,0.15
1210100017,1998,1210100,12,004,01,#,3.5,#,0.18
1210100021,1998,1210100,12,004,01,#,4.2,#,0.13
1210100025,1998,1210100,12,004,01,#,4.5,#,0.15
1210100029,1998,1210100,12,004,01,#,4.3,#,0.09
1210100033,1998,1210100,12,004,01,#,5.4,#,0.13
1210100037,1998,1210100,12,004,01,#,6.3,#,0.19
1210100041,1998,1210100,12,004,01,#,5.4,#,0.2
1210100045,1998,1210100,12,004,01,#,5.9,#,0.25
1210110001,1998,1210110,12,005,02,#,1,#,0.14
1210110002,1998,1210110,12,005,02,#,0.9,#,0.13
1210110003,1998,1210110,12,005,02,#,0.9,#,0.1
1210110004,1998,1210110,12,005,02,#,0.74,#,0.1
1210110005,1998,1210110,12,005,02,#,1.2,#,0.21
1210110006,1998,1210110,12,005,02,#,1.3,#,0.19
1210110007,1998,1210110,12,005,02,#,1.3,#,0.15
1210110008,1998,1210110,12,005,02,#,1.4,#,0.2
1210110009,1998,1210110,12,005,02,#,1.4,#,0.14
1210110010,1998,1210110,12,005,02,#,1.5,#,0.14
1210110011,1998,1210110,12,005,02,#,1.8,#,0.18
1210110012,1998,1210110,12,005,02,#,1.6,#,0.2
1210120001,1998,1210120,12,006,01,#,1.2,#,0.15
1210120002,1998,1210120,12,006,01,#,0.98,#,0.14
1210120003,1998,1210120,12,006,01,#,1,#,0.1
1210120004,1998,1210120,12,006,01,#,0.78,#,0.14
1210120005,1998,1210120,12,006,01,#,0.94,#,0.14
1210120006,1998,1210120,12,006,01,#,0.99,#,0.15
1210120007,1998,1210120,12,006,01,#,1.3,#,0.14
1210120008,1998,1210120,12,006,01,#,1.1,#,0.098
1210120009,1998,1210120,12,006,01,#,1.3,#,0.11
1210120010,1998,1210120,12,006,01,#,1.3,#,0.078
1210120011,1998,1210120,12,006,01,#,1.5,#,0.11
1210120012,1998,1210120,12,006,01,#,1.9,#,0.18
1210130001,1998,1210130,12,007,01,#,1.4,#,0.18
1210130002,1998,1210130,12,007,01,#,1.1,#,0.13
1210130003,1998,1210130,12,007,01,#,1.1,#,0.15
1210130004,1998,1210130,12,007,01,#,0.99,#,0.13
1210130005,1998,1210130,12,007,01,#,0.93,#,0.14
1210130006,1998,1210130,12,007,01,#,1.2,#,0.18
1210130007,1998,1210130,12,007,01,#,1.4,#,0.12
1210130008,1998,1210130,12,007,01,#,1,#,0.1
1210130009,1998,1210130,12,007,01,#,1.3,#,0.11
1210130010,1998,1210130,12,007,01,#,1.1,#,0.058
1210130011,1998,1210130,12,007,01,#,1.3,#,0.1
1210130012,1998,1210130,12,007,01,#,1.8,#,0.13
1210140001,1998,1210140,12,008,01,#,2.3,#,0.1
1210140003,1998,1210140,12,008,01,#,2.7,#,0.1
1210140005,1998,1210140,12,008,01,#,2.7,#,0.1
1210140007,1998,1210140,12,008,01,#,2.3,#,0.12
1210140009,1998,1210140,12,008,01,#,2.6,#,0.13
1210140011,1998,1210140,12,008,01,#,2.6,#,0.14
1210140015,1998,1210140,12,008,01,#,3.1,#,0.079
1210140017,1998,1210140,12,008,01,#,3.3,#,0.07
1210140019,1998,1210140,12,008,01,#,3.5,#,0.092
1210140021,1998,1210140,12,008,01,#,3.7,#,0.11
1210150001,1998,1210150,12,008,02,#,2.5,#,0.089
1210150003,1998,1210150,12,008,02,#,2.8,#,0.11
1210150005,1998,1210150,12,008,02,#,2.8,#,0.091
1210150007,1998,1210150,12,008,02,#,3.3,#,0.11
1210150009,1998,1210150,12,008,02,#,2.8,#,0.11
1210150011,1998,1210150,12,008,02,#,2.5,#,0.1
1210150015,1998,1210150,12,008,02,#,3.2,#,0.077
1210150017,1998,1210150,12,008,02,#,3.5,#,0.088
1210150019,1998,1210150,12,008,02,#,3.6,#,0.1
1210150021,1998,1210150,12,008,02,#,4.3,#,0.15
1210160002,1998,1210160,12,008,51,#,2.6,#,0.15
1210160004,1998,1210160,12,008,51,#,4,#,0.15
1210160006,1998,1210160,12,008,51,#,3.3,#,0.14
1210160008,1998,1210160,12,008,51,#,2.5,#,0.13
1210160010,1998,1210160,12,008,51,#,2.6,#,0.13
1210160012,1998,1210160,12,008,51,#,3.3,#,0.12
1210160016,1998,1210160,12,008,51,#,3.1,#,0.09
1210160018,1998,1210160,12,008,51,#,3.9,#,0.11
1210160020,1998,1210160,12,008,51,#,4.3,#,0.12
1210160022,1998,1210160,12,008,51,#,3.6,#,0.36
1210160024,1998,1210160,12,008,51,#,3.5,#,0.18
1210170001,1998,1210170,12,008,52,#,2.5,#,0.12
1210170003,1998,1210170,12,008,52,#,2.7,#,0.11
1210170005,1998,1210170,12,008,52,#,3.2,#,0.1
1210170007,1998,1210170,12,008,52,#,2.5,#,0.1
1210170009,1998,1210170,12,008,52,#,2.7,#,0.13
1210170011,1998,1210170,12,008,52,#,2.3,#,0.18
1210170013,1998,1210170,12,008,52,#,2.8,#,0.085
1210170015,1998,1210170,12,008,52,#,3.2,#,0.068
1210170017,1998,1210170,12,008,52,#,3.1,#,0.088
1210170019,1998,1210170,12,008,52,#,3.7,#,0.11
1210180001,1998,1210180,12,008,53,#,2.3,#,0.11
1210180003,1998,1210180,12,008,53,#,3,#,0.12
1210180005,1998,1210180,12,008,53,#,2.9,#,0.12
1210180007,1998,1210180,12,008,53,#,2.7,#,0.15
1210180009,1998,1210180,12,008,53,#,2.3,#,0.094
1210180011,1998,1210180,12,008,53,#,2.3,#,0.18
1210180013,1998,1210180,12,008,53,#,3.1,#,0.097
1210180015,1998,1210180,12,008,53,#,3.3,#,0.079
1210180017,1998,1210180,12,008,53,#,3.7,#,0.13
1210180019,1998,1210180,12,008,53,#,4.1,#,0.15
1210190001,1998,1210190,12,008,54,#,2.4,#,0.11
1210190003,1998,1210190,12,008,54,#,3,#,0.11
1210190005,1998,1210190,12,008,54,#,3.4,#,0.1
1210190007,1998,1210190,12,008,54,#,2.3,#,0.12
1210190009,1998,1210190,12,008,54,#,2.4,#,0.13
1210190011,1998,1210190,12,008,54,#,2.8,#,0.14
1210190013,1998,1210190,12,008,54,#,3.4,#,0.094
1210190015,1998,1210190,12,008,54,#,3.4,#,0.085
1210190017,1998,1210190,12,008,54,#,3.7,#,0.12
